concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
N02-0531.c1	N02-0531	CB107	B01	
J01-0510.c1	J01-0510	CB107	A01	
T01-0384.c1	T01-0384	CB107	A02	
M04-0393.c1	M04-0393	CB107	A06	
O01-0547.c1	O01-0547	CB107	A04	
L01-0602.c1	L01-0602	CB107	A03	
M03-0498.c1	M03-0498	CB107	A05	
D01-0559.c1	D01-0559	CB106	C06	
C01-0814.c1	C01-0814	CB106	B06	
E01-0678.c1	E01-0678	CB106	C02	
C01-0815.c1	C01-0815	CB106	C01	
A01-1106.c1	A01-1106	CB106	A03	
E01-0680.c1	E01-0680	CB106	C04	
A01-1108.c1	A01-1108	CB106	A05	
R02-0512.c1	R02-0512	CB106	D03	
C01-0812.c1	C01-0812	CB106	B04	
K01-0509.c1	K01-0509	CB106	D05	
A01-1110.c1	A01-1110	CB106	B01	
A01-1111.c1	A01-1111	CB106	B02	
H01-0959.c1	H01-0959	CB106	D01	
U01-0137.c1	U01-0137	CB106	D02	
C01-0811.c1	C01-0811	CB106	B03	
Q01-0590.c1	Q01-0590	CB106	D04	
C01-0813.c1	C01-0813	CB106	B05	
A04-0637.c1	A04-0637	CB106	C05	
A01-1107.c1	A01-1107	CB106	A04	
E01-0679.c1	E01-0679	CB106	C03	
A01-1104.c1	A01-1104	CB106	A01	
A01-1105.c1	A01-1105	CB106	A02	
D01-0556.c1	D01-0556	CB106	D06	
A01-1109.c1	A01-1109	CB106	A06	
P01-0170.c1	P01-0170	CB108	D03	
R02-0514.c1	R02-0514	CB108	B04	
C01-0818.c1	C01-0818	CB108	B01	
C01-0819.c1	C01-0819	CB108	B02	
G01-0607.c1	G01-0607	CB108	C02	
N02-0529.c1	N02-0529	CB108	C01	
O01-0545.c1	O01-0545	CB108	C04	
A01-1114.c1	A01-1114	CB108	A03	
C01-0816.c1	C01-0816	CB108	A05	
M03-0495.c1	M03-0495	CB108	B06	
M04-0391.c1	M04-0391	CB108	C06	
C01-0817.c1	C01-0817	CB108	A06	
K01-0512.c1	K01-0512	CB108	C05	
L01-0620.c1	L01-0620	CB108	C03	
A02-1380.c1	A02-1380	CB108	A04	
A01-1112.c1	A01-1112	CB108	A01	
A01-1113.c1	A01-1113	CB108	A02	
U01-0131.c1	U01-0131	CB108	D01	
J01-0511.c1	J01-0511	CB108	D02	
C01-0820.c1	C01-0820	CB108	B03	
Q01-0591.c1	Q01-0591	CB108	D04	
H01-0960.c1	H01-0960	CB108	B05	
R02-0507.c1	R02-0507	CB105	A01	
M03-0497.c1	M03-0497	CB105	A02	
U01-0132.c1	U01-0132	CB104	C03	
A01-1102.c1	A01-1102	CB104	A04	
J01-0508.c1	J01-0508	CB104	C05	
A01-1100.c1	A01-1100	CB104	A02	
A01-1099.c1	A01-1099	CB104	A01	
T01-0382.c1	T01-0382	CB104	D02	
P01-0171.c1	P01-0171	CB104	D01	
O01-0544.c1	O01-0544	CB104	D04	
A02-1370.c1	A02-1370	CB104	B05	
C01-0809.c1	C01-0809	CB104	B03	
C01-0806.c1	C01-0806	CB104	A06	
A04-0604.c1	A04-0604	CB104	D06	
A02-1358.c1	A02-1358	CB104	B06	
H01-0958.c1	H01-0958	CB104	C06	
N02-0542.c1	N02-0542	CB104	D05	
C01-0810.c1	C01-0810	CB104	B04	
T01-0381.c1	T01-0381	CB104	D03	
C01-0808.c1	C01-0808	CB104	B02	
C01-0807.c1	C01-0807	CB104	B01	
A02-1359.c1	A02-1359	CB104	C01	
A02-1360.c1	A02-1360	CB104	C02	
A01-1103.c1	A01-1103	CB104	A05	
A01-1101.c1	A01-1101	CB104	A03	
Q01-0587.c1	Q01-0587	CB104	C04	
