extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
C01-0807.e1	C01-0807.c1	EB105	A07	H7	
C01-0808.e1	C01-0808.c1	EB105	A08	H8	
A01-1103.e1	A01-1103.c1	EB105	A05	H5	
A01-1101.e1	A01-1101.c1	EB105	A03	H3	
T01-0382.e1	T01-0382.c1	EB105	C04	J4	
J01-0508.e1	J01-0508.c1	EB105	C01	J1	
H01-0958.e1	H01-0958.c1	EB105	C02	J2	
C01-0810.e1	C01-0810.c1	EB105	B02	I2	
C01-0809.e1	C01-0809.c1	EB105	B01	I1	
A02-1358.e1	A02-1358.c1	EB105	B04	I4	
O01-0544.e1	O01-0544.c1	EB105	C06	J6	
A02-1360.e1	A02-1360.c1	EB105	B06	I6	
C01-0806.e1	C01-0806.c1	EB105	A06	H6	
A04-0604.e1	A04-0604.c1	EB105	C08	J8	
N02-0542.e1	N02-0542.c1	EB105	C07	J7	
U01-0132.e1	U01-0132.c1	EB105	B07	I7	
Q01-0587.e1	Q01-0587.c1	EB105	B08	I8	
A02-1359.e1	A02-1359.c1	EB105	B05	I5	
A02-1370.e1	A02-1370.c1	EB105	B03	I3	
M03-0497.e1	M03-0497.c1	EB105	D02	K2	
R02-0507.e1	R02-0507.c1	EB105	D01	K1	
A01-1100.e1	A01-1100.c1	EB105	A02	H2	
A01-1099.e1	A01-1099.c1	EB105	A01	NAB 142 H1	
P01-0171.e1	P01-0171.c1	EB105	C03	J3	
A01-1102.e1	A01-1102.c1	EB105	A04	H4	
T01-0381.e1	T01-0381.c1	EB105	C05	J5	
E01-0679.e1	E01-0679.c1	EB107	B07	A7	
E01-0680.e1	E01-0680.c1	EB107	B08	A8	
D01-0556.e1	D01-0556.c1	EB107	C08	B8	
K01-0509.e1	K01-0509.c1	EB107	C07	B7	
A01-1105.e1	A01-1105.c1	EB107	A02	L2	
A01-1104.e1	A01-1104.c1	EB107	A01	NAB 142 L1	
A01-1107.e1	A01-1107.c1	EB107	A04	L4	
H01-0959.e1	H01-0959.c1	EB107	C03	B3	
R02-0512.e1	R02-0512.c1	EB107	C05	B5	
O01-0547.e1	O01-0547.c1	EB107	D04	C4	
C01-0815.e1	C01-0815.c1	EB107	B05	A5	
C01-0813.e1	C01-0813.c1	EB107	B03	A3	
T01-0384.e1	T01-0384.c1	EB107	D02	C2	
J01-0510.e1	J01-0510.c1	EB107	D01	C1	
A01-1109.e1	A01-1109.c1	EB107	A06	L6	
M04-0393.e1	M04-0393.c1	EB107	D06	C6	
E01-0678.e1	E01-0678.c1	EB107	B06	A6	
Q01-0590.e1	Q01-0590.c1	EB107	C06	B6	
A01-1110.e1	A01-1110.c1	EB107	A07	L7	
A01-1111.e1	A01-1111.c1	EB107	A08	L8	
N02-0531.e1	N02-0531.c1	EB107	D07	C7	
C01-0812.e1	C01-0812.c1	EB107	B02	A2	
C01-0811.e1	C01-0811.c1	EB107	B01	NAB 143 A1	
M03-0498.e1	M03-0498.c1	EB107	D05	C5	
C01-0814.e1	C01-0814.c1	EB107	B04	A4	
L01-0602.e1	L01-0602.c1	EB107	D03	C3	
A01-1108.e1	A01-1108.c1	EB107	A05	L5	
U01-0137.e1	U01-0137.c1	EB107	C04	B4	
A01-1106.e1	A01-1106.c1	EB107	A03	L3	
A04-0637.e1	A04-0637.c1	EB107	C01	B1	
D01-0559.e1	D01-0559.c1	EB107	C02	B2	
C01-0819.e1	C01-0819.c1	EB108	A08	D8	
C01-0818.e1	C01-0818.c1	EB108	A07	D7	
M03-0495.e1	M03-0495.c1	EB108	B04	E4	
R02-0514.e1	R02-0514.c1	EB108	B02	E2	
C01-0820.e1	C01-0820.c1	EB108	B01	E1	
K01-0512.e1	K01-0512.c1	EB108	C01	F1	
M04-0391.e1	M04-0391.c1	EB108	C02	F2	
C01-0816.e1	C01-0816.c1	EB108	A05	D5	
A01-1114.e1	A01-1114.c1	EB108	A03	D3	
J01-0511.e1	J01-0511.c1	EB108	C04	F4	
G01-0607.e1	G01-0607.c1	EB108	B06	E6	
Q01-0591.e1	Q01-0591.c1	EB108	C06	F6	
C01-0817.e1	C01-0817.c1	EB108	A06	D6	
O01-0545.e1	O01-0545.c1	EB108	B08	E8	
L01-0620.e1	L01-0620.c1	EB108	B07	E7	
A02-1380.e1	A02-1380.c1	EB108	A04	D4	
U01-0131.e1	U01-0131.c1	EB108	C03	F3	
P01-0170.e1	P01-0170.c1	EB108	C05	F5	
A01-1113.e1	A01-1113.c1	EB108	A02	D2	
A01-1112.e1	A01-1112.c1	EB108	A01	NAB 143 D1	
N02-0529.e1	N02-0529.c1	EB108	B05	E5	
H01-0960.e1	H01-0960.c1	EB108	B03	E3	
