extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
A01-1604.e1	A01-1604.c1	EB262	A03	C3	
A02-3038.e1	A02-3038.c1	EB262	D02	F2	
H01-1039.e1	H01-1039.c1	EB262	C07	E7	
L01-1024.e1	L01-1024.c1	EB262	B08	D8	
A02-4040.e1	A02-4040.c1	EB262	E01	G1	
D01-1029.e1	D01-1029.c1	EB262	B04	D4	
K01-1013.e1	K01-1013.c1	EB262	C01	E1	
M03-1027.e1	M03-1027.c1	EB262	B03	D3	
C01-1313.e1	C01-1313.c1	EB262	A08	C8	
C01-1309.e1	C01-1309.c1	EB262	A04	C4	
A01-1603.e1	A01-1603.c1	EB262	A02	C2	
A02-4038.e1	A02-4038.c1	EB262	D03	F3	
P01-1022.e1	P01-1022.c1	EB262	B02	D2	
W01-1020.e1	W01-1020.c1	EB262	C06	E6	
A02-3040.e1	A02-3040.c1	EB262	D08	F8	
A02-2039.e1	A02-2039.c1	EB262	D04	F4	
W02-1005.e1	W02-1005.c1	EB262	C05	E5	
C01-1310.e1	C01-1310.c1	EB262	A05	C5	
C01-1311.e1	C01-1311.c1	EB262	A06	C6	
A02-2038.e1	A02-2038.c1	EB262	D01	F1	
M04-1014.e1	M04-1014.c1	EB262	B05	D5	
Q01-1033.e1	Q01-1033.c1	EB262	C02	E2	
N02-1015.e1	N02-1015.c1	EB262	B06	D6	
A02-2041.e1	A02-2041.c1	EB262	E02	G2	
A02-2040.e1	A02-2040.c1	EB262	D07	F7	
R02-1032.e1	R02-1032.c1	EB262	C04	E4	
A02-4041.e1	A02-4041.c1	EB262	E04	G4	
A02-3039.e1	A02-3039.c1	EB262	D05	F5	
J01-1033.e1	J01-1033.c1	EB262	B01	D1	
O01-1017.e1	O01-1017.c1	EB262	B07	D7	
A02-4039.e1	A02-4039.c1	EB262	D06	F6	
A01-1602.e1	A01-1602.c1	EB262	A01	NAB171 C1	
U01-0166.e1	U01-0166.c1	EB262	C03	E3	
A02-3041.e1	A02-3041.c1	EB262	E03	G3	
C01-1312.e1	C01-1312.c1	EB262	A07	C7	
