extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
H01-0962.e1	H01-0962.c1	EB113	B06	E6	
D01-0577.e1	D01-0577.c1	EB113	B01	E1	
C01-0833.e1	C01-0833.c1	EB113	A03	D3	
C01-0834.e1	C01-0834.c1	EB113	A04	D4	
C01-0835.e1	C01-0835.c1	EB113	A05	D5	
H01-0963.e1	H01-0963.c1	EB113	B07	E7	
C01-0832.e1	C01-0832.c1	EB113	A02	D2	
C01-0831.e1	C01-0831.c1	EB113	A01	NAB 144 D1	
G01-0612.e1	G01-0612.c1	EB113	A06	D6	
J01-0514.e1	J01-0514.c1	EB113	B04	E4	
J01-0513.e1	J01-0513.c1	EB113	B03	E3	
H01-0961.e1	H01-0961.c1	EB113	B05	E5	
D01-0579.e1	D01-0579.c1	EB113	B02	E2	
K01-0517.e1	K01-0517.c1	EB113	A07	D7	
D01-0573.e1	D01-0573.c1	EB113	A08	D8	
C01-0844.e1	C01-0844.c1	EB117	B02	L2	
U01-0130.e1	U01-0130.c1	EB117	D03	B3	
K01-0519.e1	K01-0519.c1	EB117	C06	A6	
Q01-0595.e1	Q01-0595.c1	EB117	C01	NAB 145  A1	
H01-0965.e1	H01-0965.c1	EB117	C08	A8	
E01-0684.e1	E01-0684.c1	EB117	B04	L4	
J01-0517.e1	J01-0517.c1	EB117	C07	A7	
N02-0550.e1	N02-0550.c1	EB117	B07	L7	
R02-0518.e1	R02-0518.c1	EB117	C04	A4	
A01-1150.e1	A01-1150.c1	EB117	A05	K5	
P01-0167.e1	P01-0167.c1	EB117	B08	L8	
E01-0686.e1	E01-0686.c1	EB117	B06	L6	
C01-0843.e1	C01-0843.c1	EB117	B01	L1	
M03-0490.e1	M03-0490.c1	EB117	C02	A2	
A01-1148.e1	A01-1148.c1	EB117	A03	K3	
E01-0685.e1	E01-0685.c1	EB117	B05	L5	
C01-0841.e1	C01-0841.c1	EB117	A07	K7	
Q01-0596.e1	Q01-0596.c1	EB117	D04	B4	
C01-0842.e1	C01-0842.c1	EB117	A08	K8	
A01-1146.e1	A01-1146.c1	EB117	A01	NAB 144 K1	
O01-0528.e1	O01-0528.c1	EB117	D02	B2	
A01-1151.e1	A01-1151.c1	EB117	A06	K6	
C01-0845.e1	C01-0845.c1	EB117	B03	L3	
J01-0515.e1	J01-0515.c1	EB117	C03	A3	
O01-0505.e1	O01-0505.c1	EB117	D01	B1	
A01-1147.e1	A01-1147.c1	EB117	A02	K2	
J01-0516.e1	J01-0516.c1	EB117	C05	A5	
A01-1149.e1	A01-1149.c1	EB117	A04	K4	
A01-1136.e1	A01-1136.c1	EB112	B05	L5	
A01-1130.e1	A01-1130.c1	EB112	A07	K7	
A01-1131.e1	A01-1131.c1	EB112	A08	K8	
A04-0638.e1	A04-0638.c1	EB112	D04	B4	
K01-0515.e1	K01-0515.c1	EB112	E04	C4	
T01-0386.e1	T01-0386.c1	EB112	E02	C2	
A01-1129.e1	A01-1129.c1	EB112	A06	K6	
C01-0829.e1	C01-0829.c1	EB112	D02	B2	
A01-1124.e1	A01-1124.c1	EB112	A01	NAB 143 K1	
A01-1134.e1	A01-1134.c1	EB112	B03	L3	
A01-1125.e1	A01-1125.c1	EB112	A02	K2	
A04-0643.e1	A04-0643.c1	EB112	D06	B6	
C01-0828.e1	C01-0828.c1	EB112	D01	B1	
R02-0521.e1	R02-0521.c1	EB112	E06	C6	
T01-0387.e1	T01-0387.c1	EB112	E01	C1	
D01-0564.e1	D01-0564.c1	EB112	C03	A3	
U01-0126.e1	U01-0126.c1	EB112	D07	B7	
G01-0609.e1	G01-0609.c1	EB112	E07	C7	
G01-0613.e1	G01-0613.c1	EB112	E08	C8	
U01-0127.e1	U01-0127.c1	EB112	D08	B8	
A01-1127.e1	A01-1127.c1	EB112	A04	K4	
