concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
A01-1146.c1	A01-1146	CB116	A01	
R02-0518.c1	R02-0518	CB116	D02	
A01-1151.c1	A01-1151	CB116	A06	
C01-0843.c1	C01-0843	CB116	B03	
C01-0845.c1	C01-0845	CB116	B05	
K01-0519.c1	K01-0519	CB116	D04	
Q01-0595.c1	Q01-0595	CB116	C05	
A01-1149.c1	A01-1149	CB116	A04	
N02-0550.c1	N02-0550	CB116	C03	
J01-0515.c1	J01-0515	CB116	D01	
H01-0965.c1	H01-0965	CB116	D06	
A01-1147.c1	A01-1147	CB116	A02	
J01-0517.c1	J01-0517	CB116	D05	
C01-0844.c1	C01-0844	CB116	B04	
C01-0842.c1	C01-0842	CB116	B02	
J01-0516.c1	J01-0516	CB116	D03	
M03-0490.c1	M03-0490	CB116	C06	
E01-0685.c1	E01-0685	CB116	C01	
E01-0684.c1	E01-0684	CB116	B06	
C01-0841.c1	C01-0841	CB116	B01	
E01-0686.c1	E01-0686	CB116	C02	
A01-1148.c1	A01-1148	CB116	A03	
A01-1150.c1	A01-1150	CB116	A05	
P01-0167.c1	P01-0167	CB116	C04	
D01-0564.c1	D01-0564	CB111	D01	
A01-1125.c1	A01-1125	CB111	A02	
C01-0827.c1	C01-0827	CB111	D06	
A01-1138.c1	A01-1138	CB111	C03	
A01-1127.c1	A01-1127	CB111	A04	
A01-1140.c1	A01-1140	CB111	C05	
D01-0568.c1	D01-0568	CB111	D04	
A01-1134.c1	A01-1134	CB111	B05	
A01-1132.c1	A01-1132	CB111	B03	
A01-1124.c1	A01-1124	CB111	A01	
A01-1129.c1	A01-1129	CB111	A06	
D01-0566.c1	D01-0566	CB111	D02	
A01-1128.c1	A01-1128	CB111	A05	
A01-1139.c1	A01-1139	CB111	C04	
A01-1126.c1	A01-1126	CB111	A03	
A01-1137.c1	A01-1137	CB111	C02	
A01-1135.c1	A01-1135	CB111	B06	
A01-1130.c1	A01-1130	CB111	B01	
D01-0565.c1	D01-0565	CB111	C06	
A01-1136.c1	A01-1136	CB111	C01	
D01-0567.c1	D01-0567	CB111	D03	
A01-1131.c1	A01-1131	CB111	B02	
A01-1133.c1	A01-1133	CB111	B04	
C01-0826.c1	C01-0826	CB111	D05	
C01-0831.c1	C01-0831	CB113	A01	
G01-0612.c1	G01-0612	CB113	A06	
D01-0577.c1	D01-0577	CB113	B03	
D01-0579.c1	D01-0579	CB113	B04	
D01-0573.c1	D01-0573	CB113	B02	
J01-0513.c1	J01-0513	CB113	B05	
H01-0961.c1	H01-0961	CB113	C01	
J01-0514.c1	J01-0514	CB113	B06	
K01-0517.c1	K01-0517	CB113	B01	
H01-0962.c1	H01-0962	CB113	C02	
C01-0834.c1	C01-0834	CB113	A04	
C01-0833.c1	C01-0833	CB113	A03	
H01-0963.c1	H01-0963	CB113	C03	
C01-0832.c1	C01-0832	CB113	A02	
C01-0835.c1	C01-0835	CB113	A05	
O01-0528.c1	O01-0528	CB117	A02	
O01-0505.c1	O01-0505	CB117	A01	
U01-0130.c1	U01-0130	CB117	A03	
Q01-0596.c1	Q01-0596	CB117	A04	
E01-0706.c1	E01-0706	CB114	A06	
R02-0516.c1	R02-0516	CB114	D02	
A01-1141.c1	A01-1141	CB114	A01	
E01-0681.c1	E01-0681	CB114	B03	
E01-0683.c1	E01-0683	CB114	B05	
U01-0129.c1	U01-0129	CB114	D04	
D01-0561.c1	D01-0561	CB114	C05	
A01-1144.c1	A01-1144	CB114	A04	
M03-0489.c1	M03-0489	CB114	D06	
A01-1142.c1	A01-1142	CB114	A02	
A04-0644.c1	A04-0644	CB114	D01	
C01-0839.c1	C01-0839	CB114	C03	
T01-0388.c1	T01-0388	CB114	D05	
E01-0682.c1	E01-0682	CB114	B04	
E01-0708.c1	E01-0708	CB114	B02	
C01-0837.c1	C01-0837	CB114	C01	
H01-0964.c1	H01-0964	CB114	C06	
R02-0522.c1	R02-0522	CB114	D03	
E01-0707.c1	E01-0707	CB114	B01	
C01-0836.c1	C01-0836	CB114	B06	
A01-1143.c1	A01-1143	CB114	A03	
C01-0838.c1	C01-0838	CB114	C02	
C01-0840.c1	C01-0840	CB114	C04	
A01-1145.c1	A01-1145	CB114	A05	
A04-0635.c1	A04-0635	CB109	C05	
A01-1118.c1	A01-1118	CB109	A04	
A01-1116.c1	A01-1116	CB109	A02	
U01-0134.c1	U01-0134	CB109	D06	
P01-0168.c1	P01-0168	CB109	D01	
R02-0509.c1	R02-0509	CB109	C03	
A01-1123.c1	A01-1123	CB109	B03	
A04-0633.c1	A04-0633	CB109	D02	
A01-1120.c1	A01-1120	CB109	A06	
A01-1115.c1	A01-1115	CB109	A01	
M03-0492.c1	M03-0492	CB109	D04	
C01-0822.c1	C01-0822	CB109	B05	
A01-1117.c1	A01-1117	CB109	A03	
C01-0825.c1	C01-0825	CB109	C02	
A01-1121.c1	A01-1121	CB109	B01	
C01-0823.c1	C01-0823	CB109	B06	
T01-0385.c1	T01-0385	CB109	C04	
A01-1119.c1	A01-1119	CB109	A05	
C01-0821.c1	C01-0821	CB109	B04	
J01-0512.c1	J01-0512	CB109	D05	
C01-0824.c1	C01-0824	CB109	C01	
K01-0506.c1	K01-0506	CB109	C06	
D01-0558.c1	D01-0558	CB109	D03	
A01-1122.c1	A01-1122	CB109	B02	
K01-0515.c1	K01-0515	CB112	B06	
U01-0126.c1	U01-0126	CB112	B01	
C01-0830.c1	C01-0830	CB112	A03	
A04-0638.c1	A04-0638	CB112	A04	
R02-0521.c1	R02-0521	CB112	C02	
A04-0641.c1	A04-0641	CB112	A05	
G01-0613.c1	G01-0613	CB112	C04	
C01-0829.c1	C01-0829	CB112	A02	
G01-0609.c1	G01-0609	CB112	C03	
C01-0828.c1	C01-0828	CB112	A01	
A04-0643.c1	A04-0643	CB112	A06	
T01-0386.c1	T01-0386	CB112	B04	
T01-0387.c1	T01-0387	CB112	B03	
U01-0127.c1	U01-0127	CB112	B02	
K01-0521.c1	K01-0521	CB112	B05	
R02-0508.c1	R02-0508	CB112	C01	
O01-0548.c1	O01-0548	CB110	A02	
N02-0537.c1	N02-0537	CB110	A01	
L01-0618.c1	L01-0618	CB110	A03	
P01-0165.c1	P01-0165	CB115	A06	
N02-0528.c1	N02-0528	CB115	A01	
U01-0128.c1	U01-0128	CB115	B04	
O01-0551.c1	O01-0551	CB115	B03	
O01-0550.c1	O01-0550	CB115	B02	
L01-0601.c1	L01-0601	CB115	B05	
Q01-0592.c1	Q01-0592	CB115	C01	
O01-0549.c1	O01-0549	CB115	B01	
Q01-0588.c1	Q01-0588	CB115	B06	
N02-0543.c1	N02-0543	CB115	A03	
Q01-0593.c1	Q01-0593	CB115	C02	
N02-0551.c1	N02-0551	CB115	A04	
K01-0514.c1	K01-0514	CB115	C04	
P01-0164.c1	P01-0164	CB115	A05	
N02-0536.c1	N02-0536	CB115	A02	
Q01-0594.c1	Q01-0594	CB115	C03	
