assay_id	extract_id	plate_id	plate_cell	assay_input_ml	assay_type	accepted_droplets	subject_1	subject_1_category	subject_1_target	subject_1_target_macromolecule	subject_1_fluorophore	subject_1_calculated_copies_per_reaction	subject_1_copies_per_reaction	subject_1_result	subject_2	subject_2_category	subject_2_target	subject_2_target_macromolecule	subject_2_fluorophore	subject_2_calculated_copies_per_reaction	subject_2_copies_per_reaction	subject_2_result	subject_3	subject_3_category	subject_3_target	subject_3_target_macromolecule	subject_3_fluorophore	subject_3_copies_per_reaction	subject_3_result	subject_4	subject_4_category	subject_4_target	subject_4_target_macromolecule	subject_4_fluorophore	subject_4_copies_per_reaction	subject_4_result	notes
A02-0461.a1	A02-0461.e1	AP66	E01	0.005	Direct Quantification	13814	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
D01-0038.a1	D01-0038.e1	AP66	E02	0.005	Direct Quantification	13593	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	29.44532633	52449.48752	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	32.91190624	58624.33299								Human	Internal Control	Human RNase P	RNA	HEX	3.462244272	6167.12261	
D01-0052.a1	D01-0052.e1	AP66	E03	0.005	Direct Quantification	14547	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	11.32505178	20172.74849	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	16.18031383	28821.184								Human	Internal Control	Human RNase P	RNA	HEX	4.852926135	8644.274678	
E02-0105.a1	E02-0105.e1	AP66	E04	0.005	Direct Quantification	15718	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	22.46530771	40016.32936	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	28.4596777	50693.8009								Human	Internal Control	Human RNase P	RNA	HEX	4.491345882	8000.209853	
E02-0106.a1	E02-0106.e1	AP66	E05	0.005	Direct Quantification	14131	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	1.665150672	2966.049635	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	4.995805621	8898.778763								Human	Internal Control	Human RNase P	RNA	HEX	4.995805621	8898.778763	
E02-0107.a1	E02-0107.e1	AP66	E06	0.005	Direct Quantification	13334	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	5.294448733	9430.736806	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	3.529499769	6286.921464								Human	Internal Control	Human RNase P	RNA	HEX	15.88692069	28298.57748	
B01-0147.a1	B01-0147.e1	AP66	E07	0.005	Direct Quantification	14626	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	3.217697144	5731.523037	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	6.435834765	11463.83068								Human	Internal Control	Human RNase P	RNA	HEX	1.608793586	2865.663576	
B01-0127.a1	B01-0127.e1	AP66	E08	0.005	Direct Quantification	16019	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	10.28415442	18318.65005	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	8.814714551	15701.21029								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
B01-0153.a1	B01-0153.e1	AP66	F01	0.005	Direct Quantification	15277	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	9.242927432	16463.96449	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	7.702186704	13719.52007								Human	Internal Control	Human RNase P	RNA	HEX	1.540235877	2743.545156	
H01-0185.a1	H01-0185.e1	AP66	F02	0.005	Direct Quantification	16365	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	1.437832564	2561.139255	
H01-0181.a1	H01-0181.e1	AP66	F03	0.005	Direct Quantification	16846	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
H01-0183.a1	H01-0183.e1	AP66	F04	0.005	Direct Quantification	17021	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
H01-0186.a1	H01-0186.e1	AP66	F05	0.005	Direct Quantification	13437	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	3.502442837	6238.726303	
H01-0182.a1	H01-0182.e1	AP66	F06	0.005	Direct Quantification	15439	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
H01-0184.a1	H01-0184.e1	AP66	F07	0.005	Direct Quantification	15574	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	1.510862112	2691.223137								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
H01-0187.a1	H01-0187.e1	AP66	F08	0.005	Direct Quantification	16726	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	2.813681364	5011.86993	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
A02-0288.a2	A02-0288.e1	AP67	B01	0.005	Direct Quantification	8222	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	14.31316495	25495.32507	
C01-0155.a1	C01-0155.e1	AP67	A01	0.005	Direct Quantification	15840	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	5.942520499	10585.11464	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	5.942520499	10585.11464								Human	Internal Control	Human RNase P	RNA	HEX	2.971072793	5292.223413	
C01-0153.a1	C01-0153.e1	AP67	A02	0.005	Direct Quantification	14384	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	3.271836638	5827.959012	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	3.271836638	5827.959012								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
C01-0154.a1	C01-0154.e1	AP67	A03	0.005	Direct Quantification	14166	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	3.322190344	5917.651551	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	3.322190344	5917.651551								Human	Internal Control	Human RNase P	RNA	HEX	4.983461201	8876.790265	
C01-0151.a1	C01-0151.e1	AP67	A04	0.005	Direct Quantification	15439	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	3.048246205	5429.688552	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	4.572517276	8144.796398								Human	Internal Control	Human RNase P	RNA	HEX	6.096887589	10860.08102	
C01-0152.a1	C01-0152.e1	AP67	A05	0.005	Direct Quantification	15225	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	3.091094494	5506.012067	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	3.091094494	5506.012067	
B01-0132.a1	B01-0132.e1	AP67	A06	0.005	Direct Quantification	14923	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	4.73063916	8426.451003	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	3.153653741	5617.445726								Human	Internal Control	Human RNase P	RNA	HEX	4.73063916	8426.451003	
B01-0142.a1	B01-0142.e1	AP67	A07	0.005	Direct Quantification	15536	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	19.69685912	35085.03031	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	21.21268511	37785.09535								Human	Internal Control	Human RNase P	RNA	HEX	3.029212952	5395.78557	
A01-0229.a1	A01-0229.e1	AP67	A08	0.005	Direct Quantification	15187	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	43.42079639	77343.29358	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	38.76473188	69049.67867								Human	Internal Control	Human RNase P	RNA	HEX	20.14968872	35891.63303	
A01-0228.a1	A01-0228.e1	AP67	B02	0.005	Direct Quantification	10259	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	34.42825317	61325.32597	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	18.35546494	32695.67192								Human	Internal Control	Human RNase P	RNA	HEX	6.881622076	12257.88932	
A01-0230.a1	A01-0230.e1	AP67	B03	0.005	Direct Quantification	12624	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	7.456634641	13282.13045	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	11.18583918	19924.77603								Human	Internal Control	Human RNase P	RNA	HEX	16.78075314	29890.71652	
A01-0227.a1	A01-0227.e1	AP67	B04	0.005	Direct Quantification	11620	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	18.23121905	32474.35894	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	16.20482922	28864.85204								Human	Internal Control	Human RNase P	RNA	HEX	6.07550323	10821.99013	
A04-0057.a1	A04-0057.e1	AP67	B05	0.005	Direct Quantification	12554	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	5.623440146	10016.75276	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	3.748810887	6677.569393								Human	Internal Control	Human RNase P	RNA	HEX	5.623440146	10016.75276	
A04-0058.a1	A04-0058.e1	AP67	B06	0.005	Direct Quantification	11422	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	14.42447543	25693.59686	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	6.180835962	11009.61406								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
A04-0059.a1	A04-0059.e1	AP67	B07	0.005	Direct Quantification	11009	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	6.412739754	11422.69269	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	8.550708294	15230.94915								Human	Internal Control	Human RNase P	RNA	HEX	2.137385756	3807.218377	
A03-0314.a1	A03-0314.e1	AP67	B08	0.005	Direct Quantification	10500	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	2.241002917	3991.786446	
A03-0297.a1	A03-0297.e1	AP67	C01	0.005	Direct Quantification	17171	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	1.370339245	2440.916779	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	1.370339245	2440.916779								Human	Internal Control	Human RNase P	RNA	HEX	15.07812381	26857.90803	
A02-0454.a2	A02-0454.e1	AP68	G01	0.005	Direct Quantification	9844	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	45.45823097	80972.47392	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	9.562857747	17033.84036								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
A02-0456.a2	A02-0456.e1	AP68	G02	0.005	Direct Quantification	5217	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
A03-0299.a2	A03-0299.e1	AP68	G03	0.005	Direct Quantification	9719	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	4.842438996	8625.594461	
A02-0461.a2	A02-0461.e1	AP68	G04	0.005	Direct Quantification	8672	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	13.57022405	24171.96158	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	21.71611786	38681.83494								Human	Internal Control	Human RNase P	RNA	HEX	19.0005064	33844.65203	
L01-0083.a1	L01-0083.e1	AP68	A01	0.005	Direct Quantification	15243	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	4.631318152	8249.535458	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	3.087444305	5499.510169								Human	Internal Control	Human RNase P	RNA	HEX	4.631318152	8249.535458	
L01-0082.a1	L01-0082.e1	AP68	A02	0.005	Direct Quantification	15173	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	23.27263832	41454.38701	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	23.27263832	41454.38701								Human	Internal Control	Human RNase P	RNA	HEX	1.55079335	2762.350654	
L01-0087.a1	L01-0087.e1	AP68	A03	0.005	Direct Quantification	14790	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	1.590953916	2833.886663	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	1.590953916	2833.886663	
L01-0081.a1	L01-0081.e1	AP68	A04	0.005	Direct Quantification	14921	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	1.576985419	2809.005277	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
L01-0076.a1	L01-0076.e1	AP68	A05	0.005	Direct Quantification	16008	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	1.469899267	2618.258069	
L01-0100.a1	L01-0100.e1	AP68	A06	0.005	Direct Quantification	15594	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	4.52706337	8063.831627	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	3.01794529	5375.715047								Human	Internal Control	Human RNase P	RNA	HEX	7.545589805	13440.58184	
L01-0092.a1	L01-0092.e1	AP68	A07	0.005	Direct Quantification	16576	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	1.419529617	2528.53713	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	1.419529617	2528.53713								Human	Internal Control	Human RNase P	RNA	HEX	2.839144766	5057.226615	
N03-0067.a1	N03-0067.e1	AP68	A08	0.005	Direct Quantification	15431	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	22.88334131	40760.95171	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	27.46268034	48917.89936								Human	Internal Control	Human RNase P	RNA	HEX	3.049826622	5432.50367	
N03-0066.a1	N03-0066.e1	AP68	B01	0.005	Direct Quantification	10624	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	13.29220176	23676.73438	
N03-0072.a1	N03-0072.e1	AP68	B02	0.005	Direct Quantification	14031	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	5.031415224	8962.208368	
N03-0068.a1	N03-0068.e1	AP68	B03	0.005	Direct Quantification	14354	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	3.278675079	5840.139985	
N03-0073.a1	N03-0073.e1	AP68	B04	0.005	Direct Quantification	14859	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	3.167237937	5641.642576								Human	Internal Control	Human RNase P	RNA	HEX	4.751017094	8462.749198	
N03-0054.a1	N03-0054.e1	AP68	B05	0.005	Direct Quantification	14634	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	4.824072123	8592.878468	
L01-0094.a1	L01-0094.e1	AP68	B06	0.005	Direct Quantification	14340	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	3.281876445	5845.842417	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	3.281876445	5845.842417								Human	Internal Control	Human RNase P	RNA	HEX	27.91054964	49715.66655	
L01-0077.a1	L01-0077.e1	AP68	B07	0.005	Direct Quantification	15594	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	6.036278009	10752.1202	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	1.508924365	2687.771525								Human	Internal Control	Human RNase P	RNA	HEX	31.70775175	56479.43281	
L01-0098.a1	L01-0098.e1	AP68	B08	0.005	Direct Quantification	15897	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	2.960419059	5273.246448	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	2.960419059	5273.246448								Human	Internal Control	Human RNase P	RNA	HEX	4.440768659	7910.119174	
L01-0097.a1	L01-0097.e1	AP68	C01	0.005	Direct Quantification	16140	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	27.71512747	49367.5708	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	23.33688259	41568.82212								Human	Internal Control	Human RNase P	RNA	HEX	5.832051635	10388.34197	
L01-0099.a1	L01-0099.e1	AP68	C02	0.005	Direct Quantification	16242	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	1.448721588	2580.535328	
L01-0088.a1	L01-0088.e1	AP68	C03	0.005	Direct Quantification	15469	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
L01-0091.a1	L01-0091.e1	AP68	C04	0.005	Direct Quantification	15394	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	4.585885108	8168.607848	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	3.057157397	5445.561614								Human	Internal Control	Human RNase P	RNA	HEX	18.34890485	32683.98676	
D01-0037.a1	D01-0037.e1	AP68	C05	0.005	Direct Quantification	13585	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	121.5544224	216518.8149	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	98.93250465	176223.5239								Human	Internal Control	Human RNase P	RNA	HEX	10.39438009	18514.98954	
D01-0042.a1	D01-0042.e1	AP68	C06	0.005	Direct Quantification	16483	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	67.18813419	119678.864	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	35.71448326	63616.42331								Human	Internal Control	Human RNase P	RNA	HEX	19.99343157	35613.29998	
J01-0027.a1	J01-0027.e1	AP68	C07	0.005	Direct Quantification	16484	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
J01-0030.a1	J01-0030.e1	AP68	C08	0.005	Direct Quantification	14961	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
M03-0056.a1	M03-0056.e1	AP68	D01	0.005	Direct Quantification	15205	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	3.095160723	5513.255037	
M03-0034.a1	M03-0034.e1	AP68	D02	0.005	Direct Quantification	13624	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	8.63686502	15384.41582	
M03-0061.a1	M03-0061.e1	AP68	D03	0.005	Direct Quantification	16664	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	2.82415092	5030.518826								Human	Internal Control	Human RNase P	RNA	HEX	1.412032992	2515.183766	
M03-0029.a1	M03-0029.e1	AP68	D04	0.005	Direct Quantification	16084	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
N02-0052.a1	N02-0052.e1	AP68	D05	0.005	Direct Quantification	14572	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	3.229621947	5752.764093	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	4.844599366	8629.442621								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
N02-0064.a1	N02-0064.e1	AP68	D06	0.005	Direct Quantification	15708	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	2.996041477	5336.69888	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	7.490819097	13343.02152								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
N02-0054.a1	N02-0054.e1	AP68	D07	0.005	Direct Quantification	14737	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	3.193459809	5688.350284	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	4.790351987	8532.814477								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
N02-0071.a1	N02-0071.e1	AP68	D08	0.005	Direct Quantification	16940	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	12.50419021	22273.08881	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	9.724906683	17322.49003								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
R01-0011.a1	R01-0011.e1	AP68	E01	0.005	Direct Quantification	13092	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
R01-0004.a1	R01-0004.e1	AP68	E02	0.005	Direct Quantification	15493	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	3.037620783	5410.762019								Human	Internal Control	Human RNase P	RNA	HEX	4.556578398	8116.405271	
J01-0029.a1	J01-0029.e1	AP68	E03	0.005	Direct Quantification	16115	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	1.460139155	2600.872871	
R01-0021.a1	R01-0021.e1	AP68	E04	0.005	Direct Quantification	14540	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	3.236730397	5765.426019	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	1.618309617	2882.614005								Human	Internal Control	Human RNase P	RNA	HEX	4.855262637	8648.436572	
R01-0022.a1	R01-0022.e1	AP68	E05	0.005	Direct Quantification	10831	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
O01-0002.a1	O01-0002.e1	AP68	E06	0.005	Direct Quantification	17403	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	4.05644536	7225.543298	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	4.05644536	7225.543298								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
O01-0014.a1	O01-0014.e1	AP68	E07	0.005	Direct Quantification	18827	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	6.249677539	11132.23812	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	10.00028133	17813.00113								Human	Internal Control	Human RNase P	RNA	HEX	1.249802783	2226.211207	
O01-0008.a1	O01-0008.e1	AP68	E08	0.005	Direct Quantification	19424	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	3.634353876	6473.692842	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	2.422840148	4315.684014								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
O01-0015.a1	O01-0015.e1	AP68	F01	0.005	Direct Quantification	14445	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	6.516488791	11607.49566	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	9.775410295	17412.44959								Human	Internal Control	Human RNase P	RNA	HEX	1.628953069	2901.572655	
