assay_id	extract_id	plate_id	plate_cell	assay_input_ml	assay_type	accepted_droplets	subject_1	subject_1_category	subject_1_target	subject_1_target_macromolecule	subject_1_fluorophore	subject_1_calculated_copies_per_reaction	subject_1_copies_per_reaction	subject_1_result	subject_2	subject_2_category	subject_2_target	subject_2_target_macromolecule	subject_2_fluorophore	subject_2_calculated_copies_per_reaction	subject_2_copies_per_reaction	subject_2_result	subject_3	subject_3_category	subject_3_target	subject_3_target_macromolecule	subject_3_fluorophore	subject_3_copies_per_reaction	subject_3_result	subject_4	subject_4_category	subject_4_target	subject_4_target_macromolecule	subject_4_fluorophore	subject_4_copies_per_reaction	subject_4_result	notes
C01-0015.a1	C01-0015.e1	AP12	F06	0.005	Direct Quantification	15510	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	16.35140777	17373.37075	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	29.98725653	31861.46006								Human	Internal Control	Human RNase P	RNA	HEX	24.53186274	26065.10416	FLOW: 5.913
A02-0111.a1	A02-0111.e1	AP13	F04	0.005	Direct Quantification	8769	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
A02-0134.a1	A02-0134.e1	AP13	E04	0.005	Direct Quantification	12270	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	11.74077511	12474.57355	
A01-0054.a1	A01-0054.e1	AP13	H03	0.005	Direct Quantification	16239	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	123.9551067	131702.3009	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	109.097271	115915.8504								Human	Internal Control	Human RNase P	RNA	HEX	67.2795248	71484.4951	
A01-0055.a1	A01-0055.e1	AP13	A04	0.005	Direct Quantification	15213	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	103.48382	109951.5587	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	135.6477165	144125.6988								Human	Internal Control	Human RNase P	RNA	HEX	216.2626457	229779.0611	
C01-0016.a1	C01-0016.e1	AP13	B04	0.005	Direct Quantification	15230	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	33.30363035	35385.10725	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	62.30428219	66198.29983								Human	Internal Control	Human RNase P	RNA	HEX	20.2657795	21532.39071	
G01-0002.a1	G01-0002.e1	AP13	A01	0.005	Direct Quantification	17760	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	273.6510849	290754.2777	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	304.8118019	323862.5395								Human	Internal Control	Human RNase P	RNA	HEX	12.71888494	13513.81525	
G01-0003.a1	G01-0003.e1	AP13	B01	0.005	Direct Quantification	17930	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	487.7756119	518261.5876	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	522.0035934	554628.818								Human	Internal Control	Human RNase P	RNA	HEX	17.73581624	18844.30476	
A02-0161.a1	A02-0161.e1	AP13	C01	0.005	Direct Quantification	19481	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	9.981848001	10605.7135	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	13.30981493	14141.67836								Human	Internal Control	Human RNase P	RNA	HEX	320.9541702	341013.8059	
A02-0162.a1	A02-0162.e1	AP13	D01	0.005	Direct Quantification	14790	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	1.448956132	1539.51589	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	5.79641223	6158.687994								Human	Internal Control	Human RNase P	RNA	HEX	33.35080147	35435.22656	
A02-0163.a1	A02-0163.e1	AP13	E01	0.005	Direct Quantification	17400	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	38.11803102	40500.40796	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	43.98740768	46736.62066								Human	Internal Control	Human RNase P	RNA	HEX	63.07221413	67014.22751	
A02-0164.a1	A02-0164.e1	AP13	F01	0.005	Direct Quantification	10490	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	2.395914346	2545.658993	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	7.18842864	7637.70543								Human	Internal Control	Human RNase P	RNA	HEX	47.96174049	50959.34927	
A02-0165.a1	A02-0165.e1	AP13	G01	0.005	Direct Quantification	15348	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	1.40364483	1491.372632	
F01-0010.a1	F01-0010.e1	AP13	H01	0.005	Direct Quantification	20839	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	272.7396393	289785.8667	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	275.7666779	293002.0952								Human	Internal Control	Human RNase P	RNA	HEX	12.00466752	12754.95924	
G02-0001.a1	G02-0001.e1	AP13	D02	0.005	Direct Quantification	14365	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	20.78432798	22083.34848	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	4.155707955	4415.439703								Human	Internal Control	Human RNase P	RNA	HEX	2.077781558	2207.642905	
G02-0002.a1	G02-0002.e1	AP13	E02	0.005	Direct Quantification	12076	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	17.34201312	18425.88894								Human	Internal Control	Human RNase P	RNA	HEX	22.29872227	23692.39241	
G01-0004.a1	G01-0004.e1	AP13	G02	0.005	Direct Quantification	13359	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	86.72945976	92150.051	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	26.65899038	28325.17728								Human	Internal Control	Human RNase P	RNA	HEX	2.220667601	2359.459326	
G01-0005.a1	G01-0005.e1	AP13	H02	0.005	Direct Quantification	24245	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	273.6040306	290704.2825	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	278.9658165	296401.18								Human	Internal Control	Human RNase P	RNA	HEX	53.20403099	56529.28293	
A02-0166.a1	A02-0166.e1	AP13	A03	0.005	Direct Quantification	20008	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	80.55788994	85592.75806	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	114.4524097	121605.6854								Human	Internal Control	Human RNase P	RNA	HEX	46.69902325	49617.7122	
A02-0168.a1	A02-0168.e1	AP13	B03	0.005	Direct Quantification	18118	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	30.68438053	32602.15431	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	35.28995991	37495.5824								Human	Internal Control	Human RNase P	RNA	HEX	29.14935827	30971.19316	
A02-0167.a1	A02-0167.e1	AP13	C03	0.005	Direct Quantification	21646	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	1.456462145	1547.491029	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	36.43175364	38708.73824								Human	Internal Control	Human RNase P	RNA	HEX	69.98618603	74360.32265	
A02-0169.a1	A02-0169.e1	AP13	D03	0.005	Direct Quantification	15182	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	56.06226921	59566.16104	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	45.98918438	48863.5084								Human	Internal Control	Human RNase P	RNA	HEX	2.871482968	3050.950654	
B01-0021.a1	B01-0021.e1	AP13	F03	0.005	Direct Quantification	22071	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	31.97436094	33972.7585	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	39.24570799	41698.56474								Human	Internal Control	Human RNase P	RNA	HEX	5.811148882	6174.345687	
B01-0022.a1	B01-0022.e1	AP13	G03	0.005	Direct Quantification	22988	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	20.93752384	22246.11908	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	27.91973829	29664.72194								Human	Internal Control	Human RNase P	RNA	HEX	1.395409852	1482.622968	
A02-0170.a1	A02-0170.e1	AP14	A01	0.005	Direct Quantification	11962	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	23.61600637	25092.00677	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	17.70978212	18816.64351								Human	Internal Control	Human RNase P	RNA	HEX	94.6065712	100519.4819	
A02-0171.a1	A02-0171.e1	AP14	B01	0.005	Direct Quantification	12494	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	54.67792988	58095.3005	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	24.49508429	26026.02705								Human	Internal Control	Human RNase P	RNA	HEX	66.0064888	70131.89435	
A02-0172.a1	A02-0172.e1	AP14	C01	0.005	Direct Quantification	14641	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
A02-0173.a1	A02-0173.e1	AP14	D01	0.005	Direct Quantification	16130	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	14.59188342	15503.87613	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	8.754044771	9301.172569								Human	Internal Control	Human RNase P	RNA	HEX	16.05157018	17054.79331	
G01-0052.a1	G01-0052.e1	AP14	F01	0.005	Direct Quantification	12136	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	77.68053055	82535.56371	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	52.40621567	55681.60415								Human	Internal Control	Human RNase P	RNA	HEX	5.817152262	6180.724278	
G01-0053.a1	G01-0053.e1	AP14	G01	0.005	Direct Quantification	13026	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	81.42612457	86515.25736	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	18.07035685	19199.75415								Human	Internal Control	Human RNase P	RNA	HEX	3.612961471	3838.771563	
H01-0010.a1	H01-0010.e1	AP14	H01	0.005	Direct Quantification	17515	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	18.81492972	19990.86283	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	18.81492972	19990.86283								Human	Internal Control	Human RNase P	RNA	HEX	1.343424618	1427.388657	
H01-0011.a1	H01-0011.e1	AP14	A02	0.005	Direct Quantification	10155	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	57.99709797	61621.91659	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	16.22478247	17238.83137								Human	Internal Control	Human RNase P	RNA	HEX	6.952108741	7386.615537	
H01-0012.a1	H01-0012.e1	AP14	B02	0.005	Direct Quantification	11585	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	61.0097456	64822.8547	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	12.18930006	12951.13131								Human	Internal Control	Human RNase P	RNA	HEX	2.031111419	2158.055883	
H01-0013.a1	H01-0013.e1	AP14	C02	0.005	Direct Quantification	10905	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	47.51672745	50486.52291	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	4.315739572	4585.473295								Human	Internal Control	Human RNase P	RNA	HEX	2.157770842	2292.63152	
H01-0014.a1	H01-0014.e1	AP14	D02	0.005	Direct Quantification	14227	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	16.54437661	17578.40015	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	4.962091744	5272.222478								Human	Internal Control	Human RNase P	RNA	HEX	3.307944834	3514.691386	
H01-0015.a1	H01-0015.e1	AP14	E02	0.005	Direct Quantification	10999	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
H01-0016.a1	H01-0016.e1	AP14	F02	0.005	Direct Quantification	10286	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	50.37929535	53528.00131	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	41.21139526	43787.10747								Human	Internal Control	Human RNase P	RNA	HEX	6.863555312	7292.527519	
B01-0020.a1	B01-0020.e1	AP14	G02	0.005	Direct Quantification	12359	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	15.23555636	16187.77864	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	17.14069486	18211.98829								Human	Internal Control	Human RNase P	RNA	HEX	1.903905123	2022.899194	
B01-0017.a1	B01-0017.e1	AP14	H02	0.005	Direct Quantification	8540	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	13.78003597	14641.28822	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	16.53701305	17570.57637								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
A03-0039.a1	A03-0039.e1	AP14	A04	0.005	Direct Quantification	922	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
A03-0040.a1	A03-0040.e1	AP14	B04	0.005	Direct Quantification	5239	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
A03-0041.a1	A03-0041.e1	AP14	C04	0.005	Direct Quantification	10647	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
A03-0042.a1	A03-0042.e1	AP14	D04	0.005	Direct Quantification	11157	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	-20	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	-20	0								Human	Internal Control	Human RNase P	RNA	HEX	-20	0	
A03-0023.a1	A03-0023.e1	AP14	E04	0.005	Direct Quantification	10042	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	2.343216836	2489.667889	
A02-0174.a1	A02-0174.e1	AP14	F04	0.005	Direct Quantification	10841	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	2.170509696	2306.166552	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	4.341219664	4612.545893								Human	Internal Control	Human RNase P	RNA	HEX	32.57869005	34614.85818	
A02-0175.a1	A02-0175.e1	AP14	G04	0.005	Direct Quantification	10160	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	2.316000909	2460.750965	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	18.5343945	19692.79416								Human	Internal Control	Human RNase P	RNA	HEX	37.0833993	39401.11175	
A02-0176.a1	A02-0176.e1	AP14	H04	0.005	Direct Quantification	12128	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	7.761639953	8246.74245	
F01-0015.a1	F01-0015.e1	AP14	A05	0.005	Direct Quantification	9768	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	82.04295158	87170.63606	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	84.4603157	89739.08544								Human	Internal Control	Human RNase P	RNA	HEX	9.637277126	10239.60695	
H01-0004.a1	H01-0004.e1	AP14	B05	0.005	Direct Quantification	8479	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	33.32385063	35406.5913	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	16.65602565	17697.02725								Human	Internal Control	Human RNase P	RNA	HEX	5.550698638	5897.617303	
H01-0005.a1	H01-0005.e1	AP14	C05	0.005	Direct Quantification	10259	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	108.0439949	114796.7446	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	16.06024981	17064.01542								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
H01-0006.a1	H01-0006.e1	AP14	D05	0.005	Direct Quantification	3500	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
A01-0059.a1	A01-0059.e1	AP14	E05	0.005	Direct Quantification	10172	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	34.72293139	36893.1146	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	11.56861782	12291.65643								Human	Internal Control	Human RNase P	RNA	HEX	2.313268632	2457.847921	
A01-0060.a1	A01-0060.e1	AP14	F05	0.005	Direct Quantification	15183	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	43.43224525	46146.76058	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	49.64339733	52746.10966								Human	Internal Control	Human RNase P	RNA	HEX	43.43224525	46146.76058	
A01-0061.a1	A01-0061.e1	AP14	G05	0.005	Direct Quantification	11182	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	107.5607967	114283.3465	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	141.4069462	150244.8803								Human	Internal Control	Human RNase P	RNA	HEX	44.2302084	46994.59642	
G02-0007.a1	G02-0007.e1	AP14	H05	0.005	Direct Quantification	10248	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	6.889009476	7319.572568	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	18.37517619	19523.6247								Human	Internal Control	Human RNase P	RNA	HEX	9.185793996	9759.906121	
B01-0016.a1	B01-0016.e1	AP14	G07	0.005	Direct Quantification	8988	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	18.33222628	19477.99042	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	34.05694008	36185.49883								Human	Internal Control	Human RNase P	RNA	HEX	2.61801511	2781.641055	
G01-0001.a1	G01-0001.e1	AP14	H07	0.005	Direct Quantification	8041	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	794.5557404	844215.4741	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	803.637619	853864.9702								Human	Internal Control	Human RNase P	RNA	HEX	2.926361859	3109.259475	
A01-0101.a1	A01-0101.e1	AP14	A06	0.005	Direct Quantification	10936	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	2.151653916	2286.132285	
A01-0062.a1	A01-0062.e1	AP14	B06	0.005	Direct Quantification	8430	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	47.4974966	50466.09014	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	8.374946117	8898.38025								Human	Internal Control	Human RNase P	RNA	HEX	11.16725802	11865.21165	
A01-0063.a1	A01-0063.e1	AP14	C06	0.005	Direct Quantification	10085	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	46.70852184	49627.80446	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	16.33743882	17358.52875								Human	Internal Control	Human RNase P	RNA	HEX	7.000370026	7437.893152	
A01-0064.a1	A01-0064.e1	AP14	D06	0.005	Direct Quantification	12786	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	51.58344746	54807.41292	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	12.88526416	13690.59317								Human	Internal Control	Human RNase P	RNA	HEX	5.521392226	5866.47924	
A01-0065.a1	A01-0065.e1	AP14	E06	0.005	Direct Quantification	11037	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	34.13461208	36268.02534	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	17.0611167	18127.43649								Human	Internal Control	Human RNase P	RNA	HEX	19.19462681	20394.29098	
A01-0066.a1	A01-0066.e1	AP14	F06	0.005	Direct Quantification	12829	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	27.52729654	29247.75258	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	29.36359167	31198.81615								Human	Internal Control	Human RNase P	RNA	HEX	27.52729654	29247.75258	
G01-0054.a1	G01-0054.e1	AP14	G06	0.005	Direct Quantification	7978	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	103.4521294	109917.8874	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	41.32628918	43909.18225								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
G01-0055.a1	G01-0055.e1	AP14	H06	0.005	Direct Quantification	7579	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
B01-0023.a1	B01-0023.e1	AP14	A07	0.005	Direct Quantification	11882	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	131.0612869	139252.6174	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	129.0700531	137136.9314								Human	Internal Control	Human RNase P	RNA	HEX	5.941520333	6312.865354	
B01-0018.a1	B01-0018.e1	AP14	B07	0.005	Direct Quantification	12896	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	20.07862806	21333.54232	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	14.60093856	15513.49722								Human	Internal Control	Human RNase P	RNA	HEX	5.474290252	5816.433392	
A02-0178.a1	A02-0178.e1	AP14	C07	0.005	Direct Quantification	16471	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
A02-0179.a1	A02-0179.e1	AP14	D07	0.005	Direct Quantification	13652	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
A02-0180.a1	A02-0180.e1	AP14	E07	0.005	Direct Quantification	8693	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	572.6133728	608401.7086	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	250.3442001	265990.7126								Human	Internal Control	Human RNase P	RNA	HEX	21.66363239	23017.60942	
A02-0177.a1	A02-0177.e1	AP14	F07	0.005	Direct Quantification	17213	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
A01-0067.a1	A01-0067.e1	AP15	A01	0.005	Direct Quantification	0.11	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0			SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0										Human	Internal Control	Human RNase P	RNA	HEX			
A02-0186.a1	A02-0186.e1	AP15	A02	0.005	Direct Quantification		SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0			SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0										Human	Internal Control	Human RNase P	RNA	HEX			
A01-0069.a1	A01-0069.e1	AP15	A03	0.005	Direct Quantification		SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0			SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0										Human	Internal Control	Human RNase P	RNA	HEX			
A02-0181.a1	A02-0181.e1	AP15	A04	0.005	Direct Quantification		SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0			SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0										Human	Internal Control	Human RNase P	RNA	HEX			
A02-0182.a1	A02-0182.e1	AP15	A05	0.005	Direct Quantification		SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0			SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0										Human	Internal Control	Human RNase P	RNA	HEX			
A02-0183.a1	A02-0183.e1	AP15	A06	0.005	Direct Quantification		SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0			SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0										Human	Internal Control	Human RNase P	RNA	HEX			
A02-0184.a1	A02-0184.e1	AP15	A07	0.005	Direct Quantification		SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0			SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0										Human	Internal Control	Human RNase P	RNA	HEX			
