concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
K01-0523.c1	K01-0523	CB127	A06	
J01-0522.c1	J01-0522	CB127	B01	
N03-0581.c1	N03-0581	CB127	A02	
N03-0580.c1	N03-0580	CB127	A04	
R02-0525.c1	R02-0525	CB127	A05	
Q01-0599.c1	Q01-0599	CB127	A01	
G01-0606.c1	G01-0606	CB127	A03	
D01-0584.c1	D01-0584	CB127	B02	
C01-0865.c1	C01-0865	CB126	B06	
V01-0005.c1	V01-0005	CB126	C01	
O01-0562.c1	O01-0562	CB126	D05	
A01-1176.c1	A01-1176	CB126	A01	
C01-0861.c1	C01-0861	CB126	B02	
C01-0863.c1	C01-0863	CB126	B04	
P01-0182.c1	P01-0182	CB126	C03	
A01-1178.c1	A01-1178	CB126	A03	
A02-1381.c1	A02-1381	CB126	B01	
M03-0501.c1	M03-0501	CB126	C06	
A01-1181.c1	A01-1181	CB126	A06	
C01-0862.c1	C01-0862	CB126	B03	
N02-0559.c1	N02-0559	CB126	C04	
V01-0008.c1	V01-0008	CB126	C02	
A01-1177.c1	A01-1177	CB126	A02	
A01-1179.c1	A01-1179	CB126	A04	
T01-0392.c1	T01-0392	CB126	D02	
O01-0565.c1	O01-0565	CB126	D04	
N02-0554.c1	N02-0554	CB126	D06	
C01-0864.c1	C01-0864	CB126	B05	
U01-0144.c1	U01-0144	CB126	D03	
A01-1180.c1	A01-1180	CB126	A05	
H01-0970.c1	H01-0970	CB126	D01	
A04-0647.c1	A04-0647	CB126	C05	
C01-0859.c1	C01-0859	CB124	B04	
A04-0648.c1	A04-0648	CB124	C03	
C01-0857.c1	C01-0857	CB124	B02	
A01-1172.c1	A01-1172	CB124	A03	
E01-0694.c1	E01-0694	CB124	C01	
E01-0693.c1	E01-0693	CB124	B06	
D01-0586.c1	D01-0586	CB124	D05	
A01-1170.c1	A01-1170	CB124	A01	
E01-0695.c1	E01-0695	CB124	C02	
K01-0508.c1	K01-0508	CB124	C04	
C01-0858.c1	C01-0858	CB124	B03	
A01-1173.c1	A01-1173	CB124	A04	
A01-1171.c1	A01-1171	CB124	A02	
J01-0521.c1	J01-0521	CB124	C06	
C01-0856.c1	C01-0856	CB124	B01	
A01-1175.c1	A01-1175	CB124	A06	
C01-0860.c1	C01-0860	CB124	B05	
R02-0523.c1	R02-0523	CB124	D04	
U01-0145.c1	U01-0145	CB124	D02	
A01-1174.c1	A01-1174	CB124	A05	
Q01-0600.c1	Q01-0600	CB124	D01	
P01-0169.c1	P01-0169	CB124	C05	
H01-0969.c1	H01-0969	CB124	D03	
C01-0853.c1	C01-0853	CB122	B05	
T01-0391.c1	T01-0391	CB122	D06	
N03-0552.c1	N03-0552	CB122	D04	
K01-0518.c1	K01-0518	CB122	D02	
G01-0603.c1	G01-0603	CB122	C05	
N02-0553.c1	N02-0553	CB122	D01	
A01-1168.c1	A01-1168	CB122	A05	
D01-0574.c1	D01-0574	CB122	D03	
A01-1166.c1	A01-1166	CB122	A03	
J01-0520.c1	J01-0520	CB122	C03	
C01-0852.c1	C01-0852	CB122	B04	
A02-1379.c1	A02-1379	CB122	B02	
H01-0968.c1	H01-0968	CB122	D05	
A01-1164.c1	A01-1164	CB122	A01	
C01-0855.c1	C01-0855	CB122	C01	
C01-0854.c1	C01-0854	CB122	B06	
A01-1167.c1	A01-1167	CB122	A04	
A01-1165.c1	A01-1165	CB122	A02	
V01-0001.c1	V01-0001	CB122	C02	
C01-0851.c1	C01-0851	CB122	B03	
U01-0146.c1	U01-0146	CB122	C04	
A01-1169.c1	A01-1169	CB122	A06	
R02-0519.c1	R02-0519	CB122	C06	
A04-0650.c1	A04-0650	CB123	A01	
L01-0617.c1	L01-0617	CB123	A02	
P01-0185.c1	P01-0185	CB123	A03	
O01-0563.c1	O01-0563	CB123	A04	
M03-0503.c1	M03-0503	CB123	A05	
