extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
Q01-1028.e1	Q01-1028.c1	EB249	C02	J2	
M03-1022.e1	M03-1022.c1	EB249	D07	K7	
A01-1579.e1	A01-1579.c1	EB249	A03	H3	
N02-0587.e1	N02-0587.c1	EB249	D06	K6	
W01-1015.e1	W01-1015.c1	EB249	D05	K5	
R02-1028.e1	R02-1028.c1	EB249	C01	J1	
O01-1012.e1	O01-1012.c1	EB249	D04	K4	
T01-1003.e1	T01-1003.c1	EB249	D03	K3	
C01-1288.e1	C01-1288.c1	EB249	B02	I2	
C01-1285.e1	C01-1285.c1	EB249	A07	H7	
C01-1286.e1	C01-1286.c1	EB249	A08	H8	
A01-1580.e1	A01-1580.c1	EB249	A04	H4	
C01-1284.e1	C01-1284.c1	EB249	A06	H6	
A01-1581.e1	A01-1581.c1	EB249	A05	H5	
C01-1287.e1	C01-1287.c1	EB249	B01	I1	
N02-1011.e1	N02-1011.c1	EB249	C05	J5	
N03-1008.e1	N03-1008.c1	EB249	C06	J6	
U01-1008.e1	U01-1008.c1	EB249	D01	K1	
F01-1018.e1	F01-1018.c1	EB249	C04	J4	
O01-1011.e1	O01-1011.c1	EB249	C08	J8	
H01-1034.e1	H01-1034.c1	EB249	D02	K2	
L01-1020.e1	L01-1020.c1	EB249	C07	J7	
W02-1003.e1	W02-1003.c1	EB249	B03	I3	
K01-0484.e1	K01-0484.c1	EB249	B04	I4	
A04-0577.e1	A04-0577.c1	EB249	B08	I8	
D01-1024.e1	D01-1024.c1	EB249	B06	I6	
J01-1028.e1	J01-1028.c1	EB249	B05	I5	
A01-1577.e1	A01-1577.c1	EB249	A01	NAB168 H1	
G01-1014.e1	G01-1014.c1	EB249	C03	J3	
A01-1578.e1	A01-1578.c1	EB249	A02	H2	
A04-0579.e1	A04-0579.c1	EB249	B07	I7	
P01-1019.e1	P01-1019.c1	EB246	C01	C1	
R02-1027.e1	R02-1027.c1	EB246	C02	C2	
A01-1572.e1	A01-1572.c1	EB246	A03	A3	
A01-1573.e1	A01-1573.c1	EB246	A04	A4	
C01-1279.e1	C01-1279.c1	EB246	A08	A8	
C01-1280.e1	C01-1280.c1	EB246	B01	B1	
A01-1574.e1	A01-1574.c1	EB246	A05	A5	
A01-1575.e1	A01-1575.c1	EB246	A06	A6	
K01-0483.e1	K01-0483.c1	EB246	D03	D3	
A01-1576.e1	A01-1576.c1	EB246	A07	A7	
C01-1281.e1	C01-1281.c1	EB246	B02	B2	
D01-1023.e1	D01-1023.c1	EB246	C07	C7	
F01-1017.e1	F01-1017.c1	EB246	D02	D2	
C01-1282.e1	C01-1282.c1	EB246	B03	B3	
Q01-1027.e1	Q01-1027.c1	EB246	D01	D1	
U01-1007.e1	U01-1007.c1	EB246	C06	C6	
W01-1014.e1	W01-1014.c1	EB246	C05	C5	
J01-1027.e1	J01-1027.c1	EB246	C04	C4	
H01-1033.e1	H01-1033.c1	EB246	C03	C3	
L01-1019.e1	L01-1019.c1	EB246	B07	B7	
A01-1571.e1	A01-1571.c1	EB246	A02	A2	
G01-1013.e1	G01-1013.c1	EB246	B08	B8	
C01-1283.e1	C01-1283.c1	EB246	B04	B4	
A01-1570.e1	A01-1570.c1	EB246	A01	NAB168 A1	
M04-1010.e1	M04-1010.c1	EB246	B05	B5	
M03-1021.e1	M03-1021.c1	EB246	B06	B6	
A02-3005.e1	A02-3005.c1	EB247	B03	F3	
A02-3007.e1	A02-3007.c1	EB247	C01	G1	
A02-4002.e1	A02-4002.c1	EB247	A03	E3	
A02-4007.e1	A02-4007.c1	EB247	C02	G2	
A02-3002.e1	A02-3002.c1	EB247	A02	E2	
A02-4003.e1	A02-4003.c1	EB247	A06	E6	
A02-4004.e1	A02-4004.c1	EB247	B01	F1	
A02-4006.e1	A02-4006.c1	EB247	B07	F7	
A02-3003.e1	A02-3003.c1	EB247	A05	E5	
A02-2003.e1	A02-2003.c1	EB247	A04	E4	
A02-3004.e1	A02-3004.c1	EB247	A08	E8	
A02-2005.e1	A02-2005.c1	EB247	B02	F2	
A02-3006.e1	A02-3006.c1	EB247	B06	F6	
A02-2006.e1	A02-2006.c1	EB247	B05	F5	
A02-2004.e1	A02-2004.c1	EB247	A07	E7	
A02-2002.e1	A02-2002.c1	EB247	A01	NAB168 E1	
A02-2007.e1	A02-2007.c1	EB247	B08	F8	
A02-4005.e1	A02-4005.c1	EB247	B04	F4	
