concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
C01-0957.c1	C01-0957	CB170	B02	
C01-0956.c1	C01-0956	CB170	B01	
A01-1322.c1	A01-1322	CB170	A03	
Q01-0625.c1	Q01-0625	CB170	D05	
A01-1320.c1	A01-1320	CB170	A01	
C01-0958.c1	C01-0958	CB170	B03	
A01-1321.c1	A01-1321	CB170	A02	
P01-0192.c1	P01-0192	CB170	C04	
D01-0594.c1	D01-0594	CB170	D03	
C01-0960.c1	C01-0960	CB170	B05	
K01-0538.c1	K01-0538	CB170	D02	
R02-0542.c1	R02-0542	CB170	D01	
T01-0413.c1	T01-0413	CB170	C06	
A01-1324.c1	A01-1324	CB170	A05	
F01-0143.c1	F01-0143	CB170	B06	
L01-0642.c1	L01-0642	CB170	C05	
J01-0546.c1	J01-0546	CB170	D04	
A01-1325.c1	A01-1325	CB170	A06	
H01-0994.c1	H01-0994	CB170	C03	
C01-0959.c1	C01-0959	CB170	B04	
A04-0694.c1	A04-0694	CB170	C01	
U01-0164.c1	U01-0164	CB170	D06	
M03-0527.c1	M03-0527	CB170	C02	
A01-1323.c1	A01-1323	CB170	A04	
N02-0548.c1	N02-0548	CB171	A01	
