concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
C01-0778.c1	C01-0778	CB91	B06	
A01-1069.c1	A01-1069	CB91	A05	
A02-1357.c1	A02-1357	CB91	B03	
A02-1355.c1	A02-1355	CB91	B01	
A02-1356.c1	A02-1356	CB91	B02	
N02-0532.c1	N02-0532	CB91	D05	
C01-0776.c1	C01-0776	CB91	B04	
P01-0153.c1	P01-0153	CB91	C05	
R02-0506.c1	R02-0506	CB91	D02	
C01-0780.c1	C01-0780	CB91	C02	
A01-1065.c1	A01-1065	CB91	A01	
C01-0777.c1	C01-0777	CB91	B05	
Q01-0582.c1	Q01-0582	CB91	C04	
A02-1354.c1	A02-1354	CB91	A06	
A01-1067.c1	A01-1067	CB91	A03	
K01-0504.c1	K01-0504	CB91	D04	
O01-0534.c1	O01-0534	CB91	C03	
H01-0951.c1	H01-0951	CB91	D06	
A01-1068.c1	A01-1068	CB91	A04	
G01-0602.c1	G01-0602	CB91	C06	
M03-0477.c1	M03-0477	CB91	D03	
A01-1066.c1	A01-1066	CB91	A02	
C01-0779.c1	C01-0779	CB91	C01	
T01-0379.c1	T01-0379	CB91	D01	
L01-0557.c1	L01-0557	CB92	A02	
A04-0566.c1	A04-0566	CB92	A01	
D01-0552.c1	D01-0552	CB92	A04	
M04-0378.c1	M04-0378	CB92	A03	
