extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
K01-0396.e1	K01-0396.c1	EB63	C03	E3	
M03-0383.e1	M03-0383.c1	EB63	C05	E5	
J01-0408.e1	J01-0408.c1	EB63	B08	D8	
N02-0434.e1	N02-0434.c1	EB63	C06	E6	
A01-0918.e1	A01-0918.c1	EB63	A01	NAB135 C1	
L01-0572.e1	L01-0572.c1	EB63	C04	E4	
A01-0924.e1	A01-0924.c1	EB63	A07	C7	
K01-0381.e1	K01-0381.c1	EB63	C02	E2	
K01-0378.e1	K01-0378.c1	EB63	C01	E1	
A01-0923.e1	A01-0923.c1	EB63	A06	C6	
A01-0919.e1	A01-0919.c1	EB63	A02	C2	
A01-0921.e1	A01-0921.c1	EB63	A04	C4	
O01-0492.e1	O01-0492.c1	EB63	C07	E7	
A01-0920.e1	A01-0920.c1	EB63	A03	C3	
A01-0922.e1	A01-0922.c1	EB63	A05	C5	
H01-0930.e1	H01-0930.c1	EB63	B07	D7	
R02-0473.e1	R02-0473.c1	EB63	D03	F3	
C01-0671.e1	C01-0671.c1	EB63	B01	D1	
Q01-0514.e1	Q01-0514.c1	EB63	D02	F2	
U01-0063.e1	U01-0063.c1	EB63	D04	F4	
A04-0537.e1	A04-0537.c1	EB63	A08	C8	
C01-0675.e1	C01-0675.c1	EB63	B05	D5	
P01-0115.e1	P01-0115.c1	EB63	C08	E8	
C01-0673.e1	C01-0673.c1	EB63	B03	D3	
Q01-0505.e1	Q01-0505.c1	EB63	D01	F1	
C01-0672.e1	C01-0672.c1	EB63	B02	D2	
C01-0674.e1	C01-0674.c1	EB63	B04	D4	
D01-0532.e1	D01-0532.c1	EB63	B06	D6	
