concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
U01-0115.c1	U01-0115	CB165	A04	
T01-0407.c1	T01-0407	CB165	A02	
R02-0541.c1	R02-0541	CB165	A03	
Q01-0620.c1	Q01-0620	CB165	A01	
L01-0624.c1	L01-0624	CB162	D04	
K01-0530.c1	K01-0530	CB162	D02	
D01-0606.c1	D01-0606	CB162	D01	
G01-0632.c1	G01-0632	CB162	D03	
A04-0574.c1	A04-0574	CB162	D06	
M03-0519.c1	M03-0519	CB162	D05	
C01-0935.c1	C01-0935	CB162	B03	
T01-0411.c1	T01-0411	CB162	C04	
H01-0989.c1	H01-0989	CB162	B06	
C01-0931.c1	C01-0931	CB162	A05	
Q01-0618.c1	Q01-0618	CB162	C02	
U01-0157.c1	U01-0157	CB162	B05	
Q01-0619.c1	Q01-0619	CB162	C01	
A01-1289.c1	A01-1289	CB162	A03	
C01-0932.c1	C01-0932	CB162	A06	
C01-0934.c1	C01-0934	CB162	B02	
J01-0541.c1	J01-0541	CB162	C03	
A01-1287.c1	A01-1287	CB162	A01	
T01-0406.c1	T01-0406	CB162	B04	
R02-0548.c1	R02-0548	CB162	C06	
C01-0933.c1	C01-0933	CB162	B01	
A01-1290.c1	A01-1290	CB162	A04	
A01-1288.c1	A01-1288	CB162	A02	
M04-0417.c1	M04-0417	CB162	C05	
O01-0556.c1	O01-0556	CB163	A02	
N02-0564.c1	N02-0564	CB163	A03	
P01-0199.c1	P01-0199	CB163	A01	
O01-0554.c1	O01-0554	CB164	D05	
P01-0197.c1	P01-0197	CB164	D06	
M03-0522.c1	M03-0522	CB164	D03	
K01-0531.c1	K01-0531	CB164	D01	
N02-0561.c1	N02-0561	CB164	D04	
L01-0628.c1	L01-0628	CB164	D02	
A01-1294.c1	A01-1294	CB164	A04	
A01-1297.c1	A01-1297	CB164	B01	
J01-0543.c1	J01-0543	CB164	C05	
A01-1292.c1	A01-1292	CB164	A02	
A01-1298.c1	A01-1298	CB164	B02	
H01-0990.c1	H01-0990	CB164	C06	
C01-0937.c1	C01-0937	CB164	B04	
A01-1291.c1	A01-1291	CB164	A01	
F01-0138.c1	F01-0138	CB164	C03	
C01-0938.c1	C01-0938	CB164	B05	
A01-1296.c1	A01-1296	CB164	A06	
A01-1293.c1	A01-1293	CB164	A03	
C01-0940.c1	C01-0940	CB164	C01	
C01-0939.c1	C01-0939	CB164	B06	
F01-0139.c1	F01-0139	CB164	C04	
C01-0936.c1	C01-0936	CB164	B03	
D01-0596.c1	D01-0596	CB164	C02	
A01-1295.c1	A01-1295	CB164	A05	
C01-0927.c1	C01-0927	CB161	B02	
A01-1281.c1	A01-1281	CB161	A01	
L01-0626.c1	L01-0626	CB161	C03	
G01-0637.c1	G01-0637	CB161	C06	
C01-0929.c1	C01-0929	CB161	B04	
C01-0926.c1	C01-0926	CB161	B01	
A01-1284.c1	A01-1284	CB161	A04	
R02-0543.c1	R02-0543	CB161	C05	
A01-1282.c1	A01-1282	CB161	A02	
C01-0928.c1	C01-0928	CB161	B03	
K01-0536.c1	K01-0536	CB161	B06	
O01-0553.c1	O01-0553	CB161	C04	
O01-0317.c1	O01-0317	CB161	C02	
A01-1285.c1	A01-1285	CB161	A05	
C01-0930.c1	C01-0930	CB161	B05	
A01-1283.c1	A01-1283	CB161	A03	
D01-0603.c1	D01-0603	CB161	C01	
A01-1286.c1	A01-1286	CB161	A06	
A04-0690.c1	A04-0690	CB161	D03	
N02-0549.c1	N02-0549	CB161	D04	
J01-0540.c1	J01-0540	CB161	D02	
H01-0988.c1	H01-0988	CB161	D01	
D01-0602.c1	D01-0602	CB166	D04	
U01-0111.c1	U01-0111	CB166	D02	
T01-0410.c1	T01-0410	CB166	D01	
A04-0680.c1	A04-0680	CB166	D03	
N02-0552.c1	N02-0552	CB166	D06	
K01-0526.c1	K01-0526	CB166	D05	
J01-0542.c1	J01-0542	CB166	B03	
M03-0525.c1	M03-0525	CB166	C04	
G01-0636.c1	G01-0636	CB166	B06	
C01-0941.c1	C01-0941	CB166	A05	
P01-0198.c1	P01-0198	CB166	C02	
H01-0991.c1	H01-0991	CB166	B05	
R02-0549.c1	R02-0549	CB166	C01	
A01-1301.c1	A01-1301	CB166	A03	
C01-0942.c1	C01-0942	CB166	A06	
C01-0944.c1	C01-0944	CB166	B02	
L01-0643.c1	L01-0643	CB166	C03	
A01-1299.c1	A01-1299	CB166	A01	
H01-0991.c1	H01-0991	CB166	B04	
A04-0685.c1	A04-0685	CB166	C06	
C01-0943.c1	C01-0943	CB166	B01	
A01-1302.c1	A01-1302	CB166	A04	
A01-1300.c1	A01-1300	CB166	A02	
M04-0418.c1	M04-0418	CB166	C05	
