extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
C01-1016.e1	C01-1016.c1	EB192	B03	E3	
K01-0552.e1	K01-0552.c1	EB192	B08	E8	
A02-1394.e1	A02-1394.c1	EB192	A07	D7	
Q01-0638.e1	Q01-0638.c1	EB192	D08	G8	
L01-0656.e1	L01-0656.c1	EB192	D03	G3	
H01-1004.e1	H01-1004.c1	EB192	C01	F1	
A02-1395.e1	A02-1395.c1	EB192	A08	D8	
O01-0584.e1	O01-0584.c1	EB192	D07	G7	
A01-1387.e1	A01-1387.c1	EB192	A03	D3	
C01-1020.e1	C01-1020.c1	EB192	B07	E7	
J01-0557.e1	J01-0557.c1	EB192	D01	G1	
Q01-0636.e1	Q01-0636.c1	EB192	C03	F3	
U01-0167.e1	U01-0167.c1	EB192	C08	F8	
A02-1396.e1	A02-1396.c1	EB192	B01	E1	
A01-1385.e1	A01-1385.c1	EB192	A01	NAB 158 D1	
F01-0149.e1	F01-0149.c1	EB192	C07	F7	
A02-1397.e1	A02-1397.c1	EB192	B02	E2	
A04-0677.e1	A04-0677.c1	EB192	C04	F4	
G01-0641.e1	G01-0641.c1	EB192	D02	G2	
R02-0557.e1	R02-0557.c1	EB192	C06	F6	
A04-0682.e1	A04-0682.c1	EB192	C05	F5	
A01-1386.e1	A01-1386.c1	EB192	A02	D2	
P01-1000.e1	P01-1000.c1	EB192	D06	G6	
D01-0616.e1	D01-0616.c1	EB192	C02	F2	
A01-1389.e1	A01-1389.c1	EB192	A05	D5	
M03-0530.e1	M03-0530.c1	EB192	D04	G4	
C01-1017.e1	C01-1017.c1	EB192	B04	E4	
C01-1019.e1	C01-1019.c1	EB192	B06	E6	
C01-1018.e1	C01-1018.c1	EB192	B05	E5	
A01-1392.e1	A01-1392.c1	EB192	A06	D6	
A01-1388.e1	A01-1388.c1	EB192	A04	D4	
N02-0573.e1	N02-0573.c1	EB192	D05	G5	
