concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
J01-0547.c1	J01-0547	CB172	C02	
U01-0160.c1	U01-0160	CB172	D05	
A01-1327.c1	A01-1327	CB172	A02	
C01-0961.c1	C01-0961	CB172	B01	
G01-0646.c1	G01-0646	CB172	B06	
D01-0614.c1	D01-0614	CB172	D04	
C01-0963.c1	C01-0963	CB172	B03	
A01-1331.c1	A01-1331	CB172	A06	
O01-0557.c1	O01-0557	CB172	C06	
H01-0995.c1	H01-0995	CB172	C03	
A01-1328.c1	A01-1328	CB172	A03	
R02-0555.c1	R02-0555	CB172	C01	
A01-1326.c1	A01-1326	CB172	A01	
C01-0962.c1	C01-0962	CB172	B02	
N02-0591.c1	N02-0591	CB172	D03	
C01-0964.c1	C01-0964	CB172	B04	
A04-0688.c1	A04-0688	CB172	D06	
O01-0555.c1	O01-0555	CB172	D01	
C01-0965.c1	C01-0965	CB172	B05	
Q01-0626.c1	Q01-0626	CB172	C05	
P01-0194.c1	P01-0194	CB172	D02	
A01-1330.c1	A01-1330	CB172	A05	
A01-1329.c1	A01-1329	CB172	A04	
T01-0414.c1	T01-0414	CB172	C04	
M03-0520.c1	M03-0520	CB173	A01	
M04-0421.c1	M04-0421	CB173	A03	
K01-0459.c1	K01-0459	CB173	A02	
