Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/uL),Status,Experiment,SampleType,TargetType,Supermix,DyeName(s),Accepted Droplets,Positives,Negatives
A01,,,,,SARS-CoV-2 N1,2.99698424339294,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,18069,43,18026
A01,,,,,Human RNase P,0.208860382437706,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,HEX,18069,3,18066
A01,,,,,SARS-CoV-2 N2,3.13655281066895,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM/HEX,18069,45,18024
B01,,,,,SARS-CoV-2 N1,0.902987599372864,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,16722,12,16710
B01,,,,,Human RNase P,0.225686118006706,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,HEX,16722,3,16719
B01,,,,,SARS-CoV-2 N2,1.58065378665924,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM/HEX,16722,21,16701
C01,,,,,SARS-CoV-2 N1,1.54072487354279,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,17972,22,17950
C01,,,,,Human RNase P,0.0699920207262039,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,HEX,17972,1,17971
C01,,,,,SARS-CoV-2 N2,2.17156577110291,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM/HEX,17972,31,17941
D01,,,,,SARS-CoV-2 N1,6.33147144317627,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,17726,89,17637
D01,,,,,Human RNase P,0.425840437412262,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,HEX,17726,6,17720
D01,,,,,SARS-CoV-2 N2,7.97289037704468,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM/HEX,17726,112,17614
