concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
R02-0471.c1	R02-0471	CB28	C04	
C01-0611.c1	C01-0611	CB28	A04	
M03-0285.c1	M03-0285	CB28	D01	
Q01-0494.c1	Q01-0494	CB28	C02	
A01-0815.c1	A01-0815	CB28	A02	
N03-0486.c1	N03-0486	CB28	D04	
M04-0207.c1	M04-0207	CB28	D02	
A01-0814.c1	A01-0814	CB28	A01	
J01-0395.c1	J01-0395	CB28	C01	
A04-0528.c1	A04-0528	CB28	B05	
U01-0074.c1	U01-0074	CB28	B04	
H01-0907.c1	H01-0907	CB28	D05	
C01-0615.c1	C01-0615	CB28	B02	
C01-0612.c1	C01-0612	CB28	A05	
N02-0393.c1	N02-0393	CB28	C05	
C01-0614.c1	C01-0614	CB28	B01	
G01-0529.c1	G01-0529	CB28	B06	
A01-0816.c1	A01-0816	CB28	A03	
U01-0070.c1	U01-0070	CB28	C03	
P01-0101.c1	P01-0101	CB28	D03	
C01-0613.c1	C01-0613	CB28	A06	
O01-0470.c1	O01-0470	CB28	C06	
T01-0255.c1	T01-0255	CB28	B03	
E01-0407.c1	E01-0407	CB28	D06	
E01-0411.c1	E01-0411	CB30	A01	
A02-1331.c1	A02-1331	CB30	A05	
D01-0403.c1	D01-0403	CB30	A04	
E01-0413.c1	E01-0413	CB30	A03	
E01-0412.c1	E01-0412	CB30	A02	
E01-0408.c1	E01-0408	29	A01	
K01-0379.c1	K01-0379	29	A04	
E01-0409.c1	E01-0409	29	A02	
E01-0410.c1	E01-0410	29	A03	
