extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
U01-0074.e1	U01-0074.c1	EB28	B02	I2	
C01-0615.e1	C01-0615.c1	EB28	A08	H8	
C01-0612.e1	C01-0612.c1	EB28	A05	H5	
T01-0255.e1	T01-0255.c1	EB28	B01	I1	
H01-0907.e1	H01-0907.c1	EB28	C07	J7	
O01-0470.e1	O01-0470.c1	EB28	C02	J2	
C01-0611.e1	C01-0611.c1	EB28	A04	H4	
N02-0393.e1	N02-0393.c1	EB28	C01	J1	
U01-0070.e1	U01-0070.c1	EB28	B07	I7	
A04-0528.e1	A04-0528.c1	EB28	B03	I3	
C01-0613.e1	C01-0613.c1	EB28	A06	H6	
M03-0285.e1	M03-0285.c1	EB28	C03	J3	
E01-0407.e1	E01-0407.c1	EB28	C08	J8	
G01-0529.e1	G01-0529.c1	EB28	B04	I4	
P01-0101.e1	P01-0101.c1	EB28	C05	J5	
C01-0614.e1	C01-0614.c1	EB28	A07	H7	
R02-0471.e1	R02-0471.c1	EB28	B08	I8	
A01-0815.e1	A01-0815.c1	EB28	A02	H2	
M04-0207.e1	M04-0207.c1	EB28	C04	J4	
A01-0814.e1	A01-0814.c1	EB28	A01	NAB 129 H1	
J01-0395.e1	J01-0395.c1	EB28	B05	I5	
N03-0486.e1	N03-0486.c1	EB28	C06	J6	
A01-0816.e1	A01-0816.c1	EB28	A03	H3	
Q01-0494.e1	Q01-0494.c1	EB28	B06	I6	
E01-0410.e1	E01-0410.c1	29	A03	K3	
E01-0409.e1	E01-0409.c1	29	A02	K2	
K01-0379.e1	K01-0379.c1	29	A04	K4	
E01-0408.e1	E01-0408.c1	29	A01	NAB129 K1	
D01-0403.e1	D01-0403.c1	EB30	A04	L4	
E01-0413.e1	E01-0413.c1	EB30	A03	L3	
E01-0412.e1	E01-0412.c1	EB30	A02	L2	
E01-0411.e1	E01-0411.c1	EB30	A01	NAB 129 L1	
A02-1331.e1	A02-1331.c1	EB30	A05	L5	
