extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
K01-0461.e1	K01-0461.c1	EB82	D02	L2	
C01-0727.e1	C01-0727.c1	EB82	A06	I6	
J01-0419.e1	J01-0419.c1	EB82	C06	K6	
H01-0940.e1	H01-0940.c1	EB82	B06	J6	
A02-1347.e1	A02-1347.c1	EB82	D04	L4	
A02-1348.e1	A02-1348.c1	EB82	D05	L5	
Q01-0521.e1	Q01-0521.c1	EB82	C08	K8	
P01-0121.e1	P01-0121.c1	EB82	B05	J5	
O01-0486.e1	O01-0486.c1	EB82	C02	K2	
A01-0985.e1	A01-0985.c1	EB82	A02	I2	
N03-0456.e1	N03-0456.c1	EB82	B07	J7	
C01-0729.e1	C01-0729.c1	EB82	A08	I8	
A02-1349.e1	A02-1349.c1	EB82	D06	L6	
R02-0453.e1	R02-0453.c1	EB82	B04	J4	
Q01-0520.e1	Q01-0520.c1	EB82	C07	K7	
C01-0726.e1	C01-0726.c1	EB82	A05	I5	
N02-0453.e1	N02-0453.c1	EB82	C04	K4	
A01-0987.e1	A01-0987.c1	EB82	A04	I4	
J01-0420.e1	J01-0420.c1	EB82	B08	J8	
N02-0359.e1	N02-0359.c1	EB82	C05	K5	
C01-0728.e1	C01-0728.c1	EB82	A07	I7	
R02-0452.e1	R02-0452.c1	EB82	B02	J2	
A04-0559.e1	A04-0559.c1	EB82	C01	K1	
A01-0984.e1	A01-0984.c1	EB82	A01	NAB 138 I1	
C01-0730.e1	C01-0730.c1	EB82	B01	J1	
A02-1346.e1	A02-1346.c1	EB82	D03	L3	
L01-0563.e1	L01-0563.c1	EB82	B03	J3	
D01-0414.e1	D01-0414.c1	EB82	D01	L1	
A01-0986.e1	A01-0986.c1	EB82	A03	I3	
M03-0382.e1	M03-0382.c1	EB82	C03	K3	
