concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
N02-0568.c1	N02-0568	CB135	A06	
E01-0605.c1	E01-0605	CB135	A02	
M03-0502.c1	M03-0502	CB135	B01	
M04-0403.c1	M04-0403	CB135	B05	
E01-0606.c1	E01-0606	CB135	A03	
Q01-0605.c1	Q01-0605	CB135	A04	
G01-0614.c1	G01-0614	CB135	B03	
A04-0624.c1	A04-0624	CB135	B04	
K01-0474.c1	K01-0474	CB135	A05	
L01-0637.c1	L01-0637	CB135	B02	
N03-0584.c1	N03-0584	CB135	B06	
E01-0604.c1	E01-0604	CB135	A01	
V01-0029.c1	V01-0029	CB134	C06	
E01-0603.c1	E01-0603	CB134	C02	
D01-0581.c1	D01-0581	CB134	D06	
U01-0087.c1	U01-0087	CB134	D02	
V01-0015.c1	V01-0015	CB134	C03	
R02-0526.c1	R02-0526	CB134	D03	
C01-0759.c1	C01-0759	CB134	B04	
A01-1202.c1	A01-1202	CB134	A03	
C01-0760.c1	C01-0760	CB134	B05	
C01-0756.c1	C01-0756	CB134	B01	
A01-1205.c1	A01-1205	CB134	A06	
A01-1201.c1	A01-1201	CB134	A02	
A01-1200.c1	A01-1200	CB134	A01	
E01-0601.c1	E01-0601	CB134	B06	
C01-0757.c1	C01-0757	CB134	B02	
H01-0974.c1	H01-0974	CB134	D04	
A01-1204.c1	A01-1204	CB134	A05	
V01-0019.c1	V01-0019	CB134	C04	
C01-0758.c1	C01-0758	CB134	B03	
A01-1203.c1	A01-1203	CB134	A04	
V01-0023.c1	V01-0023	CB134	C05	
J01-0526.c1	J01-0526	CB134	D05	
T01-0319.c1	T01-0319	CB134	D01	
E01-0602.c1	E01-0602	CB134	C01	
