concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
E01-0306.c1	E01-0306	CB88	B04	
P01-0151.c1	P01-0151	CB88	D01	
N02-0530.c1	N02-0530	CB88	D06	
Q01-0580.c1	Q01-0580	CB88	C05	
O01-0496.c1	O01-0496	CB88	C02	
C01-0742.c1	C01-0742	CB88	A06	
A01-1054.c1	A01-1054	CB88	A01	
A04-0564.c1	A04-0564	CB88	C01	
H01-0954.c1	H01-0954	CB88	C06	
A01-1055.c1	A01-1055	CB88	A02	
C01-0741.c1	C01-0741	CB88	A05	
G01-0604.c1	G01-0604	CB88	D05	
C01-0745.c1	C01-0745	CB88	B03	
J01-0501.c1	J01-0501	CB88	D02	
A01-1056.c1	A01-1056	CB88	A03	
K01-0502.c1	K01-0502	CB88	C04	
C01-0744.c1	C01-0744	CB88	B02	
M03-0479.c1	M03-0479	CB88	D03	
E01-0307.c1	E01-0307	CB88	B05	
C01-0743.c1	C01-0743	CB88	B01	
E01-0308.c1	E01-0308	CB88	B06	
T01-0376.c1	T01-0376	CB88	D04	
A01-1057.c1	A01-1057	CB88	A04	
D01-0551.c1	D01-0551	CB88	C03	
