concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
J01-0523.c1	J01-0523	CB129	A03	
D01-0580.c1	D01-0580	CB129	A05	
Q01-0601.c1	Q01-0601	CB129	A06	
U01-0078.c1	U01-0078	CB129	A04	
H01-0978.c1	H01-0978	CB129	A01	
K01-0524.c1	K01-0524	CB129	A02	
L01-0621.c1	L01-0621	CB128	D01	
A04-0651.c1	A04-0651	CB128	D04	
A01-1184.c1	A01-1184	CB128	A03	
M03-0504.c1	M03-0504	CB128	D02	
O01-0560.c1	O01-0560	CB128	C05	
N02-0544.c1	N02-0544	CB128	C06	
V01-0007.c1	V01-0007	CB128	C03	
C01-0869.c1	C01-0869	CB128	B04	
C01-0866.c1	C01-0866	CB128	B01	
C01-0867.c1	C01-0867	CB128	B02	
A01-1186.c1	A01-1186	CB128	A05	
A01-1187.c1	A01-1187	CB128	A06	
Q01-0604.c1	Q01-0604	CB128	D06	
R02-0529.c1	R02-0529	CB128	D05	
V01-0006.c1	V01-0006	CB128	C02	
G01-0608.c1	G01-0608	CB128	C04	
C01-0868.c1	C01-0868	CB128	B03	
V01-0003.c1	V01-0003	CB128	C01	
A01-1183.c1	A01-1183	CB128	A02	
C01-0870.c1	C01-0870	CB128	B05	
V01-0002.c1	V01-0002	CB128	B06	
A01-1185.c1	A01-1185	CB128	A04	
A01-1182.c1	A01-1182	CB128	A01	
P01-0181.c1	P01-0181	CB128	D03	
