extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
D01-0580.e1	D01-0580.c1	EB129	D05	A5	
N02-0544.e1	N02-0544.c1	EB129	C02	L2	
Q01-0601.e1	Q01-0601.c1	EB129	D06	A6	
O01-0560.e1	O01-0560.c1	EB129	C01	L1	
M03-0504.e1	M03-0504.c1	EB129	C04	L4	
C01-0870.e1	C01-0870.c1	EB129	B03	K3	
V01-0006.e1	V01-0006.c1	EB129	B06	K6	
G01-0608.e1	G01-0608.c1	EB129	B08	K8	
V01-0003.e1	V01-0003.c1	EB129	B05	K5	
V01-0007.e1	V01-0007.c1	EB129	B07	K7	
A01-1183.e1	A01-1183.c1	EB129	A02	J2	
J01-0523.e1	J01-0523.c1	EB129	D03	A3	
A01-1182.e1	A01-1182.c1	EB129	A01	NAB 146 J1	
A01-1185.e1	A01-1185.c1	EB129	A04	J4	
A01-1184.e1	A01-1184.c1	EB129	A03	J3	
U01-0078.e1	U01-0078.c1	EB129	D04	A4	
H01-0978.e1	H01-0978.c1	EB129	D01	NAB 147 A1	
Q01-0604.e1	Q01-0604.c1	EB129	C08	L8	
A04-0651.e1	A04-0651.c1	EB129	C06	L6	
P01-0181.e1	P01-0181.c1	EB129	C05	L5	
K01-0524.e1	K01-0524.c1	EB129	D02	A2	
R02-0529.e1	R02-0529.c1	EB129	C07	L7	
C01-0868.e1	C01-0868.c1	EB129	B01	K1	
V01-0002.e1	V01-0002.c1	EB129	B04	K4	
L01-0621.e1	L01-0621.c1	EB129	C03	L3	
C01-0867.e1	C01-0867.c1	EB129	A08	J8	
A01-1187.e1	A01-1187.c1	EB129	A06	J6	
A01-1186.e1	A01-1186.c1	EB129	A05	J5	
C01-0866.e1	C01-0866.c1	EB129	A07	J7	
C01-0869.e1	C01-0869.c1	EB129	B02	K2	
