extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
A04-0572.e1	A04-0572.c1	EB198	D03	H3	
O01-0582.e1	O01-0582.c1	EB198	C08	G8	
A01-1408.e1	A01-1408.c1	EB198	A04	E4	
F01-0148.e1	F01-0148.c1	EB198	C05	G5	
F01-0150.e1	F01-0150.c1	EB198	B05	F5	
J01-1000.e1	J01-1000.c1	EB198	B08	F8	
A01-1410.e1	A01-1410.c1	EB198	A06	E6	
T01-0419.e1	T01-0419.c1	EB198	B04	F4	
M04-0434.e1	M04-0434.c1	EB198	D02	H2	
H01-1007.e1	H01-1007.c1	EB198	C06	G6	
C01-1117.e1	C01-1117.c1	EB198	A08	E8	
M04-0422.e1	M04-0422.c1	EB198	D01	H1	
U01-0184.e1	U01-0184.c1	EB198	B06	F6	
G01-0659.e1	G01-0659.c1	EB198	C04	G4	
A01-1409.e1	A01-1409.c1	EB198	A05	E5	
C01-1118.e1	C01-1118.c1	EB198	B01	F1	
D01-1000.e1	D01-1000.c1	EB198	B07	F7	
K01-0542.e1	K01-0542.c1	EB198	C02	G2	
A02-1291.e1	A02-1291.c1	EB198	D04	H4	
R02-1000.e1	R02-1000.c1	EB198	C01	G1	
A01-1407.e1	A01-1407.c1	EB198	A03	E3	
N02-0570.e1	N02-0570.c1	EB198	C07	G7	
C01-1119.e1	C01-1119.c1	EB198	B02	F2	
C01-1116.e1	C01-1116.c1	EB198	A07	E7	
K01-0546.e1	K01-0546.c1	EB198	C03	G3	
A01-1405.e1	A01-1405.c1	EB198	A01	NAB 159 E1	
C01-1120.e1	C01-1120.c1	EB198	B03	F3	
A01-1406.e1	A01-1406.c1	EB198	A02	E2	
