concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
A02-1291.c1	A02-1291	CB198	D01	
M04-0434.c1	M04-0434	CB198	B01	
M04-0422.c1	M04-0422	CB198	A01	
A04-0572.c1	A04-0572	CB198	C01	
G01-0659.c1	G01-0659	CB197	D05	
U01-0184.c1	U01-0184	CB197	B04	
N02-0570.c1	N02-0570	CB197	C06	
C01-1117.c1	C01-1117	CB197	D02	
A01-1405.c1	A01-1405	CB197	A01	
C01-1120.c1	C01-1120	CB197	C03	
H01-1007.c1	H01-1007	CB197	B06	
A01-1409.c1	A01-1409	CB197	A02	
C01-1119.c1	C01-1119	CB197	B03	
A01-1408.c1	A01-1408	CB197	D01	
R02-1000.c1	R02-1000	CB197	A05	
D01-1000.c1	D01-1000	CB197	C04	
C01-1116.c1	C01-1116	CB197	C02	
O01-0582.c1	O01-0582	CB197	D06	
A01-1406.c1	A01-1406	CB197	B01	
T01-0419.c1	T01-0419	CB197	D03	
K01-0546.c1	K01-0546	CB197	C05	
F01-0150.c1	F01-0150	CB197	A04	
K01-0542.c1	K01-0542	CB197	B05	
J01-1000.c1	J01-1000	CB197	D04	
A01-1410.c1	A01-1410	CB197	B02	
F01-0148.c1	F01-0148	CB197	A06	
A01-1407.c1	A01-1407	CB197	C01	
C01-1118.c1	C01-1118	CB197	A03	
