extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
O01-0494.e1	O01-0494.c1	EB87	D06	H6	
D01-0555.e1	D01-0555.c1	EB87	E08	I8	
E01-0313.e1	E01-0313.c1	EB87	D02	H2	
M03-0398.e1	M03-0398.c1	EB87	D04	H4	
E01-0311.e1	E01-0311.c1	EB87	C08	G8	
A01-1052.e1	A01-1052.c1	EB87	B06	F6	
C01-0740.e1	C01-0740.c1	EB87	C07	G7	
K01-0505.e1	K01-0505.c1	EB87	E07	I7	
R02-0455.e1	R02-0455.c1	EB87	D05	H5	
E01-0312.e1	E01-0312.c1	EB87	D01	H1	
J01-0422.e1	J01-0422.c1	EB87	D03	H3	
M04-0351.e1	M04-0351.c1	EB87	E02	I2	
P01-0127.e1	P01-0127.c1	EB87	E04	I4	
A01-1053.e1	A01-1053.c1	EB87	B07	F7	
C01-0739.e1	C01-0739.c1	EB87	C06	G6	
A01-1051.e1	A01-1051.c1	EB87	A05	E5	
A01-1047.e1	A01-1047.c1	EB87	A01	NAB 139 E1	
C01-0737.e1	C01-0737.c1	EB87	C04	G4	
A01-1049.e1	A01-1049.c1	EB87	A03	E3	
A02-1352.e1	A02-1352.c1	EB87	C02	G2	
A04-0558.e1	A04-0558.c1	EB87	E06	I6	
Q01-0523.e1	Q01-0523.c1	EB87	D08	H8	
N02-0432.e1	N02-0432.c1	EB87	D07	H7	
H01-0941.e1	H01-0941.c1	EB87	E05	I5	
T01-0282.e1	T01-0282.c1	EB87	E01	I1	
L01-0565.e1	L01-0565.c1	EB87	E03	I3	
A01-1048.e1	A01-1048.c1	EB87	A02	E2	
C01-0736.e1	C01-0736.c1	EB87	C03	G3	
A01-1050.e1	A01-1050.c1	EB87	A04	E4	
A02-1350.e1	A02-1350.c1	EB87	B08	F8	
C01-0738.e1	C01-0738.c1	EB87	C05	G5	
A02-1351.e1	A02-1351.c1	EB87	C01	G1	
