concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
A02-1351.c1	A02-1351	CB86	B03	
A01-1053.c1	A01-1053	CB86	B01	
C01-0736.c1	C01-0736	CB86	B05	
O01-0494.c1	O01-0494	CB86	D04	
M03-0398.c1	M03-0398	CB86	D02	
Q01-0523.c1	Q01-0523	CB86	D06	
R02-0455.c1	R02-0455	CB86	D03	
N02-0432.c1	N02-0432	CB86	D05	
J01-0422.c1	J01-0422	CB86	D01	
A02-1352.c1	A02-1352	CB86	B04	
A02-1350.c1	A02-1350	CB86	B02	
C01-0737.c1	C01-0737	CB86	B06	
A01-1049.c1	A01-1049	CB86	A03	
C01-0739.c1	C01-0739	CB86	C02	
A01-1051.c1	A01-1051	CB86	A05	
A01-1047.c1	A01-1047	CB86	A01	
E01-0311.c1	E01-0311	CB86	C04	
E01-0313.c1	E01-0313	CB86	C06	
A01-1050.c1	A01-1050	CB86	A04	
E01-0312.c1	E01-0312	CB86	C05	
C01-0738.c1	C01-0738	CB86	C01	
A01-1048.c1	A01-1048	CB86	A02	
C01-0740.c1	C01-0740	CB86	C03	
A01-1052.c1	A01-1052	CB86	A06	
A04-0558.c1	A04-0558	CB87	A06	
M04-0351.c1	M04-0351	CB87	A02	
K01-0505.c1	K01-0505	CB87	B01	
P01-0127.c1	P01-0127	CB87	A04	
T01-0282.c1	T01-0282	CB87	A01	
H01-0941.c1	H01-0941	CB87	A05	
D01-0555.c1	D01-0555	CB87	B02	
L01-0565.c1	L01-0565	CB87	A03	
