concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
J01-0400.c1	J01-0400	CB41	A03	
K01-0392.c1	K01-0392	CB41	A01	
U01-0058.c1	U01-0058	CB41	A02	
Q01-0499.c1	Q01-0499	CB41	A05	
D01-0402.c1	D01-0402	CB41	A04	
E01-0432.c1	E01-0432	CB42	A04	
E01-0431.c1	E01-0431	CB42	A03	
A01-0353.c2	A01-0353	CB42	B01	
E01-0429.c1	E01-0429	CB42	A01	
A01-0352.c2	A01-0352	CB42	A06	
R01-0361.c1	R01-0361	CB42	A05	
A01-0354.c2	A01-0354	CB42	B02	
E01-0430.c1	E01-0430	CB42	A02	
