concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
C01-1014.c1	C01-1014	CB190	B03	
A01-1381.c1	A01-1381	CB190	C01	
P01-0205.c1	P01-0205	CB190	C06	
F01-0155.c1	F01-0155	CB190	B05	
A01-1384.c1	A01-1384	CB190	B02	
O01-0581.c1	O01-0581	CB190	B04	
A01-1382.c1	A01-1382	CB190	D01	
N02-0582.c1	N02-0582	CB190	A06	
A01-1379.c1	A01-1379	CB190	A01	
C01-1013.c1	C01-1013	CB190	A03	
M03-0538.c1	M03-0538	CB190	C04	
N02-0592.c1	N02-0592	CB190	D03	
C01-1011.c1	C01-1011	CB190	C02	
D01-0593.c1	D01-0593	CB190	C05	
L01-0653.c1	L01-0653	CB190	B06	
O01-0583.c1	O01-0583	CB190	A04	
A01-1383.c1	A01-1383	CB190	A02	
J01-0556.c1	J01-0556	CB190	A05	
A01-1380.c1	A01-1380	CB190	B01	
C01-1015.c1	C01-1015	CB190	C03	
U01-0177.c1	U01-0177	CB190	D04	
C01-1012.c1	C01-1012	CB190	D02	
K01-0550.c1	K01-0550	CB190	D05	
