extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
F01-0155.e1	F01-0155.c1	EB190	C02	C2	
N02-0582.e1	N02-0582.c1	EB190	C05	C5	
M03-0538.e1	M03-0538.c1	EB190	B07	B7	
K01-0550.e1	K01-0550.c1	EB190	C04	C4	
A01-1381.e1	A01-1381.c1	EB190	A03	A3	
U01-0177.e1	U01-0177.c1	EB190	B08	B8	
D01-0593.e1	D01-0593.c1	EB190	C03	C3	
C01-1013.e1	C01-1013.c1	EB190	B01	B1	
A01-1380.e1	A01-1380.c1	EB190	A02	A2	
A01-1383.e1	A01-1383.c1	EB190	A05	A5	
A01-1382.e1	A01-1382.c1	EB190	A04	A4	
O01-0581.e1	O01-0581.c1	EB190	B06	B6	
L01-0653.e1	L01-0653.c1	EB190	C06	C6	
C01-1011.e1	C01-1011.c1	EB190	A07	A7	
J01-0556.e1	J01-0556.c1	EB190	C01	C1	
C01-1015.e1	C01-1015.c1	EB190	B03	B3	
A01-1379.e1	A01-1379.c1	EB190	A01	NAB 158 A1	
C01-1012.e1	C01-1012.c1	EB190	A08	A8	
A01-1384.e1	A01-1384.c1	EB190	A06	A6	
N02-0592.e1	N02-0592.c1	EB190	B04	B4	
P01-0205.e1	P01-0205.c1	EB190	C07	C7	
C01-1014.e1	C01-1014.c1	EB190	B02	B2	
O01-0583.e1	O01-0583.c1	EB190	B05	B5	
