concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
O01-0586.c1	O01-0586	CB187	A04	
N02-0609.c1	N02-0609	CB187	A05	
G01-0643.c1	G01-0643	CB187	A01	
D01-0600.c1	D01-0600	CB187	A02	
O01-0588.c1	O01-0588	CB187	A03	
K01-0557.c1	K01-0557	CB186	C02	
A01-1372.c1	A01-1372	CB186	A06	
R02-0551.c1	R02-0551	CB186	D05	
Q01-0634.c1	Q01-0634	CB186	D02	
C01-1001.c1	C01-1001	CB186	B01	
M04-0405.c1	M04-0405	CB186	C05	
C01-1003.c1	C01-1003	CB186	B03	
A01-1367.c1	A01-1367	CB186	A01	
A01-1369.c1	A01-1369	CB186	A03	
K01-0551.c1	K01-0551	CB186	B06	
F01-0152.c1	F01-0152	CB186	D04	
M03-0535.c1	M03-0535	CB186	C04	
N03-0609.c1	N03-0609	CB186	C03	
J01-0554.c1	J01-0554	CB186	C01	
C01-1005.c1	C01-1005	CB186	B05	
H01-1002.c1	H01-1002	CB186	D01	
C01-1002.c1	C01-1002	CB186	B02	
L01-0651.c1	L01-0651	CB186	D03	
D01-0611.c1	D01-0611	CB186	C06	
A01-1368.c1	A01-1368	CB186	A02	
A01-1371.c1	A01-1371	CB186	A05	
U01-0181.c1	U01-0181	CB186	D06	
A01-1370.c1	A01-1370	CB186	A04	
C01-1004.c1	C01-1004	CB186	B04	
