"capacity_mgd","concentration_method","county_names","extraction_method","flow_rate","inhibition_adjust","inhibition_detect","inhibition_method","institution_type","lab_id","lod_ref","lod_sewage","ntc_amplify","num_no_target_control","other_jurisdiction","pcr_target","pcr_target_ref","pcr_type","population_served","quant_stan_type","rec_eff_percent","rec_eff_spike_conc","rec_eff_spike_matrix","rec_eff_target_name","reporting_jurisdiction","sample_collect_date","sample_collect_time","sample_id","sample_location","sample_location_specify","sample_matrix","sample_type","sars_cov2_avg_conc","sars_cov2_units","stan_ref","test_result_date","wwtp_jurisdiction","wwtp_name","zipcode"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.6","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-08-09","00:00","A01-0001","wwtp","","raw wastewater","24-hr flow-weighted composite","8987.49459","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-08-13","WV","StarCityWWTP-01","26505"
"14","Ceres Nanotrap","54039","Ultra 2.0 Microbiome (Thermo)","7.236","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","50000","rna","-1","","","","WV","2021-11-15","07:00","B01-0064","wwtp","","raw wastewater","24-hr flow-weighted composite","10921.63246","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-11-29","WV","CharlestonWWTP-01","25312"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","9.811","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-08-24","00:00","A01-0014","wwtp","","raw wastewater","24-hr flow-weighted composite","123142.5661","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-08-27","WV","StarCityWWTP-01","26505"
"10","Ceres Nanotrap","54069","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","5.913","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","50000","rna","-1","","","","WV","2021-10-05","07:00","C01-0015","wwtp","","raw wastewater","24-hr flow-weighted composite","17373.37075","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-10-11","WV","WheelingWWTP-01","26003"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.923","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-05-17","00:00","A1050","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-07","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","8.102","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-07-18","00:00","A1094","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-30","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","8.082","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-05-30","00:00","A1059","wwtp","","raw wastewater","24-hr flow-weighted composite","3491.25","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-07","WV","StarCityWWTP-01","26505"
"10","Ceres Nanotrap","54069","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","5.511","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","50000","rna","-1","","","","WV","2021-09-19","07:00","C01-0005","wwtp","","raw wastewater","24-hr flow-weighted composite","44097.27722","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-09-29","WV","WheelingWWTP-01","26003"
"4.9","Ceres Nanotrap","54055","Ultra 2.0 Microbiome (Thermo)","1.749","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","36000","rna","-1","","","","WV","2021-11-16","08:00","E01-0009","wwtp","","raw wastewater","24-hr time-weighted composite","62667.90211","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-11-29","WV","PrincetonWWTP-01","24740"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","11.82","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-06-23","00:00","A1077","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-07","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","6.506","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-11-21","00:00","A01-0095","wwtp","","raw wastewater","24-hr flow-weighted composite","152652.7119","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-03","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","9.229","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-06-21","00:00","A1075","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-07","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","8.172","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-07-26","00:00","A1101","wwtp","","raw wastewater","24-hr flow-weighted composite","27336.25","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-30","WV","StarCityWWTP-01","26505"
"0.5","Ceres Nanotrap","54055","Ultra 2.0 Microbiome (Thermo)","0.119","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","2390","rna","-1","","","","WV","2021-11-15","08:00","E02-0009","wwtp","","raw wastewater","24-hr time-weighted composite","19804.26371","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-11-29","WV","AthensWWTP-01","24740"
"10","Ceres Nanotrap","54069","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","6.188","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","50000","rna","-1","","","","WV","2021-11-21","07:00","C01-0042","wwtp","","raw wastewater","24-hr flow-weighted composite","86881.79478","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-03","WV","WheelingWWTP-01","26003"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.48","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-10-06","00:00","A01-0057","wwtp","","raw wastewater","24-hr flow-weighted composite","267458.5485","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-10-11","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.245","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-10-07","00:00","A01-0058","wwtp","","raw wastewater","24-hr flow-weighted composite","128564.1456","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-10-11","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","10.554","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-08-21","00:00","A01-0011","wwtp","","raw wastewater","24-hr flow-weighted composite","51799.74765","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-08-24","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","8.458","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-07-11","00:00","A1089","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-30","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","6.647","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-06-07","00:00","A1065","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-06-07","WV","StarCityWWTP-01","26505"
"10","Ceres Nanotrap","54069","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","6.08","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","50000","rna","-1","","","","WV","2021-10-03","07:00","C01-0013","wwtp","","raw wastewater","24-hr flow-weighted composite","41038.78587","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-10-11","WV","WheelingWWTP-01","26003"
"0.5","Ceres Nanotrap","54055","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.116","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","2390","rna","-1","","","","WV","2021-11-22","08:00","E02-0014","wwtp","","raw wastewater","24-hr time-weighted composite","111690.3032","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-03","WV","AthensWWTP-01","24740"
"4.9","Ceres Nanotrap","54055","Ultra 2.0 Microbiome (Thermo)","1.763","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","36000","rna","-1","","","","WV","2021-11-15","07:05","E01-0008","wwtp","","raw wastewater","24-hr time-weighted composite","118562.3552","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-11-29","WV","PrincetonWWTP-01","24740"
"10","Ceres Nanotrap","54069","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","8.449","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","50000","rna","-1","","","","WV","2021-09-22","07:00","C01-0008","wwtp","","raw wastewater","24-hr flow-weighted composite","10435.36294","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-09-29","WV","WheelingWWTP-01","26003"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.348","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-09-18","00:00","A01-0041","wwtp","","raw wastewater","24-hr flow-weighted composite","111111.2869","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-09-29","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","8.646","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-06-13","00:00","A1069","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-07","WV","StarCityWWTP-01","26505"
"14","Ceres Nanotrap","54039","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.471","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","50000","rna","-1","","","","WV","2021-10-17","07:00","B01-0018","wwtp","","raw wastewater","24-hr flow-weighted composite","21333.54232","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-10-20","WV","CharlestonWWTP-01","25312"
"14","Ceres Nanotrap","54039","Ultra 2.0 Microbiome (Thermo)","6.624","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","50000","rna","-1","","","","WV","2021-11-17","07:00","B01-0069","wwtp","","raw wastewater","24-hr flow-weighted composite","17760.47738","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-11-29","WV","CharlestonWWTP-01","25312"
"2.34","Ceres Nanotrap","54051","Ultra 2.0 Microbiome (Thermo)","1.7","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","12000","rna","-1","","","","WV","2021-11-14","08:00","H01-0040","wwtp","","raw wastewater","24-hr flow-weighted composite","28770.02668","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-11-29","WV","MoundsvilleWWTP-01","26041"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","6.828","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","yes","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-09-26","00:00","A01-0049","wwtp","","raw wastewater","24-hr flow-weighted composite","503516.9601","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-10-05","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","10.086","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-08-16","00:00","A01-0007","wwtp","","raw wastewater","24-hr flow-weighted composite","32374.68839","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-08-18","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.38","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-05-18","00:00","A1051","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-07","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","11.237","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-10-30","00:00","A01-0076","wwtp","","raw wastewater","24-hr flow-weighted composite","112048.3065","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-11-04","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.723","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-09-15","00:00","A01-0038","wwtp","","raw wastewater","24-hr flow-weighted composite","88755.2017","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-09-20","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","6.306","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-07-04","00:00","A1084","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-09","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","10.024","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-08-31","00:00","A01-0026","wwtp","","raw wastewater","24-hr flow-weighted composite","52609.56883","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-09-02","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","5.551","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-11-24","00:00","A01-0098","wwtp","","raw wastewater","24-hr flow-weighted composite","45710.29343","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-03","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.254","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-07-20","00:00","A1096","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-30","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","6.543","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-11-28","00:00","A01-0111","wwtp","","raw wastewater","24-hr flow-weighted composite","1014164.768","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-03","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","9.799","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-09-09","00:00","A01-0032","wwtp","","raw wastewater","24-hr flow-weighted composite","101988.9289","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-09-20","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","6.698","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-11-06","00:00","A01-0082","wwtp","","raw wastewater","24-hr flow-weighted composite","60562.5","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-11-18","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.981","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-07-29","00:00","A1100","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-30","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","11.614","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-08-17","00:00","A01-0008","wwtp","","raw wastewater","24-hr flow-weighted composite","43739.43877","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-08-18","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","10.394","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-08-30","00:00","A01-0018","wwtp","","raw wastewater","24-hr flow-weighted composite","91619.5184","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-09-02","WV","StarCityWWTP-01","26505"
"4.9","Ceres Nanotrap","54055","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","1.881","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","36000","rna","-1","","","","WV","2021-11-23","08:01","E01-0012","wwtp","","raw wastewater","24-hr time-weighted composite","668949.8019","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-06","WV","PrincetonWWTP-01","24740"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","9.596","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-06-16","00:00","A1072","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-07","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","8.33","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-09-11","00:00","A01-0033","wwtp","","raw wastewater","24-hr flow-weighted composite","119265.9634","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-09-20","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","10.201","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","yes","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-09-22","00:00","A01-0043","wwtp","","raw wastewater","24-hr flow-weighted composite","205894.2926","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-10-05","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","6.761","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","yes","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-11-09","00:00","A01-0085","wwtp","","raw wastewater","24-hr flow-weighted composite","36836.94094","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-11-22","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.095","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-05-25","00:00","A1056","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-07","WV","StarCityWWTP-01","26505"
"1.8","Ceres Nanotrap","54065","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.38","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","3255","rna","-1","","","","WV","2021-11-30","07:03","I01-0047","wwtp","","raw wastewater","24-hr flow-weighted composite","13944.09461","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-06","WV","WarmSpringsWWTP-01","25411"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.124","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-07-21","00:00","A1097","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-30","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.451","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-06-28","00:00","A1080","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-09","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","8.923","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-09-08","00:00","A01-0030","wwtp","","raw wastewater","24-hr flow-weighted composite","156635.4382","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-09-20","WV","StarCityWWTP-01","26505"
