concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
H01-1003.c1	H01-1003	CB189	B02	
C01-1008.c1	C01-1008	CB189	C01	
C01-1009.c1	C01-1009	CB189	D01	
C01-1010.c1	C01-1010	CB189	A02	
C01-1006.c1	C01-1006	CB189	A01	
F01-0147.c1	F01-0147	CB189	D02	
Q01-0635.c1	Q01-0635	CB189	C02	
C01-1007.c1	C01-1007	CB189	B01	
A01-1376.c1	A01-1376	CB188	D01	
G01-0640.c1	G01-0640	CB188	C05	
A01-1375.c1	A01-1375	CB188	C01	
A01-1378.c1	A01-1378	CB188	B02	
A01-1373.c1	A01-1373	CB188	A01	
R02-0560.c1	R02-0560	CB188	A05	
M03-0537.c1	M03-0537	CB188	B03	
T01-0403.c1	T01-0403	CB188	B04	
M04-0408.c1	M04-0408	CB188	D03	
D01-0615.c1	D01-0615	CB188	D04	
A04-0672.c1	A04-0672	CB188	C03	
K01-0556.c1	K01-0556	CB188	C04	
A01-1377.c1	A01-1377	CB188	A02	
L01-0657.c1	L01-0657	CB188	A03	
U01-0183.c1	U01-0183	CB188	A04	
N03-0608.c1	N03-0608	CB188	B05	
A01-1374.c1	A01-1374	CB188	B01	
J01-0555.c1	J01-0555	CB188	C02	
A04-0692.c1	A04-0692	CB188	D02	
