concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
D01-0595.c1	D01-0595	CB140	C06	
E01-0610.c1	E01-0610	CB140	B04	
V01-0011.c1	V01-0011	CB140	C01	
V01-0016.c1	V01-0016	CB140	C03	
C01-0774.c1	C01-0774	CB140	B02	
R02-0536.c1	R02-0536	CB140	D04	
A01-1223.c1	A01-1223	CB140	A04	
J01-0529.c1	J01-0529	CB140	D02	
A01-1221.c1	A01-1221	CB140	A02	
V01-0025.c1	V01-0025	CB140	C05	
E01-0611.c1	E01-0611	CB140	B05	
C01-0772.c1	C01-0772	CB140	A06	
A04-0691.c1	A04-0691	CB140	D06	
A01-1220.c1	A01-1220	CB140	A01	
K01-0470.c1	K01-0470	CB140	D01	
H01-0977.c1	H01-0977	CB140	D03	
A01-1222.c1	A01-1222	CB140	A03	
C01-0773.c1	C01-0773	CB140	B01	
V01-0024.c1	V01-0024	CB140	C04	
V01-0014.c1	V01-0014	CB140	C02	
C01-0775.c1	C01-0775	CB140	B03	
C01-0771.c1	C01-0771	CB140	A05	
U01-0103.c1	U01-0103	CB140	D05	
E01-0612.c1	E01-0612	CB140	B06	
L01-0623.c1	L01-0623	CB141	A06	
O01-0318.c1	O01-0318	CB141	A01	
O01-0319.c1	O01-0319	CB141	A03	
N03-0586.c1	N03-0586	CB141	B02	
N02-0567.c1	N02-0567	CB141	B01	
P01-0177.c1	P01-0177	CB141	A04	
M03-0512.c1	M03-0512	CB141	A02	
M04-0411.c1	M04-0411	CB141	A05	
