concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
L01-1030.c1	L01-1030	CB276	A06	
A01-1643.c1	A01-1643	CB276	A02	
A01-1652.c1	A01-1652	CB276	B04	
N02-1022.c1	N02-1022	CB276	D06	
A01-1646.c1	A01-1646	CB276	D02	
A01-1640.c1	A01-1640	CB276	B01	
H01-1047.c1	H01-1047	CB276	B05	
A01-1648.c1	A01-1648	CB276	B03	
A01-1645.c1	A01-1645	CB276	C02	
M04-1018.c1	M04-1018	CB276	C06	
D01-1037.c1	D01-1037	CB276	C04	
J01-1041.c1	J01-1041	CB276	C05	
A01-1647.c1	A01-1647	CB276	A03	
A01-1641.c1	A01-1641	CB276	C01	
A01-1650.c1	A01-1650	CB276	D03	
A01-1639.c1	A01-1639	CB276	A01	
K01-0491.c1	K01-0491	CB276	D05	
A01-1642.c1	A01-1642	CB276	D01	
A01-1649.c1	A01-1649	CB276	C03	
G01-1025.c1	G01-1025	CB276	A05	
A01-1651.c1	A01-1651	CB276	A04	
A01-1644.c1	A01-1644	CB276	B02	
M03-1034.c1	M03-1034	CB276	B06	
F01-1025.c1	F01-1025	CB276	D04	
O01-1025.c1	O01-1025	CB277	B01	
R02-1040.c1	R02-1040	CB277	B02	
P01-1027.c1	P01-1027	CB277	C01	
W01-1028.c1	W01-1028	CB277	C02	
Q01-1041.c1	Q01-1041	CB277	A02	
O01-1024.c1	O01-1024	CB277	A01	
W01-1027.c1	W01-1027	CB277	D02	
Q01-1040.c1	Q01-1040	CB277	D01	
G01-1024.c1	G01-1024	CB275	C02	
K01-0497.c1	K01-0497	CB275	B03	
C01-1345.c1	C01-1345	CB275	B01	
R02-1039.c1	R02-1039	CB275	B05	
N02-1021.c1	N02-1021	CB275	B04	
C01-1348.c1	C01-1348	CB275	A02	
H01-1046.c1	H01-1046	CB275	D02	
D01-1036.c1	D01-1036	CB275	B02	
M04-1017.c1	M04-1017	CB275	A04	
O01-1023.c1	O01-1023	CB275	D04	
C01-1344.c1	C01-1344	CB275	A01	
W01-1027.c1	W01-1027	CB275	D05	
L01-0645.c1	L01-0645	CB275	C03	
C01-1347.c1	C01-1347	CB275	D01	
P01-1026.c1	P01-1026	CB275	A05	
U01-1010.c1	U01-1010	CB275	C05	
J01-1040.c1	J01-1040	CB275	A03	
C01-1346.c1	C01-1346	CB275	C01	
M03-1033.c1	M03-1033	CB275	D03	
O01-1022.c1	O01-1022	CB275	C04	
