extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
H01-1047.e1	H01-1047.c1	EB277	C02	A2	
A01-1649.e1	A01-1649.c1	EB277	B03	L3	
A01-1651.e1	A01-1651.c1	EB277	B05	L5	
A01-1647.e1	A01-1647.c1	EB277	B01	L1	
O01-1025.e1	O01-1025.c1	EB277	D02	B2	
A01-1650.e1	A01-1650.c1	EB277	B04	L4	
A01-1640.e1	A01-1640.c1	EB277	A02	K2	
A01-1652.e1	A01-1652.c1	EB277	B06	L6	
F01-1025.e1	F01-1025.c1	EB277	B08	L8	
D01-1037.e1	D01-1037.c1	EB277	B07	L7	
M03-1034.e1	M03-1034.c1	EB277	C06	A6	
A01-1645.e1	A01-1645.c1	EB277	A07	K7	
N02-1022.e1	N02-1022.c1	EB277	C08	A8	
W01-1028.e1	W01-1028.c1	EB277	D07	B7	
W01-1027.e1	W01-1027.c1	EB277	D08	B8	
R02-1040.e1	R02-1040.c1	EB277	D06	B6	
A01-1646.e1	A01-1646.c1	EB277	A08	K8	
M04-1018.e1	M04-1018.c1	EB277	C07	A7	
A01-1644.e1	A01-1644.c1	EB277	A06	K6	
Q01-1040.e1	Q01-1040.c1	EB277	D04	B4	
A01-1648.e1	A01-1648.c1	EB277	B02	L2	
A01-1642.e1	A01-1642.c1	EB277	A04	K4	
A01-1643.e1	A01-1643.c1	EB277	A05	K5	
O01-1024.e1	O01-1024.c1	EB277	D01	B1	
J01-1041.e1	J01-1041.c1	EB277	C03	A3	
Q01-1041.e1	Q01-1041.c1	EB277	D05	B5	
A01-1639.e1	A01-1639.c1	EB277	A01	NAB 173 K1	
P01-1027.e1	P01-1027.c1	EB277	D03	B3	
G01-1025.e1	G01-1025.c1	EB277	C01	NAB 174 A1	
A01-1641.e1	A01-1641.c1	EB277	A03	K3	
L01-1030.e1	L01-1030.c1	EB277	C05	A5	
K01-0491.e1	K01-0491.c1	EB277	C04	A4	
O01-1023.e1	O01-1023.c1	EB275	B08	I8	
C01-1347.e1	C01-1347.c1	EB275	A04	H4	
K01-0497.e1	K01-0497.c1	EB275	B02	I2	
N02-1021.e1	N02-1021.c1	EB275	B06	I6	
U01-1010.e1	U01-1010.c1	EB275	C03	J3	
C01-1348.e1	C01-1348.c1	EB275	A05	H5	
C01-1344.e1	C01-1344.c1	EB275	A01	NAB173 H1	
P01-1026.e1	P01-1026.c1	EB275	C01	J1	
C01-1346.e1	C01-1346.c1	EB275	A03	H3	
W01-1027.e1	W01-1027.c1	EB275	C04	J4	
O01-1022.e1	O01-1022.c1	EB275	B07	I7	
R02-1039.e1	R02-1039.c1	EB275	C02	J2	
G01-1024.e1	G01-1024.c1	EB275	A07	H7	
L01-0645.e1	L01-0645.c1	EB275	B03	I3	
M04-1017.e1	M04-1017.c1	EB275	B05	I5	
J01-1040.e1	J01-1040.c1	EB275	B01	I1	
D01-1036.e1	D01-1036.c1	EB275	A06	H6	
H01-1046.e1	H01-1046.c1	EB275	A08	H8	
M03-1033.e1	M03-1033.c1	EB275	B04	I4	
C01-1345.e1	C01-1345.c1	EB275	A02	H2	
