concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
U01-0179.c1	U01-0179	CB221	C05	
C01-1189.c1	C01-1189	CB221	A04	
A01-1503.c1	A01-1503	CB221	D01	
A01-1506.c1	A01-1506	CB221	C02	
C01-1187.c1	C01-1187	CB221	C03	
G01-1002.c1	G01-1002	CB221	B04	
P01-1009.c1	P01-1009	CB221	D06	
C01-1185.c1	C01-1185	CB221	A03	
A01-1504.c1	A01-1504	CB221	A02	
K01-0477.c1	K01-0477	CB221	B05	
A01-1505.c1	A01-1505	CB221	B02	
R02-1015.c1	R02-1015	CB221	C04	
C01-1186.c1	C01-1186	CB221	B03	
D01-1013.c1	D01-1013	CB221	A05	
A01-1502.c1	A01-1502	CB221	C01	
T01-0420.c1	T01-0420	CB221	A06	
C01-1188.c1	C01-1188	CB221	D03	
A01-1507.c1	A01-1507	CB221	D02	
H01-1021.c1	H01-1021	CB221	B06	
W01-1002.c1	W01-1002	CB221	D05	
J01-1015.c1	J01-1015	CB221	D04	
A01-1501.c1	A01-1501	CB221	B01	
A01-1500.c1	A01-1500	CB221	A01	
Q01-1014.c1	Q01-1014	CB221	C06	
N03-0570.c1	N03-0570	CB222	B03	
A04-0594.c1	A04-0594	CB222	B02	
O01-1002.c1	O01-1002	CB222	A01	
A10-0003.c1	A10-0003	CB222	A03	
M03-1011.c1	M03-1011	CB222	A02	
M04-0435.c1	M04-0435	CB222	B01	
L01-1007.c1	L01-1007	CB222	D01	
A04-0593.c1	A04-0593	CB222	C02	
N02-0588.c1	N02-0588	CB222	C01	
A04-0592.c1	A04-0592	CB222	D02	
