extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
H01-1022.e1	H01-1022.c1	EB224	B05	D5	
N03-1000.e1	N03-1000.c1	EB224	B08	D8	
A01-1512.e1	A01-1512.c1	EB224	A05	C5	
C01-1191.e1	C01-1191.c1	EB224	A08	C8	
P01-1010.e1	P01-1010.c1	EB224	B07	D7	
A01-1510.e1	A01-1510.c1	EB224	A03	C3	
K01-0476.e1	K01-0476.c1	EB224	C01	E1	
G01-1003.e1	G01-1003.c1	EB224	D04	F4	
C01-1190.e1	C01-1190.c1	EB224	A07	C7	
C01-1194.e1	C01-1194.c1	EB224	B03	D3	
A01-1513.e1	A01-1513.c1	EB224	A06	C6	
C01-1193.e1	C01-1193.c1	EB224	B02	D2	
F01-1005.e1	F01-1005.c1	EB224	B06	D6	
A01-1509.e1	A01-1509.c1	EB224	A02	C2	
Q01-1015.e1	Q01-1015.c1	EB224	C04	E4	
U01-0153.e1	U01-0153.c1	EB224	D01	F1	
A01-1511.e1	A01-1511.c1	EB224	A04	C4	
R02-1016.e1	R02-1016.c1	EB224	D03	F3	
A02-2001.e1	A02-2001.c1	EB224	E01	G1	
T01-0309.e1	T01-0309.c1	EB224	B04	D4	
A10-0004.e1	A10-0004.c1	EB224	D07	F7	
N02-0593.e1	N02-0593.c1	EB224	C02	E2	
A02-2000.e1	A02-2000.c1	EB224	D08	F8	
F01-1006.e1	F01-1006.c1	EB224	D05	F5	
J01-1016.e1	J01-1016.c1	EB224	C06	E6	
C01-1192.e1	C01-1192.c1	EB224	B01	D1	
M03-1012.e1	M03-1012.c1	EB224	C07	E7	
A01-1508.e1	A01-1508.c1	EB224	A01	NAB164 C1	
D01-1014.e1	D01-1014.c1	EB224	C03	E3	
L01-1008.e1	L01-1008.c1	EB224	C05	E5	
Q01-1016.e1	Q01-1016.c1	EB224	D06	F6	
W01-1003.e1	W01-1003.c1	EB224	C08	E8	
O01-1003.e1	O01-1003.c1	EB224	D02	F2	
