concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
M04-1003.c1	M04-1003	CB228	B01	
J01-1017.c1	J01-1017	CB228	C01	
R02-1018.c1	R02-1018	CB228	D01	
Q01-1017.c1	Q01-1017	CB228	A02	
N02-1003.c1	N02-1003	CB228	A01	
A01-1519.c1	A01-1519	CB227	A01	
C01-1266.c1	C01-1266	CB227	B03	
W01-1005.c1	W01-1005	CB227	D04	
A01-1521.c1	A01-1521	CB227	C01	
G01-1005.c1	G01-1005	CB227	A04	
A01-1522.c1	A01-1522	CB227	D01	
U01-0170.c1	U01-0170	CB227	C04	
P01-1012.c1	P01-1012	CB227	D05	
A01-1524.c1	A01-1524	CB227	B02	
K01-0478.c1	K01-0478	CB227	C05	
N03-1001.c1	N03-1001	CB227	B06	
F01-1008.c1	F01-1008	CB227	A05	
M04-1002.c1	M04-1002	CB227	D06	
A01-1523.c1	A01-1523	CB227	A02	
A01-1525.c1	A01-1525	CB227	C02	
L01-1010.c1	L01-1010	CB227	C06	
D01-1016.c1	D01-1016	CB227	B05	
O01-1005.c1	O01-1005	CB227	A06	
C01-1264.c1	C01-1264	CB227	D02	
C01-1265.c1	C01-1265	CB227	A03	
C01-1267.c1	C01-1267	CB227	C03	
A01-1520.c1	A01-1520	CB227	B01	
H01-1024.c1	H01-1024	CB227	B04	
C01-1268.c1	C01-1268	CB227	D03	
