extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
N02-1003.e1	N02-1003.c1	EB228	D01	C1	
P01-1012.e1	P01-1012.c1	EB228	C04	B4	
A01-1522.e1	A01-1522.c1	EB228	A04	L4	
C01-1267.e1	C01-1267.c1	EB228	B03	A3	
F01-1008.e1	F01-1008.c1	EB228	C01	B1	
R02-1018.e1	R02-1018.c1	EB228	D04	C4	
A01-1519.e1	A01-1519.c1	EB228	A01	NAB164 L1	
A01-1523.e1	A01-1523.c1	EB228	A05	L5	
A01-1525.e1	A01-1525.c1	EB228	A07	L7	
O01-1005.e1	O01-1005.c1	EB228	C05	B5	
H01-1024.e1	H01-1024.c1	EB228	B06	A6	
L01-1010.e1	L01-1010.c1	EB228	C07	B7	
C01-1266.e1	C01-1266.c1	EB228	B02	A2	
C01-1264.e1	C01-1264.c1	EB228	A08	L8	
Q01-1017.e1	Q01-1017.c1	EB228	D05	C5	
M04-1002.e1	M04-1002.c1	EB228	C08	B8	
A01-1524.e1	A01-1524.c1	EB228	A06	L6	
M04-1003.e1	M04-1003.c1	EB228	D02	C2	
N03-1001.e1	N03-1001.c1	EB228	C06	B6	
G01-1005.e1	G01-1005.c1	EB228	B05	A5	
U01-0170.e1	U01-0170.c1	EB228	B07	A7	
D01-1016.e1	D01-1016.c1	EB228	C02	B2	
A01-1520.e1	A01-1520.c1	EB228	A02	L2	
W01-1005.e1	W01-1005.c1	EB228	B08	A8	
C01-1268.e1	C01-1268.c1	EB228	B04	A4	
J01-1017.e1	J01-1017.c1	EB228	D03	C3	
K01-0478.e1	K01-0478.c1	EB228	C03	B3	
C01-1265.e1	C01-1265.c1	EB228	B01	NAB165 A1	
A01-1521.e1	A01-1521.c1	EB228	A03	L3	
