concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
C01-1184.c1	C01-1184	CB219	D03	
G01-0656.c1	G01-0656	CB219	A04	
U01-0168.c1	U01-0168	CB219	C06	
C01-1179.c1	C01-1179	CB219	C02	
H01-1020.c1	H01-1020	CB219	D05	
C01-1176.c1	C01-1176	CB219	D01	
D01-1012.c1	D01-1012	CB219	B04	
T01-0402.c1	T01-0402	CB219	B06	
C01-1178.c1	C01-1178	CB219	B02	
C01-1177.c1	C01-1177	CB219	A02	
T01-0323.c1	T01-0323	CB219	A06	
K01-0481.c1	K01-0481	CB219	C04	
C01-1183.c1	C01-1183	CB219	C03	
C01-1180.c1	C01-1180	CB219	D02	
Q01-1013.c1	Q01-1013	CB219	D06	
C01-1175.c1	C01-1175	CB219	C01	
R02-1014.c1	R02-1014	CB219	C05	
J01-1013.c1	J01-1013	CB219	A05	
A01-1488.c1	A01-1488	CB219	A01	
C01-1182.c1	C01-1182	CB219	B03	
U01-0162.c1	U01-0162	CB219	D04	
A01-1489.c1	A01-1489	CB219	B01	
J01-1014.c1	J01-1014	CB219	B05	
C01-1181.c1	C01-1181	CB219	A03	
L01-1006.c1	L01-1006	CB220	C01	
O01-1000.c1	O01-1000	CB220	D01	
M03-1010.c1	M03-1010	CB220	C02	
N02-1002.c1	N02-1002	CB220	B01	
O01-1001.c1	O01-1001	CB220	A02	
A10-0002.c1	A10-0002	CB220	B02	
W01-1001.c1	W01-1001	CB220	A01	
