extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
K01-0457.e1	K01-0457.c1	EB133	D01	J1	
V01-0018.e1	V01-0018.c1	EB133	B08	H8	
A01-1194.e1	A01-1194.c1	EB133	A01	NAB 147 G1	
A01-1195.e1	A01-1195.c1	EB133	A02	G2	
U01-0081.e1	U01-0081.c1	EB133	D02	J2	
C01-0752.e1	C01-0752.c1	EB133	A08	G8	
C01-0753.e1	C01-0753.c1	EB133	B01	H1	
A04-0654.e1	A04-0654.c1	EB133	D08	J8	
T01-0312.e1	T01-0312.c1	EB133	C05	I5	
H01-0973.e1	H01-0973.c1	EB133	C06	I6	
C01-0754.e1	C01-0754.c1	EB133	B02	H2	
G01-0616.e1	G01-0616.c1	EB133	D06	J6	
A01-1199.e1	A01-1199.c1	EB133	A06	G6	
A01-1198.e1	A01-1198.c1	EB133	A05	G5	
Q01-0603.e1	Q01-0603.c1	EB133	C08	I8	
O01-0566.e1	O01-0566.c1	EB133	D05	J5	
E01-0729.e1	E01-0729.c1	EB133	B06	H6	
V01-0022.e1	V01-0022.c1	EB133	C02	I2	
M03-0506.e1	M03-0506.c1	EB133	E03	K3	
V01-0020.e1	V01-0020.c1	EB133	C01	I1	
E01-0728.e1	E01-0728.c1	EB133	B05	H5	
Q01-0602.e1	Q01-0602.c1	EB133	D04	J4	
C01-0755.e1	C01-0755.c1	EB133	B03	H3	
A01-1197.e1	A01-1197.c1	EB133	A04	G4	
E01-0727.e1	E01-0727.c1	EB133	B04	H4	
U01-0095.e1	U01-0095.c1	EB133	C07	I7	
J01-0525.e1	J01-0525.c1	EB133	D03	J3	
A01-1196.e1	A01-1196.c1	EB133	A03	G3	
M04-0398.e1	M04-0398.c1	EB133	D07	J7	
N02-0566.e1	N02-0566.c1	EB133	E01	K1	
V01-0028.e1	V01-0028.c1	EB133	C03	I3	
C01-0751.e1	C01-0751.c1	EB133	A07	G7	
L01-0631.e1	L01-0631.c1	EB133	E02	K2	
R02-0527.e1	R02-0527.c1	EB133	C04	I4	
V01-0010.e1	V01-0010.c1	EB133	B07	H7	
