concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
H01-0902.c1	H01-0902	CB18	A02	
D01-0408.c1	D01-0408	CB18	A01	
P01-0076.c1	P01-0076	CB17	C02	
A04-0534.c1	A04-0534	CB17	B06	
C01-0590.c1	C01-0590	CB17	B03	
A01-0786.c1	A01-0786	CB17	A01	
J01-0391.c1	J01-0391	CB17	D01	
N03-0480.c1	N03-0480	CB17	C04	
Q01-0489.c1	Q01-0489	CB17	B05	
A01-0789.c1	A01-0789	CB17	A04	
R02-0415.c1	R02-0415	CB17	D02	
A01-0787.c1	A01-0787	CB17	A02	
L01-0532.c1	L01-0532	CB17	C01	
M03-0289.c1	M03-0289	CB17	D04	
C01-0586.c1	C01-0586	CB17	A05	
T01-0250.c1	T01-0250	CB17	B04	
M04-0210.c1	M04-0210	CB17	D05	
N02-0438.c1	N02-0438	CB17	C03	
G01-0549.c1	G01-0549	CB17	C06	
C01-0589.c1	C01-0589	CB17	B02	
C01-0588.c1	C01-0588	CB17	B01	
A01-0788.c1	A01-0788	CB17	A03	
C01-0587.c1	C01-0587	CB17	A06	
K01-0353.c1	K01-0353	CB17	D06	
R01-0364.c1	R01-0364	CB17	D03	
O01-0461.c1	O01-0461	CB17	C05	
