concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
A04-0681.c1	A04-0681	CB150	D04	
E01-0735.c1	E01-0735	CB150	C02	
D01-0597.c1	D01-0597	CB150	C05	
T01-0307.c1	T01-0307	CB150	C06	
A01-1247.c1	A01-1247	CB150	A01	
C01-0898.c1	C01-0898	CB150	B03	
A01-1248.c1	A01-1248	CB150	A02	
A01-1251.c1	A01-1251	CB150	A05	
A01-1252.c1	A01-1252	CB150	A06	
E01-0731.c1	E01-0731	CB150	C01	
M03-0515.c1	M03-0515	CB150	D03	
C01-0899.c1	C01-0899	CB150	B04	
A01-1249.c1	A01-1249	CB150	A03	
P01-0173.c1	P01-0173	CB150	D02	
U01-0092.c1	U01-0092	CB150	D06	
R02-0538.c1	R02-0538	CB150	D05	
F01-0135.c1	F01-0135	CB150	C04	
C01-0880.c1	C01-0880	CB150	B01	
M04-0407.c1	M04-0407	CB150	D01	
G01-0639.c1	G01-0639	CB150	C03	
A01-1250.c1	A01-1250	CB150	A04	
E01-0730.c1	E01-0730	CB150	B06	
C01-0900.c1	C01-0900	CB150	B05	
C01-0897.c1	C01-0897	CB150	B02	
L01-0632.c1	L01-0632	CB151	B02	
N02-0546.c1	N02-0546	CB151	B03	
J01-0534.c1	J01-0534	CB151	B01	
L01-0630.c1	L01-0630	CB151	B04	
P01-0175.c1	P01-0175	CB151	A03	
M03-0508.c1	M03-0508	CB151	A02	
M04-0406.c1	M04-0406	CB151	A05	
H01-0983.c1	H01-0983	CB151	A06	
K01-0527.c1	K01-0527	CB151	A01	
O01-0315.c1	O01-0315	CB151	A04	
A01-1253.c1	A01-1253	CB152	D01	
E01-0740.c1	E01-0740	CB152	C03	
G01-0633.c1	G01-0633	CB152	A04	
R02-0532.c1	R02-0532	CB152	B05	
M04-0414.c1	M04-0414	CB152	B06	
H01-0984.c1	H01-0984	CB152	B02	
U01-0124.c1	U01-0124	CB152	A03	
A01-1254.c1	A01-1254	CB152	D02	
C01-0902.c1	C01-0902	CB152	D05	
C01-0903.c1	C01-0903	CB152	D06	
E01-0741.c1	E01-0741	CB152	C04	
M03-0510.c1	M03-0510	CB152	B01	
K01-0533.c1	K01-0533	CB152	A02	
N02-0547.c1	N02-0547	CB152	A05	
L01-0636.c1	L01-0636	CB152	A06	
C01-0904.c1	C01-0904	CB152	C01	
A01-1255.c1	A01-1255	CB152	D03	
D01-0587.c1	D01-0587	CB152	B04	
C01-0901.c1	C01-0901	CB152	D04	
C01-0905.c1	C01-0905	CB152	C02	
E01-0743.c1	E01-0743	CB152	C06	
E01-0742.c1	E01-0742	CB152	C05	
P01-0172.c1	P01-0172	CB152	A01	
J01-0535.c1	J01-0535	CB152	B03	
