extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
M03-0510.e1	M03-0510.c1	EB152	A07	C7	
G01-0633.e1	G01-0633.c1	EB152	A04	C4	
A01-1253.e1	A01-1253.c1	EB152	C03	E3	
C01-0904.e1	C01-0904.c1	EB152	B05	D5	
C01-0905.e1	C01-0905.c1	EB152	B06	D6	
D01-0587.e1	D01-0587.c1	EB152	B02	D2	
C01-0902.e1	C01-0902.c1	EB152	C07	E7	
A01-1254.e1	A01-1254.c1	EB152	C04	E4	
U01-0124.e1	U01-0124.c1	EB152	A03	C3	
J01-0535.e1	J01-0535.c1	EB152	B01	D1	
E01-0741.e1	E01-0741.c1	EB152	B08	D8	
E01-0742.e1	E01-0742.c1	EB152	C01	E1	
C01-0903.e1	C01-0903.c1	EB152	C08	E8	
K01-0533.e1	K01-0533.c1	EB152	A02	C2	
N02-0547.e1	N02-0547.c1	EB152	A05	C5	
L01-0636.e1	L01-0636.c1	EB152	A06	C6	
M04-0414.e1	M04-0414.c1	EB152	B04	D4	
E01-0740.e1	E01-0740.c1	EB152	B07	D7	
P01-0172.e1	P01-0172.c1	EB152	A01	NAB151 C1	
H01-0984.e1	H01-0984.c1	EB152	A08	C8	
E01-0743.e1	E01-0743.c1	EB152	C02	E2	
C01-0901.e1	C01-0901.c1	EB152	C06	E6	
A01-1255.e1	A01-1255.c1	EB152	C05	E5	
R02-0532.e1	R02-0532.c1	EB152	B03	D3	
F01-0135.e1	F01-0135.c1	EB151	B08	K8	
C01-0898.e1	C01-0898.c1	EB151	B01	K1	
N02-0546.e1	N02-0546.c1	EB151	E01	B1	
A01-1249.e1	A01-1249.c1	EB151	A03	J3	
R02-0538.e1	R02-0538.c1	EB151	C07	L7	
H01-0983.e1	H01-0983.c1	EB151	D06	A6	
M04-0406.e1	M04-0406.c1	EB151	D05	A5	
M03-0508.e1	M03-0508.c1	EB151	D02	A2	
P01-0173.e1	P01-0173.c1	EB151	C04	L4	
L01-0630.e1	L01-0630.c1	EB151	E02	B2	
C01-0899.e1	C01-0899.c1	EB151	B02	K2	
E01-0735.e1	E01-0735.c1	EB151	B06	K6	
E01-0731.e1	E01-0731.c1	EB151	B05	K5	
M04-0407.e1	M04-0407.c1	EB151	C03	L3	
K01-0527.e1	K01-0527.c1	EB151	D01	NAB 151 A1	
C01-0880.e1	C01-0880.c1	EB151	A07	J7	
A01-1250.e1	A01-1250.c1	EB151	A04	J4	
L01-0632.e1	L01-0632.c1	EB151	D08	A8	
C01-0900.e1	C01-0900.c1	EB151	B03	K3	
C01-0897.e1	C01-0897.c1	EB151	A08	J8	
O01-0315.e1	O01-0315.c1	EB151	D04	A4	
A04-0681.e1	A04-0681.c1	EB151	C06	L6	
J01-0534.e1	J01-0534.c1	EB151	D07	A7	
M03-0515.e1	M03-0515.c1	EB151	C05	L5	
T01-0307.e1	T01-0307.c1	EB151	C02	L2	
A01-1247.e1	A01-1247.c1	EB151	A01	NAB 150 J1	
E01-0730.e1	E01-0730.c1	EB151	B04	K4	
G01-0639.e1	G01-0639.c1	EB151	B07	K7	
U01-0092.e1	U01-0092.c1	EB151	C08	L8	
A01-1252.e1	A01-1252.c1	EB151	A06	J6	
A01-1251.e1	A01-1251.c1	EB151	A05	J5	
A01-1248.e1	A01-1248.c1	EB151	A02	J2	
P01-0175.e1	P01-0175.c1	EB151	D03	A3	
D01-0597.e1	D01-0597.c1	EB151	C01	L1	
