extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
D01-0545.e1	D01-0545.c1	EB84	B07	B7	
M03-0394.e1	M03-0394.c1	EB84	D03	D3	
K01-0456.e1	K01-0456.c1	EB84	B08	B8	
L01-0564.e1	L01-0564.c1	EB84	C03	C3	
A01-1041.e1	A01-1041.c1	EB84	A02	A2	
A01-1045.e1	A01-1045.c1	EB84	A06	A6	
A01-1040.e1	A01-1040.c1	EB84	A01	NAB 139 A1	
A01-1044.e1	A01-1044.c1	EB84	A05	A5	
A01-1043.e1	A01-1043.c1	EB84	A04	A4	
A01-1042.e1	A01-1042.c1	EB84	A03	A3	
M04-0371.e1	M04-0371.c1	EB84	D02	D2	
H01-0945.e1	H01-0945.c1	EB84	C06	C6	
R02-0462.e1	R02-0462.c1	EB84	C02	C2	
N02-0366.e1	N02-0366.c1	EB84	D01	D1	
G01-0539.e1	G01-0539.c1	EB84	C01	C1	
P01-0126.e1	P01-0126.c1	EB84	C05	C5	
O01-0499.e1	O01-0499.c1	EB84	C04	C4	
C01-0732.e1	C01-0732.c1	EB84	B01	B1	
J01-0421.e1	J01-0421.c1	EB84	B05	B5	
C01-0735.e1	C01-0735.c1	EB84	B04	B4	
C01-0731.e1	C01-0731.c1	EB84	A08	A8	
C01-0733.e1	C01-0733.c1	EB84	B02	B2	
T01-0281.e1	T01-0281.c1	EB84	B06	B6	
A01-1046.e1	A01-1046.c1	EB84	A07	A7	
Q01-0522.e1	Q01-0522.c1	EB84	C07	C7	
C01-0734.e1	C01-0734.c1	EB84	B03	B3	
A04-0571.e1	A04-0571.c1	EB84	C08	C8	
