extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
A01-0951.e1	A01-0951.c1	EB72	A03	J3	
U01-0090.e1	U01-0090.c1	EB72	D06	A6	
O01-0501.e1	O01-0501.c1	EB72	C01	L1	
D01-0541.e1	D01-0541.c1	EB72	D07	A7	
A04-0553.e1	A04-0553.c1	EB72	C05	L5	
R02-0472.e1	R02-0472.c1	EB72	C08	L8	
H01-0935.e1	H01-0935.c1	EB72	D02	A2	
E01-0543.e1	E01-0543.c1	EB72	B04	K4	
M04-0263.e1	M04-0263.c1	EB72	C03	L3	
E01-0546.e1	E01-0546.c1	EB72	B07	K7	
C01-0699.e1	C01-0699.c1	EB72	B02	K2	
A01-0949.e1	A01-0949.c1	EB72	A01	NAB 136 J1	
J01-0413.e1	J01-0413.c1	EB72	D04	A4	
E01-0545.e1	E01-0545.c1	EB72	B06	K6	
C01-0697.e1	C01-0697.c1	EB72	A08	J8	
A01-0953.e1	A01-0953.c1	EB72	A05	J5	
C01-0696.e1	C01-0696.c1	EB72	A07	J7	
C01-0698.e1	C01-0698.c1	EB72	B01	K1	
A01-0950.e1	A01-0950.c1	EB72	A02	J2	
A01-0954.e1	A01-0954.c1	EB72	A06	J6	
T01-0275.e1	T01-0275.c1	EB72	D03	A3	
N02-0459.e1	N02-0459.c1	EB72	C04	L4	
E01-0544.e1	E01-0544.c1	EB72	B05	K5	
P01-0117.e1	P01-0117.c1	EB72	B08	K8	
M03-0389.e1	M03-0389.c1	EB72	C07	L7	
C01-0700.e1	C01-0700.c1	EB72	B03	K3	
N03-0470.e1	N03-0470.c1	EB72	D05	A5	
K01-0391.e1	K01-0391.c1	EB72	D08	A8	
L01-0556.e1	L01-0556.c1	EB72	C02	L2	
O01-0481.e1	O01-0481.c1	EB72	C06	L6	
A01-0952.e1	A01-0952.c1	EB72	A04	J4	
Q01-0519.e1	Q01-0519.c1	EB72	D01	NAB `137 A1	
