assay_id	sample_id	collection_start_datetime	collection_end_datetime	event_type	sample_flow	sample_qc	location_id	target	target_genetic_locus	lab_id	target_copies_per_l	target_copies_per_ld	target_copies_per_ldcap	target_copies_flownorm	target_copies_fn_per_cap	target_per_capita_basis	nc_copies_per_rxn	pc_copies_per_rxn	target_result_validated
R02-0356.a1	R02-0356	08/31/2023 6:00	09/01/2023 6:00	Routine Surveillance	2.4954	Pass	ElkinsWWTP-01	SARS-CoV-2	N1	ZooWVU	2043	2043	15.5290361812101	19298.407048902	146.689016790073	100	0	125.04372596	yes
B01-0192.a3	B01-0192	06/29/2022 7:00	06/30/2022 7:00	Routine Surveillance	7.728	Pass	CharlestonWWTP-01	Human	RNase P	ZooWVU	2585	2585	5.17	75620.6813208	151.2413626416	100	NA	NA	Missing controls: HEX
G01-0268.a3	G01-0268	09/11/2022 9:00	09/12/2022 8:00	Routine Surveillance	0.905	Pass	KeyserWWTP-01	Human	RNase P	ZooWVU	8889.26321625	8889.26321625	108.830352794442	30452.8028136396	372.830592723305	100	NA	NA	Missing controls: HEX
C01-0673.a5	C01-0673	06/19/2024 07:00 AM	06/19/2024 07:00 AM	Routine Surveillance	4.02	Pass	WheelingWWTP-01	Influenza Virus A (FluA)	M	ZooWVU	1800	1800	3.6	27391.22676	54.78245352	100	91.625417073568	0	NTC above threshold
E01-0283.a3	E01-0283	06/07/2023 10:00	06/08/2023 10:00	Routine Surveillance	2.2	Pass	PrincetonWWTP-01	Human	RNase P	ZooWVU	20996.285445	20996.285445	58.323015125	174855.007549986	485.708354305518	100	NA	NA	Missing controls: HEX
A02-0466.a1	A02-0466	04/20/2022 9:00	04/22/2022 9:00	Routine Surveillance		Pass	OaklandE-02	SARS-CoV-2	N1	ZooWVU	279	139.5	16.1832946635731	NA	NA	100	0	889.7789956	yes
A01-0078.a3	A01-0078	11/01/2021 0:00	11/01/2021 23:55	Routine Surveillance	8.683	Pass	StarCityWWTP-01	Human	RNase P	ZooWVU	18135.6554625	18135.6554625	37.5261866050737	596095.691279175	1233.43753368477	100	NA	NA	Missing controls: HEX
J01-0118.a2	J01-0118	08/23/2022 7:30	08/24/2022 7:30	Routine Surveillance	0.088	Pass	AlpineLakeWWTP-01	SARS-CoV-2	N2	ZooWVU	475370.040675	475370.040675	67910.0058107143	158353.404499097	22621.9149284424	100	8.95037294	929.6437072	yes
L01-0332.a2	L01-0332	02/16/2023 9:00	02/17/2023 9:00	Routine Surveillance	0.519	Pass	WestUnionWWTP-01	SARS-CoV-2	N2	ZooWVU	147145.86316125	147145.86316125	26089.692049867	289086.851950129	51256.5340337108	100	0	763.7186432	yes
L01-0330.a1	L01-0330	02/11/2023 9:00	02/12/2023 9:00	Routine Surveillance	0.346	Pass	WestUnionWWTP-01	SARS-CoV-2	N1	ZooWVU	81924.06132375	81924.06132375	14525.5427878989	107300.191697536	19024.8566839602	100	0	580.9763336	yes
N02-0038.a3	N02-0038	02/14/2022 7:00	02/15/2022 7:00	Routine Surveillance	8.57	Pass	ClarksburgWWTP-01	Human	RNase P	ZooWVU	7856.2460175	7856.2460175	29.6484490055853	254864.191871987	961.824257951495	100	NA	NA	Missing controls: HEX
N03-0034.a1	N03-0034	02/22/2022 7:35	02/23/2022 7:30	Routine Surveillance	0.68632	Pass	SalemWWTP-01	SARS-CoV-2	N1	ZooWVU	62856.43593	62856.43593	3392.14441068537	163301.183419737	8812.7999686852	100	0	5440.05394	yes
H01-0693.a1	H01-0693	08/30/2023 8:00	08/31/2023 8:00	Routine Surveillance	1.3	Pass	MoundsvilleWWTP-01	SARS-CoV-2	N1	ZooWVU	168768.331119375	168768.331119375	1406.40275932812	830514.526793371	6920.95438994476	100	0	85.50823212	yes
H01-0381.a3	H01-0381	10/22/2022 8:00	10/23/2022 8:00	Routine Surveillance	1.4	Pass	MoundsvilleWWTP-01	Human	RNase P	ZooWVU	36592.177531875	36592.177531875	304.934812765625	193922.952651309	1616.02460542757	100	NA	NA	Missing controls: HEX
A01-0525.a2	A01-0525	03/27/2023 0:00	03/28/2023 0:00	Routine Surveillance	10.7	Pass	StarCityWWTP-01	SARS-CoV-2	N2	ZooWVU	678545.6692875	678545.6692875	1404.04252045915	27483737.1131603	56869.1795918728	100	5.19871474	1761.8119812	yes
A04-0129.a3	A04-0129	08/02/2022 8:00	08/03/2022 8:00	Routine Surveillance	0.564	Pass	CheatLakeWWTP-01	Human	RNase P	ZooWVU	247913.08794	247913.08794	12395.654397	529287.312771491	26464.3656385745	100	NA	NA	Missing controls: HEX
R01-0154.a1	R01-0154	02/14/2023 9:00	02/15/2023 9:00	Routine Surveillance	0.215	Pass	HuttonsvilleWWTP-01	SARS-CoV-2	N1	ZooWVU	11767.292218125	11767.292218125	560.080543461447	9576.9655116137	455.828915355245	100	0	665.8993532	yes
J01-0415.a3	J01-0415	08/11/2024 07:30 AM	08/12/2024 07:30 AM	Routine Surveillance	0.053	Pass	AlpineLakeWWTP-01	Influenza Virus B (FluB)	NEP/NS1	ZooWVU	31866.6395545006	31866.6395545006	4552.37707921437	6393.29968990811	913.32852712973	100	38.7295079231262	173.704204559326	NTC above threshold
N03-0446.a2	N03-0446	09/14/2023 7:30	09/15/2023 7:30	Routine Surveillance	0.50233	Pass	SalemWWTP-01	SARS-CoV-2	N2	ZooWVU	45582.8078025	45582.8078025	2459.94645453319	86676.8488482377	4677.64969499394	100	5.26453376	125.43695448	yes
N02-0024.a3	N02-0024	03/14/2022 7:00	03/15/2022 7:00	Routine Surveillance	12.1	Pass	ClarksburgWWTP-01	Human	RNase P	ZooWVU	40393.639059375	40393.639059375	152.440331569835	1850168.47130416	6982.29478188603	100	NA	NA	Missing controls: HEX
L01-0091.a3	L01-0091	04/16/2022 9:00	04/17/2022 9:00	Routine Surveillance	0.265	Pass	WestUnionWWTP-01	Human	RNase P	ZooWVU	32683.986781875	32683.986781875	5795.03311735372	32786.406957054	5813.19272288192	100	NA	NA	Missing controls: HEX
N03-0028.a1	N03-0028	02/24/2022 7:30	02/25/2022 7:35	Routine Surveillance	0.69283	Pass	SalemWWTP-01	SARS-CoV-2	N1	ZooWVU	385053.97815	385053.97815	20780.0312007555	1009860.12552365	54498.6576105585	100	0	5440.05394	yes
O01-0476.a1	O01-0476	11/12/2023 8:00	11/13/2023 8:00	Routine Surveillance	0.66	Pass	GraftonWWTP-01	SARS-CoV-2	N1	ZooWVU	352565.2796025	352565.2796025	5807.36747821611	880838.729139666	14508.9561709713	100	0	8978.753664	yes
A02-1229.a3	A02-1229	04/19/2023 9:00	04/21/2023 9:00	Routine Surveillance		Pass	HonorsSummit-01	Human	RNase P	ZooWVU	161875.996284375	80937.9981421875	9260.64051970108	NA	NA	100	NA	NA	Missing controls: HEX
R01-0170.a1	R01-0170	11/03/2022 9:00	11/04/2022 9:00	Routine Surveillance	0.163	Pass	HuttonsvilleWWTP-01	SARS-CoV-2	N1	ZooWVU	4379772.647625	4379772.647625	208461.334965493	2702415.33402152	128625.194384651	100	0	836.0617828	yes
M03-0264.a1	M03-0264	06/17/2023 11:00	06/18/2023 11:00	Routine Surveillance	0.21	Pass	ManningtonWWTP-01	SARS-CoV-2	N1	ZooWVU	243	243	22.2731439046746	193.1694723	17.7057261503208	100	0	27.07626104	yes
A01-0447.a1	A01-0447	12/26/2022 0:00	12/27/2022 0:00	Routine Surveillance	8.6	Pass	StarCityWWTP-01	SARS-CoV-2	N1	ZooWVU	1799081.2537125	1799081.2537125	3722.6478515819	58568237.4500962	121189.036273167	100	0	552.4612808	yes
R01-0172.a2	R01-0172	11/16/2022 9:00	11/17/2022 9:00	Routine Surveillance	0.166	Pass	HuttonsvilleWWTP-01	SARS-CoV-2	N2	ZooWVU	675359.39101875	675359.39101875	32144.6640180271	424381.023931144	20199.0016149997	100	0	836.5612032	yes
N03-0450.a1	N03-0450	10/29/2023 7:30	10/30/2023 7:30	Routine Surveillance	0.52788	Pass	SalemWWTP-01	SARS-CoV-2	N1	ZooWVU	26352.4969275	26352.4969275	1422.15309916352	52658.6722475577	2841.80638141164	100	6.25587822	79665.1758	yes
D01-0002.a2	D01-0002	12/19/2021 7:00	12/20/2021 7:00	Routine Surveillance		Pass	CharlesTownWWTP-01	SARS-CoV-2	N2	ZooWVU	70104.16255875	70104.16255875	412.377426816176	NA	NA	100	0	7626.008606	yes
A01-0658.a2	A01-0658	08/30/2023 0:00	08/31/2023 0:00	Routine Surveillance	8.6	Pass	StarCityWWTP-01	SARS-CoV-2	N1	ZooWVU	1380526.6427625	1380526.6427625	2856.57722803033	44942390.4855045	92994.5176409215	100	0	NA	yes
M03-0400.a3	M03-0400	08/25/2024 08:00 AM	08/26/2024 08:00 AM	Routine Surveillance	0.128	Pass	ManningtonWWTP-01	Influenza Virus B (FluB)	NEP/NS1	ZooWVU	4235.67451536654	4235.67451536654	388.237810757703	2052.32187740335	188.113829276201	100	NA	NA	Missing controls: all
T01-0268.a5	T01-0268	07/14/2024 08:15 AM	07/15/2024 08:15 AM	Routine Surveillance	0.23	Pass	PointPleasantWWTP-01	Respiratory Syncitial Virus, Bovine (BRSV)	Other	ZooWVU	2346	2346	42.5385312783318	2042.5315278	37.0359297878513	100	261.250762939453	0	NTC above threshold
M03-0285.a5	M03-0285	03/03/2024 08:00 AM	03/04/2024 08:00 AM	Routine Surveillance	0.287	Pass	ManningtonWWTP-01	SARS-CoV-2	N1	ZooWVU	945	945	86.6177818515124	1026.65997315	94.1026556507791	100	0	766.364288330078	yes
A01-0438.a3	A01-0438	12/16/2022 0:00	12/17/2022 0:00	Routine Surveillance	10.1	Pass	StarCityWWTP-01	Human	RNase P	ZooWVU	327902.36947875	327902.36947875	678.493563728584	12536573.5753304	25940.6008428456	100	NA	NA	Missing controls: HEX
U01-0067.a4	U01-0067	03/24/2024 08:00 AM	03/25/2024 08:00 AM	Routine Surveillance	0.454	Pass	WhiteOakWWTP-01	SARS-CoV-2	N2	ZooWVU	19933.8600039482	19933.8600039482	759.095963592849	34257.8561808857	1304.56421100098	100	1.38447150588036	562.09701538086	yes
N03-0474.a1	N03-0474	06/16/2024 07:30 AM	06/17/2024 07:30 AM	Routine Surveillance	0.191610	Pass	SalemWWTP-01	Respiratory Syncitial Virus, Human (RSV)	G	ZooWVU	1583	1583	85.4290339989207	1148.1853751883	61.963592832612	100	0	NA	yes
Q01-0105.a3	Q01-0105	08/17/2022 8:00	08/18/2022 8:00	Routine Surveillance	0.351	Pass	MadisonWWTP-01	Human	RNase P	ZooWVU	10259.073525	10259.073525	225.226641602634	13631.0146288069	299.253888667549	100	NA	NA	Missing controls: HEX
R01-0018.a1	R01-0018	04/24/2022 9:00	04/25/2022 8:30	Routine Surveillance	0.174	Pass	HuttonsvilleWWTP-01	SARS-CoV-2	N1	ZooWVU	1567	1567	74.5835316515945	1032.12231978	49.1252888995716	100	0	1208.4025382	yes
C01-0205.a3	C01-0205	06/19/2022 7:00	06/20/2022 7:00	Routine Surveillance	7.754	Pass	WheelingWWTP-01	Human	RNase P	ZooWVU	4364.89947375	4364.89947375	8.7297989475	128118.83114266	256.237662285319	100	NA	NA	Missing controls: HEX
C01-0707.a3	C01-0707	08/08/2024 07:00 AM	08/09/2024 07:00 AM	Routine Surveillance	4.73	Pass	WheelingWWTP-01	Respiratory Syncitial Virus, Bovine (BRSV)	Other	ZooWVU	1666488.8048172	1666488.8048172	3332.9776096344	29838464.2188218	59676.9284376435	100	0	555.071754455566	yes
D01-0088.a1	D01-0088	06/07/2022 7:30	06/08/2022 7:30	Routine Surveillance	1.27	Pass	CharlesTownWWTP-01	SARS-CoV-2	N1	ZooWVU	973925.19615	973925.19615	5728.97174205882	4682116.84448288	27541.8637910758	100	46.66682184	2565.627288	NTC above threshold
A04-0536.a4	A04-0536	05/19/2024 08:00 AM	05/20/2024 08:00 AM	Routine Surveillance	0.633	Pass	CheatLakeWWTP-01	Influenza Virus A (FluA)	M	ZooWVU	959	959	47.95	2297.92178427	114.8960892135	100	0	NA	yes
E01-0234.a2	E01-0234	02/07/2023 10:30	02/08/2023 10:30	Routine Surveillance	2.53	Pass	PrincetonWWTP-01	SARS-CoV-2	N2	ZooWVU	886549.1295	886549.1295	2462.63647083333	8490558.40896051	23584.8844693347	100	0	798.9205168	yes
O01-0444.a2	O01-0444	10/29/2023 8:00	10/30/2023 8:00	Routine Surveillance	1.57	Pass	GraftonWWTP-01	SARS-CoV-2	N2	ZooWVU	520124.8097625	520124.8097625	8567.36632782902	3091150.48011321	50916.6608485128	100	0	88512.43164	yes
J01-0054.a2	J01-0054	05/20/2022 7:30	05/21/2022 7:30	Routine Surveillance	0.119	Pass	AlpineLakeWWTP-01	SARS-CoV-2	N2	ZooWVU	6649.31839875	6649.31839875	949.902628392857	2995.27716681766	427.896738116808	100	0	287.254548	yes
C01-0562.a3	C01-0562	12/19/2023 07:00 AM	12/20/2023 07:00 AM	Routine Surveillance	7.533	Pass	WheelingWWTP-01	SARS-CoV-2	N2	ZooWVU	263811.931908131	263811.931908131	527.623863816261	7522727.4374631	15045.4548749262	100	0	0	yes
A03-0286.a1	A03-0286	03/28/2022 6:00	03/28/2022 14:00	Routine Surveillance		Pass	NorthES-01	SARS-CoV-2	N1	ZooWVU	817	2451	356.25	NA	NA	100	0	9318.883514	yes
M04-0016.a1	M04-0016	03/17/2022 10:00	03/18/2022 10:00	Routine Surveillance	0.108	Pass	FarmingtonWWTP-01	SARS-CoV-2	N1	ZooWVU	1942	1942	318.360655737705	793.93675176	130.153565862295	100	0	5341.848374	yes
O01-0001.a3	O01-0001	04/19/2022 6:00	04/20/2022 6:00	Routine Surveillance	2.37	Pass	GraftonWWTP-01	Human	RNase P	ZooWVU	2278	2278	37.5226486575523	20436.8986326	336.631504407841	100	NA	NA	Missing controls: HEX
Q01-0480.a2	Q01-0480	11/19/2023 08:00 AM	11/20/2023 08:00 AM	Routine Surveillance	0.288	Pass	MadisonWWTP-01	SARS-CoV-2	N2	ZooWVU	987673.78460625	987673.78460625	21683.2883557903	1076760.06364407	23639.079333569	100	0	2177.270508	yes
A01-0259.a3	A01-0259	05/21/2022 0:00	05/22/2022 0:00	Routine Surveillance	7.7	Pass	StarCityWWTP-01	Human	RNase P	ZooWVU	39013.096245	39013.096245	80.7256585105943	1137140.34785725	2352.96380536593	100	NA	NA	Missing controls: HEX
Q01-0053.a3	Q01-0053	06/25/2022 8:00	06/26/2022 8:00	Routine Surveillance	0.287	Pass	MadisonWWTP-01	Human	RNase P	ZooWVU	2717	2717	59.648737650933	2951.78322439	64.8031443334797	100	NA	NA	Missing controls: HEX
M03-0185.a2	M03-0185	01/17/2023 11:00	01/18/2023 11:00	Routine Surveillance	0.407	Pass	ManningtonWWTP-01	SARS-CoV-2	N2	ZooWVU	556809.64888125	556809.64888125	51036.6314281622	857855.39487943	78630.1920146132	100	0	1057.387314	yes
T01-0168.a2	T01-0168	06/20/2023 7:00	06/21/2023 7:00	Routine Surveillance	0.46	Pass	PointPleasantWWTP-01	SARS-CoV-2	N2	ZooWVU	2430	2430	44.0616500453309	4231.331298	76.7240489211242	100	0	9.79786098	yes
Q01-0482.a1	Q01-0482	12/03/2023 08:00 AM	12/04/2023 08:00 AM	Routine Surveillance	0.276	Pass	MadisonWWTP-01	SARS-CoV-2	N2	ZooWVU	178277.733031875	178277.733031875	3913.89095569429	186259.790497348	4089.12822167615	100	0.71528338	2574.528198	yes
Q01-0513.a3	Q01-0513	06/30/2024 08:00 AM	07/01/2024 08:00 AM	Routine Surveillance	0.270	Pass	MadisonWWTP-01	Influenza Virus A (FluA)	M	ZooWVU	950	950	20.8562019758507	970.957665	21.3163043907794	100	0	201.380996704102	yes
R02-0342.a1	R02-0342	07/05/2023 8:00	07/06/2023 8:00	Routine Surveillance	1.031	Pass	ElkinsWWTP-01	SARS-CoV-2	N1	ZooWVU	48999.557413125	48999.557413125	372.450269178512	191233.400480661	1453.58315962801	100	17.81831384	NA	NTC above threshold
D01-0396.a1	D01-0396	11/06/2023 7:00	11/07/2023 7:00	Routine Surveillance	1.1	Pass	CharlesTownWWTP-01	SARS-CoV-2	N1	ZooWVU	5257779.465	5257779.465	30928.1145	21893136.0610662	128783.15330039	100	0	8978.753664	yes
A02-1030.a3	A02-1030	02/08/2023 9:00	02/10/2023 9:00	Routine Surveillance		Pass	TowersBB-01	Human	RNase P	ZooWVU	399695.692125	199847.8460625	22107.0626175332	NA	NA	100	NA	NA	Missing controls: HEX
A04-0539.a3	A04-0539	03/18/2024 12:00 AM	03/19/2024 12:00 AM	Routine Surveillance	0.870	Pass	CheatLakeWWTP-01	SARS-CoV-2	N2	ZooWVU	350111.256837845	350111.256837845	17505.5628418922	1153023.7478895	57651.1873944748	100	1.77544951438904	4.70653861761094	yes
J01-0070.a2	J01-0070	06/14/2022 7:30	06/15/2022 7:30	Routine Surveillance	0.061	Pass	AlpineLakeWWTP-01	SARS-CoV-2	N2	ZooWVU	28467.83069625	28467.83069625	4066.83295660714	6573.50707074939	939.072438678485	100	0	3870.593262	yes
A02-1015.a2	A02-1015	02/04/2023 9:00	02/06/2023 9:00	Routine Surveillance		Pass	TowersBB-01	SARS-CoV-2	N2	ZooWVU	749169.312675	374584.6563375	41436.3557895465	NA	NA	100	5.41496098	963.0165864	yes
A01-0424.a3	A01-0424	11/29/2022 0:00	11/30/2022 0:00	Routine Surveillance	11.1	Pass	StarCityWWTP-01	Human	RNase P	ZooWVU	30151.446465	30151.446465	62.3891873551564	1266905.01529014	2621.47205613752	100	NA	NA	Missing controls: HEX
A01-0135.a2	A01-0135	12/26/2021 0:00	12/26/2021 23:59	Routine Surveillance	14	Pass	StarCityWWTP-01	SARS-CoV-2	N2	ZooWVU	9622.721154375	9622.721154375	19.9112753566773	509963.228389757	1055.21277187088	100	0	678.0811786	yes
J01-0072.a1	J01-0072	06/16/2022 7:30	06/17/2022 7:30	Routine Surveillance	0.055	Pass	AlpineLakeWWTP-01	SARS-CoV-2	N1	ZooWVU	75387.449559375	75387.449559375	10769.6356513393	15695.4822990105	2242.21175700149	100	0	3031.006432	yes
R02-0340.a2	R02-0340	07/11/2023 6:00	07/12/2023 6:00	Routine Surveillance	1.644	Pass	ElkinsWWTP-01	SARS-CoV-2	N2	ZooWVU	19628.26228875	19628.26228875	149.196277658483	122150.877456152	928.480369840009	100	0	0	yes
N02-0175.a2	N02-0175	10/04/2022 7:00	10/05/2022 7:00	Routine Surveillance	8.63	Pass	ClarksburgWWTP-01	SARS-CoV-2	N2	ZooWVU	99214.11621	99214.11621	374.421149558457	3241135.50895474	12231.6231751632	100	0	1234.4461824	yes
Q01-0408.a2	Q01-0408	07/09/2023 8:00	07/10/2023 8:00	Routine Surveillance	0.458	Pass	MadisonWWTP-01	SARS-CoV-2	N2	ZooWVU	57081.45506625	57081.45506625	1253.16037467069	98963.1335566287	2172.62642275804	100	8.90876294	NA	yes
C01-0315.a3	C01-0315	11/27/2022 7:00	11/28/2022 7:00	Routine Surveillance	10.13	Pass	WheelingWWTP-01	Human	RNase P	ZooWVU	108365.9604	108365.9604	216.7319208	4155423.14829815	8310.8462965963	100	NA	NA	Missing controls: HEX
B01-0049.a3	B01-0049	01/11/2022 7:00	01/12/2022 7:00	Routine Surveillance	14.392	Pass	CharlestonWWTP-01	Human	RNase P	ZooWVU	19314.177290625	19314.177290625	38.62835458125	1052229.05331209	2104.45810662417	100	NA	NA	Missing controls: HEX
C01-0330.a2	C01-0330	01/08/2023 7:00	01/09/2023 7:00	Routine Surveillance	9.109	Pass	WheelingWWTP-01	SARS-CoV-2	N2	ZooWVU	499919.30548125	499919.30548125	999.8386109625	17237867.3931156	34475.7347862313	100	8.5705638	610.6835936	yes
O01-0036.a1	O01-0036	02/11/2022 6:05	02/12/2022 6:05	Routine Surveillance	1.96	Pass	GraftonWWTP-01	SARS-CoV-2	N1	ZooWVU	36612.1546425	36612.1546425	603.066292908911	271640.351958321	4474.39222464703	100	0	7529.572296	yes
N02-0047.a1	N02-0047	02/24/2022 7:00	02/25/2022 7:00	Routine Surveillance	10.168	Pass	ClarksburgWWTP-01	SARS-CoV-2	N1	ZooWVU	1830	1830	6.90618159861122	70436.7894504	265.819267304702	100	0	6114.675522	yes
C01-0332.a1	C01-0332	01/10/2023 7:00	01/11/2023 7:00	Routine Surveillance	8.445	Pass	WheelingWWTP-01	SARS-CoV-2	N1	ZooWVU	1345085.5133625	1345085.5133625	2690.171026725	42999407.7932465	85998.8155864931	100	0	NA	yes
E01-0228.a2	E01-0228	01/26/2023 9:00	01/27/2023 9:00	Routine Surveillance	5.012	Pass	PrincetonWWTP-01	SARS-CoV-2	N2	ZooWVU	319083.808065	319083.808065	886.343911291667	6053809.54589131	16816.1376274758	100	0	1090.2358244	yes
K01-0334.a3	K01-0334	09/12/2023 6:30	09/13/2023 6:30	Routine Surveillance	4.116	Pass	ParkersburgWWTP-01	Human	RNase P	ZooWVU	1315	1315	2.73673257023933	20488.6830414	42.640339316129	100	NA	NA	Missing controls: HEX
O01-0292.a1	O01-0292	03/06/2023 6:00	03/07/2023 6:00	Routine Surveillance	2.27	Pass	GraftonWWTP-01	SARS-CoV-2	N1	ZooWVU	142021.467080625	142021.467080625	2339.34223489746	1220373.52346279	20101.6887409453	100	0	800.3933716	yes
Q01-0359.a1	Q01-0359	05/15/2023 8:00	05/16/2023 8:00	Routine Surveillance	0.365	Pass	MadisonWWTP-01	SARS-CoV-2	N1	ZooWVU	504728.00895	504728.00895	11080.7466289791	697369.895111188	15309.9867203334	100	0	119.50166704	yes
A04-0063.a3	A04-0063	04/22/2022 8:00	04/23/2022 8:00	Routine Surveillance	0.645	Pass	CheatLakeWWTP-01	Human	RNase P	ZooWVU	17706.16785375	17706.16785375	885.3083926875	43231.1926316451	2161.55963158226	100	NA	NA	Missing controls: HEX
G01-0379.a2	G01-0379	04/09/2023 9:00	04/10/2023 9:00	Routine Surveillance	0.805	Pass	KeyserWWTP-01	SARS-CoV-2	N2	ZooWVU	166083.1958175	166083.1958175	2033.3398116736	506097.857175016	6196.10500948844	100	0	1063.0082704	yes
M03-0182.a3	M03-0182	12/27/2022 11:00	12/28/2022 11:00	Routine Surveillance	0.181	Pass	ManningtonWWTP-01	Human	RNase P	ZooWVU	1642	1642	150.504124656279	1125.03142282	103.119287151237	100	NA	NA	Missing controls: HEX
O01-0290.a2	O01-0290	03/03/2023 6:10	03/04/2023 6:10	Routine Surveillance	2.17	Pass	GraftonWWTP-01	SARS-CoV-2	N2	ZooWVU	9255.9075225	9255.9075225	152.461003500247	76031.1686216004	1252.36647375392	100	0	956.208496	yes
E01-0422.a5	E01-0422	03/20/2024 09:00 AM	03/21/2024 09:00 AM	Routine Surveillance	1.733	Pass	PrincetonWWTP-01	Human	RNase P	ZooWVU	384	384	1.06666666666667	2519.08436352	6.99745656533333	100	0	NA	yes
A01-0940.a4	A01-0940	07/14/2024 12:00 AM	07/14/2024 12:00 AM	Routine Surveillance	6.6	Pass	StarCityWWTP-01	Influenza Virus A (FluA)	M	ZooWVU	2819	2819	5.83305744082106	70429.067214	145.731392182586	100	95.5445226033527	0	NTC above threshold
C01-0565.a2	C01-0565	12/24/2023 07:00 AM	12/25/2023 07:00 AM	Routine Surveillance	6.460	Pass	WheelingWWTP-01	Respiratory Syncitial Virus, Human (RSV)	G	ZooWVU	2552	2552	5.104	62405.9664272	124.8119328544	100	0	0	yes
N03-0158.a2	N03-0158	08/29/2022 7:30	08/30/2022 7:30	Routine Surveillance	0.55019	Pass	SalemWWTP-01	SARS-CoV-2	N2	ZooWVU	468755.82230625	468755.82230625	25297.1301838235	976275.279789656	52686.1996648492	100	8.95037294	929.6437072	yes
M04-0036.a2	M04-0036	04/26/2022 12:00	04/27/2022 12:00	Routine Surveillance	0.136	Pass	FarmingtonWWTP-01	SARS-CoV-2	N2	ZooWVU	850	850	139.344262295082	437.593396	71.736622295082	100	0	668.336296	yes
O01-0497.a4	O01-0497	07/14/2024 08:00 AM	07/15/2024 08:00 AM	Routine Surveillance	0.50	Pass	GraftonWWTP-01	Respiratory Syncitial Virus, Human (RSV)	G	ZooWVU	2744	2744	45.1984845989129	5193.58252	85.5473977927854	100	99.6248499552407	0	NTC above threshold
B01-0343.a1	B01-0343	12/28/2022 7:00	12/29/2022 7:00	Routine Surveillance	9.7	Pass	CharlestonWWTP-01	SARS-CoV-2	N1	ZooWVU	1022361.2204625	1022361.2204625	2044.722440925	37539546.9592442	75079.0939184885	100	0	529.8869704	yes
A02-0894.a1	A02-0894	01/09/2023 9:00	01/11/2023 9:00	Routine Surveillance		Pass	TowersBB-01	SARS-CoV-2	N1	ZooWVU	181696.992495	90848.4962475	10049.6124167589	NA	NA	100	0	479.4888688	yes
C01-0312.a2	C01-0312	11/22/2022 7:00	11/23/2022 7:00	Routine Surveillance	5.891	Pass	WheelingWWTP-01	SARS-CoV-2	N2	ZooWVU	1005975.1796625	1005975.1796625	2011.950359325	22433095.9220491	44866.1918440982	100	0	836.5612032	yes
C01-0310.a1	C01-0310	11/20/2022 7:00	11/21/2022 7:00	Routine Surveillance	6.123	Pass	WheelingWWTP-01	SARS-CoV-2	N1	ZooWVU	664511.0822625	664511.0822625	1329.022164525	15402081.3436403	30804.1626872807	100	0	676.886978	yes
O01-0016.a2	O01-0016	04/06/2022 6:00	04/07/2022 7:00	Routine Surveillance	2.91	Pass	GraftonWWTP-01	SARS-CoV-2	N2	ZooWVU	8517.20896875	8517.20896875	140.293344897875	93821.6824869722	1545.40738736571	100	0	2212.55989	yes
J01-0147.a3	J01-0147	10/04/2022 7:30	10/05/2022 7:30	Routine Surveillance	0.096	Pass	AlpineLakeWWTP-01	Human	RNase P	ZooWVU	2148	2148	306.857142857143	780.58182528	111.511689325714	100	NA	NA	Missing controls: all
A02-1012.a3	A02-1012	02/01/2023 9:00	02/03/2023 9:00	Routine Surveillance		Pass	NorthHighSt-02	Human	RNase P	ZooWVU	57867.72183	28933.860915	NA	NA	NA	100	NA	NA	Missing controls: HEX
A01-0132.a3	A01-0132	12/22/2021 0:00	12/22/2021 23:59	Routine Surveillance	6.9	Pass	StarCityWWTP-01	Human	RNase P	ZooWVU	24073.38627	24073.38627	49.8125026278762	628780.696130213	1301.06914445086	100	NA	NA	Missing controls: HEX
A02-1035.a1	A02-1035	02/08/2023 9:00	02/10/2023 9:00	Routine Surveillance		Pass	NorthHighSt-02	SARS-CoV-2	N1	ZooWVU	489753.24148125	244876.620740625	NA	NA	NA	100	4.87224578	784.0678404	yes
Q01-0363.a2	Q01-0363	05/19/2023 8:00	05/20/2023 8:00	Routine Surveillance	0.409	Pass	MadisonWWTP-01	SARS-CoV-2	N2	ZooWVU	1338450.26484375	1338450.26484375	29384.1990086444	2072232.45397025	45493.5774746488	100	0	1090.316086	yes
N02-0172.a3	N02-0172	09/21/2022 7:00	09/22/2022 7:00	Routine Surveillance	7.13	Pass	ClarksburgWWTP-01	Human	RNase P	ZooWVU	8323.464294375	8323.464294375	31.4116699161257	224650.079068685	847.800132344647	100	NA	NA	Missing controls: HEX
A01-0115.a1	A01-0115	12/02/2021 0:00	12/02/2021 23:55	Routine Surveillance		Pass	StarCityWWTP-01	SARS-CoV-2	N1	ZooWVU	121890.85143	121890.85143	252.215799184738	NA	NA	100	0	11699.185944	yes
P01-0058.a3	P01-0058	04/14/2022 10:06	04/15/2022 10:06	Routine Surveillance	0.255	Pass	StMarysWWTP-01	Human	RNase P	ZooWVU	1298	1298	44.8824343015214	1252.9328559	43.3240959854772	100	NA	NA	Missing controls: HEX
K01-0328.a3	K01-0328	09/11/2023 6:30	09/12/2023 6:30	Routine Surveillance	3.989	Pass	ParkersburgWWTP-01	Human	RNase P	ZooWVU	40012.341585	40012.341585	83.2723029864724	604186.377539547	1257.41181589916	100	NA	NA	Missing controls: HEX
