extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
H01-0955.e1	H01-0955.c1	EB97	C01	E1	
C01-0788.e1	C01-0788.c1	EB97	B01	D1	
A01-1078.e1	A01-1078.c1	EB97	A04	C4	
O01-0533.e1	O01-0533.c1	EB97	D04	F4	
C01-0790.e1	C01-0790.c1	EB97	B03	D3	
U01-0138.e1	U01-0138.c1	EB97	C03	E3	
C01-0786.e1	C01-0786.c1	EB97	A07	C7	
A04-0601.e1	A04-0601.c1	EB97	B08	D8	
P01-0155.e1	P01-0155.c1	EB97	C08	E8	
L01-0604.e1	L01-0604.c1	EB97	D06	F6	
A01-1080.e1	A01-1080.c1	EB97	A06	C6	
M03-0476.e1	M03-0476.c1	EB97	D02	F2	
A01-1076.e1	A01-1076.c1	EB97	A02	C2	
E01-0663.e1	E01-0663.c1	EB97	B05	D5	
R02-0505.e1	R02-0505.c1	EB97	C05	E5	
N03-0554.e1	N03-0554.c1	EB97	D03	F3	
A01-1077.e1	A01-1077.c1	EB97	A03	C3	
D01-0562.e1	D01-0562.c1	EB97	D01	F1	
E01-0662.e1	E01-0662.c1	EB97	B04	D4	
J01-0505.e1	J01-0505.c1	EB97	C04	E4	
A01-1074.e1	A01-1074.c1	EB97	A01	NAB 141 C1	
C01-0787.e1	C01-0787.c1	EB97	A08	C8	
N02-0540.e1	N02-0540.c1	EB97	C07	E7	
T01-0380.e1	T01-0380.c1	EB97	B07	D7	
E01-0664.e1	E01-0664.c1	EB97	B06	D6	
N03-0555.e1	N03-0555.c1	EB97	C06	E6	
A01-1079.e1	A01-1079.c1	EB97	A05	C5	
Q01-0584.e1	Q01-0584.c1	EB97	C02	E2	
C01-0789.e1	C01-0789.c1	EB97	B02	D2	
K01-0510.e1	K01-0510.c1	EB97	D05	F5	
