extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
A04-0539.e1	A04-0539.c1	EB34	C06	G6	
M03-0283.e1	M03-0283.c1	EB34	C03	G3	
N02-0430.e1	N02-0430.c1	EB34	C02	G2	
T01-0257.e1	T01-0257.c1	EB34	D01	H1	
R02-0395.e1	R02-0395.c1	EB34	D04	H4	
E01-0417.e1	E01-0417.c1	EB34	A08	E8	
H01-0909.e1	H01-0909.c1	EB34	D03	H3	
E01-0414.e1	E01-0414.c1	EB34	A05	E5	
M04-0222.e1	M04-0222.c1	EB34	C01	G1	
K01-0383.e1	K01-0383.c1	EB34	D02	H2	
O01-0465.e1	O01-0465.c1	EB34	B08	F8	
C01-0625.e1	C01-0625.c1	EB34	B05	F5	
A04-0533.e1	A04-0533.c1	EB34	C07	G7	
G01-0544.e1	G01-0544.c1	EB34	C04	G4	
A01-0824.e1	A01-0824.c1	EB34	A01	NAB 130 E1	
L01-0539.e1	L01-0539.c1	EB34	B07	F7	
C01-0624.e1	C01-0624.c1	EB34	B04	F4	
U01-0050.e1	U01-0050.c1	EB34	C08	G8	
J01-0397.e1	J01-0397.c1	EB34	C05	G5	
E01-0416.e1	E01-0416.c1	EB34	A07	E7	
C01-0621.e1	C01-0621.c1	EB34	B01	F1	
A01-0827.e1	A01-0827.c1	EB34	A04	E4	
A01-0825.e1	A01-0825.c1	EB34	A02	E2	
E01-0415.e1	E01-0415.c1	EB34	A06	E6	
A01-0826.e1	A01-0826.c1	EB34	A03	E3	
C01-0622.e1	C01-0622.c1	EB34	B02	F2	
C01-0623.e1	C01-0623.c1	EB34	B03	F3	
Q01-0496.e1	Q01-0496.c1	EB34	B06	F6	
