archive_batch_id	archive_batch_comment	archive_batch_record_version	archive_date	archive_eluant	archive_input_ml	archive_machine	archive_method	archive_method_lot_id	archive_output_ml	archive_run_by
M04-0115.RB2655		1.0		Zymo DNA/RNA Shield						
R02-0006.RB523		1.0		Zymo DNA/RNA Shield						
E01-0134.RB5292		1.0		Zymo DNA/RNA Shield						
G01-0176.RB5147		1.0		Zymo DNA/RNA Shield						
C01-0143.RB1884		1.0		Zymo DNA/RNA Shield						
O01-0217.RB1314		1.0		Zymo DNA/RNA Shield						
A01-0270.RB1117		1.0		Zymo DNA/RNA Shield						
O01-0092.RB5644		1.0		Zymo DNA/RNA Shield						
A01-0277.RB5815		1.0		Zymo DNA/RNA Shield						
A01-0116.RB294		1.0		Zymo DNA/RNA Shield						
H01-0320.RB3206		1.0		Zymo DNA/RNA Shield						
K01-0046.RB2755		1.0		Zymo DNA/RNA Shield						
E02-0082.RB6006		1.0		Zymo DNA/RNA Shield						
R01-0129.RB7375		1.0		Zymo DNA/RNA Shield						
E01-0244.RB6150		1.0		Zymo DNA/RNA Shield						
A02-1036.RB7320		1.0		Zymo DNA/RNA Shield						
L01-0126.RB1645		1.0		Zymo DNA/RNA Shield						
A02-1067.RB7607		1.0		Zymo DNA/RNA Shield						
A01-0401.RB4555		1.0		Zymo DNA/RNA Shield						
A04-0190.RB354		1.0		Zymo DNA/RNA Shield						
H01-0508.RB7624		1.0		Zymo DNA/RNA Shield						
R01-0122.RB2		1.0		Zymo DNA/RNA Shield						
A02-0957.RB6127		1.0		Zymo DNA/RNA Shield						
A02-0003.RB7104		1.0		Zymo DNA/RNA Shield						
A02-1025.RB1109		1.0		Zymo DNA/RNA Shield						
A02-0714.RB733		1.0		Zymo DNA/RNA Shield						
A02-0895.RB3132		1.0		Zymo DNA/RNA Shield						
H01-0010.RB6104		1.0		Zymo DNA/RNA Shield						
G01-0287.RB2926		1.0		Zymo DNA/RNA Shield						
A02-0963.RB1329		1.0		Zymo DNA/RNA Shield						
B01-0249.RB2583		1.0		Zymo DNA/RNA Shield						
A02-1087.RB4021		1.0		Zymo DNA/RNA Shield						
A02-0305.RB4045		1.0		Zymo DNA/RNA Shield						
A02-0516.RB526		1.0		Zymo DNA/RNA Shield						
R02-0001.RB5489		1.0		Zymo DNA/RNA Shield						
C01-0263.RB4706		1.0		Zymo DNA/RNA Shield						
D01-0240.RB3741		1.0		Zymo DNA/RNA Shield						
E01-0157.RB1512		1.0		Zymo DNA/RNA Shield						
D01-0131.RB4432		1.0		Zymo DNA/RNA Shield						
N02-0240.RB6320		1.0		Zymo DNA/RNA Shield						
A02-1147.RB238		1.0		Zymo DNA/RNA Shield						
H01-0317.RB4241		1.0		Zymo DNA/RNA Shield						
N03-0085.RB6060		1.0		Zymo DNA/RNA Shield						
G01-0243.RB1971		1.0		Zymo DNA/RNA Shield						
L01-0010.RB6030		1.0		Zymo DNA/RNA Shield						
N03-0199.RB4606		1.0		Zymo DNA/RNA Shield						
A01-0305.RB6522		1.0		Zymo DNA/RNA Shield						
Q01-0004.RB3315		1.0		Zymo DNA/RNA Shield						
A02-0686.RB1576		1.0		Zymo DNA/RNA Shield						
B01-0227.RB3484		1.0		Zymo DNA/RNA Shield						
N03-0087.RB3260		1.0		Zymo DNA/RNA Shield						
N02-0047.RB3230		1.0		Zymo DNA/RNA Shield						
A02-1054.RB4814		1.0		Zymo DNA/RNA Shield						
R02-0076.RB2530		1.0		Zymo DNA/RNA Shield						
O01-0129.RB6388		1.0		Zymo DNA/RNA Shield						
L01-0144.RB3749		1.0		Zymo DNA/RNA Shield						
A1021.RB2107		1.0		Zymo DNA/RNA Shield						
G01-0159.RB3191		1.0		Zymo DNA/RNA Shield						
L01-0130.RB4974		1.0		Zymo DNA/RNA Shield						
R02-0251.RB6357		1.0		Zymo DNA/RNA Shield						
A02-0954.RB835		1.0		Zymo DNA/RNA Shield						
R02-0235.RB2469		1.0		Zymo DNA/RNA Shield						
G01-0216.RB5379		1.0		Zymo DNA/RNA Shield						
C01-0196.RB4630		1.0		Zymo DNA/RNA Shield						
O01-0128.RB1386		1.0		Zymo DNA/RNA Shield						
H01-0524.RB3518		1.0		Zymo DNA/RNA Shield						
E01-0119.RB5132		1.0		Zymo DNA/RNA Shield						
A02-0234.RB2981		1.0		Zymo DNA/RNA Shield						
H01-0439.RB6611		1.0		Zymo DNA/RNA Shield						
A02-0836.RB6858		1.0		Zymo DNA/RNA Shield						
O01-0057.RB4003		1.0		Zymo DNA/RNA Shield						
O01-0115.RB749		1.0		Zymo DNA/RNA Shield						
C01-0342.RB4789		1.0		Zymo DNA/RNA Shield						
A03-0196.RB2174		1.0		Zymo DNA/RNA Shield						
P01-0075.RB4590		1.0		Zymo DNA/RNA Shield						
K01-0181.RB3649		1.0		Zymo DNA/RNA Shield						
H01-0152.RB4293		1.0		Zymo DNA/RNA Shield						
A01-0314.RB3147		1.0		Zymo DNA/RNA Shield						
E02-0017.RB2399		1.0		Zymo DNA/RNA Shield						
A03-0328.RB1603		1.0		Zymo DNA/RNA Shield						
E01-0206.RB2218		1.0		Zymo DNA/RNA Shield						
N03-0164.RB347		1.0		Zymo DNA/RNA Shield						
C01-0217.RB4181		1.0		Zymo DNA/RNA Shield						
R01-0101.RB988		1.0		Zymo DNA/RNA Shield						
K01-0074.RB4760		1.0		Zymo DNA/RNA Shield						
R01-0266.RB4829		1.0		Zymo DNA/RNA Shield						
A03-0229.RB1478		1.0		Zymo DNA/RNA Shield						
G01-0189.RB4730		1.0		Zymo DNA/RNA Shield						
Q01-0080.RB4494		1.0		Zymo DNA/RNA Shield						
J01-0243.RB5697		1.0		Zymo DNA/RNA Shield						
A01-0409.RB4225		1.0		Zymo DNA/RNA Shield						
A03-0032.RB1711		1.0		Zymo DNA/RNA Shield						
N02-0102.RB5715		1.0		Zymo DNA/RNA Shield						
A01-0366.RB960		1.0		Zymo DNA/RNA Shield						
A02-0251.RB4447		1.0		Zymo DNA/RNA Shield						
A01-0362.RB2560		1.0		Zymo DNA/RNA Shield						
B01-0150.RB7357		1.0		Zymo DNA/RNA Shield						
A01-0013.RB3670		1.0		Zymo DNA/RNA Shield						
N03-0014.RB5615		1.0		Zymo DNA/RNA Shield						
A01-0518.RB300		1.0		Zymo DNA/RNA Shield						
N02-0108.RB5340		1.0		Zymo DNA/RNA Shield						
Q01-0298.RB7017		1.0		Zymo DNA/RNA Shield						
A02-0715.RB3196		1.0		Zymo DNA/RNA Shield						
A04-0029.RB760		1.0		Zymo DNA/RNA Shield						
L01-0138.RB6380		1.0		Zymo DNA/RNA Shield						
E01-0091.RB1381		1.0		Zymo DNA/RNA Shield						
A02-0856.RB5429		1.0		Zymo DNA/RNA Shield						
A03-0360.RB1807		1.0		Zymo DNA/RNA Shield						
A02-0912.RB4922		1.0		Zymo DNA/RNA Shield						
J01-0248.RB1912		1.0		Zymo DNA/RNA Shield						
N03-0266.RB4623		1.0		Zymo DNA/RNA Shield						
M03-0162.RB3238		1.0		Zymo DNA/RNA Shield						
H01-0400.RB1824		1.0		Zymo DNA/RNA Shield						
O01-0049.RB2538		1.0		Zymo DNA/RNA Shield						
K01-0145.RB6850		1.0		Zymo DNA/RNA Shield						
E02-0101.RB982		1.0		Zymo DNA/RNA Shield						
H01-0380.RB3268		1.0		Zymo DNA/RNA Shield						
A03-0163.RB6616		1.0		Zymo DNA/RNA Shield						
R02-0113.RB5213		1.0		Zymo DNA/RNA Shield						
L01-0330.RB6038		1.0		Zymo DNA/RNA Shield						
D01-0061.RB3902		1.0		Zymo DNA/RNA Shield						
H01-0456.RB1571		1.0		Zymo DNA/RNA Shield						
H01-0254.RB2523		1.0		Zymo DNA/RNA Shield						
L01-0062.RB6187		1.0		Zymo DNA/RNA Shield						
A02-0739.RB94		1.0		Zymo DNA/RNA Shield						
A01-0130.RB4638		1.0		Zymo DNA/RNA Shield						
A02-1119.RB978		1.0		Zymo DNA/RNA Shield						
M03-0134.RB7684		1.0		Zymo DNA/RNA Shield						
K01-0167.RB3510		1.0		Zymo DNA/RNA Shield						
N03-0181.RB6441		1.0		Zymo DNA/RNA Shield						
O01-0238.RB827		1.0		Zymo DNA/RNA Shield						
J01-0014.RB631		1.0		Zymo DNA/RNA Shield						
B01-0129.RB4246		1.0		Zymo DNA/RNA Shield						
N03-0214.RB6813		1.0		Zymo DNA/RNA Shield						
A02-0730.RB4084		1.0		Zymo DNA/RNA Shield						
A04-0048.RB5099		1.0		Zymo DNA/RNA Shield						
O01-0154.RB4768		1.0		Zymo DNA/RNA Shield						
G01-0119.RB4738		1.0		Zymo DNA/RNA Shield						
B01-0170.RB4304		1.0		Zymo DNA/RNA Shield						
A02-0324.RB1684		1.0		Zymo DNA/RNA Shield						
A02-0452.RB949		1.0		Zymo DNA/RNA Shield						
A04-0093.RB2210		1.0		Zymo DNA/RNA Shield						
L01-0132.RB6497		1.0		Zymo DNA/RNA Shield						
A0045.RB5930		1.0		Zymo DNA/RNA Shield						
A02-1002.RB6277		1.0		Zymo DNA/RNA Shield						
E02-0137.RB1819		1.0		Zymo DNA/RNA Shield						
N03-0022.RB7255		1.0		Zymo DNA/RNA Shield						
C01-0287.RB4186		1.0		Zymo DNA/RNA Shield						
A03-0102.RB4598		1.0		Zymo DNA/RNA Shield						
A02-0623.RB4114		1.0		Zymo DNA/RNA Shield						
E01-0052.RB3005		1.0		Zymo DNA/RNA Shield						
E02-0100.RB5348		1.0		Zymo DNA/RNA Shield						
M04-0198.RB1716		1.0		Zymo DNA/RNA Shield						
R02-0081.RB3678		1.0		Zymo DNA/RNA Shield						
N03-0234.RB2082		1.0		Zymo DNA/RNA Shield						
M03-0200.RB1470		1.0		Zymo DNA/RNA Shield						
H01-0177.RB3223		1.0		Zymo DNA/RNA Shield						
E01-0150.RB6425		1.0		Zymo DNA/RNA Shield						
B01-0081.RB2855		1.0		Zymo DNA/RNA Shield						
A02-0343.RB6023		1.0		Zymo DNA/RNA Shield						
J01-0221.RB7009		1.0		Zymo DNA/RNA Shield						
A1104.RB3745		1.0		Zymo DNA/RNA Shield						
A02-1026.RB2595		1.0		Zymo DNA/RNA Shield						
D01-0140.RB6977		1.0		Zymo DNA/RNA Shield						
A1072.RB6241		1.0		Zymo DNA/RNA Shield						
J01-0203.RB1772		1.0		Zymo DNA/RNA Shield						
H01-0523.RB6158		1.0		Zymo DNA/RNA Shield						
E02-0012.RB6001		1.0		Zymo DNA/RNA Shield						
H01-0085.RB4129		1.0		Zymo DNA/RNA Shield						
B01-0221.RB121		1.0		Zymo DNA/RNA Shield						
E01-0072.RB936		1.0		Zymo DNA/RNA Shield						
A02-0905.RB2568		1.0		Zymo DNA/RNA Shield						
M04-0181.RB4285		1.0		Zymo DNA/RNA Shield						
N03-0208.RB3201		1.0		Zymo DNA/RNA Shield						
A03-0132.RB7328		1.0		Zymo DNA/RNA Shield						
A02-0634.RB4502		1.0		Zymo DNA/RNA Shield						
A01-0297.RB933		1.0		Zymo DNA/RNA Shield						
R02-0115.RB3099		1.0		Zymo DNA/RNA Shield						
A02-0890.RB1013		1.0		Zymo DNA/RNA Shield						
A02-0925.RB4565		1.0		Zymo DNA/RNA Shield						
C01-0336.RB232		1.0		Zymo DNA/RNA Shield						
A1035.RB3982		1.0		Zymo DNA/RNA Shield						
G01-0149.RB6333		1.0		Zymo DNA/RNA Shield						
E01-0101.RB3778		1.0		Zymo DNA/RNA Shield						
A1075.RB1060		1.0		Zymo DNA/RNA Shield						
M03-0167.RB7333		1.0		Zymo DNA/RNA Shield						
G01-0081.RB2365		1.0		Zymo DNA/RNA Shield						
B01-0273.RB4359		1.0		Zymo DNA/RNA Shield						
A03-0172.RB6672		1.0		Zymo DNA/RNA Shield						
H01-0293.RB2335		1.0		Zymo DNA/RNA Shield						
A03-0357.RB2635		1.0		Zymo DNA/RNA Shield						
N03-0280.RB6363		1.0		Zymo DNA/RNA Shield						
N02-0234.RB415		1.0		Zymo DNA/RNA Shield						
A1078.RB5408		1.0		Zymo DNA/RNA Shield						
O01-0205.RB2112		1.0		Zymo DNA/RNA Shield						
G01-0121.RB4026		1.0		Zymo DNA/RNA Shield						
Q01-0050.RB2945		1.0		Zymo DNA/RNA Shield						
M03-0070.RB1440		1.0		Zymo DNA/RNA Shield						
A0050.RB5800		1.0		Zymo DNA/RNA Shield						
G01-0067.RB1976		1.0		Zymo DNA/RNA Shield						
E01-0026.RB6574		1.0		Zymo DNA/RNA Shield						
N03-0184.RB3424		1.0		Zymo DNA/RNA Shield						
R01-0127.RB4601		1.0		Zymo DNA/RNA Shield						
A02-0334.RB4701		1.0		Zymo DNA/RNA Shield						
H01-0481.RB2921		1.0		Zymo DNA/RNA Shield						
D01-0322.RB5403		1.0		Zymo DNA/RNA Shield						
D01-0224.RB104		1.0		Zymo DNA/RNA Shield						
D01-0247.RB4723		1.0		Zymo DNA/RNA Shield						
A02-0041.RB3419		1.0		Zymo DNA/RNA Shield						
Q01-0077.RB7574		1.0		Zymo DNA/RNA Shield						
C01-0303.RB6328		1.0		Zymo DNA/RNA Shield						
A02-0598.RB18		1.0		Zymo DNA/RNA Shield						
A01-0080.RB7449		1.0		Zymo DNA/RNA Shield						
T01-0098.RB3407		1.0		Zymo DNA/RNA Shield						
M03-0073.RB4889		1.0		Zymo DNA/RNA Shield						
A02-0521.RB5421		1.0		Zymo DNA/RNA Shield						
B01-0184.RB1579		1.0		Zymo DNA/RNA Shield						
H01-0412.RB4278		1.0		Zymo DNA/RNA Shield						
A02-0102.RB6255		1.0		Zymo DNA/RNA Shield						
A01-0172.RB5967		1.0		Zymo DNA/RNA Shield						
K01-0068.RB1262		1.0		Zymo DNA/RNA Shield						
A02-0124.RB2509		1.0		Zymo DNA/RNA Shield						
K01-0168.RB6787		1.0		Zymo DNA/RNA Shield						
H01-0239.RB5553		1.0		Zymo DNA/RNA Shield						
A03-0188.RB2702		1.0		Zymo DNA/RNA Shield						
G01-0109.RB2466		1.0		Zymo DNA/RNA Shield						
J01-0238.RB5204		1.0		Zymo DNA/RNA Shield						
Q01-0113.RB6192		1.0		Zymo DNA/RNA Shield						
A0241.RB1300		1.0		Zymo DNA/RNA Shield						
A01-0216.RB4609		1.0		Zymo DNA/RNA Shield						
G02-0011.RB541		1.0		Zymo DNA/RNA Shield						
D01-0003.RB1232		1.0		Zymo DNA/RNA Shield						
T01-0088.RB1205		1.0		Zymo DNA/RNA Shield						
A01-0271.RB5445		1.0		Zymo DNA/RNA Shield						
L01-0336.RB7672		1.0		Zymo DNA/RNA Shield						
T01-0051.RB1493		1.0		Zymo DNA/RNA Shield						
A04-0301.RB3217		1.0		Zymo DNA/RNA Shield						
M04-0163.RB7038		1.0		Zymo DNA/RNA Shield						
C01-0344.RB7001		1.0		Zymo DNA/RNA Shield						
A02-0767.RB5376		1.0		Zymo DNA/RNA Shield						
A03-0264.RB7363		1.0		Zymo DNA/RNA Shield						
A02-1011.RB7277		1.0		Zymo DNA/RNA Shield						
E01-0068.RB6758		1.0		Zymo DNA/RNA Shield						
A0238.RB2083		1.0		Zymo DNA/RNA Shield						
R01-0033.RB4695		1.0		Zymo DNA/RNA Shield						
A02-0401.RB6017		1.0		Zymo DNA/RNA Shield						
H01-0107.RB1389		1.0		Zymo DNA/RNA Shield						
G01-0140.RB2877		1.0		Zymo DNA/RNA Shield						
A01-0136.RB5250		1.0		Zymo DNA/RNA Shield						
A04-0198.RB3746		1.0		Zymo DNA/RNA Shield						
L01-0307.RB2148		1.0		Zymo DNA/RNA Shield						
H01-0265.RB5043		1.0		Zymo DNA/RNA Shield						
B01-0284.RB4786		1.0		Zymo DNA/RNA Shield						
N03-0139.RB3209		1.0		Zymo DNA/RNA Shield						
A02-0863.RB3883		1.0		Zymo DNA/RNA Shield						
N03-0072.RB3646		1.0		Zymo DNA/RNA Shield						
H01-0067.RB2396		1.0		Zymo DNA/RNA Shield						
L01-0218.RB6804		1.0		Zymo DNA/RNA Shield						
A02-0992.RB7380		1.0		Zymo DNA/RNA Shield						
O01-0273.RB6009		1.0		Zymo DNA/RNA Shield						
C01-0174.RB2074		1.0		Zymo DNA/RNA Shield						
B01-0161.RB7232		1.0		Zymo DNA/RNA Shield						
A01-0242.RB4617		1.0		Zymo DNA/RNA Shield						
H01-0244.RB7023		1.0		Zymo DNA/RNA Shield						
E01-0248.RB4103		1.0		Zymo DNA/RNA Shield						
Q01-0215.RB4072		1.0		Zymo DNA/RNA Shield						
A01-0252.RB1183		1.0		Zymo DNA/RNA Shield						
D01-0066.RB1160		1.0		Zymo DNA/RNA Shield						
N02-0147.RB4826		1.0		Zymo DNA/RNA Shield						
E02-0110.RB3785		1.0		Zymo DNA/RNA Shield						
R01-0103.RB1811		1.0		Zymo DNA/RNA Shield						
H01-0072.RB1672		1.0		Zymo DNA/RNA Shield						
R01-0262.RB7095		1.0		Zymo DNA/RNA Shield						
C01-0171.RB6827		1.0		Zymo DNA/RNA Shield						
A02-0530.RB3860		1.0		Zymo DNA/RNA Shield						
E02-0053.RB6095		1.0		Zymo DNA/RNA Shield						
E02-0093.RB3295		1.0		Zymo DNA/RNA Shield						
M03-0132.RB5520		1.0		Zymo DNA/RNA Shield						
C01-0051.RB2517		1.0		Zymo DNA/RNA Shield						
H01-0051.RB5091		1.0		Zymo DNA/RNA Shield						
T01-0106.RB3091		1.0		Zymo DNA/RNA Shield						
J01-0141.RB1540		1.0		Zymo DNA/RNA Shield						
R02-0087.RB406		1.0		Zymo DNA/RNA Shield						
M04-0039.RB7497		1.0		Zymo DNA/RNA Shield						
T01-0117.RB3685		1.0		Zymo DNA/RNA Shield						
D01-0192.RB4121		1.0		Zymo DNA/RNA Shield						
A02-0078.RB2436		1.0		Zymo DNA/RNA Shield						
A02-0283.RB3841		1.0		Zymo DNA/RNA Shield						
J01-0237.RB1784		1.0		Zymo DNA/RNA Shield						
A01-0498.RB7158		1.0		Zymo DNA/RNA Shield						
N02-0027.RB1050		1.0		Zymo DNA/RNA Shield						
A02-0891.RB5312		1.0		Zymo DNA/RNA Shield						
M03-0096.RB5928		1.0		Zymo DNA/RNA Shield						
N03-0138.RB4351		1.0		Zymo DNA/RNA Shield						
A02-0748.RB610		1.0		Zymo DNA/RNA Shield						
B01-0025.RB4145		1.0		Zymo DNA/RNA Shield						
G01-0129.RB4668		1.0		Zymo DNA/RNA Shield						
D01-0138.RB3553		1.0		Zymo DNA/RNA Shield						
G01-0104.RB7187		1.0		Zymo DNA/RNA Shield						
K01-0211.RB7068		1.0		Zymo DNA/RNA Shield						
G01-0213.RB332		1.0		Zymo DNA/RNA Shield						
O01-0208.RB3411		1.0		Zymo DNA/RNA Shield						
N02-0101.RB2400		1.0		Zymo DNA/RNA Shield						
G01-0292.RB5227		1.0		Zymo DNA/RNA Shield						
D01-0072.RB4717		1.0		Zymo DNA/RNA Shield						
C01-0268.RB2914		1.0		Zymo DNA/RNA Shield						
G01-0186.RB1004		1.0		Zymo DNA/RNA Shield						
T01-0092.RB3825		1.0		Zymo DNA/RNA Shield						
M04-0108.RB4881		1.0		Zymo DNA/RNA Shield						
N02-0180.RB403		1.0		Zymo DNA/RNA Shield						
E02-0243.RB1247		1.0		Zymo DNA/RNA Shield						
A04-0247.RB3043		1.0		Zymo DNA/RNA Shield						
A01-0008.RB2253		1.0		Zymo DNA/RNA Shield						
P01-0052.RB6582		1.0		Zymo DNA/RNA Shield						
A01-0375.RB4709		1.0		Zymo DNA/RNA Shield						
A01-0340.RB770		1.0		Zymo DNA/RNA Shield						
A02-0722.RB2454		1.0		Zymo DNA/RNA Shield						
N02-0192.RB1130		1.0		Zymo DNA/RNA Shield						
A02-0463.RB2929		1.0		Zymo DNA/RNA Shield						
O01-0145.RB2501		1.0		Zymo DNA/RNA Shield						
O01-0246.RB5414		1.0		Zymo DNA/RNA Shield						
A02-0587.RB5797		1.0		Zymo DNA/RNA Shield						
R01-0064.RB7582		1.0		Zymo DNA/RNA Shield						
B01-0208.RB1326		1.0		Zymo DNA/RNA Shield						
O01-0260.RB5486		1.0		Zymo DNA/RNA Shield						
N02-0104.RB7425		1.0		Zymo DNA/RNA Shield						
A02-0971.RB5933		1.0		Zymo DNA/RNA Shield						
N03-0053.RB7441		1.0		Zymo DNA/RNA Shield						
H01-0115.RB1948		1.0		Zymo DNA/RNA Shield						
P01-0018.RB1106		1.0		Zymo DNA/RNA Shield						
D01-0122.RB6684		1.0		Zymo DNA/RNA Shield						
N03-0047.RB1027		1.0		Zymo DNA/RNA Shield						
A03-0299.RB3094		1.0		Zymo DNA/RNA Shield						
A02-0663.RB7273		1.0		Zymo DNA/RNA Shield						
G01-0146.RB3213		1.0		Zymo DNA/RNA Shield						
N03-0182.RB1726		1.0		Zymo DNA/RNA Shield						
B01-0062.RB6013		1.0		Zymo DNA/RNA Shield						
D01-0107.RB4089		1.0		Zymo DNA/RNA Shield						
R02-0157.RB1497		1.0		Zymo DNA/RNA Shield						
A02-0017.RB2275		1.0		Zymo DNA/RNA Shield						
A02-0444.RB7050		1.0		Zymo DNA/RNA Shield						
A04-0022.RB7160		1.0		Zymo DNA/RNA Shield						
K01-0061.RB5963		1.0		Zymo DNA/RNA Shield						
C01-0078.RB5980		1.0		Zymo DNA/RNA Shield						
H01-0522.RB1814		1.0		Zymo DNA/RNA Shield						
N03-0108.RB7540		1.0		Zymo DNA/RNA Shield						
A02-0335.RB7130		1.0		Zymo DNA/RNA Shield						
Q01-0115.RB833		1.0		Zymo DNA/RNA Shield						
A02-0242.RB5942		1.0		Zymo DNA/RNA Shield						
G01-0033.RB7367		1.0		Zymo DNA/RNA Shield						
J01-0005.RB5047		1.0		Zymo DNA/RNA Shield						
A02-0763.RB6470		1.0		Zymo DNA/RNA Shield						
L01-0028.RB5557		1.0		Zymo DNA/RNA Shield						
A04-0039.RB5678		1.0		Zymo DNA/RNA Shield						
M03-0052.RB1372		1.0		Zymo DNA/RNA Shield						
E01-0238.RB3062		1.0		Zymo DNA/RNA Shield						
J01-0092.RB310		1.0		Zymo DNA/RNA Shield						
C01-0224.RB2873		1.0		Zymo DNA/RNA Shield						
M03-0086.RB4366		1.0		Zymo DNA/RNA Shield						
M03-0067.RB1689		1.0		Zymo DNA/RNA Shield						
N02-0222.RB6838		1.0		Zymo DNA/RNA Shield						
L01-0176.RB5746		1.0		Zymo DNA/RNA Shield						
A04-0207.RB6801		1.0		Zymo DNA/RNA Shield						
G01-0150.RB6783		1.0		Zymo DNA/RNA Shield						
A01-0371.RB2220		1.0		Zymo DNA/RNA Shield						
L01-0366.RB1068		1.0		Zymo DNA/RNA Shield						
O01-0171.RB2071		1.0		Zymo DNA/RNA Shield						
A03-0356.RB3965		1.0		Zymo DNA/RNA Shield						
M03-0117.RB4107		1.0		Zymo DNA/RNA Shield						
E02-0020.RB5419		1.0		Zymo DNA/RNA Shield						
R01-0200.RB1038		1.0		Zymo DNA/RNA Shield						
E01-0116.RB632		1.0		Zymo DNA/RNA Shield						
N02-0078.RB1829		1.0		Zymo DNA/RNA Shield						
A02-0820.RB3520		1.0		Zymo DNA/RNA Shield						
J01-0148.RB6290		1.0		Zymo DNA/RNA Shield						
A02-0153 b.RB7220		1.0		Zymo DNA/RNA Shield						
B01-0240.RB6626		1.0		Zymo DNA/RNA Shield						
K01-0108.RB2513		1.0		Zymo DNA/RNA Shield						
R01-0098.RB4336		1.0		Zymo DNA/RNA Shield						
A02-0841.RB5201		1.0		Zymo DNA/RNA Shield						
A02-0364.RB1922		1.0		Zymo DNA/RNA Shield						
A01-0521.RB7027		1.0		Zymo DNA/RNA Shield						
A04-0101.RB190		1.0		Zymo DNA/RNA Shield						
R01-0273.RB7004		1.0		Zymo DNA/RNA Shield						
D01-0103.RB6823		1.0		Zymo DNA/RNA Shield						
E02-0014.RB3887		1.0		Zymo DNA/RNA Shield						
Q01-0143.RB4613		1.0		Zymo DNA/RNA Shield						
O01-0084.RB4912		1.0		Zymo DNA/RNA Shield						
Q01-0039.RB5588		1.0		Zymo DNA/RNA Shield						
N02-0133.RB1187		1.0		Zymo DNA/RNA Shield						
F01-0020.RB1582		1.0		Zymo DNA/RNA Shield						
A04-0016.RB4948		1.0		Zymo DNA/RNA Shield						
L01-0225.RB6415		1.0		Zymo DNA/RNA Shield						
L01-0223.RB880		1.0		Zymo DNA/RNA Shield						
C01-0164.RB5424		1.0		Zymo DNA/RNA Shield						
A02-0103.RB981		1.0		Zymo DNA/RNA Shield						
B01-0260.RB7183		1.0		Zymo DNA/RNA Shield						
A1093.RB5835		1.0		Zymo DNA/RNA Shield						
A03-0156.RB6990		1.0		Zymo DNA/RNA Shield						
A02-0771.RB1616		1.0		Zymo DNA/RNA Shield						
L01-0024.RB7689		1.0		Zymo DNA/RNA Shield						
L01-0265.RB5223		1.0		Zymo DNA/RNA Shield						
A03-0274.RB145		1.0		Zymo DNA/RNA Shield						
A03-0251.RB6681		1.0		Zymo DNA/RNA Shield						
B01-0127.RB6730		1.0		Zymo DNA/RNA Shield						
K01-0076.RB4713		1.0		Zymo DNA/RNA Shield						
J01-0124.RB6579		1.0		Zymo DNA/RNA Shield						
A02-0429.RB927		1.0		Zymo DNA/RNA Shield						
O01-0008.RB1243		1.0		Zymo DNA/RNA Shield						
D01-0195.RB5411		1.0		Zymo DNA/RNA Shield						
E02-0095.RB5005		1.0		Zymo DNA/RNA Shield						
A02-0359.RB3429		1.0		Zymo DNA/RNA Shield						
N03-0060.RB7444		1.0		Zymo DNA/RNA Shield						
E01-0216.RB4016		1.0		Zymo DNA/RNA Shield						
C01-0165.RB5878		1.0		Zymo DNA/RNA Shield						
N03-0151.RB1001		1.0		Zymo DNA/RNA Shield						
C01-0337.RB6318		1.0		Zymo DNA/RNA Shield						
L01-0187.RB6955		1.0		Zymo DNA/RNA Shield						
M04-0058.RB2451		1.0		Zymo DNA/RNA Shield						
H01-0117.RB6760		1.0		Zymo DNA/RNA Shield						
D01-0180.RB4884		1.0		Zymo DNA/RNA Shield						
A02-1080.RB2911		1.0		Zymo DNA/RNA Shield						
R02-0129.RB5062		1.0		Zymo DNA/RNA Shield						
A0225.RB4537		1.0		Zymo DNA/RNA Shield						
L01-0081.RB2735		1.0		Zymo DNA/RNA Shield						
H01-0086.RB7493		1.0		Zymo DNA/RNA Shield						
O01-0163.RB5032		1.0		Zymo DNA/RNA Shield						
R01-0091.RB3414		1.0		Zymo DNA/RNA Shield						
K01-0173.RB7205		1.0		Zymo DNA/RNA Shield						
A01-0232.RB3588		1.0		Zymo DNA/RNA Shield						
M03-0123.RB6706		1.0		Zymo DNA/RNA Shield						
P01-0028.RB1158		1.0		Zymo DNA/RNA Shield						
L01-0189.RB4119		1.0		Zymo DNA/RNA Shield						
R02-0203.RB7318		1.0		Zymo DNA/RNA Shield						
G01-0131.RB1095		1.0		Zymo DNA/RNA Shield						
O01-0090.RB5846		1.0		Zymo DNA/RNA Shield						
G01-0306.RB3858		1.0		Zymo DNA/RNA Shield						
L01-0075.RB231		1.0		Zymo DNA/RNA Shield						
A0022.RB251		1.0		Zymo DNA/RNA Shield						
A02-0517.RB5793		1.0		Zymo DNA/RNA Shield						
A02-0089.RB1023		1.0		Zymo DNA/RNA Shield						
P01-0036.RB5937		1.0		Zymo DNA/RNA Shield						
A03-0177.RB2122		1.0		Zymo DNA/RNA Shield						
C01-0243.RB5196		1.0		Zymo DNA/RNA Shield						
L01-0119.RB4124		1.0		Zymo DNA/RNA Shield						
O01-0263.RB1781		1.0		Zymo DNA/RNA Shield						
K01-0078.RB6449		1.0		Zymo DNA/RNA Shield						
N02-0128.RB3844		1.0		Zymo DNA/RNA Shield						
A01-0280.RB5268		1.0		Zymo DNA/RNA Shield						
O01-0169.RB5238		1.0		Zymo DNA/RNA Shield						
