archive_batch_id	archive_batch_comment	archive_batch_record_version	archive_date	archive_eluant	archive_input_ml	archive_machine	archive_method	archive_method_lot_id	archive_output_ml	archive_run_by
M04-0117.RB7480		1.0		Zymo DNA/RNA Shield						
G01-0309.RB1876		1.0		Zymo DNA/RNA Shield						
E01-0060.RB4352		1.0		Zymo DNA/RNA Shield						
L01-0333.RB2124		1.0		Zymo DNA/RNA Shield						
L01-0140.RB2246		1.0		Zymo DNA/RNA Shield						
A01-0318.RB998		1.0		Zymo DNA/RNA Shield						
D01-0196.RB5763		1.0		Zymo DNA/RNA Shield						
E01-0066.RB4945		1.0		Zymo DNA/RNA Shield						
B01-0322.RB625		1.0		Zymo DNA/RNA Shield						
Q01-0276.RB3412		1.0		Zymo DNA/RNA Shield						
N03-0110.RB2089		1.0		Zymo DNA/RNA Shield						
N03-0262.RB6206		1.0		Zymo DNA/RNA Shield						
A02-0643.RB5780		1.0		Zymo DNA/RNA Shield						
A02-0257.RB6835		1.0		Zymo DNA/RNA Shield						
B01-0285.RB6230		1.0		Zymo DNA/RNA Shield						
G01-0207.RB5166		1.0		Zymo DNA/RNA Shield						
H01-0253.RB7190		1.0		Zymo DNA/RNA Shield						
A02-0020.RB5034		1.0		Zymo DNA/RNA Shield						
A01-0306.RB5064		1.0		Zymo DNA/RNA Shield						
M03-0175.RB4882		1.0		Zymo DNA/RNA Shield						
A02-0567.RB5620		1.0		Zymo DNA/RNA Shield						
A03-0109.RB3320		1.0		Zymo DNA/RNA Shield						
A02-1093.RB5585		1.0		Zymo DNA/RNA Shield						
A02-0732.RB7442		1.0		Zymo DNA/RNA Shield						
O01-0284.RB7581		1.0		Zymo DNA/RNA Shield						
M03-0102.RB6581		1.0		Zymo DNA/RNA Shield						
N02-0237.RB6679		1.0		Zymo DNA/RNA Shield						
J01-0040.RB3159		1.0		Zymo DNA/RNA Shield						
E01-0177.RB2313		1.0		Zymo DNA/RNA Shield						
A02-0150.RB4517		1.0		Zymo DNA/RNA Shield						
O01-0107.RB3546		1.0		Zymo DNA/RNA Shield						
M03-0031.RB4396		1.0		Zymo DNA/RNA Shield						
O01-0231.RB7526		1.0		Zymo DNA/RNA Shield						
A02-1037.RB1035		1.0		Zymo DNA/RNA Shield						
A1110.RB4292		1.0		Zymo DNA/RNA Shield						
M03-0116.RB2701		1.0		Zymo DNA/RNA Shield						
A04-0221.RB2738		1.0		Zymo DNA/RNA Shield						
A01-0140.RB3585		1.0		Zymo DNA/RNA Shield						
N02-0207.RB5422		1.0		Zymo DNA/RNA Shield						
M03-0083.RB1261		1.0		Zymo DNA/RNA Shield						
A02-0293.RB1231		1.0		Zymo DNA/RNA Shield						
M03-0088.RB6315		1.0		Zymo DNA/RNA Shield						
J01-0045.RB1416		1.0		Zymo DNA/RNA Shield						
Q01-0085.RB6191		1.0		Zymo DNA/RNA Shield						
A02-0982.RB4914		1.0		Zymo DNA/RNA Shield						
A02-0967.RB1919		1.0		Zymo DNA/RNA Shield						
A03-0260.RB5820		1.0		Zymo DNA/RNA Shield						
J01-0193.RB1584		1.0		Zymo DNA/RNA Shield						
N03-0247.RB3653		1.0		Zymo DNA/RNA Shield						
A02-0418.RB6958		1.0		Zymo DNA/RNA Shield						
G01-0208.RB1740		1.0		Zymo DNA/RNA Shield						
A1042.RB266		1.0		Zymo DNA/RNA Shield						
Q01-0104.RB4986		1.0		Zymo DNA/RNA Shield						
E01-0158.RB5008		1.0		Zymo DNA/RNA Shield						
A01-0442.RB7671		1.0		Zymo DNA/RNA Shield						
A01-0316.RB3064		1.0		Zymo DNA/RNA Shield						
N03-0173.RB1924		1.0		Zymo DNA/RNA Shield						
E02-0120.RB3837		1.0		Zymo DNA/RNA Shield						
M04-0125.RB2723		1.0		Zymo DNA/RNA Shield						
A02-0288.RB3909		1.0		Zymo DNA/RNA Shield						
Q01-0025.RB6260		1.0		Zymo DNA/RNA Shield						
A01-0076.RB2186		1.0		Zymo DNA/RNA Shield						
R02-0008.RB2613		1.0		Zymo DNA/RNA Shield						
L01-0203.RB6283		1.0		Zymo DNA/RNA Shield						
K01-0110.RB6983		1.0		Zymo DNA/RNA Shield						
A01-0012.RB4071		1.0		Zymo DNA/RNA Shield						
R02-0138.RB7437		1.0		Zymo DNA/RNA Shield						
N03-0166.RB284		1.0		Zymo DNA/RNA Shield						
L01-0349.RB5154		1.0		Zymo DNA/RNA Shield						
A04-0046.RB7231		1.0		Zymo DNA/RNA Shield						
A02-0352.RB3995		1.0		Zymo DNA/RNA Shield						
R02-0194.RB1907		1.0		Zymo DNA/RNA Shield						
J01-0240.RB1467		1.0		Zymo DNA/RNA Shield						
A01-0279.RB5265		1.0		Zymo DNA/RNA Shield						
Q01-0268.RB5875		1.0		Zymo DNA/RNA Shield						
K01-0209.RB1812		1.0		Zymo DNA/RNA Shield						
L01-0337.RB1374		1.0		Zymo DNA/RNA Shield						
E01-0086.RB6640		1.0		Zymo DNA/RNA Shield						
M03-0149.RB5235		1.0		Zymo DNA/RNA Shield						
A02-0583.RB5092		1.0		Zymo DNA/RNA Shield						
O01-0302.RB3855		1.0		Zymo DNA/RNA Shield						
A01-0176.RB3917		1.0		Zymo DNA/RNA Shield						
N02-0231.RB5056		1.0		Zymo DNA/RNA Shield						
E01-0215.RB7397		1.0		Zymo DNA/RNA Shield						
C01-0295.RB3710		1.0		Zymo DNA/RNA Shield						
A02-0121.RB7315		1.0		Zymo DNA/RNA Shield						
B01-0002.RB3753		1.0		Zymo DNA/RNA Shield						
O01-0039.RB5546		1.0		Zymo DNA/RNA Shield						
H01-0260.RB7208		1.0		Zymo DNA/RNA Shield						
C01-0119.RB3476		1.0		Zymo DNA/RNA Shield						
H01-0154.RB5944		1.0		Zymo DNA/RNA Shield						
H01-0281.RB135		1.0		Zymo DNA/RNA Shield						
R01-0034.RB1155		1.0		Zymo DNA/RNA Shield						
Q01-0062.RB4400		1.0		Zymo DNA/RNA Shield						
T01-0003.RB642		1.0		Zymo DNA/RNA Shield						
A04-0136.RB5993		1.0		Zymo DNA/RNA Shield						
A01-0342.RB3092		1.0		Zymo DNA/RNA Shield						
N03-0129.RB6173		1.0		Zymo DNA/RNA Shield						
G01-0065.RB6790		1.0		Zymo DNA/RNA Shield						
A03-0363.RB5329		1.0		Zymo DNA/RNA Shield						
H01-0089.RB2145		1.0		Zymo DNA/RNA Shield						
N03-0268.RB6682		1.0		Zymo DNA/RNA Shield						
H01-0131.RB1526		1.0		Zymo DNA/RNA Shield						
K01-0149.RB1256		1.0		Zymo DNA/RNA Shield						
R01-0011.RB1208		1.0		Zymo DNA/RNA Shield						
M04-0150.RB7035		1.0		Zymo DNA/RNA Shield						
L01-0082.RB5448		1.0		Zymo DNA/RNA Shield						
M03-0010.RB4924		1.0		Zymo DNA/RNA Shield						
O01-0278.RB1671		1.0		Zymo DNA/RNA Shield						
C01-0281.RB7584		1.0		Zymo DNA/RNA Shield						
G01-0224.RB5412		1.0		Zymo DNA/RNA Shield						
N02-0179.RB409		1.0		Zymo DNA/RNA Shield						
B01-0329.RB6755		1.0		Zymo DNA/RNA Shield						
A02-0374.RB5314		1.0		Zymo DNA/RNA Shield						
M03-0166.RB1002		1.0		Zymo DNA/RNA Shield						
R01-0274.RB2452		1.0		Zymo DNA/RNA Shield						
A02-0578.RB6584		1.0		Zymo DNA/RNA Shield						
O01-0028.RB6930		1.0		Zymo DNA/RNA Shield						
H01-0237.RB6370		1.0		Zymo DNA/RNA Shield						
E02-0072.RB1986		1.0		Zymo DNA/RNA Shield						
A02-0490.RB5767		1.0		Zymo DNA/RNA Shield						
R01-0078.RB2309		1.0		Zymo DNA/RNA Shield						
P01-0002.RB6960		1.0		Zymo DNA/RNA Shield						
K01-0089.RB5031		1.0		Zymo DNA/RNA Shield						
O01-0016.RB4840		1.0		Zymo DNA/RNA Shield						
M03-0033.RB4275		1.0		Zymo DNA/RNA Shield						
C01-0309.RB6258		1.0		Zymo DNA/RNA Shield						
A04-0106.RB4879		1.0		Zymo DNA/RNA Shield						
M04-0021.RB2103		1.0		Zymo DNA/RNA Shield						
H01-0362.RB3353		1.0		Zymo DNA/RNA Shield						
A02-0766.RB2912		1.0		Zymo DNA/RNA Shield						
A02-0423.RB721		1.0		Zymo DNA/RNA Shield						
A03-0283.RB1589		1.0		Zymo DNA/RNA Shield						
G01-0108.RB5061		1.0		Zymo DNA/RNA Shield						
B01-0334.RB7467		1.0		Zymo DNA/RNA Shield						
E02-0161.RB4513		1.0		Zymo DNA/RNA Shield						
A04-0223.RB2121		1.0		Zymo DNA/RNA Shield						
H01-0079.RB6098		1.0		Zymo DNA/RNA Shield						
A02-0478.RB3298		1.0		Zymo DNA/RNA Shield						
J01-0226.RB2317		1.0		Zymo DNA/RNA Shield						
A02-0601.RB2750		1.0		Zymo DNA/RNA Shield						
H01-0033.RB6906		1.0		Zymo DNA/RNA Shield						
R02-0010.RB7098		1.0		Zymo DNA/RNA Shield						
R01-0083.RB1782		1.0		Zymo DNA/RNA Shield						
A02-0223.RB3788		1.0		Zymo DNA/RNA Shield						
J01-0135.RB241		1.0		Zymo DNA/RNA Shield						
A02-1040.RB1292		1.0		Zymo DNA/RNA Shield						
N02-0217.RB3620		1.0		Zymo DNA/RNA Shield						
M04-0043.RB531		1.0		Zymo DNA/RNA Shield						
N03-0141.RB4698		1.0		Zymo DNA/RNA Shield						
A01-0400.RB160		1.0		Zymo DNA/RNA Shield						
E01-0061.RB20		1.0		Zymo DNA/RNA Shield						
A0247.RB3801		1.0		Zymo DNA/RNA Shield						
A01-0043.RB1480		1.0		Zymo DNA/RNA Shield						
J01-0201.RB1190		1.0		Zymo DNA/RNA Shield						
A02-1103.RB7065		1.0		Zymo DNA/RNA Shield						
K01-0220.RB3657		1.0		Zymo DNA/RNA Shield						
H01-0347.RB5941		1.0		Zymo DNA/RNA Shield						
R02-0108.RB4665		1.0		Zymo DNA/RNA Shield						
K01-0213.RB7433		1.0		Zymo DNA/RNA Shield						
C01-0247.RB5925		1.0		Zymo DNA/RNA Shield						
J01-0102.RB2727		1.0		Zymo DNA/RNA Shield						
A02-0518.RB2617		1.0		Zymo DNA/RNA Shield						
N03-0073.RB4148		1.0		Zymo DNA/RNA Shield						
M03-0158.RB6987		1.0		Zymo DNA/RNA Shield						
G01-0303.RB1674		1.0		Zymo DNA/RNA Shield						
A01-0513.RB7463		1.0		Zymo DNA/RNA Shield						
C01-0360.RB7234		1.0		Zymo DNA/RNA Shield						
A01-0359.RB1371		1.0		Zymo DNA/RNA Shield						
A03-0106.RB6287		1.0		Zymo DNA/RNA Shield						
M03-0039.RB4074		1.0		Zymo DNA/RNA Shield						
N03-0255.RB3061		1.0		Zymo DNA/RNA Shield						
A02-0474.RB1340		1.0		Zymo DNA/RNA Shield						
Q01-0297.RB3833		1.0		Zymo DNA/RNA Shield						
A04-0138.RB4176		1.0		Zymo DNA/RNA Shield						
B01-0134.RB4459		1.0		Zymo DNA/RNA Shield						
L01-0238.RB2072		1.0		Zymo DNA/RNA Shield						
R02-0011.RB3688		1.0		Zymo DNA/RNA Shield						
J01-0204.RB3890		1.0		Zymo DNA/RNA Shield						
C01-0351.RB7349		1.0		Zymo DNA/RNA Shield						
A04-0207.RB6802		1.0		Zymo DNA/RNA Shield						
A02-1101.RB7428		1.0		Zymo DNA/RNA Shield						
S01-0035.RB325		1.0		Zymo DNA/RNA Shield						
Q01-0038.RB1945		1.0		Zymo DNA/RNA Shield						
D01-0002.RB6516		1.0		Zymo DNA/RNA Shield						
H01-0394.RB342		1.0		Zymo DNA/RNA Shield						
C01-0363.RB2976		1.0		Zymo DNA/RNA Shield						
A01-0462.RB6177		1.0		Zymo DNA/RNA Shield						
M04-0138.RB5997		1.0		Zymo DNA/RNA Shield						
A01-0089.RB3757		1.0		Zymo DNA/RNA Shield						
Q01-0155.RB7155		1.0		Zymo DNA/RNA Shield						
A02-0323.RB3913		1.0		Zymo DNA/RNA Shield						
B01-0125.RB1921		1.0		Zymo DNA/RNA Shield						
C01-0173.RB7674		1.0		Zymo DNA/RNA Shield						
N03-0106.RB5753		1.0		Zymo DNA/RNA Shield						
J01-0038.RB7393		1.0		Zymo DNA/RNA Shield						
R02-0183.RB5202		1.0		Zymo DNA/RNA Shield						
K01-0141.RB1581		1.0		Zymo DNA/RNA Shield						
A03-0351.RB977		1.0		Zymo DNA/RNA Shield						
H01-0284.RB4911		1.0		Zymo DNA/RNA Shield						
N03-0001.RB6194		1.0		Zymo DNA/RNA Shield						
B01-0275.RB2704		1.0		Zymo DNA/RNA Shield						
L01-0171.RB828		1.0		Zymo DNA/RNA Shield						
H01-0376.RB6349		1.0		Zymo DNA/RNA Shield						
A03-0234.RB1264		1.0		Zymo DNA/RNA Shield						
L01-0137.RB1903		1.0		Zymo DNA/RNA Shield						
A02-0160.RB814		1.0		Zymo DNA/RNA Shield						
H01-0002.RB3828		1.0		Zymo DNA/RNA Shield						
A02-0380.RB384		1.0		Zymo DNA/RNA Shield						
A04-0145.RB2609		1.0		Zymo DNA/RNA Shield						
A02-0972.RB1234		1.0		Zymo DNA/RNA Shield						
A04-0023.RB939		1.0		Zymo DNA/RNA Shield						
O01-0150.RB5039		1.0		Zymo DNA/RNA Shield						
A0044.RB3958		1.0		Zymo DNA/RNA Shield						
A01-0458.RB2301		1.0		Zymo DNA/RNA Shield						
K01-0169.RB750		1.0		Zymo DNA/RNA Shield						
H01-0026.RB7572		1.0		Zymo DNA/RNA Shield						
J01-0047.RB4257		1.0		Zymo DNA/RNA Shield						
A02-0355.RB5653		1.0		Zymo DNA/RNA Shield						
E02-0209.RB5069		1.0		Zymo DNA/RNA Shield						
A02-0843.RB5321		1.0		Zymo DNA/RNA Shield						
A03-0060.RB4635		1.0		Zymo DNA/RNA Shield						
A04-0111.RB6035		1.0		Zymo DNA/RNA Shield						
J01-0108.RB2535		1.0		Zymo DNA/RNA Shield						
A01-0430.RB3310		1.0		Zymo DNA/RNA Shield						
H01-0379.RB3265		1.0		Zymo DNA/RNA Shield						
O01-0050.RB3031		1.0		Zymo DNA/RNA Shield						
H01-0141.RB6572		1.0		Zymo DNA/RNA Shield						
L01-0058.RB2323		1.0		Zymo DNA/RNA Shield						
J01-0232.RB4871		1.0		Zymo DNA/RNA Shield						
H01-0053.RB5476		1.0		Zymo DNA/RNA Shield						
E01-0140.RB3235		1.0		Zymo DNA/RNA Shield						
B01-0287.RB3422		1.0		Zymo DNA/RNA Shield						
A02-0391.RB6065		1.0		Zymo DNA/RNA Shield						
R02-0149.RB6777		1.0		Zymo DNA/RNA Shield						
A01-0337.RB510		1.0		Zymo DNA/RNA Shield						
A01-0358.RB6433		1.0		Zymo DNA/RNA Shield						
A01-0097.RB2114		1.0		Zymo DNA/RNA Shield						
L01-0264.RB6674		1.0		Zymo DNA/RNA Shield						
C01-0253.RB484		1.0		Zymo DNA/RNA Shield						
Q01-0037.RB6428		1.0		Zymo DNA/RNA Shield						
A02-0255.RB2016		1.0		Zymo DNA/RNA Shield						
C01-0052.RB5610		1.0		Zymo DNA/RNA Shield						
R02-0207.RB4595		1.0		Zymo DNA/RNA Shield						
E02-0013.RB1774		1.0		Zymo DNA/RNA Shield						
H01-0489.RB3675		1.0		Zymo DNA/RNA Shield						
D01-0056.RB5151		1.0		Zymo DNA/RNA Shield						
A02-0247.RB2858		1.0		Zymo DNA/RNA Shield						
M03-0043.RB3008		1.0		Zymo DNA/RNA Shield						
Q01-0168.RB2598		1.0		Zymo DNA/RNA Shield						
B01-0256.RB2565		1.0		Zymo DNA/RNA Shield						
E01-0181.RB5345		1.0		Zymo DNA/RNA Shield						
A02-0610.RB170		1.0		Zymo DNA/RNA Shield						
B01-0012.RB5303		1.0		Zymo DNA/RNA Shield						
B01-0280.RB4527		1.0		Zymo DNA/RNA Shield						
A02-0042.RB4765		1.0		Zymo DNA/RNA Shield						
Q01-0010.RB4504		1.0		Zymo DNA/RNA Shield						
R01-0086.RB3950		1.0		Zymo DNA/RNA Shield						
A01-0448.RB7258		1.0		Zymo DNA/RNA Shield						
E01-0208.RB452		1.0		Zymo DNA/RNA Shield						
M03-0192.RB2129		1.0		Zymo DNA/RNA Shield						
H01-0268.RB4735		1.0		Zymo DNA/RNA Shield						
M04-0121.RB4220		1.0		Zymo DNA/RNA Shield						
A02-0269.RB93		1.0		Zymo DNA/RNA Shield						
A02-0027.RB2338		1.0		Zymo DNA/RNA Shield						
H01-0418.RB3873		1.0		Zymo DNA/RNA Shield						
B01-0112.RB3720		1.0		Zymo DNA/RNA Shield						
A0242.RB2670		1.0		Zymo DNA/RNA Shield						
J01-0216.RB2368		1.0		Zymo DNA/RNA Shield						
A03-0124.RB943		1.0		Zymo DNA/RNA Shield						
E01-0209.RB7370		1.0		Zymo DNA/RNA Shield						
A03-0127.RB6155		1.0		Zymo DNA/RNA Shield						
H01-0029.RB2084		1.0		Zymo DNA/RNA Shield						
B01-0407.RB6467		1.0		Zymo DNA/RNA Shield						
A02-0918.RB5159		1.0		Zymo DNA/RNA Shield						
J01-0122.RB4451		1.0		Zymo DNA/RNA Shield						
A02-0557.RB1640		1.0		Zymo DNA/RNA Shield						
A02-0227.RB641		1.0		Zymo DNA/RNA Shield						
N03-0055.RB1822		1.0		Zymo DNA/RNA Shield						
L01-0098.RB7177		1.0		Zymo DNA/RNA Shield						
M03-0187.RB4112		1.0		Zymo DNA/RNA Shield						
P01-0050.RB4907		1.0		Zymo DNA/RNA Shield						
M04-0083.RB2650		1.0		Zymo DNA/RNA Shield						
A04-0090.RB5949		1.0		Zymo DNA/RNA Shield						
B01-0090.RB4568		1.0		Zymo DNA/RNA Shield						
G01-0279.RB4040		1.0		Zymo DNA/RNA Shield						
J01-0071.RB1682		1.0		Zymo DNA/RNA Shield						
A02-0388.RB3775		1.0		Zymo DNA/RNA Shield						
H01-0420.RB7341		1.0		Zymo DNA/RNA Shield						
H01-0327.RB4302		1.0		Zymo DNA/RNA Shield						
L01-0294.RB7325		1.0		Zymo DNA/RNA Shield						
E02-0239.RB5810		1.0		Zymo DNA/RNA Shield						
A02-0629.RB4288		1.0		Zymo DNA/RNA Shield						
N03-0062.RB4082		1.0		Zymo DNA/RNA Shield						
Q01-0069.RB3151		1.0		Zymo DNA/RNA Shield						
M04-0023.RB2713		1.0		Zymo DNA/RNA Shield						
E01-0172.RB6325		1.0		Zymo DNA/RNA Shield						
A03-0142.RB946		1.0		Zymo DNA/RNA Shield						
E01-0008.RB2623		1.0		Zymo DNA/RNA Shield						
O01-0003.RB6341		1.0		Zymo DNA/RNA Shield						
A01-0416.RB7682		1.0		Zymo DNA/RNA Shield						
O01-0014.RB4919		1.0		Zymo DNA/RNA Shield						
N03-0103.RB225		1.0		Zymo DNA/RNA Shield						
N03-0134.RB6393		1.0		Zymo DNA/RNA Shield						
E01-0127.RB5853		1.0		Zymo DNA/RNA Shield						
A04-0217.RB1426		1.0		Zymo DNA/RNA Shield						
H01-0332.RB5386		1.0		Zymo DNA/RNA Shield						
M04-0167.RB3904		1.0		Zymo DNA/RNA Shield						
C01-0220.RB3166		1.0		Zymo DNA/RNA Shield						
B01-0392.RB1929		1.0		Zymo DNA/RNA Shield						
R01-0049.RB3610		1.0		Zymo DNA/RNA Shield						
N02-0084.RB7287		1.0		Zymo DNA/RNA Shield						
A01-0093.RB1379		1.0		Zymo DNA/RNA Shield						
L01-0262.RB4550		1.0		Zymo DNA/RNA Shield						
Q01-0226.RB7516		1.0		Zymo DNA/RNA Shield						
G01-0291.RB1914		1.0		Zymo DNA/RNA Shield						
D01-0191.RB3039		1.0		Zymo DNA/RNA Shield						
C01-0097.RB3927		1.0		Zymo DNA/RNA Shield						
A03-0232.RB2948		1.0		Zymo DNA/RNA Shield						
A02-1015.RB1173		1.0		Zymo DNA/RNA Shield						
B01-0326.RB2887		1.0		Zymo DNA/RNA Shield						
H01-0369.RB4612		1.0		Zymo DNA/RNA Shield						
G01-0037.RB4776		1.0		Zymo DNA/RNA Shield						
C01-0013.RB5751		1.0		Zymo DNA/RNA Shield						
A01-0499.RB655		1.0		Zymo DNA/RNA Shield						
N03-0231.RB6822		1.0		Zymo DNA/RNA Shield						
A02-0740.RB3063		1.0		Zymo DNA/RNA Shield						
L01-0002.RB3654		1.0		Zymo DNA/RNA Shield						
B01-0056.RB404		1.0		Zymo DNA/RNA Shield						
A1088.RB414		1.0		Zymo DNA/RNA Shield						
A02-0364.RB1923		1.0		Zymo DNA/RNA Shield						
H01-0335.RB4135		1.0		Zymo DNA/RNA Shield						
A0246.RB3751		1.0		Zymo DNA/RNA Shield						
E02-0198.RB2724		1.0		Zymo DNA/RNA Shield						
A02-0010.RB5110		1.0		Zymo DNA/RNA Shield						
O01-0272.RB1677		1.0		Zymo DNA/RNA Shield						
F01-0011.RB4798		1.0		Zymo DNA/RNA Shield						
A04-0155.RB7048		1.0		Zymo DNA/RNA Shield						
H01-0360.RB495		1.0		Zymo DNA/RNA Shield						
A04-0183.RB6399		1.0		Zymo DNA/RNA Shield						
A02-0271.RB6984		1.0		Zymo DNA/RNA Shield						
L01-0168.RB340		1.0		Zymo DNA/RNA Shield						
C01-0315.RB6284		1.0		Zymo DNA/RNA Shield						
R01-0107.RB2614		1.0		Zymo DNA/RNA Shield						
A01-0403.RB4165		1.0		Zymo DNA/RNA Shield						
A01-0489.RB1938		1.0		Zymo DNA/RNA Shield						
A01-0082.RB4077		1.0		Zymo DNA/RNA Shield						
A02-0906.RB1140		1.0		Zymo DNA/RNA Shield						
O01-0089.RB967		1.0		Zymo DNA/RNA Shield						
E02-0134.RB7182		1.0		Zymo DNA/RNA Shield						
H01-0404.RB307		1.0		Zymo DNA/RNA Shield						
A04-0316.RB68		1.0		Zymo DNA/RNA Shield						
A02-0588.RB2629		1.0		Zymo DNA/RNA Shield						
E02-0207.RB5859		1.0		Zymo DNA/RNA Shield						
L01-0150.RB7408		1.0		Zymo DNA/RNA Shield						
N02-0190.RB2719		1.0		Zymo DNA/RNA Shield						
B01-0016.RB7558		1.0		Zymo DNA/RNA Shield						
A02-0218.RB3911		1.0		Zymo DNA/RNA Shield						
C01-0043.RB7391		1.0		Zymo DNA/RNA Shield						
B01-0083.RB1995		1.0		Zymo DNA/RNA Shield						
J01-0140.RB4913		1.0		Zymo DNA/RNA Shield						
A02-0616.RB1583		1.0		Zymo DNA/RNA Shield						
A01-0420.RB5962		1.0		Zymo DNA/RNA Shield						
G01-0188.RB3080		1.0		Zymo DNA/RNA Shield						
H01-0423.RB3808		1.0		Zymo DNA/RNA Shield						
A02-0224.RB5943		1.0		Zymo DNA/RNA Shield						
A02-0933.RB7431		1.0		Zymo DNA/RNA Shield						
L01-0122.RB3754		1.0		Zymo DNA/RNA Shield						
H01-0473.RB7461		1.0		Zymo DNA/RNA Shield						
G01-0302.RB6012		1.0		Zymo DNA/RNA Shield						
A04-0226.RB7677		1.0		Zymo DNA/RNA Shield						
A02-0642.RB1560		1.0		Zymo DNA/RNA Shield						
N03-0025.RB5994		1.0		Zymo DNA/RNA Shield						
L01-0068.RB5756		1.0		Zymo DNA/RNA Shield						
L01-0201.RB6174		1.0		Zymo DNA/RNA Shield						
Q01-0223.RB1968		1.0		Zymo DNA/RNA Shield						
R01-0084.RB3879		1.0		Zymo DNA/RNA Shield						
E01-0188.RB2388		1.0		Zymo DNA/RNA Shield						
A02-0627.RB6782		1.0		Zymo DNA/RNA Shield						
B01-0291.RB2446		1.0		Zymo DNA/RNA Shield						
E02-0080.RB5465		1.0		Zymo DNA/RNA Shield						
M03-0186.RB2707		1.0		Zymo DNA/RNA Shield						
L01-0325.RB1267		1.0		Zymo DNA/RNA Shield						
L01-0045.RB5905		1.0		Zymo DNA/RNA Shield						
M04-0103.RB2872		1.0		Zymo DNA/RNA Shield						
L01-0087.RB1373		1.0		Zymo DNA/RNA Shield						
A02-0978.RB1179		1.0		Zymo DNA/RNA Shield						
K01-0164.RB4950		1.0		Zymo DNA/RNA Shield						
A01-0282.RB6197		1.0		Zymo DNA/RNA Shield						
J01-0001.RB3831		1.0		Zymo DNA/RNA Shield						
T01-0046.RB1237		1.0		Zymo DNA/RNA Shield						
A02-0724.RB791		1.0		Zymo DNA/RNA Shield						
R01-0073.RB5309		1.0		Zymo DNA/RNA Shield						
B01-0179.RB115		1.0		Zymo DNA/RNA Shield						
N02-0100.RB5792		1.0		Zymo DNA/RNA Shield						
A02-0573.RB1022		1.0		Zymo DNA/RNA Shield						
A02-0326.RB1755		1.0		Zymo DNA/RNA Shield						
R01-0148.RB2123		1.0		Zymo DNA/RNA Shield						
G01-0241.RB2816		1.0		Zymo DNA/RNA Shield						
A02-0308.RB5317		1.0		Zymo DNA/RNA Shield						
O01-0126.RB3175		1.0		Zymo DNA/RNA Shield						
B01-0051.RB5080		1.0		Zymo DNA/RNA Shield						
J01-0101.RB5435		1.0		Zymo DNA/RNA Shield						
A02-0597.RB4511		1.0		Zymo DNA/RNA Shield						
H01-0084.RB7587		1.0		Zymo DNA/RNA Shield						
S01-0045.RB6926		1.0		Zymo DNA/RNA Shield						
G01-0060.RB4927		1.0		Zymo DNA/RNA Shield						
H01-0056.RB421		1.0		Zymo DNA/RNA Shield						
J01-0137.RB5028		1.0		Zymo DNA/RNA Shield						
N03-0008.RB1530		1.0		Zymo DNA/RNA Shield						
A01-0334.RB5764		1.0		Zymo DNA/RNA Shield						
A02-0693.RB6587		1.0		Zymo DNA/RNA Shield						
A02-1051.RB162		1.0		Zymo DNA/RNA Shield						
A1100.RB3535		1.0		Zymo DNA/RNA Shield						
H01-0338.RB5659		1.0		Zymo DNA/RNA Shield						
A01-0258.RB1242		1.0		Zymo DNA/RNA Shield						
A03-0341.RB4712		1.0		Zymo DNA/RNA Shield						
A03-0152.RB4890		1.0		Zymo DNA/RNA Shield						
H01-0318.RB819		1.0		Zymo DNA/RNA Shield						
A02-0022.RB6439		1.0		Zymo DNA/RNA Shield						
D01-0043.RB5222		1.0		Zymo DNA/RNA Shield						
E02-0078.RB2314		1.0		Zymo DNA/RNA Shield						
K01-0018.RB2485		1.0		Zymo DNA/RNA Shield						
A02-0139.RB2329		1.0		Zymo DNA/RNA Shield						
D01-0314.RB7492		1.0		Zymo DNA/RNA Shield						
A01-0483.RB2138		1.0		Zymo DNA/RNA Shield						
A03-0030.RB2101		1.0		Zymo DNA/RNA Shield						
K01-0070.RB5033		1.0		Zymo DNA/RNA Shield						
H01-0351.RB389		1.0		Zymo DNA/RNA Shield						
A02-1120.RB5063		1.0		Zymo DNA/RNA Shield						
K01-0134.RB3636		1.0		Zymo DNA/RNA Shield						
A01-0317.RB5498		1.0		Zymo DNA/RNA Shield						
R01-0032.RB3351		1.0		Zymo DNA/RNA Shield						
A04-0206.RB1506		1.0		Zymo DNA/RNA Shield						
L01-0272.RB3110		1.0		Zymo DNA/RNA Shield						
A02-0449.RB2576		1.0		Zymo DNA/RNA Shield						
T01-0033.RB3766		1.0		Zymo DNA/RNA Shield						
K01-0131.RB6655		1.0		Zymo DNA/RNA Shield						
H01-0452.RB3666		1.0		Zymo DNA/RNA Shield						
M04-0159.RB2998		1.0		Zymo DNA/RNA Shield						
C01-0027.RB6391		1.0		Zymo DNA/RNA Shield						
L01-0321.RB7655		1.0		Zymo DNA/RNA Shield						
A02-0412.RB6972		1.0		Zymo DNA/RNA Shield						
H01-0497.RB1909		1.0		Zymo DNA/RNA Shield						
B01-0146.RB3736		1.0		Zymo DNA/RNA Shield						
A02-1084.RB2621		1.0		Zymo DNA/RNA Shield						
L01-0139.RB1390		1.0		Zymo DNA/RNA Shield						
A04-0245.RB5851		1.0		Zymo DNA/RNA Shield						
L01-0301.RB1469		1.0		Zymo DNA/RNA Shield						
A03-0271.RB4904		1.0		Zymo DNA/RNA Shield						
