concentration_id	concentration_batch_id	concentration_comment	concentration_location_in_batch	sample_id
N03-0136.c6340	CP198		B01	
A03-0141.c7292	CP50		D03	
A01-0233.c3984	CP127		B03	
Q01-0305.c5622	CP372		B06	
C01-0103.c5535	CP62		B02	
H01-0435.c455	CP309		C06	
A04-0124.c3338	CP197		A03	
A02-0732.c7442	CP270		A06	
A02-0274.c2344	CP58		A02	
K01-0060.c2678	CP102		A06	
M03-0118.c962	CP203		A04	
J01-0206.c3925	CP317		C01	
L01-0257.c3942	CP274		A06	
C01-0334.c136	CP322		D01	
J01-0005.c5047	CP57		D01	
E01-0156.c6817	CP216		C01	
L01-0348.c2605	CP334		A05	
H01-0306.c4371	CP210		C06	
C01-0223.c6893	CP190		A06	
L01-0193.c6570	CP202		D01	
A03-0372.c5355	CP164		B04	
Q01-0184.c3229	CP288		C05	
A02-0279.c7309	CP57		D05	
P01-0048.c3354	CP114		A05	
A02-1057.c3447	CP344		B02	
H01-0227.c3400	CP155		C04	
B01-0087.c1248	CP70		A04	
C01-0239.c2095	CP214		C01	
A01-0329.c6490	CP210		A02	
A03-0267.c1127	CP117		B04	
A04-0322.c2216	CP342		D02	
A04-0070.c820	CP138		C01	
E01-0059.c4542	CP77		B04	
A04-0102.c6996	CP178		B04	
A01-0274.c565	CP170		B01	
A03-0038.c1637	CP25		C06	
C01-0320.c4525	CP296		D03	
A02-0113.c7135	CP13		C04	
R02-0154.c6707	CP287		C06	
H01-0447.c2812	CP311		C05	
M03-0122.c524	CP212		B02	
E01-0119.c5132	CP160		D02	
H01-0148.c1850	CP95		A06	
A02-0155 b.c1121	CS25			
C01-0231.c2773	CP207		D01	
A02-0250.c143	CP44		D01	
J01-0223.c7387	CP338		A02	
A02-0153 c.c6043	CS24			
J01-0216.c2368	CP333		B04	
B01-0123.c4150	CP87		B04	
L01-0197.c5289	CP202		D04	
N02-0118.c3780	CP234		B02	
G01-0298.c4844	CP305		C03	
R01-0095.c4997	CP223		D06	
B01-0146.c3736	CP144		D05	
A02-0098.c4232	CP11		C02	
J01-0022.c2865	CP118		D05	
P01-0005.c6650	CP70		B02	
N02-0200.c2457	CP290		B02	
A02-0985.c4610	CP330		A04	
C01-0157.c6993	CP128		B04	
G01-0291.c1914	CP30		B02	
C01-0034.c4868	CP36		A02	
B01-0131.c1538	CP166		B06	
A04-0344.c2213	CP371		B06	
C01-0233.c1928	CP207		D03	
K01-0033.c292	CP79		B03	
C01-0042.c210	CP40		B03	
R01-0004.c2297	CP124		B04	
E02-0125.c1714	CP142		D06	
A04-0181.c6029	CP243		D01	
A01-0436.c2657	CP304		A01	
J01-0136.c3733	CP241		A03	
H01-0384.c2776	CP271		A05	
A02-0102.c6255	CP11		C04	
J01-0015.c3050	CP108		A04	
A02-1136.c1728	CP368		D02	
B01-0237.c6395	CP1		D06	
A02-0040.c6740	CP4		A06	
C01-0043.c7391	CP41		A01	
K01-0117.c426	CP172		C01	
B01-0018.c5741	CP27		C02	
A01-0271.c5445	CP167		D05	
M04-0014.c6789	CP88		D04	
E01-0096.c4104	CP125		D02	
N03-0126.c3438	CP202		A01	
T01-0104.c3143	CP345		D01	
A02-0848.c2281	CP299		A06	
A03-0295.c5054	CP111		D03	
H01-0432.c1274	CP305		D03	
A03-0021.c3454	CP17		D01	
M03-0077.c5984	CP158		A01	
N03-0133.c3294	CP198		A04	
A02-0533.c385	CP226		B04	
S01-0006.c557	CP165		A02	
A02-0445.c4631	CP117		B03	
M03-0134.c7684	CP246		D02	
M03-0177.c79	CP333		B01	
A03-0188.c2702	CP85		B02	
A02-0236.c2932	CP40		D01	
P01-0071.c2357	CP131		C04	
G01-0238.c2444	CP1		C02	
L01-0266.c6621	CP285		D01	
C01-0273.c3300	CP252		D05	
L01-0002.c3654	CP79		C01	
H01-0031.c7532	CP38		D05	
N02-0023.c2193	CP97		D02	
N03-0044.c7251	CP94		A04	
J01-0212.c137	CP328		C03	
G01-0062.c6560	CP32		A04	
A02-1033.c2205	CP340		B03	
B01-0376.c6404	CP332		B02	
N03-0256.c692	CP346		A01	
Q01-0168.c2598	CP280		D04	
C01-0330.c1547	CP317		D06	
A02-0641.c6604	CP243		C01	
T01-0064.c782	CP283		D02	
M04-0029.c2759	CP108		B05	
A04-0031.c4981	CP95		C05	
A02-0153.c805	CP0.1		B01	
A02-0765.c549	CP277		B02	
A02-0837.c1648	CP287		D06	
B01-0348.c2468	CP311		D04	
E01-0163.c6421	CP226		D05	
N02-0207.c5422	CP305		A03	
T01-0046.c1237	CP238		D04	
L01-0021.c2668	CP66		B05	
E01-0224.c4028	CP330		D03	
N02-0206.c3146	CP331		A02	
A01-0204.c2519	CP101		B06	
O01-0240.c4014	CP313		C02	
H01-0347.c5941	CP244		B02	
R01-0155.c6094	CP352		C04	
N03-0162.c2007	CP219		C03	
T01-0079.c2616	CP305		B06	
A02-0950.c1323	CP320		D01	
N03-0160.c1821	CP212		D06	
D01-0192.c4121	CP263		D03	
A02-0921.c2382	CP301		A03	
E01-0146.c2875	CP197		C01	
A0226.c1946	CS11			
H01-0194.c3139	CP126		B03	
A02-1037.c1035	CP342		B01	
O01-0062.c4361	CP130		A05	
A01-0194.c2763	CP91		C04	
A01-0241.c3526	CP136		B02	
E02-0182.c69	CP216		D06	
G01-0171.c454	CP165		C06	
H01-0112.c3638	CP73		A03	
J01-0238.c5204	CP359		B02	
G01-0248.c5645	CP197		B04	
J01-0072.c6389	CP172		D06	
C01-0375.c2644	CP363		D05	
K01-0130.c2378	CP224		C05	
L01-0144.c3749	CP158		B03	
H01-0077.c4857	CP44		A02	
E01-0092.c5825	CP120		C02	
R02-0008.c2613	CP176		B02	
A04-0058.c701	CP122		C02	
H01-0491.c1664	CP339		D02	
N03-0110.c2089	CP176		D02	
E01-0124.c601	CP169		A03	
R02-0195.c1500	CP328		D02	
M04-0174.c4878	CP332		A01	
O01-0065.c5038	CP140		C02	
B01-0208.c1326	CP232		D06	
A02-1018.c490	CP338		B06	
C01-0400.c5842	CP371		D02	
H01-0197.c5490	CP132		C01	
R01-0069.c2153	CP167		B05	
A01-0515.c1804	CP368		A06	
A02-0100.c5221	CP11		C03	
A01-0521.c7027	CP372		A02	
E02-0188.c399	CP228		D06	
A02-0433.c5690	CP116		A04	
B01-0298.c5295	CP299		C04	
A02-0526.c467	CP151		D06	
A02-0737.c3347	CP273		A02	
J01-0139.c5884	CP248		D06	
G01-0305.c7352	CP355		A01	
Q01-0277.c4905	CP350		D03	
M03-0175.c4882	CP293		D03	
R02-0159.c2766	CP289		B05	
A0243.c2008	CS13			
A02-0147.c6131	CP22		A01	
R01-0174.c5796	CP289		C01	
G01-0319.c7321	CP362		C01	
H01-0140.c2333	CP90		B06	
Q01-0014.c4833	CP147		D03	
H01-0212.c7081	CP143		A06	
B01-0250.c2908	CP195		C03	
H01-0369.c4612	CP262		A03	
T01-0004.c5186	CP201		C01	
A02-0594.c2137	CP235		A04	
K01-0169.c750	CP269		D05	
A02-1083.c7171	CP351		C01	
H01-0468.c7586	CP326		D06	
L01-0274.c1428	CP286		A01	
D01-0029.c6725	CP118		A01	
R02-0238.c3052	CP352		D05	
T01-0110.c4675	CP346		B06	
L01-0269.c3009	CP285		D03	
R01-0029.c1887	CP135		C05	
A01-0266.c6742	CP164		B03	
A02-0397.c5651	CP96		B04	
L01-0192.c1269	CP202		C06	
B01-0315.c1414	CP367		A03	
K01-0158.c3363	CP240		D03	
A02-1071.c3673	CP349		B01	
S01-0044.c4540	CP107		C02	
M03-0062.c4836	CP129		A05	
A02-1080.c2911	CP351		B02	
A02-0517.c5793	CP226		A05	
E01-0101.c3778	CP137		C02	
A1079.c6149	CP0.8			
R02-0122.c2810	CP219		A01	
L01-0037.c4152	CP93		C01	
K01-0125.c5183	CP190		C06	
N03-0131.c3402	CP202		A03	
O01-0020.c4507	CP124		C06	
B01-0320.c3224	CP372		D02	
B01-0321.c7583	CP324		B03	
M03-0022.c6492	CP107		B05	
O01-0262.c5995	CP343		A02	
C01-0328.c6948	CP317		D04	
E02-0179.c3782	CP216		D03	
R02-0086.c6652	CP208		B06	
B01-0281.c188	CP287		A03	
L01-0134.c4335	CP186		B04	
A04-0248.c7304	CP320		D02	
A02-0127.c3989	CP17		B05	
H01-0459.c4230	CP324		A03	
A02-1045.c3285	CP342		C01	
J01-0073.c1105	CP173		A01	
O01-0196.c1852	CP297		B06	
A02-0396.c3366	CP96		B01	
E02-0012.c6001	CP41		C06	
A03-0040.c5130	CP26		A02	
A02-0151.c203	CP0.1		A05	
A04-0221.c2738	CP295		D04	
S01-0034.c3676	CP129		C03	
B01-0140.c2349	CP149		B04	
O01-0124.c3218	CP181		A05	
D01-0220.c1559	CP288		D02	
A04-0166.c574	CP260		B02	
A0035.c5537	CS6			
H01-0372.c4771	CP267		B03	
A02-0624.c1563	CP243		A06	
R01-0009.c7290	CP154		B02	
G01-0060.c4927	CP31		B01	
A03-0186.c969	CP82		D04	
G01-0308.c5895	CP373		B06	
A02-0567.c5620	CP220		A01	
O01-0302.c3855	CP365		C03	
B01-0181.c4475	CP175		D01	
A01-0324.c3087	CP206		D02	
H01-0075.c54	CP63		B06	
H01-0485.c5515	CP345		A06	
J01-0010.c1061	CP102		B06	
G01-0058.c2680	CP28		C05	
M03-0144.c517	CP252		D01	
A02-0708.c4412	CP259		B05	
A02-0288.c3907	CP68		B03	
P01-0035.c5451	CP110		C01	
T01-0042.c2983	CP244		A02	
A02-0338.c6506	CP73		D05	
R01-0016.c3940	CP125		A01	
P01-0027.c5284	CP92		A05	
A01-0364.c870	CP243		C04	
K01-0149.c1256	CP208		A04	
A02-0922.c4849	CP301		A04	
B01-0027.c1317	CP45		C02	
R02-0208.c441	CP303		A05	
A01-0452.c1998	CP311		A05	
S01-0043.c1396	CP107		C04	
H01-0367.c7440	CP262		A01	
C01-0041.c7016	CP40		B04	
J01-0130.c2336	CP236		C01	
A02-0823.c7511	CP266		A04	
A01-0411.c2754	CP284		A04	
E01-0172.c6325	CP237		D04	
C01-0119.c3476	CP73		B06	
M03-0191.c5073	CP328		A05	
A1099.c5898	CP0.9			
D01-0243.c7407	CP335		B06	
K01-0147.c2042	CP236		B05	
A02-0488.c6964	CP136		C04	
A01-0479.c6024	CP335		C04	
S01-0024.c6687	CP147		B04	
C01-0110.c7508	CP65		B04	
M03-0165.c2480	CP293		D01	
R01-0023.c1719	CP159		B02	
A02-1030.c5955	CP340		A04	
N03-0076.c1566	CP145		C02	
A02-1067.c7607	CP349		A04	
O01-0261.c1197	CP335		B01	
R01-0008.c299	CP154		B03	
L01-0296.c7245	CP310		A03	
A01-0089.c3757	CP37		A03	
C01-0113.c3517	CP69		B03	
H01-0287.c3473	CP194		D01	
A02-0464.c6503	CP127		B06	
A01-0157.c1393	CP65		A04	
A02-0967.c1919	CP325		A05	
A01-0454.c301	CP315		B05	
B01-0017.c1253	CP25		C04	
J01-0064.c3359	CP163		C03	
A03-0187.c6085	CP64		D01	
B01-0091.c285	CP70		A05	
D01-0054.c5076	CP90		C04	
M04-0130.c5571	CP291		A04	
N03-0208.c3201	CP292		D01	
A01-0473.c6112	CP330		A02	
A01-0438.c881	CP304		A03	
J01-0115.c5252	CP219		B02	
T01-0076.c7013	CP305		B03	
M04-0010.c6342	CP83		D03	
A01-0149.c7640	CP60		A04	
E01-0074.c2627	CP94		C04	
A02-0401.c6018	CP98		C04	
O01-0181.c6165	CP293		C01	
N02-0182.c3459	CP270		D03	
A03-0362.c2025	CP148		D02	
R02-0108.c4665	CP195		D04	
N02-0050.c1502	CP78		B01	
A03-0113.c5024	CP46		A02	
O01-0167.c5840	CP247		A01	
H01-0155.c5492	CP10		A03	
N03-0226.c6784	CP313		B02	
C01-0093.c7005	CP96		C03	
A01-0269.c2831	CP165		D03	
Q01-0212.c5341	CP312		B02	
H01-0454.c1496	CP314		C03	
C01-0306.c3299	CP289		C03	
A03-0254.c3659	CP89		B06	
J01-0202.c5989	CP313		D05	
G01-0153.c3373	CP142		A02	
A02-0030.c392	CP2		A06	
M03-0148.c2528	CP236		D01	
D01-0103.c6823	CP172		B01	
T01-0106.c3091	CP345		D03	
G01-0167.c4109	CP165		C05	
L01-0024.c7689	CP66		B02	
A03-0327.c4880	CP137		A01	
G01-0138.c5807	CP99		B01	
A02-0348.c1653	CP76		D04	
A04-0139.c3601	CP211		D01	
A01-0387.c5506	CP263		D01	
H01-0029.c2084	CP35		A02	
N02-0016.c7350	CP91		D01	
A02-0352.c3995	CP79		D06	
A02-0266.c5692	CP51		C02	
R01-0139.c2449	CP240		B04	
A03-0335.c5018	CP142		C05	
L01-0282.c7161	CP303		C01	
E01-0148.c795	CP197		C03	
K01-0116.c6609	CP186		C06	
H01-0397.c6515	CP283		B02	
Q01-0153.c1181	CP271		D01	
C01-0104.c80	CP62		B03	
H01-0241.c2380	CP169		B04	
A02-1144.c6409	CP371		B02	
B01-0327.c4187	CP324		B05	
A0100.c2195	CS1			
M03-0180.c3376	CP331		C05	
H01-0141.c6572	CP90		C01	
Q01-0061.c3768	CP183		C01	
R02-0014.c6588	CP176		B04	
A03-0147.c4019	CP52		D01	
N02-0093.c868	CP173		B04	
T01-0051.c1493	CP271		B03	
K01-0004.c6451	CP56		C04	
N02-0214.c5059	CP306		B06	
E01-0002.c2636	CP31		D06	
T01-0009.c473	CP205		D05	
C01-0305.c945	CP285		B02	
T01-0032.c4286	CP261		C06	
A01-0180.c1798	CP80		D04	
G01-0255.c1656	CP222		B04	
A01-0302.c6826	CP188		A01	
E01-0114.c685	CP154		C04	
P01-0070.c6691	CP139		C04	
N02-0036.c2514	CP87		C01	
H01-0517.c5001	CP362		A02	
N03-0069.c3744	CP135		B04	
N02-0054.c161	CP124		B01	
K01-0225.c1891	CP328		A04	
A1017.c975	CS17			
E01-0126.c699	CP169		A05	
A01-0057.c6937	CP22		B01	
Q01-0145.c2433	CP255		D02	
A04-0112.c1116	CP189		A03	
A01-0406.c1573	CP282		A01	
Q01-0064.c6562	CP188		B04	
A02-1120.c5063	CP363		B03	
N02-0117.c7097	CP227		C05	
H01-0330.c6099	CP233		D02	
N02-0142.c1696	CP211		B01	
L01-0307.c2148	CP322		A04	
E01-0109.c3134	CP148		A02	
A04-0005.c789	CP69		B02	
E01-0105.c5111	CP142		A06	
A01-0220.c5209	CP117		A06	
C01-0131.c6175	CP106		B06	
J01-0053.c2649	CP152		C02	
J01-0062.c1217	CP163		C01	
P01-0085.c516	CP174		D03	
O01-0276.c3466	CP347		B04	
B01-0350.c4761	CP327		C05	
Q01-0146.c1071	CP255		D03	
G01-0269.c3596	CP233		B01	
H01-0452.c3666	CP314		C01	
O01-0161.c5420	CP253		A04	
C01-0274.c6384	CP252		D06	
S01-0046.c4465	CP98		B01	
E01-0147.c4211	CP197		C02	
P01-0040.c934	CP102		D04	
A01-0219.c1113	CP117		A05	
A04-0225.c4208	CP294		B03	
M03-0190.c1693	CP333		B03	
E02-0184.c2227	CP221		D04	
A02-0078.c2436	CP8		A05	
A01-0082.c4077	CP34		D03	
P01-0011.c5889	CP88		C01	
A01-0273.c5066	CP170		A06	
A02-0686.c1576	CP254		C03	
L01-0131.c1669	CP168		A03	
C01-0234.c7530	CP207		D04	
E01-0089.c2930	CP115		A02	
O01-0187.c5561	CP297		B05	
L01-0371.c3593	CP353		B02	
A02-0612.c3663	CP220		A04	
E01-0223.c1809	CP330		D02	
H01-0076.c3463	CP44		A03	
N03-0035.c3302	CP94		A02	
R02-0003.c5108	CP174		C01	
C01-0161.c542	CP133		C04	
S01-0054.c1279	CP193		D02	
A04-0236.c2700	CP308		B05	
A02-0148.c2747	CP22		A02	
L01-0359.c508	CP353		A05	
O01-0131.c3198	CP225		C06	
O01-0125.c799	CP203		D06	
R01-0110.c3781	CP270		C02	
B01-0057.c6651	CP34		C03	
K01-0065.c957	CP113		C01	
A01-0093.c1379	CP38		B04	
A02-0760.c2539	CP277		A03	
N03-0175.c4151	CP223		C06	
R01-0148.c2123	CP247		C06	
P01-0074.c6974	CP174		D02	
H01-0148.c1851	CP95		A06	
A02-0392.c1144	CP96		C01	
G01-0266.c6002	CP244		C01	
M04-0066.c4608	CP135		D03	
C01-0263.c4706	CP243		D06	
N03-0184.c3424	CP249		A05	
R01-0143.c5609	CP240		B05	
A02-0766.c2912	CP277		B03	
R01-0145.c3418	CP235		D03	
A02-0050.c2794	CP7		B01	
O01-0036.c177	CP79		A05	
A02-1049.c4827	CP342		C04	
N03-0217.c1585	CP284		D04	
Q01-0198.c3705	CP298		B01	
G01-0193.c6183	CP170		B06	
A02-0590.c3401	CP232		B05	
R02-0106.c6491	CP213		C04	
A02-0981.c2327	CP325		C03	
E02-0121.c7207	CP142		D02	
N02-0024.c7345	CP103		A06	
A02-0002 100K.c2632	CP0.1		C01	
K01-0217.c4703	CP364		C03	
G01-0016.c7078	CP43		C03	
A02-0162.c3051	CP23		A04	
A02-1108.c689	CP361		A01	
Q01-0142.c3177	CP255		C05	
L01-0228.c6741	CP248		D01	
C01-0302.c1168	CP285		A05	
E01-0077.c4034	CP101		A05	
H01-0292.c5652	CP199		C02	
Q01-0039.c5588	CP169		A01	
A02-0452.c949	CP120		A02	
C01-0140.c5384	CP112		C06	
Q01-0171.c2126	CP281		A01	
N03-0186.c3499	CP241		C04	
A02-0672.c7322	CP254		A01	
R02-0240.c7489	CP339		B01	
D01-0138.c3553	CP223		A04	
A03-0093.c1767	CP42		A05	
B01-0259.c7082	CP256		B04	
R02-0248.c4098	CP353		A01	
A02-0688.c3569	CP247		A03	
A03-0149.c7115	CP49		D01	
R01-0039.c4611	CP104		B03	
C01-0144.c3955	CP117		C06	
L01-0179.c45	CP207		B06	
A02-0453.c7172	CP125		A03	
N03-0092.c4949	CP162		D03	
M04-0071.c6186	CP157		D01	
N02-0218.c7188	CP331		A03	
A02-1016.c2543	CP337		A06	
B01-0097.c3806	CP70		B01	
D01-0193.c3618	CP246		B01	
N03-0272.c1015	CP359		D05	
A04-0048.c5099	CP112		C03	
G01-0147.c5572	CP85		D01	
A04-0057.c3889	CP122		C01	
A02-0349.c6111	CP76		D01	
R02-0135.c5779	CP263		D05	
O01-0003.c6341	CP119		B05	
J01-0083.c5251	CP180		A03	
N03-0125.c56	CP172		D03	
D01-0028.c802	CP115		B06	
O01-0184.c3158	CP297		B04	
A02-0826.c1967	CP266		B01	
A02-0291.c1599	CP60		C04	
A02-1072.c4430	CP349		B02	
A01-0002.c2041	CP0.2		A01	
R02-0148.c785	CP268		D02	
H01-0444.c4192	CP311		C02	
A01-0123.c5409	CP49		A02	
H01-0041.c695	CP39		B01	
M04-0151.c3624	CP331		D03	
L01-0231.c4933	CP252		A04	
M03-0084.c4408	CP177		A01	
J01-0188.c4589	CP303		C06	
H01-0049.c382	CP47		D03	
O01-0241.c703	CP329		C02	
A02-0362.c250	CP83		C05	
E02-0234.c3803	CP315		A02	
B01-0262.c4370	CP269		B03	
A03-0247.c603	CP96		A01	
A02-0152 c.c1706	CS25			
D01-0083.c6874	CP143		B06	
K01-0195.c7512	CP321		A02	
L01-0301.c1469	CP322		A02	
G02-0024.c5487	CP47		C04	
J01-0245.c3556	CP364		B02	
E02-0017.c2399	CP47		C06	
C01-0315.c6284	CP293		B05	
A04-0053.c7057	CP117		D06	
Q01-0156.c4772	CP271		D04	
M03-0033.c4275	CP151		C06	
A01-0307.c3699	CP190		A02	
N03-0178.c5687	CP252		B05	
H01-0166.c2164	CP105		B05	
A01-0447.c3119	CP308		B02	
R01-0053.c6108	CP167		B01	
A02-0585.c2965	CP232		B01	
A03-0182.c2546	CP61		D04	
A02-0052.c1062	CP5		C01	
C01-0101.c4936	CP58		C04	
N03-0149.c4058	CP202		A06	
M03-0193.c5452	CP320		D04	
E02-0213.c3020	CP271		C02	
E01-0102.c4411	CP137		C03	
A04-0163.c5165	CP265		A03	
G01-0244.c7565	CP197		B03	
N02-0215.c6452	CP293		A06	
A04-0078.c3263	CP150		A01	
A01-0367.c6076	CP245		C03	
K01-0211.c7068	CP364		C02	
B01-0165.c1679	CP140		C06	
A02-0307.c1178	CP66		C04	
C01-0311.c114	CP293		B01	
Q01-0030.c1518	CP165		B04	
L01-0004.c1524	CP79		C03	
D01-0114.c4483	CP172		B02	
Q01-0074.c1293	CP193		B04	
A02-0964.c4360	CP324		D03	
A01-0477.c5002	CP334		B01	
H01-0509.c176	CP356		C02	
A02-0176.c6692	CP26		B04	
A02-1022.c891	CP338		C02	
C01-0367.c295	CP358		A02	
O01-0108.c6837	CP191		B05	
H01-0058.c2249	CP59		C03	
A02-0648.c1820	CP245		A06	
G01-0282.c7495	CP30		B01	
A0242.c2670	CS13			
Q01-0225.c4120	CP323		D02	
A01-0388.c1006	CP266		B03	
N02-0226.c5085	CP331		A05	
G01-0006.c1182	CP50		A05	
N02-0126.c1734	CP216		C04	
R02-0153.c2729	CP274		A05	
B01-0151.c2975	CP126		B04	
L01-0321.c7655	CP310		B03	
A02-0910.c6571	CP304		B02	
N03-0124.c3485	CP172		D02	
E01-0145.c1369	CP197		B06	
J01-0092.c310	CP191		D05	
A01-0342.c3092	CP225		D06	
Q01-0220.c6073	CP314		A04	
A04-0001.c6130	CP68		B01	
A02-0420.c4486	CP106		A04	
O01-0114.c3167	CP203		D04	
A01-0395.c1958	CP270		A02	
H01-0092.c6848	CP51		D02	
A01-0208.c562	CP105		D03	
M03-0219.c3602	CP369		D01	
P01-0006.c5220	CP88		B05	
H01-0030.c3266	CP35		A03	
A01-0040.c5691	CP17		A01	
L01-0068.c5756	CP103		D04	
E01-0073.c7162	CP94		C06	
H01-0276.c1296	CP189		B06	
B01-0072.c1777	CP31		D05	
O01-0188.c1439	CP290		C03	
N03-0113.c6059	CP172		C05	
N03-0150.c5325	CP202		B01	
B01-0186.c1501	CP175		D02	
H01-0006.c1617	CP26		C04	
A02-0511.c5491	CP152		D04	
B01-0307.c1977	CP368		D06	
A01-0401.c4555	CP276		B04	
M03-0195.c3815	CP320		D05	
M04-0070.c2832	CP135		D04	
A01-0335.c5342	CP1		D05	
O01-0112.c1003	CP195		D01	
A1043.c536	CS21			
K01-0042.c650	CP92		C05	
A04-0017.c3579	CP81		A01	
A02-0132.c5562	CP18		A05	
B01-0289.c848	CP282		D05	
E02-0226.c6487	CP309		C02	
A01-0455.c3716	CP315		B02	
C01-0215.c1353	CP181		D02	
E02-0122.c15	CP142		D03	
T01-0103.c6620	CP345		C06	
R01-0093.c3301	CP191		D01	
A02-0315.c2233	CP68		B04	
A02-0447.c1758	CP119		A06	
L01-0198.c1157	CP202		D05	
N02-0194.c3324	CP222		B03	
A02-0060.c6225	CP0.5		A02	
M04-0110.c924	CP225		A03	
H01-0373.c3318	CP267		B04	
C01-0196.c4630	CP168		D03	
N02-0058.c1934	CP118		A05	
R01-0044.c6063	CP119		D04	
K01-0079.c1088	CP134		C03	
A03-0115.c3276	CP46		B03	
T01-0117.c3685	CP368		D04	
S01-0010.c7044	CP160		A02	
A02-0459.c7106	CP127		A04	
N03-0193.c4683	CP241		D02	
N02-0017.c974	CP97		D01	
M03-0019.c1446	CP88		C04	
H01-0097.c3797	CP54		C02	
O01-0081.c141	CP167		C05	
R01-0152.c7390	CP358		D02	
A02-1039.c2280	CP342		B03	
A02-1046.c965	CP344		A02	
C01-0307.c5740	CP289		C04	
J01-0190.c5707	CP303		D02	
A02-0494.c7455	CP138		D04	
A02-0898.c2427	CP318		B01	
K01-0008.c4762	CP50		C01	
A01-0468.c5769	CP326		B04	
A01-0262.c5112	CP164		A05	
R02-0207.c4595	CP316		B05	
A01-0186.c289	CP87		A06	
C01-0257.c3713	CP235		D05	
A02-0855.c5940	CP299		B02	
N03-0015.c6066	CP109		B03	
A02-0430.c1479	CP116		A01	
A01-0161.c6420	CP69		A02	
E01-0187.c5907	CP261		A03	
T01-0047.c7575	CP238		D05	
A02-0562.c1072	CP226		C01	
A02-1143.c3273	CP371		B01	
A03-0343.c3895	CP144		B04	
L01-0335.c4212	CP341		D04	
A02-1158.c1356	CP373		D04	
R02-0127.c5855	CP259		D02	
R02-0198.c198	CP323		B03	
A02-0275.c1892	CP52		A04	
N02-0134.c4715	CP199		A05	
A04-0037.c6242	CP10		B01	
A02-1000.c5175	CP334		B05	
M03-0170.c6864	CP297		A01	
A03-0196.c2174	CP89		B04	
E01-0064.c4980	CP80		C06	
A02-1126.c4686	CP363		C02	
A01-0225.c7103	CP120		B03	
E02-0216.c6561	CP278		A01	
A01-0100.c7250	CP41		B06	
B01-0387.c4265	CP357		B03	
A02-0049.c3259	CP4		B04	
S01-0045.c6926	CP107		C03	
A01-0028.c3990	CP9		A02	
A01-0245.c4902	CP138		C04	
O01-0275.c52	CP337		D03	
A02-0023.c1154	CP7		A04	
D01-0078.c4386	CP161		B03	
O01-0147.c7355	CP225		D02	
A02-0239.c6641	CP43		A03	
A02-0522.c2699	CP226		B02	
G01-0202.c1614	CP279		A05	
R02-0124.c618	CP196		D06	
E01-0134.c5292	CP182		B06	
B01-0216.c4885	CP233		A02	
O01-0107.c3546	CP187		A01	
E02-0013.c1774	CP41		D01	
M03-0017.c1974	CP98		A06	
N02-0264.c6291	CP356		D02	
A01-0236.c1841	CP128		A03	
E01-0218.c5845	CP321		C01	
M04-0124.c1346	CP241		B04	
Q01-0213.c2020	CP312		B03	
C01-0270.c6751	CP247		B06	
E02-0228.c4660	CP309		C04	
K01-0214.c2263	CP348		B06	
A02-0322.c3399	CP70		D06	
C01-0322.c7000	CP301		C05	
J01-0107.c5822	CP208		B05	
B01-0030.c3164	CP51		A01	
H01-0056.c421	CP55		C04	
O01-0175.c4383	CP253		A06	
A04-0160.c1032	CP265		B02	
E02-0051.c6209	CP115		C04	
N02-0261.c3543	CP356		C06	
T01-0083.c6510	CP309		A04	
A02-0584.c488	CP232		A06	
L01-0115.c2119	CP134		A05	
E01-0208.c452	CP286		D03	
A02-0117.c4064	CP16		A05	
D01-0005.c6834	CP72		A01	
L01-0133.c1343	CP158		A04	
M04-0103.c2872	CP229		C01	
A02-0156 b.c2601	CS25			
E01-0182.c2888	CP255		D04	
G01-0274.c1737	CP244		C04	
A02-0626.c1527	CP239		B02	
A0207.c4118	CS10			
H01-0527.c4959	CP373		A04	
N03-0109.c38	CP181		C02	
B01-0241.c2266	CP205		C01	
A04-0312.c2158	CP337		B04	
E02-0150.c4141	CP180		C01	
E01-0125.c3041	CP169		A04	
J01-0242.c2385	CP364		A05	
N03-0181.c6441	CP252		B06	
J01-0011.c5391	CP102		B04	
L01-0101.c2781	CP146		C03	
A01-0030.c2418	CP11		A02	
N02-0253.c6867	CP372		D06	
A02-0215.c5425	CP34		D06	
G01-0101.c2177	CP116		B06	
D01-0048.c2499	CP135		A04	
L01-0181.c4311	CP202		C04	
R02-0184.c694	CP316		A03	
B01-0079.c6170	CP84		A01	
A01-0261.c2051	CP156		B01	
M04-0080.c6351	CP196		A02	
A02-1024.c2553	CP338		C04	
G01-0094.c5721	CP80		B02	
B01-0312.c706	CP372		D01	
J01-0046.c2806	CP145		D02	
A0041.c2097	CS7			
A03-0282.c5904	CP106		A02	
B01-0269.c3123	CP256		C02	
R01-0204.c606	CP302		C04	
Q01-0099.c2202	CP216		A06	
H01-0368.c2935	CP262		A02	
L01-0214.c4963	CP225		C03	
A04-0307.c900	CP330		B06	
A02-0126.c2569	CP17		B04	
R01-0047.c784	CP108		C06	
F01-0023.c5704	CP35		B04	
A02-1048.c2705	CP342		C03	
A02-0337.c2259	CP73		D04	
A03-0349.c4048	CP164		B06	
Q01-0043.c2424	CP174		A01	
R01-0073.c5309	CP173		C04	
A02-0421.c97	CP106		B04	
H01-0311.c7535	CP1		A04	
N03-0013.c1	CP139		D04	
R01-0180.c3794	CP348		C02	
H01-0128.c3539	CP82		C02	
