sample_id	location_id	sample_collection_by	sample_collection_end_datetime	sample_collection_start_datetime	sample_comment	sample_event	sample_flow	sample_ph_lab	sample_qc	sample_received_by	sample_received_date	sample_recovered_datetime	sample_status
A01-0380.2421	StarCityWWTP-01		10/10/22 0:00	10/9/22 0:00		Routine Surveillance	8.1		Pass	AJ	10/13/22	10/10/22 0:00	Complete
N03-0034.905	SalemWWTP-01		2/23/22 7:30	2/22/22 7:35		Routine Surveillance	0.68632	6.78	Pass	AJ	3/9/22	2/23/22 7:30	Complete
B01-0060.5460	CharlestonWWTP-01	-	11/30/21 7:00	11/29/21 7:00		Routine Surveillance	7.226	7.31	Pass	AJ	12/3/21	11/30/21 7:50	Complete
A02-0147.6130	Evansdale-01	EL	10/8/21 9:18	10/6/21 9:18		Routine Surveillance		6.42	Pass	JL	10/8/21	10/8/21 9:18	Complete
E01-0014.6595	PrincetonWWTP-01	TT	12/2/21 8:00	12/1/21 8:00		Routine Surveillance	1.522	6.99	Pass	AJ	12/9/21	12/2/21 8:00	Complete
L01-0189.4118	WestUnionWWTP-01		7/23/22 9:00	7/22/22 9:00		Routine Surveillance	0.202		Pass	AJ	8/3/22	7/23/22 9:00	Complete
Q01-0117.5642	MadisonWWTP-01		8/31/22 8:00	8/30/22 8:00		Routine Surveillance	0.768		Pass	AJ	9/2/22	8/31/22 8:00	Complete
A03-0187.6084	SuncrestES-01	GZ	1/21/22 14:00	1/21/22 6:00		Routine Surveillance		8.88	Pass	AJ	1/24/22	1/21/22 14:17	Complete
A02-1131.4715	TowersBB-01	GZ	3/17/23 9:00	3/15/23 9:00		Routine Surveillance			Pass	AJ	3/20/23	3/17/23 11:16	Complete
A0243.2007	StarCityWWTP-01	GG	2/16/21 11:55	2/16/21 12:00		Routine Surveillance	12.183		Pass	TD	2/18/21	2/16/21 8:00	Complete
A01-0132.6861	StarCityWWTP-01		12/22/21 23:59	12/22/21 0:00		Routine Surveillance	6.9	7.13	Pass	JL	12/28/21	12/22/21 23:59	Complete
Q01-0290.4586	MadisonWWTP-01		3/3/23 8:00	3/2/23 8:00		Routine Surveillance	0.637		Pass	AJ	3/3/23	3/3/23 8:00	Complete
A1016.1057	StarCityWWTP-01	GG	3/28/21 11:55	3/28/21 12:00		Routine Surveillance	10.979		Pass	Josh Lambert	4/9/21	3/28/21 11:55	Complete
L01-0296.7244	WestUnionWWTP-01		12/26/22 9:00	12/25/22 9:00		Routine Surveillance	0.169		Pass	AJ	12/28/22	12/26/22 9:00	Complete
E02-0137.1818	AthensWWTP-01		6/2/22 8:00	6/1/22 8:00		Routine Surveillance	0.111	6.85	Pass	JL	6/3/22	6/2/22 8:00	Complete
E01-0108.4673	PrincetonWWTP-01	TT	5/11/22 7:40	5/10/22 7:40		Routine Surveillance	3.068	6.76	Pass	AJ	5/12/22	5/11/22 7:40	Complete
L01-0004.1523	WestUnionWWTP-01		2/6/22 9:10	2/5/22 9:10		Routine Surveillance	0.437	7.07	Pass	AJ	2/16/22	2/6/22 9:10	Complete
C01-0135.731	WheelingWWTP-01	GZ	3/23/22 7:00	3/22/22 7:00		Routine Surveillance	7.212	6.61	Pass	AJ	3/29/22	3/23/22 7:00	Complete
E01-0019.2916	PrincetonWWTP-01	T	12/10/21 10:00	12/9/21 10:00		Routine Surveillance	1.636	7.09	Pass	AJ	12/16/21	12/10/21 10:00	Complete
A01-0196.2848	StarCityWWTP-01	GG	3/9/22 0:00	3/9/22 0:00		Routine Surveillance	13.4	7.36	Pass	AJ	3/11/22	3/9/22 0:00	Complete
R01-0141.4987	HuttonsvilleWWTP-01		9/13/22 8:30	9/12/22 9:00		Routine Surveillance	0.177		Pass	AJ	9/14/22	9/13/22 8:45	Complete
N03-0161.5193	SalemWWTP-01		8/19/22 7:30	8/18/22 7:30		Routine Surveillance	0.45937		Pass	AJ	8/24/22	8/19/22 7:30	Complete
B01-0151.2974	CharlestonWWTP-01		4/20/22 7:00	4/19/22 7:00		Routine Surveillance	11.852	7.08	Pass	JL	4/22/22	4/20/22 7:00	Complete
S01-0019.2942	FollansbeeWWTP-01		5/19/22 6:00	5/18/22 6:00		Routine Surveillance	0.783	6.54	Pass	AJ	6/2/22	5/19/22 6:00	Complete
E01-0051.4221	PrincetonWWTP-01	TT	1/14/22 12:00	1/13/22 12:00		Routine Surveillance	3.716	6.89	Pass	AJ	1/20/22	1/14/22 12:00	Complete
H01-0185.1930	MoundsvilleWWTP-01		4/12/22 8:00	4/11/22 8:00		Routine Surveillance	2.9	6.98	Pass	AJ	4/18/22	4/12/22 8:00	Complete
M04-0143.6497	FarmingtonWWTP-01		10/29/22 0:00	10/28/22 0:00		Routine Surveillance	0.062		Pass	AJ	11/10/22	10/29/22 0:00	Complete
A02-0392.1144	Evansdale-01	GZ	3/14/22 9:00	3/12/22 9:00		Routine Surveillance		7.03	Pass	AJ	3/15/22	3/14/22 9:57	Processing
M04-0016.6734	FarmingtonWWTP-01		3/18/22 10:00	3/17/22 10:00		Routine Surveillance	0.108	7.56	Pass	JL	3/23/22	3/18/22 13:45	Complete
C01-0258.7168	WheelingWWTP-01		9/8/22 7:00	9/7/22 7:00		Routine Surveillance	8.14		Pass	AJ	9/14/22	9/8/22 7:00	Complete
A04-0101.189	CheatLakeWWTP-01		6/25/22 8:00	6/24/22 8:00		Routine Surveillance	0.517	7.29	Pass	AJ	6/29/22	6/25/22 8:00	Complete
A04-0195.2203	CheatLakeWWTP-01		9/22/22 8:00	9/21/22 8:00		Routine Surveillance	0.527		Pass	AJ	9/26/22	9/22/22 8:00	Complete
H01-0259.6985	MoundsvilleWWTP-01		6/23/22 8:00	6/22/22 8:00		Routine Surveillance	1.5	7.16	Pass	AJ	6/24/22	6/23/22 8:00	Complete
A04-0231.7657	CheatLakeWWTP-01		12/15/22 8:00	12/14/22 8:00		Routine Surveillance	0.542		Pass	AJ	12/19/22	12/15/22 8:00	Complete
A02-1015.1172	TowersBB-01	GZ	2/6/23 9:00	2/4/23 9:00		Routine Surveillance			Pass	AJ	2/8/23	2/6/23 11:14	Complete
A01-0317.5497	StarCityWWTP-01		7/28/22 0:00	7/27/22 0:00		Routine Surveillance	9.1		Pass	AJ	8/1/22	7/28/22 0:00	Complete
A02-1074.6589	UPlace-01	GZ	2/24/23 9:00	2/22/23 9:00		Routine Surveillance			Pass	AJ	2/27/23	2/24/23 11:15	Complete
A04-0328.2075	CheatLakeWWTP-01		3/1/23 8:00	2/28/23 8:00		Routine Surveillance	0.837		Pass	AJ	3/2/23	3/1/23 8:00	Complete
E02-0064.7592	AthensWWTP-01		3/11/22 8:00	3/10/22 8:00		Routine Surveillance	0.224	7.24	Pass	JL	3/18/22	3/11/22 8:00	Complete
T01-0068.2802	PointPleasantWWTP-01		11/18/22 7:00	11/17/22 7:00		Routine Surveillance	0.15		Pass	AJ	12/2/22	11/18/22 7:00	Complete
A02-0566.3173	HonorsSummit-01 (MUB)	GZ	9/7/22 9:00	9/5/22 9:00		Routine Surveillance			Pass	AJ	9/7/22	9/7/22 10:58	Complete
N02-0006.1894	ClarksburgWWTP-01		3/8/22 7:00	3/7/22 7:00		Routine Surveillance	10.32	7.26	Pass	AJ	3/16/22	3/8/22 7:00	Complete
A02-0421.95	NorthHighSt-02 (MUB)	GZ	3/28/22 9:00	3/26/22 9:00		Routine Surveillance		7.12				3/28/22 10:25	Processing
R02-0269.1983	ElkinsWWTP-01		3/16/23 6:00	3/15/23 6:00		Routine Surveillance	1.73		Pass	AJ	3/22/23	3/16/23 6:00	Complete
L01-0234.72	WestUnionWWTP-01		10/2/22 9:00	10/1/22 9:00		Routine Surveillance	0.227		Pass	AJ	10/5/22	10/2/22 9:00	Complete
E02-0056.3532	AthensWWTP-01		3/24/22 8:00	3/23/22 8:00		Routine Surveillance	0.128	6.92	Pass	JL	3/25/22	3/24/22 8:00	Complete
A02-0196.90	HonorsSummit-01 (MUB)	CA	10/29/21 9:55	10/27/21 9:55		Routine Surveillance		7.05	Pass	JL	10/29/21	10/29/21 11:55	Complete
E01-0128.2452	PrincetonWWTP-01	TT	6/22/22 8:30	6/21/22 8:30		Routine Surveillance	1.817	7.22	Pass	AJ	6/24/22	6/22/22 8:30	Complete
N02-0080.5911	ClarksburgWWTP-01		6/2/22 7:00	6/1/22 7:00		Routine Surveillance	6.38	6.52	Pass	JL	6/3/22	6/2/22 7:00	Complete
G01-0262.3952	KeyserWWTP-01		10/10/22 8:00	10/9/22 8:00		Routine Surveillance	0.638		Pass	AJ	10/13/22	10/10/22 8:00	Complete
O01-0219.2141	GraftonWWTP-01		11/4/22 6:00	11/3/22 6:00		Routine Surveillance	0.55		Pass	AJ	11/10/22	11/4/22 6:00	Complete
R02-0077.4030	ElkinsWWTP-01		8/25/22 6:00	8/24/22 6:00		Routine Surveillance	2.4		Pass	AJ	8/31/22	8/25/22 6:00	Complete
A02-0111.7235	OaklandE-02	EL	9/17/21 10:06	9/15/21 10:06		Routine Surveillance		7.13	Pass	JL	9/17/21	9/17/21 10:10	Complete
H01-0217.3477	MoundsvilleWWTP-01		5/12/22 8:00	5/11/22 8:00		Routine Surveillance	2.2	7.04	Pass	AJ	5/13/22	5/12/22 8:00	Complete
S01-0035.324	FollansbeeWWTP-01		4/14/22 6:00	4/13/22 6:00		Routine Surveillance	0.695	7.09	Pass	AJ	4/27/22	4/14/22 6:02	Complete
C01-0160.3921	WheelingWWTP-01		4/25/22 7:00	4/24/22 7:00		Routine Surveillance	8.227	6.82	Pass	JL	4/26/22	4/25/22 7:00	Complete
G01-0142.995	KeyserWWTP-01		3/7/22 8:00	3/6/22 9:00		Routine Surveillance	0.986	7.16	Pass	AJ	3/11/22	3/7/22 8:45	Complete
E01-0228.5794	PrincetonWWTP-01		1/27/23 9:00	1/26/23 9:00		Routine Surveillance	5.012		Pass	AJ	2/6/23	1/27/23 9:00	Complete
H01-0405.3707	MoundsvilleWWTP-01		11/16/22 8:00	11/15/22 8:00		Routine Surveillance	2.4		Pass	AJ	11/28/22	11/16/22 8:00	Complete
N03-0061.3119	SalemWWTP-01		4/25/22 7:30	4/24/22 7:30		Routine Surveillance	0.44411	7.23	Pass	AJ	4/27/22	4/25/22 7:30	Complete
R01-0143.5608	HuttonsvilleWWTP-01		9/15/22 8:30	9/14/22 9:00		Routine Surveillance	0.17		Pass	AJ	9/21/22	9/15/22 8:45	Complete
D01-0181.1566	CharlesTownWWTP-01		11/3/22 7:40	11/2/22 7:40		Routine Surveillance	1.16		Pass	AJ	11/11/22	11/3/22 7:40	Complete
A04-0304.6109	CheatLakeWWTP-01		1/19/23 8:00	1/18/23 8:00		Routine Surveillance	0.926		Pass	AJ	1/26/23	1/19/23 8:00	Complete
A02-0473.4343	Evansdale-01	GZ	4/27/22 9:00	4/25/22 9:00		Routine Surveillance		7.33	Pass	AJ	4/27/22	4/27/22 9:31	Complete
J01-0228.267	AlpineLakeWWTP-01		2/16/23 7:30	2/15/23 7:30		Routine Surveillance	0.087		Pass	AJ	2/22/23	2/16/23 7:30	Complete
A03-0360.1806	SuncrestES-01	Gz	5/25/22 14:00	5/25/22 6:00		Routine Surveillance		7.44	Pass	AJ	5/27/22	5/26/22 12:13	Complete
N02-0188.3794	ClarksburgWWTP-01		11/3/22 7:00	11/2/22 7:00		Routine Surveillance	5.76		Pass	AJ	11/10/22	11/3/22 7:00	Complete
O01-0228.5717	GraftonWWTP-01		10/21/22 6:10	10/20/22 6:10		Routine Surveillance	1.41		Pass	AJ	10/26/22	10/21/22 6:10	Complete
H01-0011.2785	MoundsvilleWWTP-01	DRC	10/9/21 8:00	10/8/21 8:00		Routine Surveillance		7.1	Pass	JL	10/15/21	10/9/21 8:15	Complete
A02-1124.4731	NorthHighSt-02 (MUB)	GZ	3/17/23 9:00	3/15/23 9:00		Routine Surveillance			Pass	AJ	3/20/23	3/17/23 10:27	Complete
A02-0900.457	NorthHighSt-02 (MUB)	GZ	1/11/23 9:00	1/9/23 9:00		Routine Surveillance			Pass	AJ	1/11/23	1/11/23 12:35	Complete
N03-0136.6339	SalemWWTP-01		7/23/22 7:30	7/22/22 7:30		Routine Surveillance	0.41921		Pass	AJ	7/27/22	7/23/22 7:30	Complete
A02-0663.7272	TowersBB-01	GZ	9/30/22 9:00	9/28/22 9:00		Routine Surveillance			Pass	AJ	9/30/22	9/30/22 10:17	Complete
C01-0370.916	WheelingWWTP-01		3/2/23 7:00	3/1/23 7:00		Routine Surveillance	10.109		Pass	AJ	3/8/23	3/2/23 7:00	Complete
M03-0125.1340	ManningtonWWTP-01		7/27/22 11:00	7/26/22 11:00		Routine Surveillance	0.183		Pass	AJ	8/3/22	7/27/22 11:00	Complete
M03-0106.4495	ManningtonWWTP-01		8/2/22 11:00	8/1/22 11:00		Routine Surveillance	0.179		Pass	AJ	8/3/22	8/2/22 11:00	Complete
S01-0059.4504	FollansbeeWWTP-01		7/26/22 6:00	7/25/22 6:00		Routine Surveillance	0.676		Pass	AJ	7/28/22	7/26/22 6:05	Complete
B01-0346.675	CharlestonWWTP-01		1/13/23 8:00	1/12/23 8:00		Routine Surveillance	18.33		Pass	SB	1/25/23	1/13/23 8:00	Complete
A03-0087.234	MountainviewES-01	GZ	1/12/22 14:00	1/12/22 6:00		Routine Surveillance		7.39	Pass	AJ	1/13/22	1/13/22 10:53	Complete
M03-0059.6460	ManningtonWWTP-01		5/20/22 11:00	5/19/22 11:00		Routine Surveillance	0.17	6.83	Pass	AJ	5/25/22	5/20/22 11:00	Complete
A02-0130.5935	Evansdale-01	EL	9/29/21 9:28	9/27/21 9:28		Routine Surveillance		7.02	Pass	JL	9/29/21	9/29/21 9:28	Complete
J01-0080.1063	AlpineLakeWWTP-01		6/28/22 7:30	6/27/22 7:30		Routine Surveillance	0.119	7.35	Pass	AJ	6/29/22	6/28/22 7:55	Complete
E01-0068.6757	PrincetonWWTP-01		2/23/22 8:15	2/22/22 8:15		Routine Surveillance	5.314	6.71	Pass	JL	2/24/22	2/23/22 8:30	Complete
O01-0294.5183	GraftonWWTP-01		3/17/23 6:00	3/16/23 6:00		Routine Surveillance	1.23		Pass	aj	3/27/23	3/17/23 6:00	Complete
J01-0178.514	AlpineLakeWWTP-01		11/19/22 7:30	11/18/22 7:30		Routine Surveillance	0.134		Pass	AJ	11/28/22	11/19/22 7:30	Complete
R01-0061.2795	HuttonsvilleWWTP-01		6/13/22 8:30	6/12/22 9:00		Routine Surveillance	0.173	7.15	Pass	AJ	6/15/22	6/13/22 8:45	Complete
H01-0242.4851	MoundsvilleWWTP-01		6/11/22 8:00	6/10/22 8:00		Routine Surveillance	1.9	7.08	Pass	AJ	6/17/22	6/11/22 8:00	Complete
A01-0225.7102	StarCityWWTP-01		4/12/22 11:59	4/12/22 0:00		Routine Surveillance	11.7	7.4	Pass	JL	4/14/22	4/12/22 11:59	Complete
N03-0033.4997	SalemWWTP-01		3/2/22 7:30	3/1/22 7:30		Routine Surveillance	0.64625	6.4	Pass	AJ	3/9/22	3/2/22 7:30	Complete
A02-0069.2750	NorthHighSt-02 (MUB)	EL	9/1/21 10:01	9/1/21 10:01		Routine Surveillance		8.3	Pass	JL	9/1/21	9/1/21 10:01	Complete
M03-0167.7332	ManningtonWWTP-01		11/12/22 11:00	11/11/22 11:00		Routine Surveillance	0.146		Pass	AJ	11/28/22	11/12/22 11:00	Complete
K01-0202.5972	ParkersburgWWTP-01		2/14/23 6:30	2/13/23 6:30		Routine Surveillance	4.888		Pass	AJ	2/22/23	2/14/23 6:30	Complete
H01-0109.1905	MoundsvilleWWTP-01		1/26/22 8:00	1/25/22 8:00		Routine Surveillance	1.8	7.17	Pass	AJ	1/28/22	1/26/22 8:00	Complete
Q01-0152.6344	MadisonWWTP-01		10/21/22 8:00	10/20/22 8:00		Routine Surveillance	0.265		Pass	AJ	10/28/22	10/21/22 8:00	Complete
G01-0101.2176	KeyserWWTP-01		4/5/22 8:00	4/4/22 9:00		Routine Surveillance	0.925	6.89	Pass	AJ	4/7/22	4/5/22 9:00	Complete
E01-0053.4327	PrincetonWWTP-01	TT	1/20/22 13:30	1/19/22 13:30		Routine Surveillance	4.714	6.33	Pass	AJ	2/3/22	1/20/22 13:30	Complete
E02-0110.3784	AthensWWTP-01		4/20/22 8:00	4/19/22 8:00		Routine Surveillance	0.149	6.25	Pass	JL	4/22/22	4/20/22 8:00	Complete
P01-0087.5353	StMarysWWTP-01		6/14/22 9:30	6/13/22 9:30		Routine Surveillance	0.246	7.17	Pass	AJ	6/24/22	6/14/22 10:00	Complete
A02-0906.1139	Seneca-01	Gz	1/9/23 9:00	1/7/23 9:00		Routine Surveillance			Pass	AJ	1/9/23	1/9/23 11:27	Complete
Q01-0090.5784	MadisonWWTP-01		8/3/22 8:00	8/2/22 8:00		Routine Surveillance	0.647		Pass	AJ	8/5/22	8/3/22 8:00	Complete
D01-0009.1411	CharlesTownWWTP-01	BC	2/17/22 7:40	2/16/22 7:40		Routine Surveillance	1.28	6.84	Pass	AJ	2/18/22	2/17/22 7:45	Complete
N02-0010.5900	ClarksburgWWTP-01		3/31/22 7:00	3/30/22 7:00		Routine Surveillance	7.82	7.27	Pass	AJ	4/7/22	3/31/22 7:00	Complete
A02-0124.2508	Evansdale-01	EL	9/24/21 9:27	9/22/21 9:27		Routine Surveillance		6.88	Pass	JL	9/27/21	9/24/21 9:27	Complete
N02-0038.493	ClarksburgWWTP-01		2/15/22 7:00	2/14/22 7:00		Routine Surveillance	8.57	7.13	Pass	AJ	2/22/22	2/15/22 7:00	Complete
E01-0158.5007	PrincetonWWTP-01		8/17/22 8:30	8/16/22 8:30		Routine Surveillance	3.513		Pass	AJ	8/19/22	8/17/22 9:00	Complete
M04-0092.7645	FarmingtonWWTP-01		6/16/22 13:30	6/15/22 13:30		Routine Surveillance	0.104	7.48	Pass	AJ	6/22/22	6/16/22 15:00	Complete
A01-0220.5208	StarCityWWTP-01	GG	4/6/22 0:00	4/6/22 0:00		Routine Surveillance	16.8	7.25	Pass	AJ	4/11/22	4/6/22 0:00	Complete
A02-0389.4005	NorthHighSt-02 (MUB)	Gz	3/9/22 9:00	3/7/22 9:00		Routine Surveillance		7.54				3/9/22 10:37	Complete
L01-0207.5550	WestUnionWWTP-01		9/1/22 9:00	8/31/22 9:00		Routine Surveillance	0.329		Pass	AJ	9/7/22	9/1/22 9:00	Complete
O01-0142.3206	GraftonWWTP-01		9/7/22 7:00	9/6/22 7:00		Routine Surveillance	1.8		Pass	AJ	9/14/22	9/7/22 7:00	Complete
M03-0089.1435	ManningtonWWTP-01		6/21/22 11:00	6/20/22 11:00		Routine Surveillance	0.146	7.28	Pass	AJ	6/22/22	6/21/22 11:00	Complete
M03-0068.5242	ManningtonWWTP-01		5/4/22 11:00	5/3/22 11:00		Routine Surveillance	0.223	6.95	Pass	JL	5/18/22	5/4/22 11:00	Complete
A01-0004.372	StarCityWWTP-01	GG	8/12/21 23:55	8/12/21 0:00		Routine Surveillance	8.144	6.95	Pass	JL	8/13/21	8/12/21 23:55	Complete
N03-0125.55	SalemWWTP-01		6/21/22 7:30	6/20/22 7:30		Routine Surveillance	0.32622	6.78	Pass	AJ	6/22/22	6/21/22 7:30	Complete
M04-0169.7224	FarmingtonWWTP-01		1/25/23 12:00	1/24/23 12:00		Routine Surveillance	0.124		Pass	AJ	2/1/23	1/25/23 12:00	Complete
J01-0061.6007	AlpineLakeWWTP-01		6/2/22 7:30	6/1/22 7:30		Routine Surveillance	0.104	7.33	Pass	AJ	6/8/22	6/2/22 7:30	Complete
E02-0117.4652	AthensWWTP-01		4/30/22 8:00	4/29/22 8:00		Routine Surveillance	0.117	6.54	Pass	AJ	5/6/22	4/30/22 8:00	Complete
A02-0903.4719	OaklandE-02	GZ	1/9/23 9:00	1/7/23 9:00		Routine Surveillance			Pass	AJ	1/9/23	1/9/23 11:09	Complete
Q01-0098.5325	MadisonWWTP-01		8/11/22 8:00	8/10/22 8:00		Routine Surveillance	0.635		Pass	AJ	8/19/22	8/11/22 8:00	Complete
G01-0113.4578	KeyserWWTP-01		4/19/22 8:00	4/18/22 8:00		Routine Surveillance	1.75	7.26	Pass	JL	4/21/22	4/19/22 8:00	Complete
H01-0436.3017	MoundsvilleWWTP-01		12/17/22 8:00	12/16/22 8:00		Routine Surveillance	2.5		Pass	AJ	12/28/22	12/17/22 8:00	Complete
D01-0033.2022	CharlesTownWWTP-01		4/11/22 7:20	4/10/22 7:20		Routine Surveillance	1.26	7.23	Pass	JL	4/11/22	4/11/22 7:19	Complete
A03-0020.6841	MorgantownHS-01	BL	10/1/21 14:00	10/1/21 6:00		Routine Surveillance			Pass	JL	10/15/21	10/7/21 10:45	Complete
L01-0350.4621	WestUnionWWTP-01		2/5/23 9:00	2/4/23 9:00		Routine Surveillance	0.325		Pass	AJ	2/8/23	2/5/23 9:00	Complete
B01-0321.7582	CharlestonWWTP-01		1/9/23 7:00	1/8/23 7:00		Routine Surveillance	7.85		Pass	AJ	1/17/23	1/9/23 7:00	Complete
G01-0196.3607	KeyserWWTP-01		6/27/22 8:00	6/26/22 9:00		Routine Surveillance	0.717	7.13	Pass	AJ	6/30/22	6/27/22 8:15	Complete
R02-0249.3461	ElkinsWWTP-01		2/14/23 6:00	2/13/23 6:00		Routine Surveillance	1.7129		Pass	AJ	2/15/23	2/14/23 6:00	Complete
O01-0177.1547	GraftonWWTP-01		11/25/22 8:00	11/24/22 8:00		Routine Surveillance	1.17		Pass	AJ	11/30/22	11/25/22 8:00	Complete
L01-0071.6197	WestUnionWWTP-01		3/10/22 9:00	3/9/22 9:00		Routine Surveillance	0.439	6.77	Pass	AJ	3/16/22	3/10/22 9:00	Complete
N02-0088.5487	ClarksburgWWTP-01		6/8/22 7:00	6/7/22 7:00		Routine Surveillance		6.92	Fail: Missing Required Data	AJ	6/10/22	6/8/22 7:00	Complete
A01-0148.188	StarCityWWTP-01	AJ	1/10/22 0:00	1/9/22 0:00		Routine Surveillance	15.4	7.54	Pass	AJ	1/11/22	1/10/22 0:00	Complete
S01-0031.6599	FollansbeeWWTP-01		4/21/22 6:00	4/20/22 6:00		Routine Surveillance	0.765	7.19	Pass	AJ	4/27/22	4/21/22 6:03	Complete
A02-0838.4822	TowersBB-01	BML	11/21/22 9:00	11/19/22 9:00		Routine Surveillance			Pass	AJ	11/28/22	11/21/22 11:59	Complete
A04-0337.3579	CheatLakeWWTP-01		3/11/23 8:00	3/10/23 8:00		Routine Surveillance	0.57		Pass	AJ	3/15/23	3/11/23 8:00	Complete
J01-0004.6487	AlpineLakeWWTP-01		12/24/21 9:00	12/23/21 9:00		Routine Surveillance	0.12	6.68	Pass	AJ	1/10/22	12/24/21 9:00	Complete
A02-0642.1559	Evansdale-01	GZ	9/23/22 9:00	9/21/22 9:00		Routine Surveillance			Pass	AJ	9/26/22	9/23/22 10:01	Complete
L01-0324.2650	WestUnionWWTP-01		12/30/22 9:00	12/29/22 9:00		Routine Surveillance	0.287		Pass	AJ	1/4/23	12/30/22 9:00	Complete
A01-0313.6617	StarCityWWTP-01		7/24/22 0:00	7/23/22 0:00		Routine Surveillance	7.2		Pass	AJ	7/27/22	7/24/22 0:00	Complete
A04-0102.6995	CheatLakeWWTP-01		6/28/22 8:00	6/27/22 8:00		Routine Surveillance	0.551	7.27	Pass	AJ	6/29/22	6/28/22 8:00	Complete
R01-0090.6749	HuttonsvilleWWTP-01		7/22/22 8:30	7/21/22 9:00		Routine Surveillance	0.113		Pass	AJ	7/27/22	7/22/22 8:30	Complete
D01-0213.5662	CharlesTownWWTP-01		12/7/22 7:30	12/6/22 7:30		Routine Surveillance	1.17		Pass	AJ	12/13/22	12/7/22 7:30	Complete
A0249.2098	StarCityWWTP-01	GS	11/11/20 23:59	11/11/20 0:00		Routine Surveillance	6.79		Pass	TD	11/13/20	11/11/20 0:00	Complete
C01-0090.3074	WheelingWWTP-01		3/3/22 7:00	3/2/22 7:00		Routine Surveillance	14.235	7	Pass	JL	3/8/22	3/3/22 7:00	Complete
B01-0390.1884	CharlestonWWTP-01		2/23/23 7:00	2/22/23 7:00		Routine Surveillance			Fail: Missing Required Data	AJ	3/6/23	2/23/23 7:00	Complete
L01-0114.1628	WestUnionWWTP-01		5/6/22 9:00	5/5/22 9:00		Routine Surveillance	0.266	6.98	Pass	AJ	5/11/22	5/6/22 9:00	Complete
A1002.7615	StarCityWWTP-01	EL	3/9/21 12:00	3/9/21 12:00		Routine Surveillance	8.423		Pass	MVS	3/12/21	3/9/21 12:00	Complete
M04-0043.530	FarmingtonWWTP-01		4/11/22 11:00	4/10/22 11:00		Routine Surveillance	0.126	7.63	Pass	JL	4/13/22	4/12/22 11:00	Complete
G02-0023.362	PotomacState-01	-	12/8/21 10:30	12/6/21 9:45	SENT W/OUT ICE, STILL PROCESSING	Routine Surveillance		7.12	Fail: Temperature Above Threshold	JL	12/10/21	12/8/21 10:30	Rejected
E01-0183.5216	PrincetonWWTP-01		9/30/22 9:00	9/29/22 9:00		Routine Surveillance	6.033		Pass	AJ	10/7/22	9/30/22 9:00	Complete
K01-0063.6311	ParkersburgWWTP-01		4/5/22 6:00	4/4/22 6:00		Routine Surveillance	5.186	7.23	Pass	JL	4/13/22	4/5/22 6:00	Complete
B01-0384.2870	CharlestonWWTP-01		2/14/23 7:00	2/13/23 7:00		Routine Surveillance	7.6		Pass	AJ	2/20/23	2/14/23 7:00	Complete
N02-0201.5838	ClarksburgWWTP-01		1/20/23 7:00	1/19/23 7:00		Routine Surveillance	14.16		Pass	AJ	1/30/23	1/20/23 7:00	Complete
A01-0312.1444	StarCityWWTP-01		7/23/22 0:00	7/22/22 0:00		Routine Surveillance	8.3		Pass	AJ	7/27/22	7/23/22 0:00	Complete
A02-0823.7510	MtValley-01		10/21/22 9:00	10/19/22 9:00		Routine Surveillance			Pass	AJ	10/24/22	10/21/22 9:00	Complete
M03-0200.1469	ManningtonWWTP-01		1/19/23 11:00	1/18/23 11:00		Routine Surveillance	0.238		Pass	AJ	1/30/23	1/19/23 11:00	Complete
G01-0301.1100	KeyserWWTP-01		2/22/23 9:00	2/21/23 9:00		Routine Surveillance	0.957		Pass	AJ	2/27/23	2/22/23 9:00	Complete
Q01-0277.4904	MadisonWWTP-01		2/18/23 8:00	2/17/23 8:00		Routine Surveillance	1.46		Pass	AJ	2/27/23	2/18/23 8:00	Complete
C01-0279.3218	WheelingWWTP-01		10/7/22 7:00	10/6/22 7:00		Routine Surveillance	6.552		Pass	LW	10/12/22	10/7/22 7:00	Complete
E02-0053.6094	AthensWWTP-01		3/30/22 8:00	3/29/22 8:00		Routine Surveillance	0.121	6.79	Pass	AJ	4/1/22	3/30/22 8:00	Complete
G01-0111.3973	KeyserWWTP-01	TD	4/3/22 8:00	4/2/22 9:00		Routine Surveillance	1.045	7	Pass	AJ	4/7/22	4/3/22 8:17	Complete
A03-0156.6989	MorgantownHS-01	GZ	12/15/21 14:00	12/15/21 6:00		Routine Surveillance		7.42	Pass	JL	12/16/21	12/16/21 10:33	Complete
R02-0200.3838	ElkinsWWTP-01		1/13/23 6:00	1/12/23 6:00		Routine Surveillance	3.0068		Pass	AJ	1/18/23	1/13/23 6:00	Complete
E01-0207.4596	PrincetonWWTP-01		11/15/22 9:00	11/14/22 9:00		Routine Surveillance	3.429		Pass	AJ	11/17/22	11/15/22 9:00	Complete
A02-1016.2542	OaklandE-02	GZ	2/6/23 9:00	2/4/23 9:00		Routine Surveillance			Pass	AJ	2/8/23	2/6/23 11:24	Processing
K01-0109.5274	ParkersburgWWTP-01		7/13/22 6:30	7/12/22 6:30		Routine Surveillance	5.289		Pass	AJ	7/20/22	7/13/22 6:30	Complete
M03-0037.6877	ManningtonWWTP-01		5/15/22 11:00	5/14/22 11:00		Routine Surveillance	0.263	6.98	Pass	JL	5/18/22	5/15/22 11:00	Complete
