"capacity_mgd","concentration_method","county_names","extraction_method","flow_rate","inhibition_adjust","inhibition_detect","inhibition_method","institution_type","lab_id","lod_ref","lod_sewage","ntc_amplify","num_no_target_control","other_jurisdiction","pcr_target","pcr_target_ref","pcr_type","population_served","quant_stan_type","rec_eff_percent","rec_eff_spike_conc","rec_eff_spike_matrix","rec_eff_target_name","reporting_jurisdiction","sample_collect_date","sample_collect_time","sample_id","sample_location","sample_location_specify","sample_matrix","sample_type","sars_cov2_avg_conc","sars_cov2_units","stan_ref","test_result_date","wwtp_jurisdiction","wwtp_name","zipcode"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.451","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-06-28","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-09","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","8.385","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-10-03","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","131702.3009","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-10-14","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","8.154","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-09-12","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","116087.6822","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-09-20","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.348","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-09-18","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","111111.2869","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-09-29","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.399","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-10-11","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","114283.3465","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-10-20","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.983","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-06-30","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","4797.5","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-09","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.122","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-06-20","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-07","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","9.954","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-07-14","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-30","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.093","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-05-26","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-07","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","9.615","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-08-22","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","79544.14636","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-08-24","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","12.161","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-09-01","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","72143.12136","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-09-03","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.981","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-07-29","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-30","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","10.024","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-08-31","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","52609.56883","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-09-02","WV","StarCityWWTP-01","26505"
"14","Ceres Nanotrap","54039","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.471","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","50000","rna","-1","","","","WV","2021-10-17","07:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","21333.54232","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-10-20","WV","CharlestonWWTP-01","25312"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.73","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-07-07","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-09","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","6.52","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-07-25","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","11613.75","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-30","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","10.086","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-08-16","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","32374.68839","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-08-18","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","8.923","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-09-08","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","156635.4382","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-09-20","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","8.904","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-10-04","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","109951.5587","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-10-14","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","9.811","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-08-24","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","123142.5661","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-08-27","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","8.915","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-08-25","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","438414.6786","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-08-27","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.148","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-05-27","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-07","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.923","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-05-17","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-07","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","8.33","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-09-11","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","119265.9634","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-09-20","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","6.306","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-07-04","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-09","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","9.799","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-09-09","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","101988.9289","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-09-20","WV","StarCityWWTP-01","26505"
"14","Ceres Nanotrap","54039","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","6.593","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","50000","rna","-1","","","","WV","2021-10-13","07:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","14641.28822","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-10-20","WV","CharlestonWWTP-01","25312"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","9.768","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-09-06","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","69030.38412","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-09-09","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.296","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-05-31","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","8550","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-07","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.396","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-05-24","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","6982.5","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-07","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","10.201","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","yes","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-09-22","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","205894.2926","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-10-05","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","8.082","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-05-30","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","3491.25","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-07","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","10.388","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-09-05","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","85586.10082","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-09-09","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","6.831","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-05-20","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","4346.25","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-07","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","9.509","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-08-23","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","24409.90284","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-09-02","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.36","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-09-20","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","132638.4389","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-09-29","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","6.647","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-06-07","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-06-07","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","11.837","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-08-18","12:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","16785.09569","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-08-20","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","11.82","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-06-23","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-07","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","8.629","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-08-15","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","43018.69243","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-09-09","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","8.332","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-06-03","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","4037.5","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-07","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.723","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-09-15","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","88755.2017","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-09-20","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","8.773","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-07-08","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","9310","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-09","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.303","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-07-19","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","4702.5","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-30","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","8.588","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-07-01","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","4275","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-09","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.004","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","yes","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-09-27","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","51619.2168","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-10-05","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","9.555","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-07-13","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","4322.5","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-30","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","9.531","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-08-14","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","223163.3263","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-08-18","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","9.596","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-06-16","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-07","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","10.554","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-08-21","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","51799.74765","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-08-24","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","6.828","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","yes","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-09-26","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","503516.9601","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-10-05","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","6.384","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-06-06","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-07","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.245","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-10-07","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","128564.1456","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-10-11","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.124","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-07-21","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-07-30","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","10.394","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-08-30","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","91619.5184","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-09-02","WV","StarCityWWTP-01","26505"
