sample_id	sbatch_id	location	county	sample_collection_start_datetime	sample_collection_end_datetime	lineage_group	variant	variant_aliases	variant_proportion
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	BA.2	BA.2.85	BA.2.85	0.00646150
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	JN.1	JN.1.18	JN.1.18	0.18274496
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	BA.1	XZ	XZ,BA.1*,BA.2*	0.01492540
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	JN.1	JN.1.4.2	JN.1.4.2	0.01119820
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	XBB.1	XBB.1.22	XBB.1.22	0.02611787
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	XDQ	XDQ	XDQ	0.00118906
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	FY.8	FY.8	FY.8	0.02100547
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	FY.4	FY.4	FY.4	0.00100401
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	BA.2	BA.2.3.17	BA.2.3.17,XBH	0.00323625
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	FL.33	FL.33	FL.33	0.00176056
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	FY.5	FY.5	FY.5	0.02611787
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	BA.2.86	BA.2.86	BA.2.86	0.04541430
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	XBL.2	XBL.2	XBL.2	0.00167645
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	BA.2	BA.2.26	BA.2.26	0.00117994
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	BA.4	BA.4.8	BA.4.8	0.00148810
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	XDD	XDD	XDD	0.02588684
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	FY.5.1	FY.5.1	FY.5.1	0.02100547
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	BA.2	BA.2.18	BA.2.18	0.00405405
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	BA.2	BA.2.3.5	BA.2.3.5	0.00164510
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	BA.2	BA.2	BA.2	0.00786651
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	FL.33.1	FL.33.1	FL.33.1	0.00176056
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	XBB.1	XBB.1.22.1	XBB.1.22.1,FY	0.02611787
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	FY.4.1	FY.4.1	FY.4.1	0.00100401
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	BA.2	BA.2.9.4	BA.2.9.4	0.01960780
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	BA.2.86	BA.2.86.5	BA.2.86.5	0.00123916
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	BA.2	BA.2.34	BA.2.34	0.00109409
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	FL.25	FL.25	FL.25	0.01328648
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	JN.1	JN.1.4	JN.1.4	0.42343846
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	BA.2	XAD	XAD,BA.2*,BA.1*	0.00155280
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	JN.1	JN.1.4.3	JN.1.4.3	0.08558934
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	BA.2	BA.2.70	BA.2.70	0.00102690
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	BA.2	BA.2.12.2	BA.2.12.2	0.00117371
A01-0784	SARS_20240219	StarCityWWTP-01	Monongalia	01/21/2024 12:00 AM	01/22/2024 12:00 AM	BA.2	BA.2.19	BA.2.19	0.00103520
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	XBB.2	XBB.2.3.9	XBB.2.3.9	0.00306937
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	HD.1	HD.1	HD.1	0.00149701
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	XBB.1.5	XBB.1.5.95	XBB.1.5.95,HS	0.00362319
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	HC.1	HC.1	HC.1	0.00120846
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	HK.3.3	HK.3.3	HK.3.3	0.0122449
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	XBB.1.5	XBB.1.5.21	XBB.1.5.21,GC	0.0013624
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	XBB.1	XBB.1.45.1	XBB.1.45.1	0.00234192
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	HK.9	HK.9	HK.9	0.00153257
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	HS.1	HS.1	HS.1	0.00362319
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	B.53	B.53	B.53	0.00207469
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	XBB.1.5	XBB.1.5.54	XBB.1.5.54	0.00134674
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	XBB.1.5	XBB.1.5.57	XBB.1.5.57,XBL	0.00756963
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	B.1.103	B.1.103	B.1.103	0.00228659
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	XBB.1.5	XBB.1.5.1	XBB.1.5.1,HJ	0.0070922
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	XBB.2	XBB.2.11.1	XBB.2.11.1	0.00301508
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	B.10	B.10	B.10	0.00484633
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	HM.1	HM.1	HM.1	0.00361446
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	XCL	XCL	XCL,XBB*,GK.2.1.1	0.0011825
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	B.1.36	B.1.36.1	B.1.36.1	0.00102041
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	XBB.1	XBB.1.10	XBB.1.10	0.0027894
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	GN.3	GN.3	GN.3	0.00148368
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	HK.3	HK.3	HK.3	0.3892783
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	XBB.1	XBB.1.12	XBB.1.12	0.00126103
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	B.1.1	B.1.1.343	B.1.1.343	0.0010923
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	HY.1	HY.1	HY.1	0.0061701
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	XBB.1	XBB.1.34.1	XBB.1.34.1	0.00141443
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	EG.5	EG.5.1.8	EG.5.1.8	0.03403964
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	EG.5	EG.5.1	EG.5.1	0.03403964
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	XBB.1.5	XBB.1.5.67	XBB.1.5.67	0.00268097
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	EG.5	EG.5.1.3	EG.5.1.3,XCV,XCY	0.00112613
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	XBB.1.5	XBB.1.5.79	XBB.1.5.79	0.00187617
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	JJ.1	JJ.1	JJ.1	0.00102669
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	XBB.1.5	XBB.1.5.100	XBB.1.5.100,HY	0.0061701
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	XBB.1	XBB.1.31.2	XBB.1.31.2	0.00166945
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	EG.5	EG.5.1.1	EG.5.1.1,XCZ,XCN	0.3892783
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	HP.1.1	HP.1.1	HP.1.1	0.00102393
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	XBB.1.5	XBB.1.5.71	XBB.1.5.71	0.00211979
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	XBB.1.5	XBW	XBW,BQ.1.14,XBB.1.5	0.00108225
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	GS.4	GS.4	GS.4	0.00107991
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	EG.5	EG.5.2	EG.5.2	0.00293902
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	XBB.2	XBB.2.3.7	XBB.2.3.7	0.0227686
J01-0321	SARS_20230822	AlpineLakeWWTP-01	Preston	08/03/2023 7:30	08/04/2023 7:30	BA.5	XCG	XCG,BA.5.2*,XBB.1	0.00142045
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	B.10	B.10	B.10	0.00143747
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	BQ.1.1	BQ.1.1.27	BQ.1.1.27	0.00111732
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	BA.5	BA.5.1.28	BA.5.1.28	0.0016835
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	EA.2	EA.2	EA.2	0.00176211
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1.5	XBB.1.5.25	XBB.1.5.25	0.22868402
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	BA.5	XBE	XBE,BE.4.1,BA.5.2	0.00237812
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	BQ.1.18	BQ.1.18	BQ.1.18	0.00225989
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1	XBB.1.45.1	XBB.1.45.1	0.00237812
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1.5	XBB.1.5.66	XBB.1.5.66	0.00300045
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.2	XBB.2.7	XBB.2.7	0.00149925
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1	XBB.1.35	XBB.1.35	0.00131579
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1.5	XBB.1.5.69	XBB.1.5.69	0.00166113
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1.5	XBB.1.5.47	XBB.1.5.47,FZ	0.07826385
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1.5	XBB.1.5.88	XBB.1.5.88	0.0035503
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1.5	XBB.1.5.28	XBB.1.5.28	0.07826385
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	BQ.1.1	BQ.1.1.52	BQ.1.1.52	0.00176211
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1.5	XBB.1.5.84	XBB.1.5.84	0.00175131
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1.5	XBB.1.5.71	XBB.1.5.71	0.00124844
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1	XBB.1.15	XBB.1.15	0.00404708
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	BQ.1.1	BQ.1.1.77	BQ.1.1.77	0.0101376
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1	XBB.1.31.2	XBB.1.31.2	0.00186567
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1.5	XBB.1.5	XBB.1.5,XCQ,XBW	0.07826385
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1.5	XBB.1.5.62	XBB.1.5.62	0.00188058
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1.5	XBB.1.5.67	XBB.1.5.67	0.00100635
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	BA.5	BA.5.5.3	BA.5.5.3	0.00134168
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1.5	XBB.1.5.49	XBB.1.5.49,HT	0.00262467
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1.5	XBB.1.5.59	XBB.1.5.59	0.07826385
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1.5	XBB.1.5.33	XBB.1.5.33	0.07826385
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1.5	XBB.1.5.34	XBB.1.5.34	0.00240457
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	DR.2	DR.2	DR.2	0.0015748
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1	XBB.1.10	XBB.1.10	0.00143772
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1	XBB.1.13	XBB.1.13	0.00404708
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1.5	XBB.1.5.89	XBB.1.5.89	0.00231158
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	BQ.1.1	BQ.1.1.13	BQ.1.1.13	0.07853307
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	GN.1	GN.1	GN.1	0.00159744
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1.5	XBB.1.5.48	XBB.1.5.48,GV	0.00107181
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1.5	XBB.1.5.40	XBB.1.5.40	0.07826385
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1.5	XBB.1.5.73	XBB.1.5.73,GN	0.00931042
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	HC.1	HC.1	HC.1	0.00138696
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1.5	XBB.1.5.95	XBB.1.5.95,HS	0.00162602
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1.5	XBB.1.5.93	XBB.1.5.93,HD	0.00261097
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	BA.5	XBZ	XBZ,EF.1.3,BA.5.2*	0.00105152
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	BA.5	BA.5.11	BA.5.11	0.00119548
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XCJ	FP.1	FP.1,XCJ	0.0015625
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1.5	XBB.1.5.63	XBB.1.5.63	0.07826385
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1.5	XBB.1.5.8	XBB.1.5.8	0.00396178
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	BQ.1.1	BQ.1.1.56	BQ.1.1.56	0.0010404
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1.5	XBB.1.5.60	XBB.1.5.60	0.00108696
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	BE.6	BE.6	BE.6	0.00309917
K01-0213	SARS_20230418	ParkersburgWWTP-01	Wood	02/28/2023 6:30	03/01/2023 6:30	XBB.1.5	XBB.1.5.37	XBB.1.5.37	0.0111193
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	XBB.1.5	XBB.1.5.34	XBB.1.5.34	0.00120555
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	HV.1	HV.1.8	HV.1.8	0.00103219
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	JD.1.1.2	JD.1.1.2	JD.1.1.2	0.00136893
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	EG.5	EG.5.1	EG.5.1	0.00714561
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	BA.5	BA.5.1.38	BA.5.1.38	0.00188162
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	HV.1	HV.1.3	HV.1.3	0.0298673
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	XBB.1.16	XDA	XDA,HN.5,XBB.1.16	0.0170867
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	XDJ	XDJ	XDJ	0.00898624
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	KB.1	KB.1	KB.1	0.00361664
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	JN.1	JN.1.6.1	JN.1.6.1	0.0140665
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	JD.2	JD.2	JD.2	0.00613993
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	XBB.1	XBB.1.16.17	XBB.1.16.17	0.04136684
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	HV.1	HV.1.1	HV.1.1	0.00127714
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	XBB.1.5	XBB.1.5.47	XBB.1.5.47,FZ	0.00299601
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	FL.10.1	FL.10.1	FL.10.1	0.00123916
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	EG.5	EG.5.2.2	EG.5.2.2	0.00101833
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	FL.1.5.2	FL.1.5.2	FL.1.5.2	0.00140449
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	HV.1	HV.1	HV.1	0.0298673
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	EL.1	EL.1	EL.1	0.01283497
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	EG.5	EG.5.1.13	EG.5.1.13	0.00199203
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	JD.2.1	JD.2.1	JD.2.1	0.0013708
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	XBB.1.5	XBB.1.5.91	XBB.1.5.91	0.05911627
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	JD.1.1.7	JD.1.1.7	JD.1.1.7	0.38092704
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	JN.1	JN.1.1.3	JN.1.1.3	0.0115207
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	JN.1	JN.1.4	JN.1.4	0.18633088
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	EG.5	EG.5.1.6	EG.5.1.6	0.0298673
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	EG.5	EG.5.1.18	EG.5.1.18	0.00195503
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	BA.2	BA.2.9.4	BA.2.9.4	0.00559963
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	EG.5	EG.5	EG.5	0.01733135
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	BA.2	BA.2.33	BA.2.33	0.00424328
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	JM.2	JM.2	JM.2	0.00902613
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	HK.6	HK.6	HK.6	0.00369004
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	HN.3.1	HN.3.1	HN.3.1	0.00414469
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	EG.5	EG.5.1.8	EG.5.1.8	0.00714561
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	EG.5	EG.5.1.17	EG.5.1.17	0.00714561
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	KA.1	KA.1	KA.1	0.00143472
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	EG.5	EG.5.1.3	EG.5.1.3,XCV,XCY	0.00165281
A01-0759	SARS_20240123_C	StarCityWWTP-01	Monongalia	12/19/2023 12:00 AM	12/20/2023 12:00 AM	XDA	HN.5	HN.5,XDA	0.02413545
