sample_id	sbatch_id	location	county	sample_collection_start_datetime	sample_collection_end_datetime	lineage_group	variant	variant_aliases	variant_proportion
A01-0811	SARS_20240229_B	StarCityWWTP-01	Monongalia	02/24/2024 12:00 AM	02/25/2024 12:00 AM	JN.1	JN.1.6.1	JN.1.6.1	0.25476048
A01-0811	SARS_20240229_B	StarCityWWTP-01	Monongalia	02/24/2024 12:00 AM	02/25/2024 12:00 AM	JN.1	JN.1.19	JN.1.19	0.00156250
A01-0811	SARS_20240229_B	StarCityWWTP-01	Monongalia	02/24/2024 12:00 AM	02/25/2024 12:00 AM	JN.1	JN.1.7	JN.1.7	0.00524659
A01-0811	SARS_20240229_B	StarCityWWTP-01	Monongalia	02/24/2024 12:00 AM	02/25/2024 12:00 AM	BA.2.86	BA.2.86	BA.2.86	0.00713996
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	FD.5.1	FD.5.1	FD.5.1	0.00175439
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	BA.2	XAH	XAH,BA.2*,BA.1*	0.00244499
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	HK.31	HK.31	HK.31	0.0045045
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	KA.1	KA.1	KA.1	0.00172414
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	XBB.1	XBB.1.44	XBB.1.44	0.0055457
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	HK.21	HK.21	HK.21	0.00564
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	XDK	XDK	XDK	0.03338637
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	XBB.1.5	XBB.1.5.37	XBB.1.5.37	0.0103093
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	FL.3	FL.3	FL.3	0.004329
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	EG.5	EG.5.1.7	EG.5.1.7	0.00244499
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	HV.1	HV.1.10	HV.1.10	0.00588235
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	BA.2	BA.2.15	BA.2.15	0.011976
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	B.1.1	B.1.1.380	B.1.1.380	0.0042365
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	DV.7.1.6	DV.7.1.6	DV.7.1.6	0.005976
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	XBB.1.5	XBB.1.5.36	XBB.1.5.36	0.0181818
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	XBB.1	XBB.1.16.9	XBB.1.16.9	0.00456621
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	XDD	XDD	XDD	0.029412
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	GV.1	GV.1	GV.1	0.00100908
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	XBB.1.5	XBB.1.5.26	XBB.1.5.26,EU	0.00221239
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	BF.7.5.1	BF.7.5.1	BF.7.5.1	0.00293255
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	HK.18	HK.18	HK.18	0.00308166
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	BA.2	XBU	XBU,BQ.1,BA.2.75.3	0.00152651
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	FL.1.4	FL.1.4	FL.1.4	0.00292665
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	B.1.1	B.1.1.423	B.1.1.423	0.00145349
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	FL.25	FL.25	FL.25	0.03151162
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	BA.2	BA.2.9.2	BA.2.9.2	0.0059374
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	DV.7.1.1	DV.7.1.1	DV.7.1.1	0.00757576
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	FU.1.1	FU.1.1	FU.1.1	0.04158
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	HV.1	HV.1.3	HV.1.3	0.05011689
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	FL.1	FL.1	FL.1	0.00292665
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	FL.1.6	FL.1.6	FL.1.6	0.00292665
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	BA.2	BA.2.23	BA.2.23	0.002102
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	DV.7.2	DV.7.2	DV.7.2	0.00231303
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	XBB.1.5	XBB.1.5.92	XBB.1.5.92,HQ	0.0229885
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	HK.3.5	HK.3.5	HK.3.5	0.004
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	XBB.1	XBB.1.16.17	XBB.1.16.17	0.03283308
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	XBB.1.5	XBB.1.5.20	XBB.1.5.20	0.00146843
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	BA.2	BA.2.1	BA.2.1	0.01442027
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	JN.1	JN.1.6.1	JN.1.6.1	0.010101
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	XDB	XDB	XDB	0.00260191
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	XBB.1.5	XBB.1.5.6	XBB.1.5.6	0.0223464
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	B.1.1	B.1.1.437	B.1.1.437	0.00132802
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	XBB.1.5	XBB.1.5.91	XBB.1.5.91	0.1023372
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	HV.1	HV.1	HV.1	0.05011689
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	FL.14	FL.14	FL.14	0.00148368
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	EG.5	EG.5.1.13	EG.5.1.13	0.12381
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	HK.3.2	HK.3.2	HK.3.2	0.17087384
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	XBB.1.5	XBB.1.5.72	XBB.1.5.72	0.00457317
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	FL.2.4	FL.2.4	FL.2.4	0.00161031
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	XBB.1.5	XBB.1.5.47	XBB.1.5.47,FZ	0.00353357
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	XBB.1.5	XBB.1.5.4	XBB.1.5.4	0.0265487
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	XBB.1.5	XBB.1.5.61	XBB.1.5.61	0.00195695
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	BA.2	BA.2.9.4	BA.2.9.4	0.0030581
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	FU.1	FU.1	FU.1	0.0190261
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	EG.5	EG.5.1.6	EG.5.1.6	0.05011689
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	JN.1	JN.1.1.3	JN.1.1.3	0.00357143
C01-0554	SARS_20240123_B	WheelingWWTP-01	Ohio	12/07/2023 07:00 AM	12/08/2023 07:00 AM	XBB.1	XBB.1.36	XBB.1.36	0.00301205
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	XBB.1.5	XBB.1.5.37	XBB.1.5.37	0.0073616
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	XBB.1.16	XBB.1.16	XBB.1.16,XDA	0.00767718
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	XBB.1	XBB.1.16.7	XBB.1.16.7	0.00340445
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	XBB.1.5	XBB.1.5.34	XBB.1.5.34	0.00437445
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	XBB.1.5	XBB.1.5.33	XBB.1.5.33	0.02895226
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	FL.1.5.1	XCK	XCK,FL.1.5.1,BQ.1.2.2	0.00111252
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	HY.1	HY.1	HY.1	0.00198602
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	XBB.1.5	XBB.1.5.59	XBB.1.5.59	0.02895226
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	GS.5	GS.5	GS.5	0.0012916
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	XBB.1.5	XBB.1.5.67	XBB.1.5.67	0.00181324
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	JF.1	JF.1	JF.1	0.00100427
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	XBB.1.5	XBB.1.5.8	XBB.1.5.8	0.00287081
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	XBB.1.5	XBB.1.5.64	XBB.1.5.64	0.00324675
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	XBB.1.5	XBB.1.5.63	XBB.1.5.63	0.02895226
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	XBB.1.5	XBB.1.5.100	XBB.1.5.100,HY	0.00198602
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	XBB.1.5	XBB.1.5.15	XBB.1.5.15,FD	0.11227696
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	XBB.1	XBB.1.37	XBB.1.37	0.00250548
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	XBB.1.5	XBW	XBW,BQ.1.14,XBB.1.5	0.00265252
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	GK.1	GK.1	GK.1	0.0111261
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	XBB.1.5	XBB.1.5.28	XBB.1.5.28	0.02895226
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	XBB.1.5	XBB.1.5.10	XBB.1.5.10	0.00429923
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	XBB.1.5	XBB.1.5.95	XBB.1.5.95,HS	0.00221043
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	HN.1	HN.1	HN.1	0.08116032
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	XBB.1.5	XBB.1.5.73	XBB.1.5.73,GN	0.01085797
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	FL.1.5.2	FL.1.5.2	FL.1.5.2	0.003926
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	HS.1	HS.1	HS.1	0.00221043
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	FP.4	FP.4	FP.4	0.00103914
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	XBB.1.5	XBB.1.5.40	XBB.1.5.40	0.02895226
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	GK.1.4	GK.1.4	GK.1.4	0.0111261
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	FL.1.3	FL.1.3	FL.1.3	0.0241983
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	XBB.1	XBB.1.8	XBB.1.8	0.00221819
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	XBB.1	XBB.1.16.12	XBB.1.16.12	0.109927
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	XBB.1.5	XBB.1.5.1	XBB.1.5.1,HJ	0.00625
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	XBB.1	XBB.1.23	XBB.1.23	0.00101729
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	B.10	B.10	B.10	0.00147493
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	B.26	B.26	B.26	0.00169301
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	XBB.1	XBB.1.16.5	XBB.1.16.5	0.28374824
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	XBB.1	XBB.1.16.19	XBB.1.16.19,XCV	0.00131105
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	XBB.1	XBB.1.16.14	XBB.1.16.14	0.00176991
A01-0671	SARS_20231009	StarCityWWTP-01	Monongalia	09/15/2023 0:00	09/16/2023 0:00	EG.5	EG.5.1.4	EG.5.1.4	0.10971348
L01-0364	SARS_20230418	WestUnionWWTP-01	Doddridge	03/01/2023 9:00	03/02/2023 9:00	XBB.1.5	XBB.1.5.62	XBB.1.5.62	0.110016
L01-0364	SARS_20230418	WestUnionWWTP-01	Doddridge	03/01/2023 9:00	03/02/2023 9:00	XBB.1.5	XBB.1.5.57	XBB.1.5.57,XBL	0.00194357
L01-0364	SARS_20230418	WestUnionWWTP-01	Doddridge	03/01/2023 9:00	03/02/2023 9:00	XBB.1.5	XBB.1.5.8	XBB.1.5.8	0.00444821
L01-0364	SARS_20230418	WestUnionWWTP-01	Doddridge	03/01/2023 9:00	03/02/2023 9:00	XBB.2	XBB.2.8	XBB.2.8	0.00133333
L01-0364	SARS_20230418	WestUnionWWTP-01	Doddridge	03/01/2023 9:00	03/02/2023 9:00	XBB.1.5	XBB.1.5.48	XBB.1.5.48,GV	0.00186916
L01-0364	SARS_20230418	WestUnionWWTP-01	Doddridge	03/01/2023 9:00	03/02/2023 9:00	XBB.1	XBB.1.45.1	XBB.1.45.1	0.00482094
L01-0364	SARS_20230418	WestUnionWWTP-01	Doddridge	03/01/2023 9:00	03/02/2023 9:00	XBB.1	XBB.1.17	XBB.1.17	0.02852398
L01-0364	SARS_20230418	WestUnionWWTP-01	Doddridge	03/01/2023 9:00	03/02/2023 9:00	XBB.1	XBB.1.35	XBB.1.35	0.00105594
L01-0364	SARS_20230418	WestUnionWWTP-01	Doddridge	03/01/2023 9:00	03/02/2023 9:00	XBB.1.5	XBB.1.5.95	XBB.1.5.95,HS	0.00424448
L01-0364	SARS_20230418	WestUnionWWTP-01	Doddridge	03/01/2023 9:00	03/02/2023 9:00	XBB.1.5	XBB.1.5.9	XBB.1.5.9	0.78659607
L01-0364	SARS_20230418	WestUnionWWTP-01	Doddridge	03/01/2023 9:00	03/02/2023 9:00	XBB.1.5	XBB.1.5.60	XBB.1.5.60	0.00289436
L01-0364	SARS_20230418	WestUnionWWTP-01	Doddridge	03/01/2023 9:00	03/02/2023 9:00	XBB.1.5	XBB.1.5.37	XBB.1.5.37	0.0098346
L01-0364	SARS_20230418	WestUnionWWTP-01	Doddridge	03/01/2023 9:00	03/02/2023 9:00	BA.5	XCG	XCG,BA.5.2*,XBB.1	0.00248139
L01-0364	SARS_20230418	WestUnionWWTP-01	Doddridge	03/01/2023 9:00	03/02/2023 9:00	XBB.1.5	XBB.1.5.88	XBB.1.5.88	0.00497822
L01-0364	SARS_20230418	WestUnionWWTP-01	Doddridge	03/01/2023 9:00	03/02/2023 9:00	XBB.1.5	XBW	XBW,BQ.1.14,XBB.1.5	0.00151172
L01-0364	SARS_20230418	WestUnionWWTP-01	Doddridge	03/01/2023 9:00	03/02/2023 9:00	XBB.1	XBB.1.17.1	XBB.1.17.1,GA	0.00194932
L01-0364	SARS_20230418	WestUnionWWTP-01	Doddridge	03/01/2023 9:00	03/02/2023 9:00	XCJ	FP.1	FP.1,XCJ	0.00197824
L01-0364	SARS_20230418	WestUnionWWTP-01	Doddridge	03/01/2023 9:00	03/02/2023 9:00	XBB.1.5	XBB.1.5.23	XBB.1.5.23	0.00106952
L01-0364	SARS_20230418	WestUnionWWTP-01	Doddridge	03/01/2023 9:00	03/02/2023 9:00	XBB.1	XBB.1.36	XBB.1.36	0.00184843
L01-0364	SARS_20230418	WestUnionWWTP-01	Doddridge	03/01/2023 9:00	03/02/2023 9:00	B.1.14	B.1.14	B.1.14	0.00201207
L01-0364	SARS_20230418	WestUnionWWTP-01	Doddridge	03/01/2023 9:00	03/02/2023 9:00	XBL.2	XBL.2	XBL.2	0.00113507
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	XBB.1.5	XBB.1.5.1	XBB.1.5.1,HJ	0.0799397
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	B.1.1	B.1.1.423	B.1.1.423	0.005852
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	HN.3	HN.3	HN.3	0.08016352
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	BA.2	BA.2.9.2	BA.2.9.2	0.00405972
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	XBB.1	XBB.1.28	XBB.1.28	0.00408528
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	HK.18	HK.18	HK.18	0.00652884
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	XBB.1	XBB.1.13	XBB.1.13	0.00408528
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	XDD	XDD	XDD	0.02236167
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	XDC	XDC	XDC	0.01187016
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	XBB.1.5	XBB.1.5.78	XBB.1.5.78	0.00106045
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	HK.13.1	HK.13.1	HK.13.1	0.00134953
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	HK.3.8	HK.3.8	HK.3.8	0.01466556
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	XBB.1	XBB.1.4	XBB.1.4	0.00295151
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	HK.13	HK.13	HK.13	0.01047227
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	BA.2	BA.2.15	BA.2.15	0.0139297
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	EG.5	EG.5.1.1	EG.5.1.1,XCN,XCZ	0.01047227
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	BA.5	BA.5.11	BA.5.11	0.00148545
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	HK.3	HK.3	HK.3	0.01047227
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	HK.6	HK.6	HK.6	0.05016101
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	EG.5	EG.5.1.8	EG.5.1.8	0.07861044
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	EG.5	EG.5.1.17	EG.5.1.17	0.07861044
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	XBB.1	XBB.1.34.1	XBB.1.34.1	0.00166528
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	EG.5	EG.5.1.14	EG.5.1.14	0.00189036
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	HK.3.14	HK.3.14	HK.3.14	0.01047227
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	XBB.1.5	XBB.1.5.63	XBB.1.5.63	0.00248447
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	BA.2	BA.2.13.1	BA.2.13.1	0.00219298
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	HK.3.4	HK.3.4	HK.3.4	0.00145243
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	JN.1	JN.1.1.3	JN.1.1.3	0.1220011
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	HK.3.13	HK.3.13	HK.3.13	0.0012837
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	EG.5	EG.5.1.6	EG.5.1.6	0.01736991
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	JN.9	JN.9	JN.9	0.05969092
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	BA.2	BA.2.9.4	BA.2.9.4	0.00271739
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	XBB.1.5	XBB.1.5.47	XBB.1.5.47,FZ	0.0030303
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	HK.4	HK.4	HK.4	0.00526767
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	FL.1.5.2	FL.1.5.2	FL.1.5.2	0.00336134
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	XBB.1	XBB.1.45.1	XBB.1.45.1	0.00210305
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	HV.1	HV.1	HV.1	0.01736991
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	XBB.1	XBB.1.2	XBB.1.2	0.00109769
C01-0556	SARS_20240123_B	WheelingWWTP-01	Ohio	12/11/2023 07:00 AM	12/12/2023 07:00 AM	EG.5	EG.5.1.13	EG.5.1.13	0.00819672
