Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
709	not institution specific	wwtp	WWTP	WWTP		HSB	2/2/2022	2/3/2022	2/4/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	NA	846648	931367	889007.5	NA	NA	NA	NA	NA	NA	1182984	1433106.75740439	46515039.7901504	52203696.3113155	830.6257105384	932.208862702062	1204997.1	1442738.72687444	46794050.1760156	51818264.4090667	835.608038857421	925.326150161906	1227010.2	1469342.91024182	47073060.5618808	51953045.4933323	840.590367176443	927.732955238077
600	not institution specific	wwtp	WWTP	WWTP		HSB	1/19/2022	1/20/2022	1/21/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	18.36	489080	489080	489080	33991122.406608	33991122.406608	33991122.406608	606.984328689429	606.984328689429	606.984328689429	1197027.4	849950.264687809	65855828.9934986	50686013.4351597	1175.99694631248	905.10738277071	1303784	936576.797329012	71045228.6695173	51591097.740941	1268.66479766995	921.269602516804	1410540.6	1082606.58203639	76234628.345536	55507650.2105149	1361.33264902743	991.20803947348
776	not institution specific	wwtp	WWTP	WWTP		HSB	2/12/2022	2/13/2022	2/14/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	7.98	322153	322153	322153	9731459.8780854	9731459.8780854	9731459.8780854	173.776069251525	173.776069251525	173.776069251525	522056	833818.63227902	29552121.5551656	27612596.5716266	527.716456342243	493.082081636189	521868.2	876503.692134163	29288833.6842503	29347754.1407491	523.014887218756	524.067038227663	521680.4	927735.706549088	29025545.813335	33457978.5253124	518.313318095268	597.463902237722
1539	not institution specific	wwtp	WWTP	WWTP		HSB	5/11/2022	5/12/2022	5/13/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	17.03	133812	209133	171472.5	8626261.8081276	13481870.1664959	11054065.9873118	154.04038943085	240.74768154457	197.39403548771	118532.2	299600.044314461	5179610.8745228	8597404.57519581	92.4930513307643	153.525081699925	134479.9	307437.776198274	6258048.96890679	9272234.98670443	111.750874444764	165.575624762579	150427.6	317164.879290316	7336487.06329078	10228246.8664199	131.008697558764	182.647265471783
412	not institution specific	wwtp	WWTP	WWTP		HSB	12/15/2021	12/16/2021	12/17/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	9.27	214909	343885	279397	7541318.1421863	12067182.8044695	9804250.4733279	134.666395396184	215.48540722267	175.075901309427	1767721	5649319.08083845	59315917.4155707	187625864.720465	1059.21281099233	3350.4618700083	1826701.1	5640555.20962001	61156013.5520435	187419912.427938	1092.07167057221	3346.7841504989	1885681.2	5639342.66740918	62996109.6885163	187494863.915869	1124.93053015208	3348.12256992623
1490	not institution specific	wwtp	WWTP	WWTP		HSB	5/4/2022	5/5/2022	5/6/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	7.62	395232	425677	410454.5	11400397.5582144	12278578.2309834	11839487.8945989	203.578527825257	219.260325553275	211.419426689266	154324.4	318838.643993075	4673908.3755355	8671160.74609714	83.4626495631339	154.842156180306	162842.8	323807.227753347	4983528.8699147	8752089.24675415	88.9915869627625	156.287307977753	171361.2	329133.059956602	5293149.3642939	8851469.14110647	94.5205243623911	158.06194894833
634	not institution specific	wwtp	WWTP	WWTP		HSB	1/24/2022	1/25/2022	1/26/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	10.83	1904817	1858298	1881557.5	78089859.2552751	76182766.7825094	77136313.0188923	1394.46177241563	1360.40654968767	1377.43416105165	1094072.4	1227882.0104901	48837758.8186946	53672325.8338831	872.102836048118	958.43438989077	1160160.8	1190504.91936211	51285112.6683301	51298302.9605062	915.805583363038	916.041124294753	1226249.2	1199475.78936117	53732466.5179657	50253502.6167943	959.508330677959	897.383975299899
1463	not institution specific	wwtp	WWTP	WWTP		HSB	5/2/2022	5/3/2022	5/4/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	9.91	511	1983	1247	19169.3540941	74389.0981773	46779.2261357	0.3423098945375	1.32837675316607	0.835343323851786	129017.4	246630.428595004	3950035.17937072	6541454.31587272	70.5363424887629	116.811684212013	130417	233677.085524907	4053852.45235607	6100283.42569029	72.3902223635013	108.933632601612	131816.6	222659.431040759	4157669.72534142	5741108.04030499	74.2441022382396	102.519786434018
282	not institution specific	wwtp	WWTP	WWTP		HSB	11/29/2021	11/30/2021	12/1/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	7.02	48505	485191	266848	1288951.410591	12893260.9804362	7091106.1955136	23.0169894748393	230.236803222075	126.626896348457	193102.4	155774.759226439	6413986.9313749	5760572.44008983	114.535480917409	102.867365001604	255268.3	47529.9652346284	8321226.57331058	4323077.35122572	148.59333166626	77.1978098433165	317434.2	196781.259853326	10228466.2152463	6848600.57261147	182.651182415112	122.296438796633
1500	not institution specific	wwtp	WWTP	WWTP		HSB	5/8/2022	5/9/2022	5/10/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	25.51	28869	64963	46916	2787758.3429079	6273204.6565633	4530481.4997356	49.7813989804982	112.021511724345	80.9014553524214	97066.2	310281.92287139	3284799.03644992	8660448.97034167	58.6571256508914	154.650874470387	106928.2	317853.670508129	3839860.10966364	8940607.51367545	68.5689305297079	159.653705601347	116790.2	326024.714688818	4394921.18287736	9392954.88829188	78.4807354085243	167.731337290926
1461	not institution specific	wwtp	WWTP	WWTP		HSB	5/1/2022	5/2/2022	5/3/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	9.49	60130	90204	75167	2160082.514317	3240447.0833436	2700264.7988303	38.572902041375	57.8651264882786	48.2190142648268	220653.4	321523.03365367	6418740.21014534	7991187.62135348	114.620360895452	142.699778952741	231932.2	343770.380783799	6787268.23666925	8428798.77095727	121.201218511951	150.514263767094	243211	370637.012368826	7155796.26319316	9032643.28896613	127.782076128449	161.297201588681
1629	not institution specific	wwtp	WWTP	WWTP		HSB	5/23/2022	5/24/2022	5/25/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	7.24	979503	908765	944134	26844620.0669052	24905948.379026	25875284.2229656	479.36821548045	444.749078196893	462.058646838671	849683.2	1203128.82781986	23725752.8122249	32872683.3797636	423.674157361159	587.012203210065	848348.4	1256050.97129983	23713959.3522282	34429743.1273893	423.463559861219	614.816841560523	847013.6	1315655.2147654	23702165.8922316	36167593.6753624	423.252962361279	645.849887060044
1063	not institution specific	wwtp	WWTP	WWTP		HSB	3/14/2022	3/15/2022	3/16/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	19.78	31781	55622	43701.5	2379615.3988538	4164720.0438956	3272167.7213747	42.4931321223893	74.37000078385	58.4315664531197	33795.6	58908.4921874351	2845582.6004875	5352125.33810578	50.8139750087054	95.5736667518889	36762.7	52766.2671452044	3184792.83854437	4799825.68892405	56.8713006882923	85.711173016501	39729.8	57532.0621184025	3524003.07660124	5273992.62311372	62.9286263678793	94.1784396984594
1095	not institution specific	wwtp	WWTP	WWTP		HSB	3/19/2022	3/20/2022	3/21/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	18.96	32699	81761	57230	2346852.1453464	5868099.2769096	4107475.711128	41.9080740240429	104.787487087671	73.3477805558571	30776.6	24942.3711211155	2310119.06423462	1848740.40981188	41.2521261470468	33.0132216037836	34583.4	35302.852948706	2568284.59026071	2513658.76943101	45.8622248260841	44.8867637398394	38390.2	57907.1144693792	2826450.1162868	4161142.01850193	50.4723235051214	74.3061074732487
537	not institution specific	wwtp	WWTP	WWTP		HSB	1/10/2022	1/11/2022	1/12/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	NA	331310	621329	476319.5	NA	NA	NA	NA	NA	NA	691553.2	1033787.14700977	54032702.428285	89507402.5020435	964.869686219375	1598.34647325078	738044.9	1156028.25869485	55562147.0231153	99896781.0446682	992.181196841345	1783.87109008336	784536.6	1306490.28420631	57091591.6179456	111879130.237355	1019.49270746331	1997.84161138134
1550	not institution specific	wwtp	WWTP	WWTP		HSB	5/14/2022	5/15/2022	5/16/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	7.36	542306	583469	562887.5	15108980.0881856	16255806.6904544	15682393.38932	269.803215860457	290.282262329543	280.042739095	147947	416462.7627702	5921327.38051704	11061905.3272421	105.737988937804	197.534023700752	164966.5	426162.872918161	7026630.06785101	11504926.7006703	125.475536925911	205.445119654827	181986	437186.35602173	8131932.75518498	12193353.1848958	145.213084914018	217.738449730281
796	not institution specific	wwtp	WWTP	WWTP		HSB	2/14/2022	2/15/2022	2/16/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	8.4	261000	261000	261000	8299132.884	8299132.884	8299132.884	148.1988015	148.1988015	148.1988015	523668.2	831708.024605257	22656781.3582333	36366523.1044088	404.585381397024	649.402198293013	547314.7	842689.962015715	23037686.6647528	35077443.996062	411.387261870585	626.382928501106	570961.2	868307.10626804	23418591.9712722	34447174.5539899	418.189142344146	615.128117035534
559	not institution specific	wwtp	WWTP	WWTP		HSB	1/12/2022	1/13/2022	1/14/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	19.07	1419827	1462896	1441361.5	102494143.070015	105603198.080155	104048670.575085	1830.25255482169	1885.77139428849	1858.01197455509	957470.8	955021.232135824	73764449.8212065	78840403.1312382	1317.22231823583	1407.86434162925	1012781.5	1027030.05043666	75221228.5765516	90723380.5645953	1343.23622458128	1620.06036722492	1068092.2	1136950.77911856	76678007.3318967	103995846.191078	1369.25013092673	1857.06868198353
453	not institution specific	wwtp	WWTP	WWTP		HSB	12/26/2021	12/27/2021	12/28/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	8.32	400536	343303	371919.5	12614725.5916032	10812194.5087936	11713460.0501984	225.262956992914	193.074901942743	209.168929467829	555405.2	441701.351733349	18208062.0571399	11081755.3515952	325.14396530607	197.888488421342	523605.9	425416.846718186	17307191.0614486	11687575.270696	309.056983240153	208.706701262428	491806.6	475679.954325004	16406320.0657573	14192553.7407737	292.970001174237	253.438459656674
1061	not institution specific	wwtp	WWTP	WWTP		HSB	3/13/2022	3/14/2022	3/15/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	20.28	45910	18362	32136	3524424.150468	1409616.1239576	2467020.1372128	62.9361455440714	25.1717164992429	44.0539310216571	30724	60684.9744638443	2566980.08119356	5573345.27097176	45.8389300213136	99.5240226959244	30485.8	55525.7589732015	2678346.71090421	5197356.5436578	47.8276198375752	92.8099382796036	30247.6	59640.034975876	2789713.34061486	5741875.92602803	49.8163096538368	102.533498679072
1043	not institution specific	wwtp	WWTP	WWTP		HSB	3/12/2022	3/13/2022	3/14/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	22.11	8767	1480	5123.5	733757.7041817	123869.214348	428813.45926485	13.1028161461018	2.21195025621429	7.65738320115804	38583.2	75776.0643321037	3179347.1590746	6510933.08208759	56.7740564120464	116.266662180136	32648.7	56503.9963740398	2848940.85346687	5215395.455403	50.8739438119084	93.132061703625	26714.2	64224.011410535	2518534.54785914	6114682.72857223	44.9738312117704	109.190763010218
520	not institution specific	wwtp	WWTP	WWTP		HSB	1/8/2022	1/9/2022	1/10/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	25.66	851806	979663	915734.5	82739000.8288036	95158214.1578578	88948607.4933307	1477.48215765721	1699.25382424746	1588.36799095233	506318	1256242.73823711	42717167.9630225	99675481.1424515	762.806570768259	1779.91930611521	583814.3	1346932.93663643	49814386.967308	105072743.754044	889.542624416215	1876.29899560793	661310.6	1448767.94755476	56911605.9715936	112039214.202428	1016.27867806417	2000.70025361479
794	not institution specific	wwtp	WWTP	WWTP		HSB	2/13/2022	2/14/2022	2/15/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	8.4	234664	469403	352033.5	7461715.398816	14925815.605932	11193765.502374	133.244917836	266.5324215345	199.88866968525	520953.2	835409.953037806	25816724.4677938	33274223.0679167	461.01293692489	594.182554784227	532227.4	866378.686219979	24992585.0841939	32418203.2526172	446.296162217748	578.896486653878	543501.6	915920.069751069	24168445.7005939	33166490.8461646	431.579387510606	592.258765110081
920	not institution specific	wwtp	WWTP	WWTP		HSB	2/28/2022	3/1/2022	3/2/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	25.48	2412	2833	2622.5	232642.8192816	273249.2151844	252946.017233	4.1543360586	4.87945027115	4.516893164875	76344.6	191184.250518571	7092706.15961666	17708642.7155407	126.655467136012	316.225762777513	58301.8	116356.773686631	5504424.58132784	10746076.8013203	98.29329609514	191.894228595005	40259	70692.5573808625	3916143.00303902	6946961.85617347	69.9311250542682	124.052890288812
1567	not institution specific	wwtp	WWTP	WWTP		HSB	5/16/2022	5/17/2022	5/18/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	8.61	649672	541198	595435	21174356.7643272	17638930.9253598	19406643.8448435	378.1135136487	314.980909381425	346.547211515062	277763.6	544995.629629332	10144881.2508392	14657464.4169048	181.158593764986	261.740436016157	283882.2	505909.742409257	10891501.4110162	12573792.1622606	194.491096625289	224.53200289751	290000.8	472587.960517369	11638121.5711931	10890635.6228027	207.823599485591	194.475636121477
488	not institution specific	wwtp	WWTP	WWTP		HSB	1/2/2022	1/3/2022	1/4/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	27.06	37443	74889	56166	3835406.1054078	7671119.5103994	5753262.8079036	68.489394739425	136.984276971418	102.736835855421	1266202.8	3985236.05926536	38802095.5572105	120178008.923314	692.894563521616	2146.03587363061	1274805.1	4040791.06347915	41744894.133678	119073860.976197	745.444538101392	2126.31894600351	1283407.4	4109685.6666119	44687692.7101454	119889823.958733	797.994512681168	2140.88971354881
959	not institution specific	wwtp	WWTP	WWTP		HSB	3/2/2022	3/3/2022	3/4/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	20.42	85206	695	42950.5	6586259.5398732	53722.160179	3319990.8500261	117.611777497736	0.959324288910714	59.2855508933232	60192.4	169415.798258745	5297592.00474892	15470548.0611608	94.5998572276593	276.259786806443	41997.3	94335.6425180516	3834190.39827384	8686430.65867255	68.4676856834614	155.114833190581	23802.2	60242.2123968375	2370788.79179876	6174425.68994304	42.3355141392636	110.257601606126
284	not institution specific	wwtp	WWTP	WWTP		HSB	11/30/2021	12/1/2021	12/2/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	7.36	735815	932158	833986.5	20500260.339344	25970497.5807808	23235378.9600624	366.076077488286	463.758885371086	414.917481429686	295546.8	478242.470749763	8626586.6720138	13149820.4506993	154.046190571675	234.818222333916	363928	484877.908195498	10514469.9908847	13178587.5157574	187.758392694369	235.331919924239	432309.2	549360.8945953	12402353.3097555	14725871.4793287	221.470594817063	262.961990702298
1229	not institution specific	wwtp	WWTP	WWTP		HSB	4/3/2022	4/4/2022	4/5/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	7.22	137062	197066	167064	3745994.9483324	5385943.8829732	4565969.4156528	66.8927669345072	96.1775693388072	81.5351681366571	155786.4	177695.270951624	4569901.6238526	5825623.47224524	81.605386140225	104.028990575808	166892.1	191668.813365388	4875257.20277628	6270969.72514562	87.0581643352907	111.981602234743	177997.8	215673.881168972	5180612.78169996	6972401.94040396	92.5109425303564	124.507177507214
1287	not institution specific	wwtp	WWTP	WWTP		HSB	4/10/2022	4/11/2022	4/12/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	18.22	8776	8776	8776	605282.2136752	605282.2136752	605282.2136752	10.8086109584857	10.8086109584857	10.8086109584857	57352.8	97637.0422928713	2034897.9457022	2781392.7869838	36.3374633161107	49.6677283389965	70288.6	121412.624035027	2445722.80731638	3451061.76977227	43.6736215592211	61.6261030316478	83224.4	145493.974452819	2856547.66893056	4133712.67093794	51.0097798023314	73.8162976953203
679	not institution specific	wwtp	WWTP	WWTP		HSB	1/31/2022	2/1/2022	2/2/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	7.86	1537518	1495921	1516719.5	45746269.0573068	44508620.0971146	45127444.5772107	816.897661737622	794.796787448475	805.847224593048	1081264	1117566.17320661	37993822.0193247	46146212.6005848	678.461107487941	824.039510724729	1140683.2	1058013.95287092	40124536.0888181	44255137.2386258	716.509573014608	790.270307832603	1200102.4	1073976.94462774	42255250.1583114	44566708.5037351	754.558038541275	795.834080423841
1385	not institution specific	wwtp	WWTP	WWTP		HSB	4/23/2022	4/24/2022	4/25/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	7	88998	72812	80905	2358257.43426	1929362.91044	2143810.17235	42.1117398975	34.452909115	38.28232450625	53179.4	114911.896773093	1463157.25825958	2822864.83186148	26.1278081832068	50.4083005689549	60110.4	138081.824177781	1656575.09509509	3383689.73117333	29.581698126698	60.4230309138095	67041.4	164294.54430064	1849992.9319306	4041472.83288051	33.0355880701893	72.1691577300091
829	not institution specific	wwtp	WWTP	WWTP		HSB	2/19/2022	2/20/2022	2/21/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	25.81	90	139949	70019.5	8793.128889	13673217.7209629	6841005.42492595	0.157020158732143	244.164602160052	122.160811159392	380031	757138.227227537	17660863.121509	46987581.2308785	315.372555741231	839.063950551403	408073.6	676442.71970747	19227232.3278408	42153587.5079355	343.343434425728	752.742634070276	436116.2	608798.489382257	20793601.5341726	37955890.3550383	371.314313110225	677.78375633997
1434	not institution specific	wwtp	WWTP	WWTP		HSB	4/27/2022	4/28/2022	4/29/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	7.26	278922	287382	283152	7665355.7694252	7897854.1374612	7781604.9534432	136.88135302545	141.033109597521	138.957231311486	219549	328547.271520715	6055958.51549504	8943580.33568483	108.142116348126	159.706791708658	225672.8	359816.375483167	6232140.39260854	9694342.69761506	111.288221296581	173.113262457412	231796.6	394739.275800023	6408322.26972204	10563006.6341233	114.434326245036	188.625118466487
849	not institution specific	wwtp	WWTP	WWTP		HSB	2/21/2022	2/22/2022	2/23/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	24.77	165967	82979	124473	15561830.3142119	7780493.2163803	11671161.7652961	277.889827039498	138.937378863934	208.413602951716	301959	829247.163435273	17344053.8685611	48297791.8174611	309.715247652876	862.460568168949	302940.8	771381.129108874	17840709.4155626	43912857.4734388	318.584096706476	784.15816916855	303922.6	719938.597141881	18337364.9625642	40597604.5140295	327.452945760075	724.957223464813
1403	not institution specific	wwtp	WWTP	WWTP		HSB	4/24/2022	4/25/2022	4/26/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	7.12	458691	558955	508823	12362694.5079672	15065021.787436	13713858.1477016	220.762401927986	269.018246204214	244.8903240661	115707.2	358804.557502922	3191537.5798763	9576532.76031082	56.9917424977911	171.009513576979	125356.8	398764.451208361	3469016.02545615	10638587.7065691	61.9467147402884	189.974780474448	135006.4	439278.189665663	3746494.471036	11719356.3309558	66.9016869827857	209.27422019564
1115	not institution specific	wwtp	WWTP	WWTP		HSB	3/21/2022	3/22/2022	3/23/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	8.03	69520	104291	86905.5	2113188.476696	3170117.0803093	2641652.77850265	37.7355085124286	56.6092335769518	47.1723710446902	56533.2	65890.2510061172	2509969.80789708	717087.490265689	44.8208894267336	12.8051337547444	68114.8	62938.6922176017	3168766.21511129	1142987.33802763	56.5851109841302	20.4104881790647	79696.4	65159.9201167116	3827562.6223255	2349703.97546714	68.3493325415268	41.9589995619131
1610	not institution specific	wwtp	WWTP	WWTP		HSB	5/21/2022	5/22/2022	5/23/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	7.18	133191	78333	105762	3620030.6609658	2129031.7045854	2874531.1827756	64.6434046601036	38.0184232961679	51.3309139781357	645108.4	1115223.76467216	18898325.8395292	30980314.6326961	337.470104277306	553.219904155288	653716.5	1197989.45066293	19102465.8009793	33160658.9064635	341.115460731774	592.154623329706	662324.6	1284070.83273383	19306605.7624295	35473893.3455407	344.760817186241	633.46238117037
252	not institution specific	wwtp	WWTP	WWTP		HSB	11/23/2021	11/24/2021	11/25/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	7.70	266582	222145	244363.5	7770240.698374	6475006.264265	7122623.4813195	138.75429818525	115.625111861875	127.189705023563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
300	not institution specific	wwtp	WWTP	WWTP		HSB	12/2/2021	12/3/2021	12/4/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	8.06	613293	408805	511049	18711817.5683478	12472805.952503	15592311.7604254	334.139599434782	222.728677723268	278.434138579025	378859.8	525941.120479448	10831897.3558606	15420360.2893507	193.426738497511	275.363576595549	421873.1	471149.480446745	11903712.7505311	13579226.9347686	212.566299116627	242.486195263724	464886.4	517986.93844443	12975528.1452016	14451198.6897674	231.705859735742	258.057119460132
738	not institution specific	wwtp	WWTP	WWTP		HSB	2/7/2022	2/8/2022	2/9/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	20.94	488510	399666	444088	38722470.782754	31680119.1538764	35201294.9683152	691.472692549179	565.716413462079	628.594553005629	841146	1651101.92074756	41301917.1957133	35455088.9303004	737.534235637738	633.126588041079	848199.3	1693241.5424222	40811951.9709895	37609705.8912404	728.784856624813	671.601890915006	855252.6	1740449.99262917	40321986.7462657	41568282.4536341	720.035477611888	742.290758100609
681	not institution specific	wwtp	WWTP	WWTP		HSB	2/1/2022	2/2/2022	2/3/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	7.96	2382969	2461231	2422100	71803296.8710284	74161476.7800916	72982386.82556	1282.20172983979	1324.31208535878	1303.25690759929	1394617.8	1486534.1384455	46515039.7901504	52203696.3113155	830.6257105384	932.208862702062	1403507.1	1489254.26667785	46794050.1760156	51818264.4090667	835.608038857421	925.326150161906	1412396.4	1508992.904082	47073060.5618808	51953045.4933323	840.590367176443	927.732955238077
718	not institution specific	wwtp	WWTP	WWTP		HSB	2/5/2022	2/6/2022	2/7/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	28.75	240178	360297	300237.5	26138700.835675	39211316.1696375	32675008.5026563	466.762514922768	700.202074457813	583.48229469029	1110715.4	1580711.38074586	36124808.1062304	42122286.8714642	645.085859039828	752.18369413329	1116652.3	1600213.13676084	37901789.2727684	41693417.3131625	676.81766558515	744.525309163616	1122589.2	1627565.55815295	39678770.4393064	42441346.958147	708.549472130472	757.881195681197
