Sample ID	type	category	Location	Sample Composite Start	Assay Target 1 Result (CN/L)	Assay Target 2 Result (CN/L)	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev
E02-0005	not institution specific	wwtp	AthensWWTP-01	11/08/2021 08:00 AM	14029.1816	21046.72484		24-hr time-weighted composite	Athens	24740		-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
K01-0070	not institution specific	wwtp	ParkersburgWWTP-01	03/31/2022 06:25 AM	8025.23005753756	5349.98296760021	5.387	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0361	not institution specific	upstream	NorthHighSt-02 (MUB)	02/19/2022 09:00 AM	28843.56905	24721.84338		48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
O01-0046	not institution specific	wwtp	GraftonWWTP-01	02/10/2022 01:57 AM	27355.76402	19147.16005	1.78	24-hr flow-weighted composite	Grafton	26354		-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0010	not institution specific	wwtp	MoundsvilleWWTP-01	10/07/2021 08:00 AM	19990.86283	19990.86283		24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A1083	not institution specific	wwtp	StarCityWWTP-01	07/01/2021 12:00 AM	4275	8573.75	8.588	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A1051	not institution specific	wwtp	StarCityWWTP-01	05/18/2021 12:00 AM	0	7196.25	7.38	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A1053	not institution specific	wwtp	StarCityWWTP-01	05/20/2021 12:00 AM	4346.25	4346.25	6.831	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
E01-0025	not institution specific	wwtp	PrincetonWWTP-01	01/11/2022 07:30 AM	58243.15019	0	5.229	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0141	not institution specific	upstream	NorthHighSt-02 (MUB)	10/02/2021 09:56 AM	1602.238966	4807.045422		48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
C01-0083	not institution specific	wwtp	WheelingWWTP-01	02/21/2022 07:00 AM	38273.0902	60159.1292	16.27	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0264	higher ed dorm	upstream	HonorsSummit-01 (MUB)	12/13/2021 09:00 AM	0	0		48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0120	higher ed dorm	upstream	OaklandE-02	09/20/2021 09:33 AM	42351.95488	24696.58732		48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
C01-0017	not institution specific	wwtp	WheelingWWTP-01	10/10/2021 07:00 AM	34694.91988	23124.59648		24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
K01-0013	not institution specific	wwtp	ParkersburgWWTP-01	01/05/2022 06:29 AM	49320.397	45795.58678	6.316	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0051	not institution specific	wwtp	MoundsvilleWWTP-01	12/23/2021 08:00 AM	19318.62798	27600.76795	1.5	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
C01-0105	not institution specific	wwtp	WheelingWWTP-01	01/12/2022 07:00 AM	422059.0281	189814.3512	9.48	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A04-0034	not institution specific	wwtp	CheatLakeWWTP-01	03/14/2022 08:00 AM	69093.4762358665	72386.4859342576	0.834	24-hr time-weighted composite	Cheat Lake	26508		-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0029	not institution specific	wwtp	StarCityWWTP-01	09/07/2021 12:00 AM	109785.9484	123171.2317	9.116	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
C01-0135	not institution specific	wwtp	WheelingWWTP-01	03/22/2022 07:00 AM	6560.50178222358	6560.50178222358	7.212	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A04-0014	not institution specific	wwtp	CheatLakeWWTP-01	02/11/2022 09:00 AM	219077.3267	201271.5706	0.698	24-hr time-weighted composite	Cheat Lake	26508		-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
J01-0020	not institution specific	wwtp	AlpineLakeWWTP-01	04/01/2022 07:30 AM	0	0	0.188	24-hr time-weighted composite	Alpine Lake	26764		-79.50179	39.45709	1500	Preston	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A03-0102	k12	upstream	MorgantownHS-01	10/20/2021 06:00 AM	0	0		8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0414	not institution specific	upstream	Evansdale-01	03/19/2022 09:00 AM	0	0		48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
E02-0088	not institution specific	wwtp	AthensWWTP-01	01/31/2022 08:00 AM	480817.0938	342016.2874	0.243	24-hr time-weighted composite	Athens	24740		-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A1037	not institution specific	wwtp	StarCityWWTP-01	04/26/2021 12:00 PM	4212	0	10.049	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
B01-0116	not institution specific	wwtp	CharlestonWWTP-01	03/14/2022 07:00 AM	3303.91131341457	3303.91131341457	5.9	24-hr flow-weighted composite	Charleston	25312		-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0149	not institution specific	wwtp	StarCityWWTP-01	01/10/2022 12:00 AM	101390.8719	18658.84457	12.5	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0015	not institution specific	wwtp	StarCityWWTP-01	08/25/2021 12:00 AM	438414.6786	180041.0271	8.915	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0365	higher ed dorm	upstream	HonorsSummit-01 (MUB)	02/21/2022 09:00 AM	36008.87954	23145.01628		48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
M03-0026	not institution specific	wwtp	ManningtonWWTP-01	03/24/2022 11:00 AM	5266.62033051254	0	0.267	24-hr time-weighted composite	Mannington	26582		-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
K01-0033	not institution specific	wwtp	ParkersburgWWTP-01	02/09/2022 06:24 AM	112521.4335	105173.8724	8.149	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
C01-0084	not institution specific	wwtp	WheelingWWTP-01	02/22/2022 07:00 AM	5679.870425	0	16.09	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
C01-0075	not institution specific	wwtp	WheelingWWTP-01	01/05/2022 07:00 AM	50299.15564	12569.13001	15.315	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0331	higher ed dorm	upstream	HonorsSummit-01 (MUB)	02/05/2022 09:00 AM	102961.936	128113.0193		48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
O01-0019	not institution specific	wwtp	GraftonWWTP-01	03/18/2022 10:00 AM	0	0	1.65	24-hr flow-weighted composite	Grafton	26354		-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
C01-0052	not institution specific	wwtp	WheelingWWTP-01	12/05/2021 07:00 AM	14598.82429	5838.920083	5.703	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
B01-0051	not institution specific	wwtp	CharlestonWWTP-01	11/01/2021 07:00 AM	10364.12627	8636.473604		24-hr flow-weighted composite	Charleston	25312		-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0287	not institution specific	upstream	Evansdale-01	01/31/2022 09:00 AM	229365.1557	76315.67091		48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
P01-0024	not institution specific	wwtp	StMarysWWTP-01	01/18/2022 10:00 AM	931229.3243	865200.5482	0.212	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
G01-0098	not institution specific	wwtp	KeyserWWTP-01	02/04/2022 09:00 AM	23109.16241	29714.12055	2.475	24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A04-0047	not institution specific	wwtp	CheatLakeWWTP-01	03/31/2022 08:00 AM	32902.7431458235	40499.3554204701	0.58	24-hr time-weighted composite	Cheat Lake	26508		-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
F01-0015	not institution specific	wwtp	WestonWWTP-01	10/14/2021 10:00 AM	87170.63606	89739.08544		24-hr time-weighted composite	Weston	26452		-80.45991	39.06224	10364	Lewis	2.5	Complete	paused	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
D01-0015	not institution specific	wwtp	CharlesTownWWTP-01	02/14/2022 07:40 AM	101013.2352	27841.4125	1.31	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
M04-0022	not institution specific	wwtp	FarmingtonWWTP-01	03/14/2022 02:30 PM	7570.76659239828	0	0.109	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
L01-0060	not institution specific	wwtp	WestUnionWWTP-01	03/26/2022 09:00 AM	0	0	0.365	24-hr time-weighted composite	West Union	26456		-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A03-0058	k12	upstream	MorgantownHS-01	10/27/2021 06:00 AM	0	1684.465921		8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0242	higher ed dorm	upstream	CollegePark-02	12/01/2021 09:00 AM	2507.20928	7522.077737		48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A04-0016	not institution specific	wwtp	CheatLakeWWTP-01	02/15/2022 08:00 AM	715202.6832	608372.2579	0.596	24-hr time-weighted composite	Cheat Lake	26508		-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A0042	not institution specific	wwtp	StarCityWWTP-01	12/16/2020 12:00 PM	84394.8	84394.8	8.322	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A03-0162	k12	upstream	MountainviewES-01	01/26/2022 06:00 AM	69611.25411	23190.90754		8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0145	not institution specific	wwtp	MoundsvilleWWTP-01	03/02/2022 08:00 AM	14593.74083	14593.74083	2.1	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0033	not institution specific	wwtp	StarCityWWTP-01	09/11/2021 12:00 AM	119265.9634	115800.9648	8.33	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0140	not institution specific	wwtp	StarCityWWTP-01	12/31/2021 12:00 AM	3649.419942	0	16	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A0046	not institution specific	wwtp	StarCityWWTP-01	12/22/2020 12:00 PM	67140	22410	11.613	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0212	higher ed dorm	upstream	HonorsSummit-01 (MUB)	11/06/2021 09:00 AM	6587.5	3187.5		48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
B01-0085	not institution specific	wwtp	CharlestonWWTP-01	02/07/2022 07:00 AM	166290.5601	182162.2074	12.867	24-hr flow-weighted composite	Charleston	25312		-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A03-0021	k12	upstream	MorgantownHS-01	09/24/2021 06:00 AM	16528.92686	35432.51857		8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A1008	not institution specific	wwtp	StarCityWWTP-01	03/17/2021 12:01 PM	0	0	8.151	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0037	not institution specific	wwtp	StarCityWWTP-01	09/14/2021 12:00 AM	245537.4742	253239.4075	7.905	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0034	not institution specific	wwtp	MoundsvilleWWTP-01	11/07/2021 08:00 AM	30812.5	43137.5		24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A03-0262	k12	upstream	NorthES-01	03/07/2022 06:00 AM	0	0		8-hr time-weighted composite	North Elementary	26505		-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
C01-0079	not institution specific	wwtp	WheelingWWTP-01	02/15/2022 07:00 AM	14617.15361	23389.89493	8.959	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
C01-0120	not institution specific	wwtp	WheelingWWTP-01	02/02/2022 07:00 AM	198524.7713	285846.6482	7.809	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0051	not institution specific	wwtp	StarCityWWTP-01	09/29/2021 12:00 AM	342206.5973	374986.8608	7.542	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0358	not institution specific	upstream	NorthHighSt-02 (MUB)	02/16/2022 09:00 AM	16476.13803	11768.00888		48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A1023	not institution specific	wwtp	StarCityWWTP-01	04/06/2021 12:00 PM	32580	26040	9.043	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
B01-0017	not institution specific	wwtp	CharlestonWWTP-01	10/13/2021 07:00 AM	14641.28822	17570.57637	6.593	24-hr flow-weighted composite	Charleston	25312		-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A0028	not institution specific	wwtp	StarCityWWTP-01	11/26/2020 12:00 AM	9676.8	9676.8	7.039	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0217	higher ed dorm	upstream	HonorsSummit-01 (MUB)	11/10/2021 09:58 AM	4636.06853	17003.12242		48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
L01-0020	not institution specific	wwtp	WestUnionWWTP-01	01/19/2022 09:00 AM	998258.1103	933511.3335	0.515	24-hr time-weighted composite	West Union	26456		-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
E02-0087	not institution specific	wwtp	AthensWWTP-01	01/27/2022 08:00 AM	677550.8237	634106.0829	0.317	24-hr time-weighted composite	Athens	24740		-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
M04-0021	not institution specific	wwtp	FarmingtonWWTP-01	03/16/2022 10:00 AM	0	3423.74414205551	0.106	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
K01-0024	not institution specific	wwtp	ParkersburgWWTP-01	01/11/2022 06:33 AM	222663.0449	256164.7654	6.937	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A04-0030	not institution specific	wwtp	CheatLakeWWTP-01	03/08/2022 08:00 AM	128094.69	128094.69	0.641	24-hr time-weighted composite	Cheat Lake	26508		-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0318	higher ed dorm	upstream	CollegePark-02	01/29/2022 09:00 AM	671699.2342	635786.3331		48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0023	not institution specific	wwtp	MoundsvilleWWTP-01	10/25/2021 08:00 AM	11809.56237	13497.09742		24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
G01-0003	not institution specific	wwtp	KeyserWWTP-01	10/06/2021 09:00 AM	518261.5876	554628.818		24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
G01-0077	not institution specific	wwtp	KeyserWWTP-01	01/09/2022 09:00 AM	33554.33866	4791.832594	1.369	24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
O01-0025	not institution specific	wwtp	GraftonWWTP-01	03/21/2022 06:25 AM	66363.8256490232	51271.9092518091	1.7	24-hr flow-weighted composite	Grafton	26354		-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
G01-0017	not institution specific	wwtp	KeyserWWTP-01	12/18/2021 09:00 AM	95299.17508	67481.19235	0.559	24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
C01-0018	not institution specific	wwtp	WheelingWWTP-01	10/11/2021 07:00 AM	23557.63391	17130.62204		24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
E02-0056	not institution specific	wwtp	AthensWWTP-01	03/23/2022 08:00 AM	165063.174962998	122312.069088221	0.128	24-hr time-weighted composite	Athens	24740		-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0055	not institution specific	wwtp	MoundsvilleWWTP-01	12/27/2021 08:00 AM	2809.570371	8429.275677	3.4	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
C01-0063	not institution specific	wwtp	WheelingWWTP-01	12/20/2021 07:00 AM	39185.13536	22853.54141	6.831	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0083	higher ed dorm	upstream	HonorsSummit-01 (MUB)	09/04/2021 09:00 AM	58696.58023	47325.19388		48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0179	not institution specific	wwtp	MoundsvilleWWTP-01	04/05/2022 08:00 AM	52822.3677724601	44477.5658100844	3.3	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
C01-0132	not institution specific	wwtp	WheelingWWTP-01	03/27/2022 07:00 AM	14848.1122031808	11878.0686892569	8.146	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
G01-0038	not institution specific	wwtp	KeyserWWTP-01	01/03/2022 09:00 AM	0	14326.36036	1.573	24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A1016	not institution specific	wwtp	StarCityWWTP-01	03/28/2021 12:00 PM	10800	16170	10.979	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0431	not institution specific	upstream	NorthHighSt-02 (MUB)	04/06/2022 09:00 AM	120059.498995543	100434.451550245		48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0395	higher ed dorm	upstream	HonorsSummit-01 (MUB)	03/12/2022 09:00 AM	0	0		48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
