Sample ID	type	category	Location	Sample Composite Start	Assay Target 1 Result (CN/L)	Assay Target 2 Result (CN/L)	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev
A02-0154 c	not institution specific	upstream	NorthHighSt-02 (MUB)	08/10/2021 09:00 AM	25452	8496	12.341	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
E01-0051	not institution specific	wwtp	PrincetonWWTP-01	01/13/2022 12:00 PM	1168929.684	527546.3676	3.716	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0038	not institution specific	wwtp	StarCityWWTP-01	09/15/2021 12:00 AM	88755.2017	73296.86612	7.723	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A04-0018	not institution specific	wwtp	CheatLakeWWTP-01	02/17/2022 08:00 AM	108462.6862	110725.3043	0.9	24-hr time-weighted composite	Cheat Lake	26508		-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
P01-0006	not institution specific	wwtp	StMarysWWTP-01	02/23/2022 09:15 AM	57535.54747	57535.54747	0.396	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0159	not institution specific	wwtp	StarCityWWTP-01	01/23/2022 12:00 AM	684987.942	636774.112	9.9	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
K01-0054	not institution specific	wwtp	ParkersburgWWTP-01	03/15/2022 06:23 AM	96238.3107841014	83808.0404698847	8.693	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
N03-0020	not institution specific	wwtp	SalemWWTP-01	03/22/2022 07:30 AM	3124.59577806294	3124.59577806294	0.494	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
E02-0016	not institution specific	wwtp	AthensWWTP-01	11/29/2021 08:00 AM	256317.7532	114163.5217	0.079	24-hr time-weighted composite	Athens	24740		-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0213	not institution specific	wwtp	StarCityWWTP-01	03/28/2022 12:00 AM	45139.2220705747	51161.461919546	8.5	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0297	not institution specific	upstream	Evansdale-01	01/19/2022 09:00 AM	338276.698	389993.7898		48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
E01-0005	not institution specific	wwtp	PrincetonWWTP-01	11/03/2021 08:00 AM	36041.60815	43771.5739		24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
M03-0048	not institution specific	wwtp	ManningtonWWTP-01	04/01/2022 11:30 AM	5410.76201945544	10822.2237043083	0.189	24-hr time-weighted composite	Mannington	26582		-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
L01-0066	not institution specific	wwtp	WestUnionWWTP-01	03/15/2022 09:00 AM	10412.4299995601	17355.486843735	0.4	24-hr time-weighted composite	West Union	26456		-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
S01-0050	not institution specific	wwtp	FollansbeeWWTP-01	03/21/2022 06:00 AM	12188.0809776485	0	0.622	24-hr time-weighted composite	Follansbee	26037		-80.59829	40.3258	6468	Brooke	1.6	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0134	not institution specific	wwtp	StarCityWWTP-01	12/25/2021 12:00 AM	19639.08322	27497.29391	10.3	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
C01-0068	not institution specific	wwtp	WheelingWWTP-01	12/27/2021 07:00 AM	25227.42648	50470.04811	15.17	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
D01-0020	not institution specific	wwtp	CharlesTownWWTP-01	01/31/2022 07:30 AM	309503.6709	215766.5992	1.27	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
P01-0027	not institution specific	wwtp	StMarysWWTP-01	03/02/2022 09:39 AM	216967.3991	118747.1093	0.236	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0063	not institution specific	wwtp	MoundsvilleWWTP-01	01/04/2022 08:00 AM	0	2910.437915	2.1	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
M03-0003	not institution specific	wwtp	ManningtonWWTP-01	02/15/2022 11:04 AM	366262.6684	159259.5917	0.214	24-hr time-weighted composite	Mannington	26582		-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
M04-0014	not institution specific	wwtp	FarmingtonWWTP-01	02/23/2022 01:15 PM	0	0	0.122	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
D01-0001	not institution specific	wwtp	CharlesTownWWTP-01	01/23/2022 08:00 AM	1319094.093	612127.4078		24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
P01-0023	not institution specific	wwtp	StMarysWWTP-01	01/19/2022 10:00 AM	262282.6311	331730.4969	0.373	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A1021	not institution specific	wwtp	StarCityWWTP-01	04/04/2021 12:00 PM	42240	12060	9.589	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A04-0001	not institution specific	wwtp	CheatLakeWWTP-01	01/25/2022 09:00 AM	1898034.997	890459.8153	0.667	24-hr time-weighted composite	Cheat Lake	26508		-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0174	not institution specific	wwtp	MoundsvilleWWTP-01	03/31/2022 08:00 AM	19992.6637485623	31421.3274791837	2.1	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0329	not institution specific	upstream	NorthHighSt-02 (MUB)	02/02/2022 09:00 AM	507531.4611	534992.9988		48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
E02-0072	not institution specific	wwtp	AthensWWTP-01	02/22/2022 08:00 AM	222013.7385	344352.1804	0.175	24-hr time-weighted composite	Athens	24740		-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
F01-0016	not institution specific	wwtp	WestonWWTP-01	09/29/2021 10:00 AM	26781.86223	74670.25936		24-hr time-weighted composite	Weston	26452		-80.45991	39.06224	10364	Lewis	2.5	Complete	paused	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0167	not institution specific	wwtp	StarCityWWTP-01	02/01/2022 12:00 AM	819893.0454	817008.1902	9	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0245	not institution specific	upstream	Evansdale-01	12/01/2021 09:00 AM	4334.20524	6501.476141		48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0253	higher ed dorm	upstream	HonorsSummit-01 (MUB)	11/29/2021 09:00 AM	0	7755.453307		48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
G01-0013	not institution specific	wwtp	KeyserWWTP-01	12/14/2021 09:00 AM	112765.9066	101750.9946	0.558	24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A0245	not institution specific	wwtp	StarCityWWTP-01	11/15/2020 12:00 AM	24528	14712	6.499	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A1078	not institution specific	wwtp	StarCityWWTP-01	06/24/2021 12:00 AM	0	0	7.935	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
P01-0013	not institution specific	wwtp	StMarysWWTP-01	02/07/2022 10:00 AM	76691.26064	70550.79751	0.055	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
B01-0052	not institution specific	wwtp	CharlestonWWTP-01	11/07/2021 07:00 AM	4462.5	2125		24-hr flow-weighted composite	Charleston	25312		-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0229	higher ed dorm	upstream	CollegePark-02	11/17/2021 10:15 AM	0	0		48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
K01-0037	not institution specific	wwtp	ParkersburgWWTP-01	02/21/2022 06:25 AM	78155.8992	32322.69824	7.462	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
E02-0014	not institution specific	wwtp	AthensWWTP-01	11/22/2021 08:00 AM	111690.3032	20285.20245	0.116	24-hr time-weighted composite	Athens	24740		-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A04-0036	not institution specific	wwtp	CheatLakeWWTP-01	03/16/2022 08:00 AM	143472.167551518	149460.844695568	0.699	24-hr time-weighted composite	Cheat Lake	26508		-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0130	not institution specific	wwtp	StarCityWWTP-01	12/19/2021 12:00 AM	115630.1308	49516.71101	7.2	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
K01-0018	not institution specific	wwtp	ParkersburgWWTP-01	01/18/2022 06:22 AM	1644788.518	1647617.383	6.226	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0193	not institution specific	wwtp	StarCityWWTP-01	03/06/2022 12:00 AM	56091.76934	72933.94491	8.3	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
E01-0065	not institution specific	wwtp	PrincetonWWTP-01	02/16/2022 09:15 AM	379737.1835	481004.8038	2.122	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A0248	not institution specific	wwtp	StarCityWWTP-01	11/10/2020 12:00 AM	85080	109416	9.203	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0224	not institution specific	upstream	NorthHighSt-02 (MUB)	11/15/2021 10:37 AM	2565.023387	6413.051412		48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
B01-0029	not institution specific	wwtp	CharlestonWWTP-01	12/08/2021 07:00 AM	4428.780307	0	7.32	24-hr flow-weighted composite	Charleston	25312		-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0204	not institution specific	wwtp	StarCityWWTP-01	03/18/2022 12:00 AM	58135.815784335	49825.7613927126	8.8	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
P01-0041	not institution specific	wwtp	StMarysWWTP-01	03/03/2022 10:23 AM	55994.34704	68730.77564	0.245	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
N02-0021	not institution specific	wwtp	ClarksburgWWTP-01	02/28/2022 07:00 AM	7640.463458	2546.666586	8.36	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
E02-0095	not institution specific	wwtp	AthensWWTP-01	01/25/2022 08:00 AM	1387779.686	1028135.211	0.144	24-hr time-weighted composite	Athens	24740		-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0038	higher ed dorm	upstream	OaklandE-02	08/25/2021 09:25 AM	2772.34517	11090.98673		48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A03-0266	k12	upstream	NorthES-01	03/09/2022 06:00 AM	0	3172.609918		8-hr time-weighted composite	North Elementary	26505		-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
J01-0010	not institution specific	wwtp	AlpineLakeWWTP-01	03/18/2022 09:00 AM	0	0	0.122	24-hr time-weighted composite	Alpine Lake	26764		-79.50179	39.45709	1500	Preston	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A0244	not institution specific	wwtp	StarCityWWTP-01	11/16/2020 12:00 AM	66502.8	71240.4	6.501	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
D01-0051	not institution specific	wwtp	CharlesTownWWTP-01	03/02/2022 07:45 AM	51730.64344	7954.406189	1.29	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
G01-0085	not institution specific	wwtp	KeyserWWTP-01	02/11/2022 09:00 AM	170548.9594	161185.8183	1.107	24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
K01-0006	not institution specific	wwtp	ParkersburgWWTP-01	12/20/2021 06:35 AM	28460.23735	0	4.916	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A03-0242	k12	upstream	NorthES-01	02/16/2022 06:00 AM	0	0		8-hr time-weighted composite	North Elementary	26505		-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0164	higher ed dorm	upstream	OaklandE-02	10/09/2021 09:00 AM	2545.658993	7637.70543		48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0147	not institution specific	wwtp	MoundsvilleWWTP-01	03/04/2022 08:00 AM	10621.32949	7965.744697	1.6	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
R01-0042	not institution specific	wwtp	HuttonsvilleWWTP-01	03/28/2022 09:00 AM	6759.41697321831	6759.41697321831	0.169	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0215	not institution specific	wwtp	StarCityWWTP-01	03/30/2022 12:00 AM	131279.558390379	118453.678786755	9.3	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A0213	not institution specific	wwtp	StarCityWWTP-01	01/05/2021 12:00 AM	59112	36936	11.421	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
N03-0018	not institution specific	wwtp	SalemWWTP-01	04/01/2022 07:30 AM	0	3011.0108340159	0.56103	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
M04-0006	not institution specific	wwtp	FarmingtonWWTP-01	03/21/2022 10:00 AM	390774.493217469	348515.603542328	0.105	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A0022	not institution specific	wwtp	StarCityWWTP-01	11/19/2020 12:00 AM	49795.2	49795.2	9.875	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A0045	not institution specific	wwtp	StarCityWWTP-01	12/21/2020 12:00 PM	21336	10668	12.058	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0153 c	not institution specific	upstream	Evansdale-01	08/09/2021 09:00 AM	34176	29904	11.47	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A0215	not institution specific	wwtp	StarCityWWTP-01	01/07/2021 12:00 AM	57840	57840	9.271	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
C01-0076	not institution specific	wwtp	WheelingWWTP-01	02/10/2022 07:00 AM	35296.59469	26469.6585	12.769	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
E01-0052	not institution specific	wwtp	PrincetonWWTP-01	01/18/2022 07:30 AM	1678481.176	1286958.153	2.642	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A03-0190	k12	upstream	MountainviewES-01	03/04/2022 06:00 AM	66605.91625	66605.91625		8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
B01-0074	not institution specific	wwtp	CharlestonWWTP-01	11/10/2021 07:00 AM	21098.16015	25056.04804		24-hr flow-weighted composite	Charleston	25312		-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
B01-0023	not institution specific	wwtp	CharlestonWWTP-01	10/14/2021 07:00 AM	139252.6174	137136.9314		24-hr flow-weighted composite	Charleston	25312		-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A04-0017	not institution specific	wwtp	CheatLakeWWTP-01	02/16/2022 08:00 AM	483207.0404	555447.945	0.587	24-hr time-weighted composite	Cheat Lake	26508		-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
C01-0045	not institution specific	wwtp	WheelingWWTP-01	11/24/2021 07:00 AM	64787.46571	91493.79373	5.831	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
M03-0036	not institution specific	wwtp	ManningtonWWTP-01	03/31/2022 11:00 AM	5339.75872211158	5339.75872211158	0.201	24-hr time-weighted composite	Mannington	26582		-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A1088	not institution specific	wwtp	StarCityWWTP-01	07/08/2021 12:00 AM	9310	4655	8.773	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A03-0089	k12	upstream	SuncrestES-01	11/10/2021 06:00 AM	2802.244322	2802.244322		8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0425	higher ed dorm	upstream	OaklandE-02	03/28/2022 09:00 AM	0	0		48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
O01-0040	not institution specific	wwtp	GraftonWWTP-01	03/10/2022 06:25 AM	6678.63375507294	10018.3495692909	1.81	24-hr flow-weighted composite	Grafton	26354		-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A03-0197	k12	upstream	NorthES-01	01/26/2022 06:00 AM	27420.1927	24677.36632		8-hr time-weighted composite	North Elementary	26505		-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0302	not institution specific	upstream	NorthHighSt-02 (MUB)	01/22/2022 09:00 AM	1611603.169	1764941.897		48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0068	not institution specific	upstream	NorthHighSt-02 (MUB)	08/30/2021 10:00 AM	0	1277.302331		48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0102	not institution specific	wwtp	MoundsvilleWWTP-01	01/18/2022 08:00 AM	1120155.34	1200659.695	1.8	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
L01-0019	not institution specific	wwtp	WestUnionWWTP-01	01/20/2022 09:00 AM	994500.7181	1042451.652	0.514	24-hr time-weighted composite	West Union	26456		-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0040	higher ed dorm	upstream	HonorsSummit-01 (MUB)	08/25/2021 09:39 AM	18641.57423	21749.96197		48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0199	not institution specific	wwtp	StarCityWWTP-01	03/12/2022 12:00 AM	41259.5466524362	69847.6624488832	10.5	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0260	not institution specific	upstream	Evansdale-01	12/06/2021 09:00 AM	2692.779335	0		48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
