Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
920	not institution specific	wwtp	WWTP	WWTP		HSB	2/28/2022	3/1/2022	25.48	3/2/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	2830	549	1689.5	272959.858444	52952.2834932	162956.0709686	4.8742831865	0.94557649095	2.909929838725	76372.8	191140.388268732	7095157.87882382	17704858.3936759	126.69924783614	316.158185601356	58203.2	116543.641327186	5495209.48521532	10763661.5909939	98.1287408074164	192.20824269632	40033.6	71199.0882682543	3895261.09160682	6993418.21043906	69.5582337786932	124.882468043555
776	not institution specific	wwtp	WWTP	WWTP		HSB	2/12/2022	2/13/2022	7.98	2/14/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	322153	322153	322153	9731459.8780854	9731459.8780854	9731459.8780854	173.776069251525	173.776069251525	173.776069251525	522056	833818.63227902	29552121.5551656	27612596.5716266	527.716456342243	493.082081636189	521868.2	876503.692134163	29288833.6842503	29347754.1407491	523.014887218756	524.067038227663	521680.4	927735.706549088	29025545.813335	33457978.5253124	518.313318095268	597.463902237722
634	not institution specific	wwtp	WWTP	WWTP		HSB	1/24/2022	1/25/2022	10.83	1/26/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	1904817	1858298	1881557.5	78089859.2552751	76182766.7825094	77136313.0188923	1394.46177241563	1360.40654968767	1377.43416105165	1094072.4	1227882.0104901	48837758.8186946	53672325.8338831	872.102836048118	958.43438989077	1160160.8	1190504.91936211	51285112.6683301	51298302.9605062	915.805583363038	916.041124294753	1226249.2	1199475.78936117	53732466.5179657	50253502.6167943	959.508330677959	897.383975299899
1095	not institution specific	wwtp	WWTP	WWTP		HSB	3/19/2022	3/20/2022	18.96	3/21/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	32699	81761	57230	2346852.1453464	5868099.2769096	4107475.711128	41.9080740240429	104.787487087671	73.3477805558571	30776.6	24942.3711211155	2310119.06423462	1848740.40981188	41.2521261470468	33.0132216037836	34536.9	35467.4918150733	2564392.75345856	2527713.42036016	45.7927277403314	45.1377396492886	38297.2	58159.1356494042	2818666.4426825	4182641.3698056	50.3333293336161	74.6900244608143
263	not institution specific	wwtp	WWTP	WWTP		HSB	11/28/2021	11/29/2021	6.76	11/30/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	230104	276133	253118.5	5888216.7626464	7066069.9480228	6477143.3553346	105.1467279044	126.179820500407	115.663274202404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1287	not institution specific	wwtp	WWTP	WWTP		HSB	4/10/2022	4/11/2022	18.22	4/12/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	8776	8776	8776	605282.2136752	605282.2136752	605282.2136752	10.8086109584857	10.8086109584857	10.8086109584857	57352.8	97637.0422928713	2034897.9457022	2781392.7869838	36.3374633161107	49.6677283389965	70288.6	121412.624035027	2445722.80731638	3451061.76977227	43.6736215592211	61.6261030316478	83224.4	145493.974452819	2856547.66893056	4133712.67093794	51.0097798023314	73.8162976953203
1113	not institution specific	wwtp	WWTP	WWTP		HSB	3/20/2022	3/21/2022	7.29	3/22/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	113940	122082	118011	3144247.096266	3368930.7881898	3256588.9422279	56.1472695761786	60.1594783605321	58.1533739683554	51811.2	64804.9666481276	2792216.94265148	956853.00310233	49.8610168330622	17.0866607696845	57160.9	65198.0062431606	3133839.68685332	1217867.4892231	55.9614229795236	21.7476337361267	62510.6	75302.4434996808	3475462.43105516	3096144.96853181	62.061829125985	55.2883030094967
1514	not institution specific	wwtp	WWTP	WWTP		HSB	5/9/2022	5/10/2022	23.41	5/11/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	34159	51241	42700	3027049.2506479	4540795.4170921	3783922.33387	54.0544509044268	81.0856324480732	67.57004167625	92031	313426.999054625	3473913.16116282	8568008.3242364	62.0341635921932	153.000148647079	100561.8	321539.605684122	4064453.65961911	8852770.96486324	72.5795296360555	158.085195801129	109092.6	330141.233747221	4654994.1580754	9318181.7131319	83.1248956799179	166.396102020212
385	not institution specific	wwtp	WWTP	WWTP		HSB	12/13/2021	12/14/2021	8.8	12/15/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	348814	828706	588760	11619555.232912	27605529.419248	19612542.32608	207.492057730571	492.955882486572	350.223970108572	203594.8	308365.184581239	9712137.60099812	16533033.3430642	173.431028589252	295.232738269003	235177.6	422599.893899307	10295304.1397015	16619836.7017293	183.844716780383	296.782798245167	266760.4	601064.213989682	10878470.6784048	20327458.598607	194.258404971514	362.990332117983
1211	not institution specific	wwtp	WWTP	WWTP		HSB	4/2/2022	4/3/2022	6.85	4/4/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	67640	112750	90195	1753909.15694	2923614.095875	2338761.6264075	31.3198063739286	52.2073945691964	41.7636004715625	130197.6	216198.005502667	3875374.97770004	6853418.80550912	69.2031246017864	122.382478669806	136214.8	229457.676998854	4044074.83296132	7295205.41348609	72.2156220171664	130.271525240823	142232	249849.288254741	4212774.6882226	7925506.93049344	75.2281194325464	141.526909473097
661	not institution specific	wwtp	WWTP	WWTP		HSB	1/26/2022	1/27/2022	8.72	1/28/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	601521	882402	741961.5	19855471.4670792	29127009.2540304	24491240.3605548	354.561990483557	520.125165250543	437.34357786705	872154.4	1087105.94528098	36317757.578072	44386512.9288552	648.531385322714	792.616302300985	958172.7	1046773.74790216	39299135.6677994	41233613.8457996	701.770279782132	736.314532960707	1044191	1061331.80997334	42280513.7575268	39732484.6796209	755.00917424155	709.50865499323
357	not institution specific	wwtp	WWTP	WWTP		HSB	12/8/2021	12/9/2021	8.04	12/10/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	41943	83888	62915.5	1276522.4711052	2553105.8116032	1914814.1413542	22.7950441268786	45.5911752072	34.1931096670393	451734.8	975149.95581303	14511205.9929792	24873558.3507929	259.128678446056	444.170684835588	395505.1	845392.335561751	12656212.5950051	21292763.6980936	226.003796339377	380.227923180243	339275.4	717432.869335087	10801219.1970311	17774050.8960332	192.878914232698	317.393766000592
1327	not institution specific	wwtp	WWTP	WWTP		HSB	4/16/2022	4/17/2022	6.73	4/18/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	146052	219130	182591	3720792.8998836	5582514.091909	4651653.4958963	66.4427303550643	99.6877516412322	83.0652409981482	48342.4	104459.904853314	1924486.34086586	2452679.15023147	34.3658275154618	43.7978419684191	62557.4	131362.697720618	2524610.03248848	3394754.16117343	45.0823220087229	60.6206100209541	76772.4	158757.979835278	3124733.7241111	4385118.59836823	55.7988165019839	78.3056892565755
1087	not institution specific	wwtp	WWTP	WWTP		HSB	3/17/2022	3/18/2022	19.52	3/19/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	34726	34726	34726	2565945.9223232	2565945.9223232	2565945.9223232	45.8204628986286	45.8204628986286	45.8204628986286	40494	48803.3472160303	3332482.29420182	4632562.59142086	59.5086123964611	82.7243319896582	39348.1	50756.1254423722	3234631.27026944	4772414.53387831	57.7612726833829	85.2216881049698	38202.2	57858.6978940021	3136780.24633706	5237886.19789564	56.0139329703047	93.5336821052793
488	not institution specific	wwtp	WWTP	WWTP		HSB	1/2/2022	1/3/2022	27.06	1/4/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	37443	74889	56166	3835406.1054078	7671119.5103994	5753262.8079036	68.489394739425	136.984276971418	102.736835855421	1266487.4	3984852.97497572	38832465.4246788	120136536.084904	693.436882583551	2145.29528723043	1274947.4	4040623.93625989	41760079.0674121	119060255.181475	745.715697632359	2126.07598538348	1283407.4	4109685.6666119	44687692.7101454	119889823.958733	797.994512681168	2140.88971354881
252	not institution specific	wwtp	WWTP	WWTP		HSB	11/23/2021	11/24/2021	7.70	11/25/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	266582	222145	244363.5	7770240.698374	6475006.264265	7122623.4813195	138.75429818525	115.625111861875	127.189705023563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1115	not institution specific	wwtp	WWTP	WWTP		HSB	3/21/2022	3/22/2022	8.03	3/23/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	69520	104291	86905.5	2113188.476696	3170117.0803093	2641652.77850265	37.7355085124286	56.6092335769518	47.1723710446902	56533.2	65890.2510061172	2509969.80789708	717087.490265689	44.8208894267336	12.8051337547444	68114.8	62938.6922176017	3168766.21511129	1142987.33802763	56.5851109841302	20.4104881790647	79696.4	65159.9201167116	3827562.6223255	2349703.97546714	68.3493325415268	41.9589995619131
438	not institution specific	wwtp	WWTP	WWTP		HSB	12/19/2021	12/20/2021	9.25	12/21/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	453067	453067	453067	15864160.2603475	15864160.2603475	15864160.2603475	283.288576077634	283.288576077634	283.288576077634	1785824.4	5630789.15962139	59966025.1749973	186949585.828514	1070.82187812495	3338.38546122346	1808628.8	5656495.04253924	60748623.07936	187777830.774407	1084.79684070286	3353.17554954298	1831433.2	5682683.28338007	61531220.9837227	188623931.695449	1098.77180328076	3368.2844945616
766	not institution specific	wwtp	WWTP	WWTP		HSB	2/9/2022	2/10/2022	9.88	2/11/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	1312014	1402584	1357299	49069127.8475112	52456432.3344672	50762780.0909892	876.234425848414	936.722005972629	906.478215910521	626955	839079.389986624	41966488.9537542	35910936.6782565	749.401588459897	641.266726397437	635239.1	891200.198657645	41939019.0737452	38435269.5573621	748.911054888308	686.344099238609	643523.2	952004.27037897	41911549.1937363	42745688.1538716	748.420521316719	763.315859890564
1202	not institution specific	wwtp	WWTP	WWTP		HSB	3/31/2022	4/1/2022	8.24	4/2/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	318860	373589	346224.5	9945810.460624	11652905.3006776	10799357.8806508	177.603758225429	208.087594654957	192.845676440193	130067.6	216358.076588296	4195578.03998344	6553502.83332086	74.9210364282757	117.026836309301	127745.4	239106.38910227	4055577.3993411	7283951.63183781	72.4210249882339	130.070564854247	125423.2	267240.427674821	3915576.75869876	8219486.51286052	69.9210135481922	146.776544872509
1444	not institution specific	wwtp	WWTP	WWTP		HSB	4/30/2022	5/1/2022	15.24	5/2/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	36827	51560	44193.5	2124536.6816268	2974478.271504	2549507.4765654	37.93815502905	53.1156834197143	45.5269192243821	226427	309974.616394931	6458375.19413394	7902820.94334301	115.328128466678	141.121802559697	233079.8	341577.301365972	6675977.31137319	8666671.5795504	119.213880560236	154.761992491971	239732.6	376947.624502797	6893579.42861244	9563443.82030658	123.099632653794	170.775782505475
681	not institution specific	wwtp	WWTP	WWTP		HSB	2/1/2022	2/2/2022	7.96	2/3/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	2382969	2461231	2422100	71803296.8710284	74161476.7800916	72982386.82556	1282.20172983979	1324.31208535878	1303.25690759929	1394617.8	1486534.1384455	46515039.7901504	52203696.3113155	830.6257105384	932.208862702062	1403507.1	1489254.26667785	46794050.1760156	51818264.4090667	835.608038857421	925.326150161906	1412396.4	1508992.904082	47073060.5618808	51953045.4933323	840.590367176443	927.732955238077
334	not institution specific	wwtp	WWTP	WWTP		HSB	12/6/2021	12/7/2021	9.56	12/8/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	1174	2188	1681	42485.3220104	79180.4808848	60832.9014476	0.758666464471429	1.41393715865714	1.08630181156429	537998.2	983103.790013063	14374781.1641851	24715852.3938109	256.69252078902	441.354507032338	549765.7	826429.141174921	14705243.6566335	20812607.7738189	262.593636725598	371.653710246766	561533.2	744615.259088745	15035706.1490818	19107160.6993156	268.494752662176	341.199298202063
587	not institution specific	wwtp	WWTP	WWTP		HSB	1/17/2022	1/18/2022	12.73	1/19/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	1711111	1792693	1751902	82455477.6701923	86386773.0562249	84421125.3632086	1472.41924411058	1542.62094743259	1507.52009577158	1165473.4	963691.789962856	70380352.6212936	41155960.9141744	1256.79201109453	734.927873467401	1301231.9	945999.769708731	73304610.2709373	45148336.1980339	1309.01089769531	806.220289250605	1436990.4	988561.06803876	76228867.920581	55526237.1540998	1361.22978429609	991.539949180354
537	not institution specific	wwtp	WWTP	WWTP		HSB	1/10/2022	1/11/2022	NA	1/12/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	331310	621329	476319.5	NA	NA	NA	NA	NA	NA	691553.2	1033787.14700977	54032702.428285	89507402.5020435	964.869686219375	1598.34647325078	738044.9	1156028.25869485	55562147.0231153	99896781.0446682	992.181196841345	1783.87109008336	784536.6	1306490.28420631	57091591.6179456	111879130.237355	1019.49270746331	1997.84161138134
796	not institution specific	wwtp	WWTP	WWTP		HSB	2/14/2022	2/15/2022	8.4	2/16/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	261000	261000	261000	8299132.884	8299132.884	8299132.884	148.1988015	148.1988015	148.1988015	523668.2	831708.024605257	22656781.3582333	36366523.1044088	404.585381397024	649.402198293013	547314.7	842689.962015715	23037686.6647528	35077443.996062	411.387261870585	626.382928501106	570961.2	868307.10626804	23418591.9712722	34447174.5539899	418.189142344146	615.128117035534
234	not institution specific	wwtp	WWTP	WWTP		HSB	11/21/2021	11/22/2021	11.15	11/23/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	223593	357783	290688	9437261.6361495	15101062.1082345	12269161.872192	168.522529216955	269.66182336133	219.092176289143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1434	not institution specific	wwtp	WWTP	WWTP		HSB	4/27/2022	4/28/2022	7.26	4/29/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	278922	287382	283152	7665355.7694252	7897854.1374612	7781604.9534432	136.88135302545	141.033109597521	138.957231311486	219081.6	329859.696924164	6034390.74076658	9004576.04899411	107.756977513689	160.796000874895	225439.1	360418.827984276	6221356.50524431	9722236.21190939	111.095651879363	173.611360926953	231796.6	394739.275800023	6408322.26972204	10563006.6341233	114.434326245036	188.625118466487
881	not institution specific	wwtp	WWTP	WWTP		HSB	2/23/2022	2/24/2022	24.33	2/25/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	211422	42279	126850.5	19471760.1269766	3893854.6906587	11682807.4088176	347.710002267439	69.5331194760482	208.621560871744	292770.2	831244.355994852	19649285.7262194	47268330.0712338	350.880102253919	844.077322700604	276474.3	784915.301017523	18552797.5250577	43328841.1254953	331.299955804602	773.729305812417	260178.4	752781.764512402	17456309.3238959	41669134.4729604	311.719809355285	744.09168701715
829	not institution specific	wwtp	WWTP	WWTP		HSB	2/19/2022	2/20/2022	25.81	2/21/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	2433	139949	71191	237707.5842993	13673217.7209629	6955462.6526311	4.24477829105893	244.164602160052	124.204690225555	380499.6	756143.150011924	17706646.012591	46914988.4657318	316.190107367697	837.767651173783	408307.9	675946.83023548	19250123.7733818	42125168.0027965	343.752210238961	752.23514290708	436116.2	608798.489382257	20793601.5341726	37955890.3550383	371.314313110225	677.78375633997
284	not institution specific	wwtp	WWTP	WWTP		HSB	11/30/2021	12/1/2021	7.36	12/2/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	735815	932158	833986.5	20500260.339344	25970497.5807808	23235378.9600624	366.076077488286	463.758885371086	414.917481429686	295546.8	478242.470749763	8626586.6720138	13149820.4506993	154.046190571675	234.818222333916	363928	484877.908195498	10514469.9908847	13178587.5157574	187.758392694369	235.331919924239	432309.2	549360.8945953	12402353.3097555	14725871.4793287	221.470594817063	262.961990702298
490	not institution specific	wwtp	WWTP	WWTP		HSB	1/3/2022	1/4/2022	26.59	1/5/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	90239	45118	67678.5	9082920.9894041	4541309.5136242	6812115.25151415	162.19501766793	81.0948127432893	121.64491520561	1124783.6	4096525.37079106	36034995.5518494	122226661.541554	643.482063425882	2182.61895609918	1166578.3	4139710.1416208	39601564.9960891	121228837.209118	707.170803501592	2164.80066444854	1208373	4187374.05018858	43168134.4403289	121787023.260511	770.859543577301	2174.76827250912
572	not institution specific	wwtp	WWTP	WWTP		HSB	1/16/2022	1/17/2022	11.6	1/18/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	1047461	1289398	1168429.5	45994804.390516	56618440.964888	51306622.677702	821.335792687786	1011.04358865871	916.18969067325	856610.2	759177.172730279	81146826.5014288	55600007.6331357	1449.0504732398	992.857279163137	901585.9	770416.503502007	84120130.0617892	66423189.0326746	1502.14517967481	1186.12837558347	946561.6	830020.307910806	87093433.6221495	79273828.7655549	1555.23988610981	1415.6040850992
368	not institution specific	wwtp	WWTP	WWTP		HSB	12/12/2021	12/13/2021	12.1	12/14/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	314983	196848	255915.5	14427311.556163	9016319.690928	11721815.6235455	257.630563502911	161.005708766571	209.318136134741	392072.8	964133.257337048	13654304.7905422	24507675.633802	243.826871259682	437.637064889322	344478.4	841933.28229545	11882113.3676291	21077771.9957582	212.18059585052	376.388785638539	296884	721243.582063585	10109921.9447161	17726336.5961198	180.534320441359	316.541724930711
663	not institution specific	wwtp	WWTP	WWTP		HSB	1/29/2022	1/30/2022	8.26	1/31/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	546264	364130	455197	17080302.3000624	11385429.895658	14232866.0978602	305.0053982154	203.31124813675	254.158323176075	883591.2	1070920.5598349	32935593.5567629	47231970.3361065	588.135599227908	843.428041716187	951396.1	1059937.08988896	35347484.4060498	46290988.8442738	631.205078679461	826.624800790603	1019201	1120104.42939642	37759375.2553368	47360888.7682036	674.274558131014	845.730156575064
1231	not institution specific	wwtp	WWTP	WWTP		HSB	4/4/2022	4/5/2022	14.15	4/6/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	64630	88874	76752	3461812.333445	4760407.076011	4111109.704728	61.8180773829464	85.0072692144822	73.4126732987143	138820.6	193304.943295127	4379672.8851652	5899547.85362297	78.20844437795	105.349068814696	158995.2	202943.58104057	5011074.76095648	6162458.39719939	89.4834778742229	110.043899949989	179169.8	213529.049750729	5642476.63674776	6445374.73977297	100.758511370496	115.095977495946
618	not institution specific	wwtp	WWTP	WWTP		HSB	1/22/2022	1/23/2022	9.84	1/24/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	549154	591414	570284	20455126.7444976	22029245.5822416	21242186.1633696	365.270120437457	393.379385397171	379.324752917314	1022892.8	952713.882687182	49448025.7283952	45136097.5505626	883.000459435628	806.001741974332	1129568.5	1090244.55576674	54483931.7871742	51752995.2358543	972.927353342397	924.160629211683	1236244.2	1268786.83962077	59519837.8459533	60470044.6377151	1062.85424724917	1079.82222567348
1539	not institution specific	wwtp	WWTP	WWTP		HSB	5/11/2022	5/12/2022	17.03	5/13/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	133812	209133	171472.5	8626261.8081276	13481870.1664959	11054065.9873118	154.04038943085	240.74768154457	197.39403548771	118698.8	299322.661793997	5195616.75390908	8557129.59577481	92.7788706055193	152.805885638836	134532.8	307340.365559197	6263131.26794361	9257897.02307016	111.841629784707	165.319589697681	150366.8	317286.290795608	7330645.78197814	10245760.8690482	130.904388963895	182.960015518718
849	not institution specific	wwtp	WWTP	WWTP		HSB	2/21/2022	2/22/2022	24.77	2/23/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	165967	82979	124473	15561830.3142119	7780493.2163803	11671161.7652961	277.889827039498	138.937378863934	208.413602951716	302685.8	828127.61280876	17414760.2776241	48190546.172019	310.977862100431	860.545467357483	303304.2	770883.787970004	17876062.6200942	43869960.7211501	319.215403930253	783.392155734824	303922.6	719938.597141881	18337364.9625642	40597604.5140295	327.452945760075	724.957223464813
1385	not institution specific	wwtp	WWTP	WWTP		HSB	4/23/2022	4/24/2022	7	4/25/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	88998	72812	80905	2358257.43426	1929362.91044	2143810.17235	42.1117398975	34.452909115	38.28232450625	52712	115799.561859999	1441589.48353112	2867656.44282866	25.74266934877	51.2081507647975	59703	138754.174128404	1638111.3073563	3415305.50119502	29.2519876313625	60.9875982356253	66694	164879.515622644	1834633.13118148	4069990.7370855	32.761305913955	72.6784060193839
520	not institution specific	wwtp	WWTP	WWTP		HSB	1/8/2022	1/9/2022	25.66	1/10/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	851806	979663	915734.5	82739000.8288036	95158214.1578578	88948607.4933307	1477.48215765721	1699.25382424746	1588.36799095233	506602.6	1255757.23692917	42747537.8304908	99620414.0333028	763.348889830194	1778.93596488041	583956.6	1346741.03208865	49829571.9010422	105052379.972032	889.813783947182	1875.93535664343	661310.6	1448767.94755476	56911605.9715936	112039214.202428	1016.27867806417	2000.70025361479
1172	not institution specific	wwtp	WWTP	WWTP		HSB	3/28/2022	3/29/2022	7.46	3/30/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	105911	123570	114740.5	2990837.5264846	3489512.828202	3240175.1773433	53.4078129729393	62.3127290750357	57.8602710239875	80199.6	95688.2752311292	2629053.64319784	2861227.29146161	46.9473864856757	51.0933444903858	75881.6	81921.6629667623	2424036.37891147	2214970.12287238	43.2863639091334	39.5530379084354	71563.6	85328.7040046664	2219019.1146251	2251661.53506703	39.6253413325911	40.2082416976256
459	not institution specific	wwtp	WWTP	WWTP		HSB	12/27/2021	12/28/2021	8.01	12/29/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	5093939	5268723	5181331	154454007.51622	159753656.618754	157103832.067487	2758.10727707535	2852.74386819204	2805.4255726337	1513943.6	3702694.54803248	46412214.4952118	111670025.339256	828.789544557353	1994.10759534386	1499622.7	3807189.7628206	46041308.4097739	114863864.636943	822.166221603105	2051.14043994541	1485301.8	3919009.97238069	45670402.324336	118261898.867988	815.542898648857	2111.81962264265
992	not institution specific	wwtp	WWTP	WWTP		HSB	3/7/2022	3/8/2022	28.14	3/9/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	2490	41899	22194.5	265238.379126	4463141.7056226	2364190.0423743	4.73639962725	79.698959028975	42.2176793281125	21502	66607.7791053645	1633450.28659838	5139962.71801547	29.1687551178282	91.7850485359905	16090	32214.6192873573	1342073.32587712	2659585.67219531	23.9655951049486	47.4926012892019	10678	32644.8107165557	1050696.36515586	3527608.22872629	18.7624350920689	62.993004084398
