Sample ID	type	category	group	level	county_population	Location	status	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
1318	not institution specific	wwtp	WWTP	WWTP		HSB	active	4/13/2022	4/14/2022	4/15/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	15.82	41533	83077	62305	2487211.4384446	4975081.6139374	3731146.526191	44.414489972225	88.840743106025	66.627616539125	32058	43792.9005302111	1872690.22757814	2296138.93315521	33.4408969210382	41.0024809492001	41389.6	57543.3166753619	2416501.27425482	3126155.11114636	43.1518084688361	55.8241984133279	50721.2	72584.0036347123	2960312.3209315	4032536.06738758	52.8627200166339	72.0095726319211
1610	not institution specific	wwtp	WWTP	WWTP		HSB	active	5/21/2022	5/22/2022	5/23/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	7.18	133191	78333	105762	3620030.6609658	2129031.7045854	2874531.1827756	64.6434046601036	38.0184232961679	51.3309139781357	645108.4	1115223.76467216	18898325.8395292	30980314.6326961	337.470104277306	553.219904155288	653716.5	1197989.45066293	19102465.8009793	33160658.9064635	341.115460731774	592.154623329706	662324.6	1284070.83273383	19306605.7624295	35473893.3455407	344.760817186241	633.46238117037
336	not institution specific	wwtp	WWTP	WWTP		HSB	active	12/7/2021	12/8/2021	12/9/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	18.00	311060	222172	266616	21194813.4228	15138217.98936	18166515.70608	378.478811121429	270.325321238571	324.40206618	590550.8	891688.563828868	18357459.0090423	20921161.8905336	327.811768018612	373.592176616671	549666.4	826645.221055448	16918411.1860599	19329767.5985831	302.114485465356	345.174421403269	508782	797533.179309393	15479363.3630776	19001139.6148034	276.417202912099	339.30606455006
847	not institution specific	wwtp	WWTP	WWTP		HSB	active	2/20/2022	2/21/2022	2/22/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	25.5	16	47609	23812.5	1544.44728	4595599.409595	2298571.9284375	0.0275794157142857	82.0642751713393	41.0459272935268	315642.2	821681.293308357	15718651.3106269	49014049.103532	280.690201975481	875.250876848787	348424.8	749246.667267613	17742540.3755507	43976273.7373788	316.831078134835	785.290602453192	381207.4	689070.569455203	19766429.4404745	39431999.0075082	352.971954294188	704.14283941979
420	not institution specific	wwtp	WWTP	WWTP		HSB	active	12/18/2021	12/19/2021	12/20/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	11.78	301247	301247	301247	13433245.3258606	13433245.3258606	13433245.3258606	239.879380818939	239.879380818939	239.879380818939	1764973.8	5652324.50681224	59117104.1695102	187829186.628322	1055.66257445554	3354.09261836289	1835767.4	5629965.32718155	61498299.4925065	187042093.935627	1098.18391950904	3340.03739170762	1906561	5613430.10191919	63879494.8155028	186449053.308319	1140.70526456255	3329.4473805057
1063	not institution specific	wwtp	WWTP	WWTP		HSB	active	3/14/2022	3/15/2022	3/16/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	19.78	31781	55622	43701.5	2379615.3988538	4164720.0438956	3272167.7213747	42.4931321223893	74.37000078385	58.4315664531197	33570.8	59440.1411768263	2821636.58135998	5404259.87834236	50.3863675242854	96.5046406846851	36584.5	53072.0032170891	3167312.67066703	4822809.84312377	56.5591548333398	86.121604341496	39598.2	57904.3261957092	3512988.75997408	5304204.46140085	62.7319421423943	94.7179368107295
385	not institution specific	wwtp	WWTP	WWTP		HSB	active	12/13/2021	12/14/2021	12/15/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	8.8	348814	828706	588760	11619555.232912	27605529.419248	19612542.32608	207.492057730571	492.955882486572	350.223970108572	203636.4	308249.443716525	9713643.04341348	16529301.3841097	173.457911489526	295.166096144817	235124.7	422723.842186515	10293389.7670146	16624835.4688689	183.810531553833	296.872061944088	266613	601339.513837441	10873136.4906158	20339480.7298272	194.163151618139	363.205013032628
1270	not institution specific	wwtp	WWTP	WWTP		HSB	active	4/9/2022	4/10/2022	4/11/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	18.54	8656	8656	8656	607491.0761184	607491.0761184	607491.0761184	10.8480549306857	10.8480549306857	10.8480549306857	119369.6	221833.156106916	3903003.59509196	6653621.1518167	69.6964927694993	118.814663425298	137778.3	238286.990582307	4484537.9407115	7112181.88931643	80.0810346555625	127.003248023508	156187	255707.22295313	5066072.28633104	7595968.90344616	90.4655765416257	135.642301847253
535	not institution specific	wwtp	WWTP	WWTP		HSB	active	1/9/2022	1/10/2022	1/11/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	23.64	632647	379522	506084.5	56613740.5455828	33962320.2818328	45288030.4137078	1010.95965259969	606.470005032729	808.714828816211	632779.8	1143157.85775618	54032702.428285	89507402.5020435	964.869686219375	1598.34647325078	654014.2	1281644.63125532	55562147.0231153	99896781.0446682	992.181196841345	1783.87109008336	675248.6	1435509.08980198	57091591.6179456	111879130.237355	1019.49270746331	1997.84161138134
263	not institution specific	wwtp	WWTP	WWTP		HSB	active	11/28/2021	11/29/2021	11/30/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	6.76	230104	276133	253118.5	5888216.7626464	7066069.9480228	6477143.3553346	105.1467279044	126.179820500407	115.663274202404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
386	not institution specific	wwtp	WWTP	WWTP		HSB	active	12/13/2021	12/14/2021	12/15/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	8.8	7244774	7343842	7294308	241335071.536592	244635185.917936	242985128.727264	4309.55484886772	4368.48546282029	4339.020155844	1652314.8	5761841.70222006	57970654.8439144	189232002.936785	1035.1902650699	3379.14290958545	1693703	5776209.55344055	58880163.3048647	189968753.078079	1051.43148758687	3392.29916210855	1735091.2	5798935.54080833	59789671.765815	191055223.469958	1067.67271010384	3411.70041910639
284	not institution specific	wwtp	WWTP	WWTP		HSB	active	11/30/2021	12/1/2021	12/2/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	7.36	735815	932158	833986.5	20500260.339344	25970497.5807808	23235378.9600624	366.076077488286	463.758885371086	414.917481429686	295546.8	478242.470749763	8626586.6720138	13149820.4506993	154.046190571675	234.818222333916	363928	484877.908195498	10514469.9908847	13178587.5157574	187.758392694369	235.331919924239	432309.2	549360.8945953	12402353.3097555	14725871.4793287	221.470594817063	262.961990702298
796	not institution specific	wwtp	WWTP	WWTP		HSB	active	2/14/2022	2/15/2022	2/16/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	8.4	261000	261000	261000	8299132.884	8299132.884	8299132.884	148.1988015	148.1988015	148.1988015	523668.2	831708.024605257	22656781.3582333	36366523.1044088	404.585381397024	649.402198293013	547314.7	842689.962015715	23037686.6647528	35077443.996062	411.387261870585	626.382928501106	570961.2	868307.10626804	23418591.9712722	34447174.5539899	418.189142344146	615.128117035534
881	not institution specific	wwtp	WWTP	WWTP		HSB	active	2/23/2022	2/24/2022	2/25/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	24.33	211422	42279	126850.5	19471760.1269766	3893854.6906587	11682807.4088176	347.710002267439	69.5331194760482	208.621560871744	291987.2	832406.508457772	19573199.7423014	47401204.2322837	349.521423969669	846.450075576495	276082.8	785394.183173911	18514754.5330987	43379707.630568	330.620616662477	774.637636260142	260178.4	752781.764512402	17456309.3238959	41669134.4729604	311.719809355285	744.09168701715
585	not institution specific	wwtp	WWTP	WWTP		HSB	active	1/16/2022	1/17/2022	1/18/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	12.9	1317658	2018636	1668147	64343597.430162	98573607.219804	81458602.324983	1148.99281125289	1760.24298606793	1454.61789866041	949780.6	848385.396674079	70437057.2530159	41227092.5432307	1257.80459380385	736.198081129119	1052068.4	997795.076120736	74210106.6969617	46234431.3334961	1325.18047673146	825.614845241003	1154356.2	1216327.20475976	77983156.1409076	57327480.6180189	1392.55635965906	1023.70501103605
1550	not institution specific	wwtp	WWTP	WWTP		HSB	active	5/14/2022	5/15/2022	5/16/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	7.36	542306	583469	562887.5	15108980.0881856	16255806.6904544	15682393.38932	269.803215860457	290.282262329543	280.042739095	148060.2	416293.186428503	5932202.9240136	11037525.2224669	105.932195071671	197.098664686908	165167	425836.226110352	7045892.84586391	11455804.3751501	125.819515104713	204.567935270538	182273.8	436682.927399628	8159582.76771422	12116505.986602	145.706835137754	216.366178332179
1144	not institution specific	wwtp	WWTP	WWTP		HSB	active	3/24/2022	3/25/2022	3/26/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	13.23	66990	28706	47848	3354924.468357	1437624.4482558	2396274.4583064	59.909365506375	25.671865147425	42.7906153269	63575	60865.0238452279	2705031.62179772	971514.529224809	48.3041361035307	17.3484737361573	68944.1	61654.5327037294	2993587.56249763	1293530.63145414	53.4569207588863	23.0987612759668	74313.2	76393.9963180613	3282143.50319754	3001079.00150436	58.6097054142418	53.5906964554351
1569	not institution specific	wwtp	WWTP	WWTP		HSB	active	5/17/2022	5/18/2022	5/19/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	7.4	1660145	1852883	1756514	46504038.18493	51903021.594022	49203529.889476	830.429253302322	926.839671321822	878.634462312071	604018.8	1188912.86331508	18888137.2192437	31076515.9020258	337.288164629351	554.937783964747	625801.8	1245571.59306801	19826111.0889642	32091956.4206231	354.037698017219	573.07065036827	647584.8	1307418.83483951	20764084.9586848	33402967.9001473	370.787231405086	596.481569645487
1115	not institution specific	wwtp	WWTP	WWTP		HSB	active	3/21/2022	3/22/2022	3/23/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	8.03	69520	104291	86905.5	2113188.476696	3170117.0803093	2641652.77850265	37.7355085124286	56.6092335769518	47.1723710446902	56533.2	65890.2510061172	2509969.80789708	717087.490265689	44.8208894267336	12.8051337547444	68114.8	62938.6922176017	3168766.21511129	1142987.33802763	56.5851109841302	20.4104881790647	79696.4	65159.9201167116	3827562.6223255	2349703.97546714	68.3493325415268	41.9589995619131
1287	not institution specific	wwtp	WWTP	WWTP		HSB	active	4/10/2022	4/11/2022	4/12/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	18.22	8776	8776	8776	605282.2136752	605282.2136752	605282.2136752	10.8086109584857	10.8086109584857	10.8086109584857	57352.8	97637.0422928713	2034897.9457022	2781392.7869838	36.3374633161107	49.6677283389965	70288.6	121412.624035027	2445722.80731638	3451061.76977227	43.6736215592211	61.6261030316478	83224.4	145493.974452819	2856547.66893056	4133712.67093794	51.0097798023314	73.8162976953203
