Sample ID	type	category	Location	Sample Composite Start	Assay Target 1 Result (CN/L)	Assay Target 2 Result (CN/L)	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	latlong	population_served	counties_served	capacity_mgd	Status: WaTCH	status
P01-0017	not institution specific	wwtp	StMarysWWTP-01	2/4/22 11:05	74177.70579	120949.6263	0.658	24-hr time-weighted composite	Saint Marys	26170	-81.20511,39.39125	2892	Pleasants	0.525	Complete	active
G01-0048	not institution specific	wwtp	KeyserWWTP-01	12/31/21 9:00	11747.3937	11747.3937	1.02	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
A02-0085	higher ed dorm	upstream	CollegePark-02	9/4/21 9:00	6466.799527	5173.305869		48-hr time-weighted composite	College Park (WVU Morgantown)	26505	-79.9458019,39.6362083	567	Monongalia	-1	Complete	active
A02-0102	not institution specific	upstream	NorthHighSt-02 (MUB)	9/13/21 10:00	24466.97071	40208.39363		48-hr time-weighted composite	North High Street (WVU Morgantown)	26505	-79.9532029,39.6331164	-1	Monongalia	-1	Complete	active
A1100	not institution specific	wwtp	StarCityWWTP-01	7/29/21 0:00	0	0	7.981	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A03-0060	k12	upstream	MorgantownHS-01	10/29/21 6:00	1621.008217	0		8-hr time-weighted composite	Morgantown High	26501	-79.95736,39.62542	1851	Monongalia	-1	Complete	active
A02-0105	not institution specific	upstream	Evansdale-01	9/13/21 9:20	63366.66137	61500.64737		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
A02-0258	not institution specific	upstream	Evansdale-01	12/8/21 9:00	5581.908775	0		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
H01-0032	not institution specific	wwtp	MoundsvilleWWTP-01	11/9/21 8:00	46537.5	31662.5		24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
G01-0001	not institution specific	wwtp	KeyserWWTP-01	10/4/21 12:00	844215.4741	853864.9702		24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
A02-0282	not institution specific	upstream	NorthHighSt-02 (MUB)	1/8/22 9:00	625131.8836	88735.71485		48-hr time-weighted composite	North High Street (WVU Morgantown)	26505	-79.9532029,39.6331164	-1	Monongalia	-1	Complete	active
E01-0017	not institution specific	wwtp	PrincetonWWTP-01	12/7/21 8:00	303598.1637	48252.59931	1.637	24-hr time-weighted composite	Princeton	24740	-81.07993,37.38036	36000	Mercer	4.9	Complete	active
H01-0092	not institution specific	wwtp	MoundsvilleWWTP-01	12/14/21 8:00	19369.64728	24905.47847	1.4	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
H01-0089	not institution specific	wwtp	MoundsvilleWWTP-01	12/11/21 8:00	5474.010604	5474.010604	2.2	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
A01-0100	not institution specific	wwtp	StarCityWWTP-01	11/27/21 0:00	54942.23714	27462.11741	6.235	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A02-0017	higher ed dorm	upstream	OaklandE-02	8/16/21 9:41	112317.7677	80691.36053		48-hr time-weighted composite	Oakland Hall (WVU Morgantown)	26505	-79.9622118,39.6511596	862	Monongalia	-1	Complete	active
A01-0150	not institution specific	wwtp	StarCityWWTP-01	1/11/22 0:00	197182.484	10539.86359	11.6	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
E02-0006	not institution specific	wwtp	AthensWWTP-01	11/9/21 8:00	24809.28168	12401.563		24-hr time-weighted composite	Athens	24740	-81.01598,37.42163	2391	Mercer	0.5	Complete	active
A01-0096	not institution specific	wwtp	StarCityWWTP-01	11/22/21 0:00	329708.7675	293614.2719	6.154	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A01-0062	not institution specific	wwtp	StarCityWWTP-01	10/13/21 0:00	50466.09014	8898.38025	6.883	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A01-0155	not institution specific	wwtp	StarCityWWTP-01	1/18/22 0:00	701395.3185	751767.0822	12.2	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A03-0035	k12	upstream	CheatLakeES-01	9/30/21 12:00	33580.41182	27980.88789		8-hr time-weighted composite	Cheat Lake Elementary	26508	-79.86761,39.65267	830	Monongalia	-1	Complete	inactive
A1065	not institution specific	wwtp	StarCityWWTP-01	6/7/21 0:00	0	0	6.647	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
G01-0088	not institution specific	wwtp	KeyserWWTP-01	2/5/22 9:00	40783.93556	53340.82514	1.617	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
A03-0123	k12	upstream	MorgantownHS-01	2/7/22 6:00	16433.56992	14379.02106		8-hr time-weighted composite	Morgantown High	26501	-79.95736,39.62542	1851	Monongalia	-1	Complete	active
H01-0033	not institution specific	wwtp	MoundsvilleWWTP-01	11/8/21 8:00	30175	35062.5		24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
A02-0174	higher ed dorm	upstream	HonorsSummit-01 (MUB)	10/16/21 9:00	2306.166552	4612.545893		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
G01-0084	not institution specific	wwtp	KeyserWWTP-01	2/19/22 9:00	2504.662243	7514.436096	1.361	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
A0228	not institution specific	wwtp	StarCityWWTP-01	1/26/21 0:00	1872270	1312800	10.032	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A02-0335	higher ed dorm	upstream	CollegePark-02	2/9/22 9:00	21781.23571	24893.76571		48-hr time-weighted composite	College Park (WVU Morgantown)	26505	-79.9458019,39.6362083	567	Monongalia	-1	Complete	active
A0101	not institution specific	wwtp	StarCityWWTP-01	11/2/20 0:00	8517.6	12776.4	7.406	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
E02-0024	not institution specific	wwtp	AthensWWTP-01	12/17/21 8:00	2718.453817	0	0.101	24-hr time-weighted composite	Athens	24740	-81.01598,37.42163	2391	Mercer	0.5	Complete	active
H01-0116	not institution specific	wwtp	MoundsvilleWWTP-01	2/1/22 8:00	738908.6294	752976.3079		24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
A01-0060	not institution specific	wwtp	StarCityWWTP-01	10/10/21 0:00	46146.76058	52746.10966	7.441	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A02-0325	not institution specific	upstream	NorthHighSt-02 (MUB)	2/2/22 9:00	64254.98106	75948.29455		48-hr time-weighted composite	North High Street (WVU Morgantown)	26505	-79.9532029,39.6331164	-1	Monongalia	-1	Complete	active
A02-0225	not institution specific	upstream	Evansdale-01	11/20/21 9:38	0	0		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
A03-0112	k12	upstream	MountainviewES-01	12/22/21 6:00	5048.089558	7572.36287		8-hr time-weighted composite	Mountainview Elementary	26501	-79.94331,39.61036	726	Monongalia	-1	Complete	active
C01-0002	not institution specific	wwtp	WheelingWWTP-01	9/13/21 7:00	16219.02183	19464.09076		24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
A1041	not institution specific	wwtp	StarCityWWTP-01	5/2/21 0:00	10290	5130	11.991	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
B01-0091	not institution specific	wwtp	CharlestonWWTP-01	1/25/22 7:00	549540.3653	188976.2646	11.057	24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
A04-0005	not institution specific	wwtp	CheatLakeWWTP-01	1/31/22 9:00	767457.3219	660568.1884	0.575	24-hr time-weighted composite	Cheat Lake	26508	-79.857,39.67712	2000	Monongalia	0.75	Complete	active
H01-0051	not institution specific	wwtp	MoundsvilleWWTP-01	12/23/21 8:00	19318.62798	27600.76795	1.5	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
C01-0079	not institution specific	wwtp	WheelingWWTP-01	2/15/22 7:00	14617.15361	23389.89493	8.959	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
A02-0038	higher ed dorm	upstream	OaklandE-02	8/25/21 9:25	2772.34517	11090.98673		48-hr time-weighted composite	Oakland Hall (WVU Morgantown)	26505	-79.9622118,39.6511596	862	Monongalia	-1	Complete	active
C01-0010	not institution specific	wwtp	WheelingWWTP-01	9/27/21 7:00	37600.79622	67410.84516		24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
A02-0261	not institution specific	upstream	NorthHighSt-02 (MUB)	12/6/21 9:00	12460.0183	14952.46639		48-hr time-weighted composite	North High Street (WVU Morgantown)	26505	-79.9532029,39.6331164	-1	Monongalia	-1	Complete	active
A01-0185	not institution specific	wwtp	StarCityWWTP-01	2/19/22 0:00	90816.43268	88218.93498	11.5	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
C01-0032	not institution specific	wwtp	WheelingWWTP-01	11/2/21 7:00	9437.167272	11325.02884		24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
A01-0088	not institution specific	wwtp	StarCityWWTP-01	11/13/21 0:00	26339.55836	11284.98279	9.153	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A02-0285	not institution specific	upstream	NorthHighSt-02 (MUB)	1/10/22 9:00	247778.2425	251723.0558		48-hr time-weighted composite	North High Street (WVU Morgantown)	26505	-79.9532029,39.6331164	-1	Monongalia	-1	Complete	active
A02-0289	higher ed dorm	upstream	HonorsSummit-01 (MUB)	1/12/22 9:00	173361.2788	27689.66261		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
A02-0330	higher ed dorm	upstream	OaklandE-02	2/5/22 9:00	35095.68349	5011.86993		48-hr time-weighted composite	Oakland Hall (WVU Morgantown)	26505	-79.9622118,39.6511596	862	Monongalia	-1	Complete	active
F01-0010	not institution specific	wwtp	WestonWWTP-01	10/7/21 10:00	289785.8667	293002.0952		24-hr time-weighted composite	Weston	26452	-80.45991,39.06224	10364	Lewis	2.5	Complete	paused
A04-0010	not institution specific	wwtp	CheatLakeWWTP-01	2/7/22 9:00	198422.7285	193450.7087	0.926	24-hr time-weighted composite	Cheat Lake	26508	-79.857,39.67712	2000	Monongalia	0.75	Complete	active
A03-0155	k12	upstream	SuncrestES-01	12/22/21 6:00	0	0		8-hr time-weighted composite	Suncrest Elementary	26505	-79.97825,39.67137	515	Monongalia	-1	Complete	active
A02-0130	not institution specific	upstream	Evansdale-01	9/27/21 9:28	0	0		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
A02-0162	higher ed dorm	upstream	CollegePark-02	10/9/21 9:00	1539.51589	6158.687994		48-hr time-weighted composite	College Park (WVU Morgantown)	26505	-79.9458019,39.6362083	567	Monongalia	-1	Complete	active
P01-0013	not institution specific	wwtp	StMarysWWTP-01	2/7/22 10:00	76691.26064	70550.79751	0.055	24-hr time-weighted composite	Saint Marys	26170	-81.20511,39.39125	2892	Pleasants	0.525	Complete	active
A02-0240	higher ed dorm	upstream	HonorsSummit-01 (MUB)	12/1/21 9:00	0	13192.24522		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
G01-0069	not institution specific	wwtp	KeyserWWTP-01	11/6/21 9:00	1700	1700		24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
A02-0331	higher ed dorm	upstream	HonorsSummit-01 (MUB)	2/5/22 9:00	102961.936	128113.0193		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
G02-0011	higher ed dorm	upstream	PotomacState-01	10/12/21 9:25	0	3612.5		48-hr time-weighted composite	WVU Keyser	26726	-78.98272,39.43807	1193	Mineral	-1	Complete	inactive
O01-0046	not institution specific	wwtp	GraftonWWTP-01	2/10/22 1:57	27355.76402	19147.16005	1.78	24-hr flow-weighted composite	Grafton	26354	-80.01837,39.33877	6071	Taylor	2.3	Complete	active
A02-0009	higher ed dorm	upstream	CollegePark-02	8/11/21 9:55	52317.69228	49699.20111		48-hr time-weighted composite	College Park (WVU Morgantown)	26505	-79.9458019,39.6362083	567	Monongalia	-1	Complete	active
H01-0061	not institution specific	wwtp	MoundsvilleWWTP-01	1/2/22 8:00	0	0	4.2	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
A02-0211	higher ed dorm	upstream	CollegePark-02	11/3/21 11:30	0	3220.404461		48-hr time-weighted composite	College Park (WVU Morgantown)	26505	-79.9458019,39.6362083	567	Monongalia	-1	Complete	active
A01-0127	not institution specific	wwtp	StarCityWWTP-01	12/15/21 0:00	3720.364315	7441.059351	7.4	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
H01-0062	not institution specific	wwtp	MoundsvilleWWTP-01	1/3/22 8:00	0	3820.754089	2.4	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
C01-0122	not institution specific	wwtp	WheelingWWTP-01	2/6/22 7:00	145604.4844	109899.4486	15.66	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
A03-0055	k12	upstream	MorgantownHS-01	10/29/21 6:00	0	0		8-hr time-weighted composite	Morgantown High	26501	-79.95736,39.62542	1851	Monongalia	-1	Complete	active
A03-0084	k12	upstream	MountainviewES-01	11/19/21 6:00	0	0		8-hr time-weighted composite	Mountainview Elementary	26501	-79.94331,39.61036	726	Monongalia	-1	Complete	active
B01-0072	not institution specific	wwtp	CharlestonWWTP-01	10/25/21 7:00	1575.448187	1575.448187		24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
A01-0044	not institution specific	wwtp	StarCityWWTP-01	9/23/21 0:00	63778.55927	96913.09035	9.101	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A04-0009	not institution specific	wwtp	CheatLakeWWTP-01	2/4/22 9:00	57142.97041	62341.65207	3.436	24-hr time-weighted composite	Cheat Lake	26508	-79.857,39.67712	2000	Monongalia	0.75	Complete	active
A0036	not institution specific	wwtp	StarCityWWTP-01	12/8/20 12:00	14670	19560	7.104	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
E02-0076	not institution specific	wwtp	AthensWWTP-01	2/16/22 8:00	646170.1405	700470.053	0.105	24-hr time-weighted composite	Athens	24740	-81.01598,37.42163	2391	Mercer	0.5	Complete	active
E02-0073	not institution specific	wwtp	AthensWWTP-01	2/23/22 8:00	828725.5025	897386.0228	0.244	24-hr time-weighted composite	Athens	24740	-81.01598,37.42163	2391	Mercer	0.5	Complete	active
C01-0105	not institution specific	wwtp	WheelingWWTP-01	1/12/22 7:00	422059.0281	189814.3512	9.48	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
A1001	not institution specific	wwtp	StarCityWWTP-01	3/8/21 12:00	17430	5820	8.776	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
H01-0118	not institution specific	wwtp	MoundsvilleWWTP-01	2/3/22 8:00	36628.69178	39071.74073		24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
N02-0043	not institution specific	wwtp	ClarksburgWWTP-01	2/17/22 7:00	75614.02649	89130.89946	8.451	24-hr flow-weighted composite	Clarksburg	26301	-80.33857,39.27931	26498	Harrison	8	Complete	active
A01-0094	not institution specific	wwtp	StarCityWWTP-01	11/20/21 0:00	97570.77098	41054.75172	6.561	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A0049	not institution specific	wwtp	StarCityWWTP-01	12/28/20 12:00	60192	33456	11.75	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
C01-0109	not institution specific	wwtp	WheelingWWTP-01	1/18/22 7:00	410452.8809	413166.5719	7.455	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
B01-0026	not institution specific	wwtp	CharlestonWWTP-01	12/2/21 7:00	8157.2136	12236.41628	6.899	24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
H01-0088	not institution specific	wwtp	MoundsvilleWWTP-01	12/10/21 8:00	36061.99466	25755.40312	3.7	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
B01-0032	not institution specific	wwtp	CharlestonWWTP-01	12/12/21 7:00	7030.995442	10546.93563	7.114	24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
A02-0014	not institution specific	upstream	NorthHighSt-02 (MUB)	8/14/21 9:00	33470.65294	32182.49166		48-hr time-weighted composite	North High Street (WVU Morgantown)	26505	-79.9532029,39.6331164	-1	Monongalia	-1	Complete	active
A02-0132	not institution specific	upstream	NorthHighSt-02 (MUB)	9/27/21 10:14	0	7143.197432		48-hr time-weighted composite	North High Street (WVU Morgantown)	26505	-79.9532029,39.6331164	-1	Monongalia	-1	Complete	active
H01-0065	not institution specific	wwtp	MoundsvilleWWTP-01	1/6/22 8:00	5834.043128	11668.89846	2	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
H01-0084	not institution specific	wwtp	MoundsvilleWWTP-01	12/7/21 8:00	14705.02267	7351.866346	1.6	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
A02-0247	not institution specific	upstream	NorthHighSt-02 (MUB)	12/4/21 9:00	152541.292	137262.1626		48-hr time-weighted composite	North High Street (WVU Morgantown)	26505	-79.9532029,39.6331164	-1	Monongalia	-1	Complete	active
A0230	not institution specific	wwtp	StarCityWWTP-01	1/28/21 0:00	156660	176250	8.148	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
