sample_id	sbatch_id	variant	proportion	aliases
A01-0729	SARS_20240130_A	XBB.1.5.57	0.00301401	XBB.1.5.57,XBL
A01-0729	SARS_20240130_A	XBB.1.16.4	0.00102564	XBB.1.16.4
A01-0729	SARS_20240130_A	EG.10.1	0.00168243	EG.10.1
A01-0729	SARS_20240130_A	JD.1.1.7	0.00155726	JD.1.1.7
A01-0729	SARS_20240130_A	EG.5.1.14	0.00525131	EG.5.1.14
A01-0729	SARS_20240130_A	EG.5.1.13	0.00590319	EG.5.1.13
A01-0729	SARS_20240130_A	BA.2.19	0.07559056	BA.2.19
A01-0729	SARS_20240130_A	HK.3.13	0.00160000	HK.3.13
A01-0729	SARS_20240130_A	XBB.1.42	0.03001929	XBB.1.42
A01-0729	SARS_20240130_A	XDJ	0.00231481	XDJ
A01-0729	SARS_20240130_A	HK.28	0.00100000	HK.28
A01-0729	SARS_20240130_A	HK.11	0.01702924	HK.11
A01-0729	SARS_20240130_A	HV.1.11	0.00980392	HV.1.11
A01-0729	SARS_20240130_A	BA.2.23	0.00149499	BA.2.23
A01-0729	SARS_20240130_A	FL.9	0.00350877	FL.9
A01-0729	SARS_20240130_A	HK.14	0.00118665	HK.14
A01-0729	SARS_20240130_A	HK.21	0.00449870	HK.21
A01-0729	SARS_20240130_A	HK.17	0.01702924	HK.17
A01-0729	SARS_20240130_A	HK.18	0.00337205	HK.18
A01-0729	SARS_20240130_A	HY.1	0.00162074	HY.1
A01-0729	SARS_20240130_A	XBB.1.5.102	0.05508590	XBB.1.5.102,JD
A01-0729	SARS_20240130_A	XDQ	0.02695280	XDQ
A01-0729	SARS_20240130_A	EG.5.1.4	0.17806784	EG.5.1.4
A01-0729	SARS_20240130_A	HV.1	0.01853388	HV.1
A01-0729	SARS_20240130_A	XBB.1.5.100	0.00162074	XBB.1.5.100,HY
A01-0729	SARS_20240130_A	BA.2.87	0.00129668	BA.2.87
A01-0729	SARS_20240130_A	EG.5.1.18	0.00127551	EG.5.1.18
A01-0729	SARS_20240130_A	BA.2.27	0.00228833	BA.2.27
A01-0729	SARS_20240130_A	HK.3	0.01702924	HK.3
A01-0729	SARS_20240130_A	HK.3.14	0.01702924	HK.3.14
A01-0729	SARS_20240130_A	XBB.1.5.2	0.01440716	XBB.1.5.2
A01-0729	SARS_20240130_A	BA.2.76.2	0.00124033	BA.2.76.2
A01-0729	SARS_20240130_A	FY.5.3	0.00235294	FY.5.3
A01-0729	SARS_20240130_A	JN.1.6.1	0.01516315	JN.1.6.1
A01-0729	SARS_20240130_A	HN.3	0.00410616	HN.3
A01-0729	SARS_20240130_A	XT	0.00424463	XT,BA.2*,BA.1*
A01-0729	SARS_20240130_A	BA.2.38	0.00707596	BA.2.38
A01-0729	SARS_20240130_A	HK.4	0.00236967	HK.4
A01-0729	SARS_20240130_A	FL.15	0.00137741	FL.15
A01-0729	SARS_20240130_A	BA.2.24	0.00110132	BA.2.24
A01-0729	SARS_20240130_A	FL.13.4	0.00219298	FL.13.4
A01-0729	SARS_20240130_A	BA.2.9.4	0.00111012	BA.2.9.4
A01-0729	SARS_20240130_A	XBB.1.34.1	0.00119703	XBB.1.34.1
A01-0729	SARS_20240130_A	HF.1.1	0.00123482	HF.1.1
A01-0729	SARS_20240130_A	XBB.1.16.5	0.00246305	XBB.1.16.5
A01-0729	SARS_20240130_A	HV.1.7	0.00146413	HV.1.7
A01-0729	SARS_20240130_A	XBB.1.16	0.07843275	XBB.1.16,XDA
A01-0729	SARS_20240130_A	HV.1.3	0.01853388	HV.1.3
